,player,team,pos,targets,rec,rec_yds,rec_yds_per_rec,rec_td,rec_first_down,rec_per_g,rec_yds_per_g,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_td,rush_first_down,rush_yds_per_att,rush_yds_per_g,rush_att_per_g,touches,yds_per_touch,yds_from_scrimmage,rush_receive_td,fumbles
29,Hakeem Nicks,NYG,WR,133,76,1192,15.7,7,54,5.1,79.5,57.1%,9.0,,,,0,,,,76,15.7,1192,7,0
30,Jonathan Stewart,CAR,rb,61,47,413,8.8,1,18,2.9,25.8,77.0%,6.8,142,761,4,47,5.4,47.6,8.9,189,6.2,1174,5,1
31,Dwayne Bowe,KAN,WR,142,81,1159,14.3,5,56,5.1,72.4,57.0%,8.2,1,12,0,0,12.0,0.8,0.1,82,14.3,1171,5,1
32,Vincent Jackson,SDG,WR,115,60,1106,18.4,9,54,3.8,69.1,52.2%,9.6,3,51,0,1,17.0,3.2,0.2,63,18.4,1157,9,0
33,Cedric Benson,CIN,RB,22,15,82,5.5,0,3,1.0,5.5,68.2%,3.7,273,1067,6,51,3.9,71.1,18.2,288,4.0,1149,6,5
34,Antonio Brown,PIT,wr,124,69,1108,16.1,2,57,4.3,69.3,55.6%,8.9,7,41,0,2,5.9,2.6,0.4,76,15.1,1149,2,0
35,Marques Colston,NOR,wr,107,80,1143,14.3,8,56,5.7,81.6,74.8%,10.7,,,,0,,,,80,14.3,1143,8,1
36,A.J. Green,CIN,WR,115,65,1057,16.3,7,40,4.3,70.5,56.5%,9.2,5,53,0,3,10.6,3.5,0.3,70,15.9,1110,7,1
37,Adrian Peterson,MIN,RB,24,18,139,7.7,1,5,1.5,11.6,75.0%,5.8,208,970,12,48,4.7,80.8,17.3,226,4.9,1109,13,1
38,Beanie Wells,ARI,RB,16,10,52,5.2,0,1,0.7,3.7,62.5%,3.3,245,1047,10,48,4.3,74.8,17.5,255,4.3,1099,10,4
39,Rashard Mendenhall,PIT,RB,28,18,154,8.6,0,5,1.2,10.3,64.3%,5.5,228,928,9,46,4.1,61.9,15.2,246,4.4,1082,9,1
40,DeMarco Murray,DAL,RB,35,26,183,7.0,0,9,2.0,14.1,74.3%,5.2,164,897,2,42,5.5,69.0,12.6,190,5.7,1080,2,1
41,Ben Tate,HOU,rb,19,13,98,7.5,0,4,0.9,6.5,68.4%,5.2,175,942,4,53,5.4,62.8,11.7,188,5.5,1040,4,4
42,Nate Washington,TEN,WR,121,74,1023,13.8,7,47,4.6,63.9,61.2%,8.5,2,5,1,2,2.5,0.3,0.1,76,13.5,1028,8,0
43,Roy Helu,WAS,RB,59,49,379,7.7,1,13,3.3,25.3,83.1%,6.4,151,640,2,31,4.2,42.7,10.1,200,5.1,1019,3,2
44,Julio Jones,ATL,WR,95,54,959,17.8,8,36,4.2,73.8,56.8%,10.1,6,56,0,4,9.3,4.3,0.5,60,16.9,1015,8,1
45,Steve Johnson,BUF,WR,134,76,1004,13.2,7,44,4.8,62.8,56.7%,7.5,,,,0,,,,76,13.2,1004,7,0
46,DeSean Jackson,PHI,WR,104,58,961,16.6,4,39,3.9,64.1,55.8%,9.2,7,41,0,2,5.9,2.7,0.5,65,15.4,1002,4,1
47,Pierre Thomas,NOR,RB,59,50,425,8.5,1,18,3.1,26.6,84.7%,7.2,110,562,5,29,5.1,35.1,6.9,160,6.2,987,6,2
48,Pierre Garcon,IND,WR,134,70,947,13.5,6,42,4.4,59.2,52.2%,7.1,4,28,0,1,7.0,1.8,0.3,74,13.2,975,6,2
49,Darrius Heyward-Bey,OAK,WR,115,64,975,15.2,4,44,4.3,65.0,55.7%,8.5,,,,0,,,,64,15.2,975,4,1
50,DeAngelo Williams,CAR,RB,25,16,135,8.4,0,6,1.0,8.4,64.0%,5.4,155,836,7,33,5.4,52.3,9.7,171,5.7,971,7,0
51,Brandon Lloyd,2TM,,148,70,966,13.8,5,0,4.7,64.4,47.3%,6.5,,,,0,,,,70,13.8,966,5,1
52,Reggie Wayne,IND,WR,132,75,960,12.8,4,50,4.7,60.0,56.8%,7.3,,,,0,,,,75,12.8,960,4,0
53,Aaron Hernandez,NWE,TE,113,79,910,11.5,7,47,5.6,65.0,69.9%,8.1,5,45,0,2,9.0,3.2,0.4,84,11.4,955,7,1
54,Greg Jennings,GNB,WR,101,67,949,14.2,9,43,5.2,73.0,66.3%,9.4,,,,0,,,,67,14.2,949,9,0
55,Jabar Gaffney,WAS,WR,114,68,947,13.9,5,50,4.3,59.2,59.6%,8.3,,,,0,,,,68,13.9,947,5,1
56,Jason Witten,DAL,TE,117,79,942,11.9,5,47,4.9,58.9,67.5%,8.1,,,,0,,,,79,11.9,942,5,1
57,Dez Bryant,DAL,WR,103,63,928,14.7,9,48,4.2,61.9,61.2%,9.0,1,5,0,0,5.0,0.3,0.1,64,14.6,933,9,3
58,LeGarrette Blount,TAM,RB,25,15,148,9.9,0,6,1.1,10.6,60.0%,5.9,184,781,5,32,4.2,55.8,13.1,199,4.7,929,5,5
59,Ahmad Bradshaw,NYG,RB,44,34,267,7.9,2,12,2.8,22.3,77.3%,6.1,171,659,9,41,3.9,54.9,14.3,205,4.5,926,11,1
60,Mike Tolbert,SDG,,79,54,433,8.0,2,23,3.6,28.9,68.4%,5.5,121,490,8,26,4.0,32.7,8.1,175,5.3,923,10,2
61,Anquan Boldin,BAL,WR,106,57,887,15.6,3,43,4.1,63.4,53.8%,8.4,,,,0,,,,57,15.6,887,3,1
62,Michael Crabtree,SFO,WR,115,72,874,12.1,4,40,4.8,58.3,62.6%,7.6,1,6,0,0,6.0,0.4,0.1,73,12.1,880,4,0
63,Torrey Smith,BAL,WR,95,50,841,16.8,7,34,3.1,52.6,52.6%,8.9,4,39,0,3,9.8,2.4,0.3,54,16.3,880,7,1
64,Tony Gonzalez,ATL,TE,116,80,875,10.9,7,53,5.0,54.7,69.0%,7.5,,,,0,,,,80,10.9,875,7,0
65,Jeremy Maclin,PHI,WR,96,63,859,13.6,5,43,4.8,66.1,65.6%,8.9,1,1,0,0,1.0,0.1,0.1,64,13.4,860,5,1
66,Laurent Robinson,DAL,,80,54,858,15.9,11,36,3.9,61.3,67.5%,10.7,,,,0,,,,54,15.9,858,11,0
67,Malcom Floyd,SDG,WR,70,43,856,19.9,5,41,3.6,71.3,61.4%,12.2,,,,0,,,,43,19.9,856,5,0
68,Dexter McCluster,KAN,,64,46,328,7.1,1,15,2.9,20.5,71.9%,5.1,114,516,1,30,4.5,32.3,7.1,160,5.3,844,2,4
69,Nate Burleson,DET,WR,110,73,757,10.4,3,36,4.6,47.3,66.4%,6.9,11,85,0,6,7.7,5.3,0.7,84,10.0,842,3,1
70,C.J. Spiller,BUF,RB,54,39,269,6.9,2,16,2.4,16.8,72.2%,5.0,107,561,4,27,5.2,35.1,6.7,146,5.7,830,6,2
71,Ryan Grant,GNB,RB,24,19,268,14.1,1,10,1.3,17.9,79.2%,11.2,134,559,2,27,4.2,37.3,8.9,153,5.4,827,3,2
72,BenJarvus Green-Ellis,NWE,RB,13,9,159,17.7,0,7,0.6,9.9,69.2%,12.2,181,667,11,42,3.7,41.7,11.3,190,4.3,826,11,0
73,Dustin Keller,NYJ,TE,115,65,815,12.5,5,39,4.1,50.9,56.5%,7.1,,,,0,,,,65,12.5,815,5,1
74,Brent Celek,PHI,TE,98,62,811,13.1,5,35,3.9,50.7,63.3%,8.3,,,,0,,,,62,13.1,811,5,0
75,Steve Breaston,KAN,WR,98,61,785,12.9,2,39,3.8,49.1,62.2%,8.0,1,25,0,1,25.0,1.6,0.1,62,13.1,810,2,0
76,Fred Davis,WAS,TE,88,59,796,13.5,3,39,4.9,66.3,67.0%,9.0,,,,0,,,,59,13.5,796,3,1
77,Felix Jones,DAL,RB,45,33,221,6.7,0,13,2.8,18.4,73.3%,4.9,127,575,1,28,4.5,47.9,10.6,160,5.0,796,1,5
78,James Starks,GNB,,37,29,216,7.4,0,9,2.2,16.6,78.4%,5.8,133,578,1,31,4.3,44.5,10.2,162,4.9,794,1,2
79,Vernon Davis,SFO,TE,95,67,792,11.8,6,33,4.2,49.5,70.5%,8.3,2,-5,0,0,-2.5,-0.3,0.1,69,11.4,787,6,3
80,Doug Baldwin,SEA,,85,51,788,15.5,4,40,3.2,49.3,60.0%,9.3,1,-2,0,0,-2.0,-0.1,0.1,52,15.1,786,4,0
81,Antonio Gates,SDG,TE,88,64,778,12.2,7,45,4.9,59.8,72.7%,8.8,,,,0,,,,64,12.2,778,7,0
82,Brandon Pettigrew,DET,TE,126,83,777,9.4,5,38,5.2,48.6,65.9%,6.2,,,,0,,,,83,9.4,777,5,0
83,Mike Williams,TAM,WR,124,65,771,11.9,3,42,4.1,48.2,52.4%,6.2,1,3,0,0,3.0,0.2,0.1,66,11.7,774,3,2
84,Darren McFadden,OAK,rb,23,19,154,8.1,1,7,2.7,22.0,82.6%,6.7,113,614,4,24,5.4,87.7,16.1,132,5.8,768,5,1
85,Jermichael Finley,GNB,TE,92,55,767,13.9,8,45,3.4,47.9,59.8%,8.3,,,,0,,,,55,13.9,767,8,0
86,Kellen Winslow,TAM,TE,123,75,763,10.2,2,40,4.7,47.7,61.0%,6.2,,,,0,,,,75,10.2,763,2,2
87,Jared Cook,TEN,te,81,49,759,15.5,3,34,3.1,47.4,60.5%,9.4,,,,0,,,,49,15.5,759,3,2
88,Cam Newton,CAR,QB,1,1,27,27.0,0,1,0.1,1.7,100.0%,27.0,126,706,14,53,5.6,44.1,7.9,127,5.8,733,14,5
89,Donald Brown,IND,,19,16,86,5.4,0,3,1.0,5.4,84.2%,4.5,134,645,5,26,4.8,40.3,8.4,150,4.9,731,5,0
90,LaDainian Tomlinson,NYJ,,61,42,449,10.7,2,12,3.0,32.1,68.9%,7.4,75,280,1,15,3.7,20.0,5.4,117,6.2,729,3,0
91,Johnny Knox,CHI,WR,69,37,727,19.6,2,31,2.6,51.9,53.6%,10.5,,,,0,,,,37,19.6,727,2,1
92,Jerome Simpson,CIN,WR,105,50,725,14.5,4,33,3.1,45.3,47.6%,6.9,,,,0,,,,50,14.5,725,4,0
93,Greg Little,CLE,WR,119,61,709,11.6,2,34,3.8,44.3,51.3%,6.0,3,15,0,2,5.0,0.9,0.2,64,11.3,724,2,0
94,Toby Gerhart,MIN,rb,28,23,190,8.3,3,8,1.4,11.9,82.1%,6.8,109,531,1,26,4.9,33.2,6.8,132,5.5,721,4,1
95,Peyton Hillis,CLE,RB,34,22,130,5.9,0,5,2.2,13.0,64.7%,3.8,161,587,3,33,3.6,58.7,16.1,183,3.9,717,3,2
96,Deion Branch,NWE,WR,90,51,702,13.8,5,37,3.4,46.8,56.7%,7.8,,,,0,,,,51,13.8,702,5,0
97,Brandon Jacobs,NYG,rb,23,15,128,8.5,1,6,1.1,9.1,65.2%,5.6,152,571,7,32,3.8,40.8,10.9,167,4.2,699,8,3
98,Early Doucet,ARI,wr,97,54,689,12.8,5,35,3.4,43.1,55.7%,7.1,,,,0,,,,54,12.8,689,5,1
99,Santonio Holmes,NYJ,WR,101,51,654,12.8,8,34,3.2,40.9,50.5%,6.5,3,27,0,1,9.0,1.7,0.2,54,12.6,681,8,2
100,Jason Avant,PHI,WR,81,52,679,13.1,1,32,3.3,42.4,64.2%,8.4,,,,0,,,,52,13.1,679,1,2
101,Denarius Moore,OAK,WR,76,33,618,18.7,5,26,2.5,47.5,43.4%,8.1,5,61,1,3,12.2,4.7,0.4,38,17.9,679,6,1
102,Jahvid Best,DET,RB,40,27,287,10.6,1,11,4.5,47.8,67.5%,7.2,84,390,2,16,4.6,65.0,14.0,111,6.1,677,3,0
103,Owen Daniels,HOU,TE,85,54,677,12.5,3,41,3.6,45.1,63.5%,8.0,,,,0,,,,54,12.5,677,3,0
104,Kendall Hunter,SFO,,26,16,195,12.2,0,10,1.0,12.2,61.5%,7.5,112,473,2,23,4.2,29.6,7.0,128,5.2,668,2,1
105,Jackie Battle,KAN,,13,9,68,7.6,0,2,0.6,4.5,69.2%,5.2,149,597,2,27,4.0,39.8,9.9,158,4.2,665,2,0
106,Tim Tebow,DEN,QB,0,0,0,,0,0,0.0,0.0,0.0%,,122,660,6,38,5.4,47.1,8.7,122,5.4,660,6,14
107,David Nelson,BUF,TE,97,61,658,10.8,5,32,3.8,41.1,62.9%,6.8,,,,0,,,,61,10.8,658,5,0
108,Daniel Thomas,MIA,rb,16,12,72,6.0,1,5,0.9,5.5,75.0%,4.5,165,581,0,25,3.5,44.7,12.7,177,3.7,653,1,2
109,Robert Meachem,NOR,WR,60,40,620,15.5,6,29,2.5,38.8,66.7%,10.3,4,18,0,1,4.5,1.1,0.3,44,14.5,638,6,0
110,Heath Miller,PIT,TE,74,51,631,12.4,2,36,3.2,39.4,68.9%,8.5,1,6,0,1,6.0,0.4,0.1,52,12.3,637,2,1
111,James Jones,GNB,,55,38,635,16.7,7,27,2.4,39.7,69.1%,11.5,,,,0,,,,38,16.7,635,7,1
112,Lance Moore,NOR,wr,73,52,627,12.1,8,35,3.7,44.8,71.2%,8.6,,,,0,,,,52,12.1,627,8,0
113,Titus Young,DET,WR,86,48,607,12.6,6,33,3.0,37.9,55.8%,7.1,2,15,0,1,7.5,0.9,0.1,50,12.4,622,6,1
114,Eric Decker,DEN,WR,96,44,612,13.9,8,30,2.8,38.3,45.8%,6.4,1,1,0,0,1.0,0.1,0.1,45,13.6,613,8,1
115,Brandon LaFell,CAR,wr,56,36,613,17.0,3,25,2.3,38.3,64.3%,10.9,,,,0,,,,36,17.0,613,3,0
116,Andre Roberts,ARI,WR,98,51,586,11.5,2,28,3.2,36.6,52.0%,6.0,3,27,0,2,9.0,1.7,0.2,54,11.4,613,2,1
117,Plaxico Burress,NYJ,WR,96,45,612,13.6,8,38,2.8,38.3,46.9%,6.4,,,,0,,,,45,13.6,612,8,0
118,Jake Ballard,NYG,TE,61,38,604,15.9,4,31,2.7,43.1,62.3%,9.9,,,,0,,,,38,15.9,604,4,0
119,Jermaine Gresham,CIN,TE,92,56,596,10.6,6,29,4.0,42.6,60.9%,6.5,,,,0,,,,56,10.6,596,6,1
120,Damian Williams,TEN,WR,94,45,592,13.2,5,27,3.0,39.5,47.9%,6.3,,,,0,,,,45,13.2,592,5,0
121,Michael Vick,PHI,QB,0,0,0,,0,0,0.0,0.0,0.0%,,76,589,1,27,7.8,45.3,5.8,76,7.8,589,1,10
122,Santana Moss,WAS,WR,95,46,584,12.7,4,36,3.8,48.7,48.4%,6.1,,,,0,,,,46,12.7,584,4,0
123,Miles Austin,DAL,WR,73,43,579,13.5,7,31,4.3,57.9,58.9%,7.9,2,3,0,0,1.5,0.3,0.2,45,12.9,582,7,1
124,Brian Hartline,MIA,WR,66,35,549,15.7,1,30,2.2,34.3,53.0%,8.3,1,9,0,1,9.0,0.6,0.1,36,15.5,558,1,0
125,Isaac Redman,PIT,,22,18,78,4.3,0,6,1.1,4.9,81.8%,3.5,110,479,3,30,4.4,29.9,6.9,128,4.4,557,3,2
126,Demaryius Thomas,DEN,wr,70,32,551,17.2,4,25,2.9,50.1,45.7%,7.9,1,5,0,0,5.0,0.5,0.1,33,16.8,556,4,0
127,Preston Parker,TAM,,65,40,554,13.9,3,26,2.5,34.6,61.5%,8.5,1,-3,0,0,-3.0,-0.2,0.1,41,13.4,551,3,8
128,Lance Ball,DEN,,32,16,148,9.3,1,8,1.0,9.3,50.0%,4.6,96,402,1,26,4.2,25.1,6.0,112,4.9,550,2,2
129,Davone Bess,MIA,,86,51,537,10.5,3,25,3.2,33.6,59.3%,6.2,2,9,0,0,4.5,0.6,0.1,53,10.3,546,3,5
130,Maurice Morris,DET,rb,35,26,230,8.8,1,9,1.6,14.4,74.3%,6.6,80,316,1,12,4.0,19.8,5.0,106,5.2,546,2,1
131,Josh Cribbs,CLE,wr,67,41,518,12.6,4,27,2.6,32.4,61.2%,7.7,7,25,0,0,3.6,1.6,0.4,48,11.3,543,4,3
132,Greg Olsen,CAR,TE,89,45,540,12.0,5,27,2.8,33.8,50.6%,6.1,,,,0,,,,45,12.0,540,5,1
133,Kevin Smith,DET,,28,22,179,8.1,3,9,3.1,25.6,78.6%,6.4,72,356,4,16,4.9,50.9,10.3,94,5.7,535,7,1
134,Jacoby Jones,HOU,WR,65,31,512,16.5,2,23,1.9,32.0,47.7%,7.9,4,17,0,1,4.3,1.1,0.3,35,15.1,529,2,2
135,Ed Dickson,BAL,TE,89,54,528,9.8,5,30,3.4,33.0,60.7%,5.9,,,,0,,,,54,9.8,528,5,0
136,Ricky Williams,BAL,,20,13,83,6.4,0,6,0.8,5.2,65.0%,4.2,108,444,2,20,4.1,27.8,6.8,121,4.4,527,2,2
137,Joseph Addai,IND,RB,22,15,93,6.2,0,5,1.3,7.8,68.2%,4.2,118,433,1,16,3.7,36.1,9.8,133,4.0,526,1,1
138,Mario Manningham,NYG,WR,77,39,523,13.4,4,25,3.3,43.6,50.6%,6.8,,,,0,,,,39,13.4,523,4,0
139,Thomas Jones,KAN,RB,7,5,43,8.6,0,1,0.3,2.7,71.4%,6.1,153,478,0,19,3.1,29.9,9.6,158,3.3,521,0,0
140,Mark Ingram,NOR,,13,11,46,4.2,0,3,1.1,4.6,84.6%,3.5,122,474,5,29,3.9,47.4,12.2,133,3.9,520,5,1
141,Austin Collie,IND,wr,96,54,514,9.5,1,35,3.4,32.1,56.3%,5.4,,,,0,,,,54,9.5,514,1,0
142,Devery Henderson,NOR,WR,50,32,503,15.7,2,22,2.0,31.4,64.0%,10.1,1,9,0,1,9.0,0.6,0.1,33,15.5,512,2,1
143,Danny Woodhead,NWE,,31,18,157,8.7,0,8,1.2,10.5,58.1%,5.1,77,351,1,18,4.6,23.4,5.1,95,5.3,508,1,1
144,Roy Williams,CHI,WR,63,37,507,13.7,2,29,2.5,33.8,58.7%,8.0,,,,0,,,,37,13.7,507,2,0
145,Chris Ogbonnaya,2TM,,31,23,165,7.2,0,0,1.8,12.7,74.2%,5.3,76,340,1,0,4.5,26.2,5.8,99,5.1,505,1,2
146,Harry Douglas,ATL,,62,39,498,12.8,1,20,2.4,31.1,62.9%,8.0,1,3,0,0,3.0,0.2,0.1,40,12.5,501,1,0
147,Andre Johnson,HOU,wr,51,33,492,14.9,2,23,4.7,70.3,64.7%,9.6,1,8,0,0,8.0,1.1,0.1,34,14.7,500,2,0
148,Sidney Rice,SEA,WR,57,32,484,15.1,2,19,3.6,53.8,56.1%,8.5,2,3,0,0,1.5,0.3,0.2,34,14.3,487,2,1
149,Kevin Walter,HOU,WR,59,39,474,12.2,3,26,2.6,31.6,66.1%,8.0,,,,0,,,,39,12.2,474,3,0
150,Marion Barber III,CHI,,9,5,50,10.0,0,1,0.5,4.5,55.6%,5.6,114,422,6,26,3.7,38.4,10.4,119,4.0,472,6,1
151,Kahlil Bell,CHI,,23,19,133,7.0,1,4,1.5,10.2,82.6%,5.8,79,337,0,15,4.3,25.9,6.1,98,4.8,470,1,3
152,Lavelle Hawkins,TEN,,77,47,470,10.0,1,22,2.9,29.4,61.0%,6.1,,,,0,,,,47,10.0,470,1,1
153,Devin Aromashodu,MIN,wr,84,26,468,18.0,1,21,1.6,29.3,31.0%,5.6,,,,0,,,,26,18.0,468,1,1
154,Legedu Naanee,CAR,WR,76,44,467,10.6,1,20,2.9,31.1,57.9%,6.1,,,,0,,,,44,10.6,467,1,0
155,Michael Jenkins,MIN,WR,55,38,466,12.3,3,22,3.5,42.4,69.1%,8.5,,,,0,,,,38,12.3,466,3,2
156,Marcedes Lewis,JAX,TE,85,39,460,11.8,0,22,2.6,30.7,45.9%,5.4,,,,0,,,,39,11.8,460,0,0
157,Jeremy Shockey,CAR,TE,62,37,455,12.3,4,25,2.5,30.3,59.7%,7.3,,,,0,,,,37,12.3,455,4,2
158,Stevan Ridley,NWE,,5,3,13,4.3,0,0,0.2,0.8,60.0%,2.6,87,441,1,18,5.1,27.6,5.4,90,5.0,454,1,1
159,Cadillac Williams,STL,,23,14,93,6.6,0,5,1.3,8.5,60.9%,4.0,87,361,1,18,4.1,32.8,7.9,101,4.5,454,1,1
160,Anthony Fasano,MIA,TE,54,32,451,14.1,5,25,2.1,30.1,59.3%,8.4,,,,0,,,,32,14.1,451,5,0
161,Ben Obomanu,SEA,wr,61,37,436,11.8,2,16,2.3,27.3,60.7%,7.1,1,13,0,1,13.0,0.8,0.1,38,11.8,449,2,0
162,Brandon Gibson,STL,WR,71,36,431,12.0,1,28,2.4,28.7,50.7%,6.1,2,16,0,2,8.0,1.1,0.1,38,11.8,447,1,0
163,Donald Driver,GNB,WR,56,37,445,12.0,6,20,2.3,27.8,66.1%,7.9,,,,0,,,,37,12.0,445,6,0
164,Arrelious Benn,TAM,WR,51,30,441,14.7,3,15,2.1,31.5,58.8%,8.6,6,-7,0,0,-1.2,-0.5,0.4,36,12.1,434,3,0
165,Danario Alexander,STL,,60,26,431,16.6,2,19,2.6,43.1,43.3%,7.2,,,,0,,,,26,16.6,431,2,0
166,Mike Thomas,JAX,WR,91,44,415,9.4,1,20,2.9,27.7,48.4%,4.6,3,11,0,1,3.7,0.7,0.2,47,9.1,426,1,1
167,Bernard Scott,CIN,,17,13,38,2.9,0,1,0.8,2.4,76.5%,2.2,112,380,3,21,3.4,23.8,7.0,125,3.3,418,3,0
168,Marcel Reece,OAK,fb,36,27,301,11.1,2,13,2.3,25.1,75.0%,8.4,17,112,0,7,6.6,9.3,1.4,44,9.4,413,2,1
169,Ben Watson,CLE,TE,70,37,410,11.1,2,21,2.8,31.5,52.9%,5.9,,,,0,,,,37,11.1,410,2,0
170,Visanthe Shiancoe,MIN,TE,70,36,409,11.4,3,26,2.3,25.6,51.4%,5.8,,,,0,,,,36,11.4,409,3,0
171,Dennis Pitta,BAL,,56,40,405,10.1,3,28,2.5,25.3,71.4%,7.2,,,,0,,,,40,10.1,405,3,0
172,LaRod Stephens-Howling,ARI,,17,13,234,18.0,2,6,0.9,16.7,76.5%,13.8,43,167,0,5,3.9,11.9,3.1,56,7.2,401,2,0
173,Tim Hightower,WAS,rb,15,10,78,7.8,1,6,2.0,15.6,66.7%,5.2,84,321,1,13,3.8,64.2,16.8,94,4.2,399,2,0
174,Kregg Lumpkin,TAM,,53,41,291,7.1,0,13,2.6,18.2,77.4%,5.5,31,105,0,5,3.4,6.6,1.9,72,5.5,396,0,0
175,Evan Royster,WAS,,14,9,68,7.6,0,5,1.5,11.3,64.3%,4.9,56,328,0,17,5.9,54.7,9.3,65,6.1,396,0,0
176,Golden Tate,SEA,wr,58,35,382,10.9,3,17,2.2,23.9,60.3%,6.6,5,14,0,2,2.8,0.9,0.3,40,9.9,396,3,1
177,Delone Carter,IND,,8,5,18,3.6,0,0,0.3,1.1,62.5%,2.3,101,377,2,18,3.7,23.6,6.3,106,3.7,395,2,3
