,player,team,pos,targets,rec,rec_yds,rec_yds_per_rec,rec_td,rec_first_down,rec_per_g,rec_yds_per_g,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_td,rush_first_down,rush_yds_per_att,rush_yds_per_g,rush_att_per_g,touches,yds_per_touch,yds_from_scrimmage,rush_receive_td,fumbles
10,Ahman Green,GNB,RB,63,46,373,8.1,1,14,3.3,26.6,73.0%,5.9,266,1059,5,55,4.0,75.6,19.0,312,4.6,1432,6,4
11,Joseph Addai,IND,,50,40,325,8.1,1,20,2.5,20.3,80.0%,6.5,226,1081,7,67,4.8,67.6,14.1,266,5.3,1406,8,2
12,Chad Johnson,CIN,WR,152,87,1369,15.7,7,67,5.4,85.6,57.2%,9.0,6,24,0,0,4.0,1.5,0.4,93,15.0,1393,7,1
13,Fred Taylor,JAX,RB,28,23,242,10.5,1,8,1.5,16.1,82.1%,8.6,231,1146,5,47,5.0,76.4,15.4,254,5.5,1388,6,3
14,Maurice Jones-Drew,JAX,rb,62,46,436,9.5,2,17,2.9,27.3,74.2%,7.0,166,941,13,46,5.7,58.8,10.4,212,6.5,1377,15,1
15,Edgerrin James,ARI,RB,61,38,217,5.7,0,10,2.4,13.6,62.3%,3.6,337,1159,6,61,3.4,72.4,21.1,375,3.7,1376,6,3
16,Marvin Harrison,IND,WR,148,95,1366,14.4,12,78,5.9,85.4,64.2%,9.2,,,,0,,,,95,14.4,1366,12,1
17,Thomas Jones,CHI,RB,47,36,154,4.3,0,6,2.3,9.6,76.6%,3.3,296,1210,6,63,4.1,75.6,18.5,332,4.1,1364,6,1
18,Roy Williams,DET,WR,151,82,1310,16.0,7,66,5.1,81.9,54.3%,8.7,2,2,0,0,1.0,0.1,0.1,84,15.6,1312,7,2
19,Donald Driver,GNB,WR,173,92,1295,14.1,8,54,5.8,80.9,53.2%,7.5,7,16,0,2,2.3,1.0,0.4,99,13.2,1311,8,1
20,Warrick Dunn,ATL,RB,28,22,170,7.7,1,10,1.4,10.6,78.6%,6.1,286,1140,4,48,4.0,71.3,17.9,308,4.3,1310,5,1
21,Reggie Wayne,IND,WR,137,86,1310,15.2,9,72,5.4,81.9,62.8%,9.6,,,,0,,,,86,15.2,1310,9,1
22,Reggie Bush,NOR,rb,121,88,742,8.4,2,34,5.5,46.4,72.7%,6.1,155,565,6,28,3.6,35.3,9.7,243,5.4,1307,8,2
23,Lee Evans,BUF,WR,137,82,1292,15.8,8,54,5.1,80.8,59.9%,9.4,,,,0,,,,82,15.8,1292,8,1
24,Travis Henry,TEN,RB,25,18,78,4.3,0,2,1.3,5.6,72.0%,3.1,270,1211,7,50,4.5,86.5,19.3,288,4.5,1289,7,3
25,Ronnie Brown,MIA,RB,38,33,276,8.4,0,12,2.5,21.2,86.8%,7.3,241,1008,5,50,4.2,77.5,18.5,274,4.7,1284,5,4
26,Deuce McAllister,NOR,RB,36,30,198,6.6,0,9,2.0,13.2,83.3%,5.5,244,1057,10,53,4.3,70.5,16.3,274,4.6,1255,10,3
27,Jamal Lewis,BAL,RB,26,18,115,6.4,0,5,1.1,7.2,69.2%,4.4,314,1132,9,48,3.6,70.8,19.6,332,3.8,1247,9,4
28,Anquan Boldin,ARI,WR,152,83,1203,14.5,4,55,5.2,75.2,54.6%,7.9,5,28,0,2,5.6,1.8,0.3,88,14.0,1231,4,1
29,Steve Smith,CAR,WR,139,83,1166,14.0,8,52,5.9,83.3,59.7%,8.4,8,61,1,3,7.6,4.4,0.6,91,13.5,1227,9,2
30,Julius Jones,DAL,RB,15,9,142,15.8,0,7,0.6,8.9,60.0%,9.5,267,1084,4,48,4.1,67.8,16.7,276,4.4,1226,4,1
31,Kevin Jones,DET,RB,78,61,520,8.5,2,26,5.1,43.3,78.2%,6.7,181,689,6,31,3.8,57.4,15.1,242,5.0,1209,8,5
32,Javon Walker,DEN,WR,126,69,1084,15.7,8,53,4.3,67.8,54.8%,8.6,9,123,1,4,13.7,7.7,0.6,78,15.5,1207,9,0
33,Torry Holt,STL,WR,179,93,1188,12.8,10,66,5.8,74.3,52.0%,6.6,,,,0,,,,93,12.8,1188,10,2
34,Terrell Owens,DAL,WR,150,85,1180,13.9,13,63,5.3,73.8,56.7%,7.9,,,,0,,,,85,13.9,1180,13,0
35,Andre Johnson,HOU,WR,163,103,1147,11.1,5,56,6.4,71.7,63.2%,7.0,3,14,0,1,4.7,0.9,0.2,106,11.0,1161,5,1
36,Willis McGahee,BUF,RB,28,18,156,8.7,0,4,1.3,11.1,64.3%,5.6,259,990,6,50,3.8,70.7,18.5,277,4.1,1146,6,4
37,Tatum Bell,DEN,RB,31,24,115,4.8,0,5,1.8,8.8,77.4%,3.7,233,1025,2,47,4.4,78.8,17.9,257,4.4,1140,2,5
38,Laveranues Coles,NYJ,WR,152,91,1098,12.1,6,53,5.7,68.6,59.9%,7.2,2,14,0,1,7.0,0.9,0.1,93,12.0,1112,6,1
39,Isaac Bruce,STL,WR,126,74,1098,14.8,3,54,4.6,68.6,58.7%,8.7,,,,0,,,,74,14.8,1098,3,0
40,T.J. Houshmandzadeh,CIN,WR,132,90,1081,12.0,9,58,6.4,77.2,68.2%,8.2,3,6,0,1,2.0,0.4,0.2,93,11.7,1087,9,0
41,Mike Furrey,DET,WR,146,98,1086,11.1,6,55,6.1,67.9,67.1%,7.4,,,,0,,,,98,11.1,1086,6,1
42,Joey Galloway,TAM,WR,143,62,1057,17.0,7,44,3.9,66.1,43.4%,7.4,2,9,0,0,4.5,0.6,0.1,64,16.7,1066,7,0
43,Terry Glenn,DAL,WR,111,70,1047,15.0,6,47,4.7,69.8,63.1%,9.4,3,11,0,1,3.7,0.7,0.2,73,14.5,1058,6,0
44,DeShaun Foster,CAR,RB,46,32,159,5.0,0,3,2.3,11.4,69.6%,3.5,227,897,3,49,4.0,64.1,16.2,259,4.1,1056,3,4
45,Michael Vick,ATL,QB,1,1,1,1.0,0,0,0.1,0.1,100.0%,1.0,123,1039,2,56,8.4,64.9,7.7,124,8.4,1040,2,9
46,Marques Colston,NOR,WR,115,70,1038,14.8,8,51,5.0,74.1,60.9%,9.0,,,,0,,,,70,14.8,1038,8,0
47,Hines Ward,PIT,WR,126,74,975,13.2,6,51,5.3,69.6,58.7%,7.7,2,30,0,0,15.0,2.1,0.1,76,13.2,1005,6,2
48,Cadillac Williams,TAM,RB,44,30,196,6.5,0,4,2.1,14.0,68.2%,4.5,225,798,1,32,3.5,57.0,16.1,255,3.9,994,1,3
49,Plaxico Burress,NYG,WR,116,63,988,15.7,10,43,4.2,65.9,54.3%,8.5,,,,0,,,,63,15.7,988,10,2
50,Jerricho Cotchery,NYJ,WR,125,82,961,11.7,6,53,5.1,60.1,65.6%,7.7,5,25,0,1,5.0,1.6,0.3,87,11.3,986,6,0
51,Corey Dillon,NWE,RB,16,15,147,9.8,0,5,0.9,9.2,93.8%,9.2,199,812,13,49,4.1,50.8,12.4,214,4.5,959,13,2
52,Darrell Jackson,SEA,WR,112,63,956,15.2,10,44,4.8,73.5,56.3%,8.5,,,,0,,,,63,15.2,956,10,1
53,Larry Fitzgerald,ARI,WR,111,69,946,13.7,6,52,5.3,72.8,62.2%,8.5,,,,0,,,,69,13.7,946,6,0
54,Shaun Alexander,SEA,RB,16,12,48,4.0,0,4,1.2,4.8,75.0%,3.0,252,896,7,54,3.6,89.6,25.2,264,3.6,944,7,6
55,Laurence Maroney,NWE,,30,22,194,8.8,1,11,1.6,13.9,73.3%,6.5,175,745,6,42,4.3,53.2,12.5,197,4.8,939,7,1
56,Reuben Droughns,CLE,RB,33,27,169,6.3,0,10,1.9,12.1,81.8%,5.1,220,758,4,38,3.4,54.1,15.7,247,3.8,927,4,5
57,Antonio Gates,SDG,TE,120,71,924,13.0,9,49,4.4,57.8,59.2%,7.7,,,,0,,,,71,13.0,924,9,0
58,Leon Washington,NYJ,RB,31,25,270,10.8,0,7,1.6,16.9,80.6%,8.7,151,650,4,32,4.3,40.6,9.4,176,5.2,920,4,3
59,Mark Clayton,BAL,WR,113,67,939,14.0,5,42,4.2,58.7,59.3%,8.3,7,-30,0,0,-4.3,-1.9,0.4,74,12.3,909,5,0
60,Tony Gonzalez,KAN,TE,104,73,900,12.3,5,53,4.9,60.0,70.2%,8.7,,,,0,,,,73,12.3,900,5,1
61,Dominic Rhodes,IND,RB,47,36,251,7.0,0,9,2.3,15.7,76.6%,5.3,187,641,5,40,3.4,40.1,11.7,223,4.0,892,5,3
62,Braylon Edwards,CLE,WR,125,61,884,14.5,6,38,3.8,55.3,48.8%,7.1,3,7,0,1,2.3,0.4,0.2,64,13.9,891,6,0
63,Eddie Kennison,KAN,WR,101,53,860,16.2,5,41,3.3,53.8,52.5%,8.5,4,16,0,0,4.0,1.0,0.3,57,15.4,876,5,0
64,Kellen Winslow,CLE,TE,120,89,875,9.8,3,41,5.6,54.7,74.2%,7.3,,,,0,,,,89,9.8,875,3,1
65,Santana Moss,WAS,WR,101,55,790,14.4,6,36,3.9,56.4,54.5%,7.8,7,82,0,3,11.7,5.9,0.5,62,14.1,872,6,2
66,Muhsin Muhammad,CHI,WR,117,60,863,14.4,5,45,3.8,53.9,51.3%,7.4,,,,0,,,,60,14.4,863,5,1
67,Marion Barber III,DAL,,32,23,196,8.5,2,8,1.4,12.3,71.9%,6.1,135,654,14,45,4.8,40.9,8.4,158,5.4,850,16,0
68,Reggie Brown,PHI,WR,88,46,816,17.7,8,34,2.9,51.0,52.3%,9.3,3,24,1,1,8.0,1.5,0.2,49,17.1,840,9,0
69,Santonio Holmes,PIT,,86,49,824,16.8,2,40,3.1,51.5,57.0%,9.6,1,13,0,1,13.0,0.8,0.1,50,16.7,837,2,5
70,Mike Bell,DEN,rb,27,20,158,7.9,0,5,1.3,10.5,74.1%,5.9,157,677,8,43,4.3,45.1,10.5,177,4.7,835,8,1
71,Keyshawn Johnson,CAR,WR,128,70,815,11.6,4,42,4.4,50.9,54.7%,6.4,1,4,1,1,4.0,0.3,0.1,71,11.5,819,5,1
72,DeAngelo Williams,CAR,,36,33,313,9.5,1,11,2.5,24.1,91.7%,8.7,121,501,1,31,4.1,38.5,9.3,154,5.3,814,2,1
73,Bernard Berrian,CHI,WR,102,51,775,15.2,6,32,3.4,51.7,50.0%,7.6,2,5,0,0,2.5,0.3,0.1,53,14.7,780,6,2
74,Alge Crumpler,ATL,TE,103,56,780,13.9,8,37,3.5,48.8,54.4%,7.6,,,,0,,,,56,13.9,780,8,0
75,Chris Chambers,MIA,WR,154,59,677,11.5,4,36,3.7,42.3,38.3%,4.4,8,95,0,4,11.9,5.9,0.5,67,11.5,772,4,0
76,Marty Booker,MIA,WR,90,55,747,13.6,6,36,3.9,53.4,61.1%,8.3,3,19,0,1,6.3,1.4,0.2,58,13.2,766,6,0
77,Reche Caldwell,NWE,WR,102,61,760,12.5,4,41,3.8,47.5,59.8%,7.5,1,5,0,0,5.0,0.3,0.1,62,12.3,765,4,2
78,Todd Heap,BAL,TE,116,73,765,10.5,6,40,4.6,47.8,62.9%,6.6,,,,0,,,,73,10.5,765,6,0
79,Devery Henderson,NOR,wr,54,32,745,23.3,5,28,2.5,57.3,59.3%,13.8,2,14,1,2,7.0,1.1,0.2,34,22.3,759,6,0
80,Deion Branch,SEA,WR,101,53,725,13.7,4,40,3.8,51.8,52.5%,7.2,4,30,0,1,7.5,2.1,0.3,57,13.2,755,4,0
81,Jason Witten,DAL,TE,90,64,754,11.8,1,37,4.0,47.1,71.1%,8.4,,,,0,,,,64,11.8,754,1,0
82,Justin Fargas,OAK,rb,21,13,91,7.0,0,3,0.8,5.7,61.9%,4.3,178,659,1,29,3.7,41.2,11.1,191,3.9,750,1,1
83,Derrick Mason,BAL,WR,112,68,750,11.0,2,45,4.3,46.9,60.7%,6.7,1,-4,0,0,-4.0,-0.3,0.1,69,10.8,746,2,1
84,Drew Bennett,TEN,WR,98,46,737,16.0,3,36,2.9,46.1,46.9%,7.5,,,,0,,,,46,16.0,737,3,2
85,Bryant Johnson,ARI,WR,74,40,740,18.5,4,30,2.5,46.3,54.1%,10.0,1,-3,0,0,-3.0,-0.2,0.1,41,18.0,737,4,1
86,Jerious Norwood,ATL,,15,12,102,8.5,0,4,0.9,7.3,80.0%,6.8,99,633,2,27,6.4,45.2,7.1,111,6.6,735,2,0
87,Chris Cooley,WAS,TE,95,57,734,12.9,6,33,3.6,45.9,60.0%,7.7,,,,0,,,,57,12.9,734,6,0
88,Antonio Bryant,SFO,WR,91,40,733,18.3,3,29,2.9,52.4,44.0%,8.1,,,,0,,,,40,18.3,733,3,0
89,Ronald Curry,OAK,,89,62,727,11.7,1,40,3.9,45.4,69.7%,8.2,1,4,0,0,4.0,0.3,0.1,63,11.6,731,1,0
90,Donte' Stallworth,PHI,WR,70,38,725,19.1,5,30,3.2,60.4,54.3%,10.4,,,,0,,,,38,19.1,725,5,0
91,Arnaz Battle,SFO,WR,85,59,686,11.6,3,36,3.7,42.9,69.4%,8.1,5,25,0,2,5.0,1.6,0.3,64,11.1,711,3,2
92,Cedric Benson,CHI,,10,8,54,6.8,0,2,0.5,3.6,80.0%,5.4,157,647,6,35,4.1,43.1,10.5,165,4.2,701,6,0
93,Clinton Portis,WAS,rb,26,17,170,10.0,0,4,2.1,21.3,65.4%,6.5,127,523,7,31,4.1,65.4,15.9,144,4.8,693,7,0
94,Ron Dayne,HOU,rb,18,14,77,5.5,0,3,1.3,7.0,77.8%,4.3,151,612,5,40,4.1,55.6,13.7,165,4.2,689,5,1
95,Wes Welker,MIA,,100,67,687,10.3,1,33,4.2,42.9,67.0%,6.9,,,,0,,,,67,10.3,687,1,3
96,Wali Lundy,HOU,RB,39,33,204,6.2,0,7,2.4,14.6,84.6%,5.2,124,476,4,29,3.8,34.0,8.9,157,4.3,680,4,1
97,Joe Horn,NOR,WR,61,37,679,18.4,4,28,3.7,67.9,60.7%,11.1,,,,0,,,,37,18.4,679,4,0
98,Eric Parker,SDG,WR,70,48,659,13.7,0,35,3.2,43.9,68.6%,9.4,2,19,0,1,9.5,1.3,0.1,50,13.6,678,0,0
99,Travis Taylor,MIN,WR,87,57,651,11.4,3,29,3.6,40.7,65.5%,7.5,1,5,0,0,5.0,0.3,0.1,58,11.3,656,3,2
100,Maurice Morris,SEA,rb,20,11,46,4.2,0,2,0.7,2.9,55.0%,2.3,161,604,0,34,3.8,37.8,10.1,172,3.8,650,0,1
101,Michael Pittman,TAM,,76,47,405,8.6,0,16,2.9,25.3,61.8%,5.3,50,245,1,12,4.9,15.3,3.1,97,6.7,650,1,2
102,Reggie Williams,JAX,WR,91,52,616,11.8,4,28,3.3,38.5,57.1%,6.8,7,33,0,3,4.7,2.1,0.4,59,11.0,649,4,1
103,Ben Watson,NWE,TE,91,49,643,13.1,3,32,3.8,49.5,53.8%,7.1,,,,0,,,,49,13.1,643,3,3
104,Randy McMichael,MIA,TE,96,62,640,10.3,3,37,3.9,40.0,64.6%,6.7,,,,0,,,,62,10.3,640,3,0
105,Greg Jennings,GNB,WR,104,45,632,14.0,3,29,3.2,45.1,43.3%,6.1,,,,0,,,,45,14.0,632,3,1
106,Nate Washington,PIT,,69,35,624,17.8,4,28,2.2,39.0,50.7%,9.0,3,8,0,1,2.7,0.5,0.2,38,16.6,632,4,0
107,Matt Jones,JAX,,76,41,643,15.7,4,33,2.9,45.9,53.9%,8.5,2,-15,0,0,-7.5,-1.1,0.1,43,14.6,628,4,1
108,Desmond Clark,CHI,TE,80,45,626,13.9,6,35,2.8,39.1,56.3%,7.8,,,,0,,,,45,13.9,626,6,0
109,Jeremy Shockey,NYG,TE,115,66,623,9.4,7,37,4.4,41.5,57.4%,5.4,,,,0,,,,66,9.4,623,7,0
110,L.J. Smith,PHI,TE,75,50,611,12.2,5,29,3.1,38.2,66.7%,8.1,,,,0,,,,50,12.2,611,5,0
111,D.J. Hackett,SEA,wr,66,45,610,13.6,4,33,3.2,43.6,68.2%,9.2,,,,0,,,,45,13.6,610,4,0
112,Chris Henry,CIN,,75,36,605,16.8,9,26,2.8,46.5,48.0%,8.1,,,,0,,,,36,16.8,605,9,0
113,Correll Buckhalter,PHI,,28,24,256,10.7,1,11,1.5,16.0,85.7%,9.1,83,345,2,16,4.2,21.6,5.2,107,5.6,601,3,2
114,Mewelde Moore,MIN,,62,46,468,10.2,1,15,2.9,29.3,74.2%,7.5,24,131,0,4,5.5,8.2,1.5,70,8.6,599,1,3
115,Brandon Jacobs,NYG,,14,11,149,13.5,0,3,0.7,9.9,78.6%,10.6,96,423,9,32,4.4,28.2,6.4,107,5.3,572,9,2
116,Samie Parker,KAN,WR,68,41,561,13.7,1,32,2.6,35.1,60.3%,8.3,3,7,0,0,2.3,0.4,0.2,44,12.9,568,1,0
117,Eric Moulds,HOU,WR,78,57,557,9.8,1,32,3.6,34.8,73.1%,7.1,1,6,0,0,6.0,0.4,0.1,58,9.7,563,1,1
118,Sammy Morris,MIA,,35,21,162,7.7,0,8,1.8,13.5,60.0%,4.6,92,400,1,17,4.3,33.3,7.7,113,5.0,562,1,4
119,Randy Moss,OAK,WR,96,42,553,13.2,3,27,3.2,42.5,43.8%,5.8,,,,0,,,,42,13.2,553,3,0
120,Vernand Morency,2TM,,19,17,118,6.9,0,0,1.2,8.4,89.5%,6.2,96,434,2,0,4.5,31.0,6.9,113,4.9,552,2,2
121,Vince Young,TEN,QB,0,0,0,,0,0,0.0,0.0,0.0%,,83,552,7,32,6.7,36.8,5.5,83,6.7,552,7,12
122,Michael Turner,SDG,,3,3,47,15.7,0,2,0.2,3.6,100.0%,15.7,80,502,2,25,6.3,38.6,6.2,83,6.6,549,2,0
123,Ernest Wilford,JAX,WR,74,36,524,14.6,2,27,2.3,32.8,48.6%,7.1,,,,0,,,,36,14.6,524,2,1
124,Cedrick Wilson,PIT,WR,69,37,504,13.6,1,25,2.5,33.6,53.6%,7.3,2,14,0,1,7.0,0.9,0.1,39,13.3,518,1,2
125,Anthony Thomas,BUF,,24,22,139,6.3,0,6,1.4,8.7,91.7%,5.8,107,378,2,15,3.5,23.6,6.7,129,4.0,517,2,1
126,Patrick Crayton,DAL,WR,48,36,516,14.3,4,28,2.3,32.3,75.0%,10.8,,,,0,,,,36,14.3,516,4,1
127,LaMont Jordan,OAK,RB,16,10,74,7.4,0,4,1.1,8.2,62.5%,4.6,114,434,2,18,3.8,48.2,12.7,124,4.1,508,2,1
128,Rod Smith,DEN,WR,94,52,512,9.8,3,34,3.3,32.0,55.3%,5.4,1,-5,0,0,-5.0,-0.3,0.1,53,9.6,507,3,2
129,Roddy White,ATL,wr,65,30,506,16.9,0,18,1.9,31.6,46.2%,7.8,,,,0,,,,30,16.9,506,0,1
130,Joe Jurevicius,CLE,WR,65,40,495,12.4,3,31,3.1,38.1,61.5%,7.6,,,,0,,,,40,12.4,495,3,0
131,Kevin Curtis,STL,,57,40,479,12.0,4,26,2.5,29.9,70.2%,8.4,4,4,0,1,1.0,0.3,0.3,44,11.0,483,4,1
132,Kevin Faulk,NWE,,56,43,356,8.3,2,15,2.9,23.7,76.8%,6.4,25,123,1,6,4.9,8.2,1.7,68,7.0,479,3,2
133,Vincent Jackson,SDG,wr,56,27,453,16.8,6,18,1.7,28.3,48.2%,8.1,3,16,0,0,5.3,1.0,0.2,30,15.6,469,6,0
134,Antwaan Randle El,WAS,WR,63,32,351,11.0,3,20,2.0,21.9,50.8%,5.6,19,118,0,4,6.2,7.4,1.2,51,9.2,469,3,2
135,Hank Baskett,PHI,wr,42,22,464,21.1,2,17,1.4,29.0,52.4%,11.0,,,,0,,,,22,21.1,464,2,0
136,Bobby Wade,TEN,,58,33,461,14.0,2,22,2.1,28.8,56.9%,7.9,,,,0,,,,33,14.0,461,2,2
137,Troy Williamson,MIN,WR,76,37,455,12.3,0,22,2.6,32.5,48.7%,6.0,,,,0,,,,37,12.3,455,0,0
138,Keenan McCardell,SDG,WR,51,36,437,12.1,0,24,2.6,31.2,70.6%,8.6,1,8,0,0,8.0,0.6,0.1,37,12.0,445,0,2
139,Michael Jenkins,ATL,WR,83,39,436,11.2,7,22,2.4,27.3,47.0%,5.3,1,2,0,0,2.0,0.1,0.1,40,11.0,438,7,0
140,Ashley Lelie,ATL,WR,68,28,430,15.4,1,22,1.9,28.7,41.2%,6.3,,,,0,,,,28,15.4,430,1,0
141,Doug Gabriel,2TM,,54,30,428,14.3,3,0,2.0,28.5,55.6%,7.9,,,,0,,,,30,14.3,428,3,1
142,Josh Reed,BUF,,48,34,410,12.1,2,21,2.6,31.5,70.8%,8.5,4,13,0,2,3.3,1.0,0.3,38,11.1,423,2,0
143,Peerless Price,BUF,WR,78,49,402,8.2,3,20,3.1,25.1,62.8%,5.2,5,18,0,2,3.6,1.1,0.3,54,7.8,420,3,1
144,Cedric Houston,NYJ,,8,7,43,6.1,0,1,0.9,5.4,87.5%,5.4,113,374,5,21,3.3,46.8,14.1,120,3.5,417,5,0
145,Najeh Davenport,PIT,,21,15,193,12.9,1,9,1.2,14.8,71.4%,9.2,60,221,1,10,3.7,17.0,4.6,75,5.5,414,2,2
146,Troy Brown,NWE,WR,75,43,384,8.9,4,28,2.7,24.0,57.3%,5.1,2,18,0,1,9.0,1.1,0.1,45,8.9,402,4,0
147,Michael Clayton,TAM,WR,65,33,356,10.8,1,22,2.8,29.7,50.8%,5.5,5,41,0,2,8.2,3.4,0.4,38,10.4,397,1,2
148,Demetrius Williams,BAL,,45,22,396,18.0,2,18,1.4,24.8,48.9%,8.8,,,,0,,,,22,18.0,396,2,0
149,Terrance Copper,NOR,,42,23,385,16.7,3,17,1.5,25.7,54.8%,9.2,1,8,0,1,8.0,0.5,0.1,24,16.4,393,3,2
150,Heath Miller,PIT,TE,55,34,393,11.6,5,21,2.1,24.6,61.8%,7.1,,,,0,,,,34,11.6,393,5,0
151,Kevan Barlow,NYJ,,10,7,21,3.0,0,1,0.6,1.8,70.0%,2.1,131,370,6,21,2.8,30.8,10.9,138,2.8,391,6,1
152,Brandon Jones,TEN,WR,53,27,384,14.2,4,21,1.7,24.0,50.9%,7.2,1,3,0,0,3.0,0.2,0.1,28,13.8,387,4,0
153,Jermaine Wiggins,MIN,,67,46,386,8.4,1,20,2.9,24.1,68.7%,5.8,,,,0,,,,46,8.4,386,1,1
154,Bo Scaife,TEN,TE,56,29,370,12.8,2,18,2.1,26.4,51.8%,6.6,1,13,1,1,13.0,0.9,0.1,30,12.8,383,3,1
155,Marcus Robinson,MIN,,58,29,381,13.1,4,20,2.9,38.1,50.0%,6.6,,,,0,,,,29,13.1,381,4,2
156,Ben Utecht,IND,TE,53,37,377,10.2,0,18,2.5,25.1,69.8%,7.1,,,,0,,,,37,10.2,377,0,1
157,Drew Carter,CAR,,51,28,357,12.8,3,14,2.0,25.5,54.9%,7.0,2,18,0,1,9.0,1.3,0.1,30,12.5,375,3,0
158,Dallas Clark,IND,TE,57,30,367,12.2,4,22,2.5,30.6,52.6%,6.4,,,,0,,,,30,12.2,367,4,0
159,Brandon Lloyd,WAS,WR,57,23,365,15.9,0,16,1.5,24.3,40.4%,6.4,,,,0,,,,23,15.9,365,0,1
160,Noah Herron,GNB,,35,29,211,7.3,2,12,1.8,13.2,82.9%,6.0,37,150,1,7,4.1,9.4,2.3,66,5.5,361,3,2
161,Amani Toomer,NYG,WR,43,32,360,11.3,3,22,4.0,45.0,74.4%,8.4,1,0,0,0,0.0,0.0,0.1,33,10.9,360,3,0
162,Ruvell Martin,GNB,,43,21,358,17.0,1,16,1.6,27.5,48.8%,8.3,,,,0,,,,21,17.0,358,1,0
163,George Wrighster,JAX,TE,63,39,353,9.1,3,23,2.4,22.1,61.9%,5.6,,,,0,,,,39,9.1,353,3,0
164,Owen Daniels,HOU,TE,51,34,352,10.4,5,21,2.4,25.1,66.7%,6.9,,,,0,,,,34,10.4,352,5,0
165,Kenny Watson,CIN,,32,23,213,9.3,0,12,1.4,13.3,71.9%,6.7,25,138,1,5,5.5,8.6,1.6,48,7.3,351,1,0
166,Greg Lewis,PHI,,34,24,348,14.5,2,20,1.5,21.8,70.6%,10.2,,,,0,,,,24,14.5,348,2,1
167,Justin McCareins,NYJ,WR,40,23,347,15.1,1,12,1.4,21.7,57.5%,8.7,,,,0,,,,23,15.1,347,1,1
168,Ike Hilliard,TAM,,55,34,339,10.0,2,19,2.1,21.2,61.8%,6.2,,,,0,,,,34,10.0,339,2,3
169,Roscoe Parrish,BUF,,40,23,320,13.9,2,11,1.4,20.0,57.5%,8.0,2,18,0,1,9.0,1.1,0.1,25,13.5,338,2,2
170,Brandon Marshall,DEN,,37,20,309,15.5,2,13,1.3,20.6,54.1%,8.4,2,12,0,1,6.0,0.8,0.1,22,14.6,321,2,1
171,Dan Campbell,DET,TE,32,21,308,14.7,4,16,1.3,19.3,65.6%,9.6,,,,0,,,,21,14.7,308,4,0
172,Mack Strong,SEA,FB,44,29,159,5.5,0,4,1.8,9.9,65.9%,3.6,33,149,1,12,4.5,9.3,2.1,62,5.0,308,1,2
173,Billy McMullen,MIN,,42,23,307,13.3,2,14,1.4,19.2,54.8%,7.3,,,,0,,,,23,13.3,307,2,0
174,LenDale White,TEN,,20,14,60,4.3,0,1,1.1,4.6,70.0%,3.0,61,244,0,13,4.0,18.8,4.7,75,4.1,304,0,0
175,Rashied Davis,CHI,,56,22,303,13.8,2,16,1.4,18.9,39.3%,5.4,,,,0,,,,22,13.8,303,2,1
176,Alvis Whitted,OAK,WR,63,27,299,11.1,0,17,1.9,21.4,42.9%,4.7,1,4,0,0,4.0,0.3,0.1,28,10.8,303,0,1
177,Chris Baker,NYJ,TE,45,31,300,9.7,4,18,1.9,18.8,68.9%,6.7,,,,0,,,,31,9.7,300,4,0
