,player,team,pos,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_td_perc,pass_int,pass_int_perc,pass_first_down,pass_yds_per_att,pass_adj_yds_per_att,pass_yds_per_cmp,pass_yds_per_g,pass_rating,pass_sacked,pass_sacked_yds,pass_net_yds_per_att,pass_adj_net_yds_per_att,pass_sacked_perc,comebacks,gwd
16,Tim Couch,CLE,QB,272,454,59.9,3040,17,3.7,21,4.6,135,6.7,5.4,11.2,190.0,73.1,51,353,5.32,4.12,10.1,3,3
17,Brian Griese,DEN,QB,275,451,61.0,2827,23,5.1,19,4.2,150,6.3,5.4,10.3,188.5,78.5,38,241,5.29,4.48,7.8,1,1
18,Jay Fiedler,MIA,QB,273,450,60.7,3290,20,4.4,19,4.2,152,7.3,6.3,12.1,205.6,80.3,27,178,6.52,5.57,5.7,4,4
19,Kordell Stewart,PIT,QB,266,442,60.2,3109,14,3.2,11,2.5,147,7.0,6.5,11.7,194.3,81.7,29,175,6.23,5.77,6.2,1,1
20,Vinny Testaverde,NYJ,QB,260,441,59.0,2752,15,3.4,14,3.2,147,6.2,5.5,10.6,172.0,75.3,18,122,5.73,5.01,3.9,5,5
21,Steve McNair,TEN,QB,264,431,61.3,3350,21,4.9,12,2.8,161,7.8,7.5,12.7,223.3,90.2,37,251,6.62,6.37,7.9,1,4
22,Tom Brady,NWE,QB,264,413,63.9,2843,18,4.4,12,2.9,145,6.9,6.4,10.8,189.5,86.5,41,216,5.79,5.39,9.0,3,3
23,Jim Miller,CHI,QB,228,395,57.7,2299,13,3.3,10,2.5,106,5.8,5.3,10.1,164.2,74.9,11,72,5.49,5.02,2.7,3,3
24,Tony Banks,WAS,QB,198,370,53.5,2386,10,2.7,10,2.7,106,6.4,5.8,12.1,159.1,71.3,29,173,5.55,4.92,7.3,1,1
25,Daunte Culpepper,MIN,QB,235,366,64.2,2612,14,3.8,13,3.6,127,7.1,6.3,11.1,237.5,83.3,33,186,6.08,5.32,8.3,2,2
26,Chris Chandler,ATL,QB,223,365,61.1,2847,16,4.4,14,3.8,128,7.8,7.0,12.8,203.4,84.1,41,261,6.37,5.61,10.1,0,2
27,Charlie Batch,DET,QB,198,341,58.1,2392,12,3.5,12,3.5,108,7.0,6.1,12.1,239.2,76.8,33,176,5.93,5.12,8.8,,
28,Matt Hasselbeck,SEA,QB,176,321,54.8,2023,7,2.2,8,2.5,92,6.3,5.6,11.5,155.6,70.9,38,251,4.94,4.32,10.6,0,2
29,Alex Van Pelt,BUF,qb,178,307,58.0,2056,12,3.9,11,3.6,99,6.7,5.9,11.6,171.3,76.4,14,73,6.18,5.38,4.4,1,1
30,Rob Johnson,BUF,QB,134,216,62.0,1465,5,2.3,7,3.2,71,6.8,5.8,10.9,183.1,76.3,31,196,5.14,4.27,12.6,0,1
31,Quincy Carter,DAL,QB,90,176,51.1,1072,5,2.8,7,4.0,46,6.1,4.9,11.9,134.0,63.0,12,56,5.40,4.26,6.4,0,2
32,Ty Detmer,DET,qb,92,151,60.9,906,3,2.0,10,6.6,43,6.0,3.4,9.8,226.5,56.9,12,75,5.10,2.71,7.4,1,1
33,Shane Matthews,CHI,,84,129,65.1,694,5,3.9,6,4.7,45,5.4,4.1,8.3,173.5,72.3,6,48,4.79,3.53,4.4,2,0
34,Trent Dilfer,SEA,,73,122,59.8,1014,7,5.7,4,3.3,43,8.3,8.0,13.9,169.0,92.0,10,72,7.14,6.83,7.6,0,0
35,Mike McMahon,DET,,53,115,46.1,671,3,2.6,1,0.9,33,5.8,6.0,12.7,83.9,69.9,21,122,4.04,4.15,15.4,1,1
36,Michael Vick,ATL,,50,113,44.2,785,2,1.8,3,2.7,34,6.9,6.1,15.7,98.1,62.7,21,113,5.01,4.31,15.7,,
37,Anthony Wright,DAL,,48,98,49.0,529,5,5.1,5,5.1,23,5.4,4.1,11.0,132.3,61.1,5,30,4.84,3.63,4.9,1,1
38,Spergon Wynn,MIN,,48,98,49.0,418,1,1.0,6,6.1,20,4.3,1.7,8.7,139.3,38.6,10,65,3.27,0.95,9.3,,
39,Todd Bouman,MIN,,51,89,57.3,795,8,9.0,4,4.5,32,8.9,8.7,15.6,159.0,98.3,4,27,8.26,8.04,4.3,,
40,Randall Cunningham,BAL,,54,89,60.7,573,3,3.4,2,2.2,31,6.4,6.1,10.6,95.5,81.3,12,66,5.02,4.72,11.9,1,2
41,Ryan Leaf,DAL,,45,88,51.1,494,1,1.1,3,3.4,24,5.6,4.3,11.0,123.5,57.7,12,82,4.12,2.97,12.0,,
42,Neil O'Donnell,TEN,,42,76,55.3,496,2,2.6,2,2.6,19,6.5,5.9,11.8,99.2,73.1,6,58,5.34,4.73,7.3,,
43,Drew Bledsoe,NWE,,40,66,60.6,400,2,3.0,2,3.0,18,6.1,5.3,10.0,200.0,75.3,5,21,5.34,4.63,7.0,,
44,Jonathan Quinn,JAX,,32,61,52.5,361,1,1.6,1,1.6,17,5.9,5.5,11.3,60.2,69.1,6,43,4.75,4.37,9.0,,
45,Clint Stoerner,DAL,,26,49,53.1,314,3,6.1,5,10.2,18,6.4,3.0,12.1,78.5,53.8,5,22,5.41,2.35,9.3,,
46,Gus Frerotte,DEN,,30,48,62.5,308,3,6.3,0,0.0,19,6.4,7.7,10.3,77.0,101.7,3,21,5.63,6.80,5.9,,
47,Jeff George,WAS,,23,42,54.8,168,0,0.0,3,7.1,6,4.0,0.8,7.3,84.0,34.6,6,38,2.71,-0.10,12.5,,
48,Travis Brown,BUF,,15,33,45.5,201,1,3.0,2,6.1,11,6.1,4.0,13.4,201.0,50.2,1,2,5.85,3.79,2.9,,
49,Shaun King,TAM,,21,31,67.7,210,0,0.0,1,3.2,10,6.8,5.3,10.0,70.0,73.3,3,29,5.32,4.00,8.8,,
50,Matt Lytle,CAR,,17,30,56.7,133,1,3.3,3,10.0,5,4.4,0.6,7.8,44.3,39.3,3,24,3.30,-0.18,9.1,,
51,Drew Brees,SDG,,15,27,55.6,221,1,3.7,0,0.0,11,8.2,8.9,14.7,221.0,94.8,2,12,7.21,7.90,6.9,,
52,Chad Pennington,NYJ,,10,20,50.0,92,1,5.0,0,0.0,5,4.6,5.6,9.2,46.0,79.6,1,8,4.00,4.95,4.8,,
53,Kent Graham,WAS,,13,19,68.4,131,2,10.5,0,0.0,9,6.9,9.0,10.1,43.7,122.9,2,16,5.48,7.38,9.5,2,2
54,Brock Huard,SEA,,9,17,52.9,127,1,5.9,0,0.0,6,7.5,8.6,14.1,127.0,96.9,1,5,6.78,7.89,5.6,,
55,Koy Detmer,PHI,,5,14,35.7,51,0,0.0,1,7.1,2,3.6,0.4,10.2,3.2,17.3,1,9,2.80,-0.20,6.7,,
56,A.J. Feeley,PHI,,10,14,71.4,143,2,14.3,1,7.1,8,10.2,9.9,14.3,143.0,114.0,0,0,10.21,9.86,0.0,1,1
57,Kelly Holcomb,CLE,,7,12,58.3,114,1,8.3,0,0.0,5,9.5,11.2,16.3,114.0,118.1,0,0,9.50,11.17,0.0,,
58,Jarious Jackson,DEN,,7,12,58.3,73,0,0.0,0,0.0,5,6.1,6.1,10.4,73.0,76.0,1,6,5.15,5.15,7.7,,
59,Scott Mitchell,CIN,,4,12,33.3,38,0,0.0,3,25.0,2,3.2,-8.1,9.5,38.0,3.5,2,15,1.64,-8.00,14.3,,
60,Tommy Maddox,PIT,,7,9,77.8,154,1,11.1,1,11.1,4,17.1,14.3,22.0,51.3,116.2,1,4,15.00,12.50,10.0,,
61,Mark Rypien,IND,,5,9,55.6,57,0,0.0,0,0.0,4,6.3,6.3,11.4,14.3,74.8,1,6,5.10,5.10,10.0,,
62,Dameyune Craig,CAR,,4,8,50.0,34,0,0.0,0,0.0,2,4.3,4.3,8.5,17.0,61.5,2,15,1.90,1.90,20.0,,
63,Akili Smith,CIN,,5,8,62.5,37,0,0.0,0,0.0,3,4.6,4.6,7.4,18.5,73.4,1,3,3.78,3.78,11.1,,
64,Doug Johnson,ATL,,3,5,60.0,23,1,20.0,0,0.0,3,4.6,8.6,7.7,7.7,110.8,2,13,1.43,4.29,28.6,1,1
65,Todd Collins,KAN,,3,4,75.0,40,0,0.0,0,0.0,1,10.0,10.0,13.3,40.0,106.2,0,0,10.00,10.00,0.0,,
66,Marques Tuiasosopo,OAK,,3,4,75.0,34,0,0.0,0,0.0,1,8.5,8.5,11.3,34.0,100.0,0,0,8.50,8.50,0.0,,
67,Ray Lucas,MIA,,2,3,66.7,45,0,0.0,0,0.0,2,15.0,15.0,22.5,4.5,109.7,0,0,15.00,15.00,0.0,0,0
68,Jamie Martin,STL,,3,3,100.0,22,0,0.0,0,0.0,2,7.3,7.3,7.3,4.4,97.2,2,7,3.00,3.00,40.0,,
69,Billy Volek,TEN,,0,3,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
70,Jerome Bettis,PIT,RB,1,2,50.0,32,1,50.0,0,0.0,1,16.0,26.0,32.0,2.9,135.4,0,0,16.00,26.00,0.0,,
71,Marty Booker,CHI,WR,1,2,50.0,34,1,50.0,0,0.0,1,17.0,27.0,34.0,2.1,135.4,0,0,17.00,27.00,0.0,,
72,Jeff Feagles,SEA,,0,2,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
73,Mike Green,TEN,,0,2,0.0,0,0,0.0,2,100.0,0,0.0,-45.0,,0.0,0.0,0,0,0.00,-45.00,0.0,,
74,Craig Hentrich,TEN,,0,2,0.0,0,0,0.0,1,50.0,0,0.0,-22.5,,0.0,0.0,0,0,0.00,-22.50,0.0,,
75,Deuce McAllister,NOR,,1,2,50.0,12,1,50.0,0,0.0,1,6.0,16.0,12.0,0.8,108.3,0,0,6.00,16.00,0.0,,
76,Chris Mohr,ATL,,2,2,100.0,40,0,0.0,0,0.0,1,20.0,20.0,20.0,2.5,118.7,0,0,20.00,20.00,0.0,,
77,David Patten,NWE,WR,1,2,50.0,60,1,50.0,1,50.0,1,30.0,17.5,60.0,3.8,95.8,0,0,30.00,17.50,0.0,,
78,Tim Rattay,SFO,,2,2,100.0,21,0,0.0,0,0.0,1,10.5,10.5,10.5,7.0,110.4,0,0,10.50,10.50,0.0,,
79,Lamont Warren,DET,,0,2,0.0,0,0,0.0,1,50.0,0,0.0,-22.5,,0.0,0.0,0,0,0.00,-22.50,0.0,,
80,Mitch Berger,MIN,,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
81,Jeff Blake,NOR,,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
82,Ken Dilger,IND,TE,1,1,100.0,39,1,100.0,0,0.0,1,39.0,59.0,39.0,2.4,158.3,0,0,39.00,59.00,0.0,,
83,Corey Dillon,CIN,RB,0,1,0.0,0,0,0.0,1,100.0,0,0.0,-45.0,,0.0,0.0,0,0,0.00,-45.00,0.0,,
84,Kevin Faulk,NWE,,1,1,100.0,23,0,0.0,0,0.0,1,23.0,23.0,23.0,1.5,118.7,0,0,23.00,23.00,0.0,,
85,Marshall Faulk,STL,RB,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
86,Joey Galloway,DAL,WR,1,1,100.0,-1,0,0.0,0,0.0,0,-1.0,-1.0,-1.0,-0.1,79.2,0,0,-1.00,-1.00,0.0,,
87,Tony Gonzalez,KAN,TE,1,1,100.0,40,0,0.0,0,0.0,1,40.0,40.0,40.0,2.5,118.7,0,0,40.00,40.00,0.0,,
88,Martin Gramatica,TAM,,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
89,Az-Zahir Hakim,STL,,1,1,100.0,51,1,100.0,0,0.0,1,51.0,71.0,51.0,3.2,158.3,0,0,51.00,71.00,0.0,,
90,Joe Horn,NOR,WR,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
91,Richard Huntley,CAR,RB,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,1,0,0.00,0.00,50.0,,
92,Leon Johnson,CHI,,1,1,100.0,18,0,0.0,0,0.0,1,18.0,18.0,18.0,1.5,118.7,0,0,18.00,18.00,0.0,,
93,LaMont Jordan,NYJ,,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
94,Micah Knorr,DAL,,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
95,Kevin Lockett,WAS,,1,1,100.0,31,1,100.0,0,0.0,1,31.0,51.0,31.0,1.9,158.3,0,0,31.00,51.00,0.0,,
96,Curtis Martin,NYJ,RB,1,1,100.0,18,1,100.0,0,0.0,1,18.0,38.0,18.0,1.1,158.3,0,0,18.00,38.00,0.0,,
97,Brad Maynard,CHI,,1,1,100.0,27,1,100.0,0,0.0,1,27.0,47.0,27.0,1.7,158.3,0,0,27.00,47.00,0.0,,
98,Freddie Mitchell,PHI,,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
99,Brian Moorman,BUF,,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
100,Randy Moss,MIN,WR,1,1,100.0,29,0,0.0,0,0.0,1,29.0,29.0,29.0,1.8,118.7,0,0,29.00,29.00,0.0,,
101,Kyle Richardson,BAL,,1,1,100.0,-11,0,0.0,0,0.0,0,-11.0,-11.0,-11.0,-0.7,79.2,0,0,-11.00,-11.00,0.0,,
102,Mark Royals,TAM,,1,1,100.0,5,0,0.0,0,0.0,0,5.0,5.0,5.0,0.3,87.5,0,0,5.00,5.00,0.0,,
103,Frank Sanders,ARI,WR,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
104,Tom Tupa,NYJ,,1,1,100.0,9,0,0.0,0,0.0,1,9.0,9.0,9.0,0.6,104.2,0,0,9.00,9.00,0.0,,
105,Hines Ward,PIT,WR,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,1,3,-1.50,-1.50,50.0,,
106,Frank Wycheck,TEN,TE,1,1,100.0,21,0,0.0,0,0.0,1,21.0,21.0,21.0,1.3,118.7,0,0,21.00,21.00,0.0,,
