,player,team,pos,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_td_perc,pass_int,pass_int_perc,pass_first_down,pass_yds_per_att,pass_adj_yds_per_att,pass_yds_per_cmp,pass_yds_per_g,pass_rating,pass_sacked,pass_sacked_yds,pass_net_yds_per_att,pass_adj_net_yds_per_att,pass_sacked_perc,comebacks,gwd
29,Tim Tebow,DEN,QB,126,271,46.5,1729,12,4.4,6,2.2,77,6.4,6.3,13.7,123.5,72.9,33,225,4.95,4.85,10.9,5,5
30,Matt Cassel,KAN,QB,160,269,59.5,1713,10,3.7,9,3.3,84,6.4,5.6,10.7,190.3,76.6,22,120,5.47,4.77,7.6,1,2
31,Kevin Kolb,ARI,QB,146,253,57.7,1955,9,3.6,8,3.2,87,7.7,7.0,13.4,217.2,81.1,30,219,6.13,5.50,10.6,2,1
32,Kyle Orton,2TM,,150,252,59.5,1758,9,3.6,9,3.6,0,7.0,6.1,11.7,195.3,77.8,10,54,6.50,5.65,3.8,,
33,Curtis Painter,IND,QB,132,243,54.3,1541,6,2.5,9,3.7,71,6.3,5.2,11.7,171.2,66.6,16,104,5.55,4.45,6.2,,
34,Dan Orlovsky,IND,qb,122,193,63.2,1201,6,3.1,4,2.1,71,6.2,5.9,9.8,150.1,82.4,14,84,5.40,5.11,6.8,1,1
35,Jason Campbell,OAK,qb,100,165,60.6,1170,6,3.6,4,2.4,56,7.1,6.7,11.7,195.0,84.2,5,19,6.77,6.42,2.9,1,1
36,Donovan McNabb,MIN,qb,94,156,60.3,1026,4,2.6,2,1.3,52,6.6,6.5,10.9,171.0,82.9,16,113,5.31,5.25,9.3,,
37,Tyler Palko,KAN,,80,134,59.7,796,2,1.5,7,5.2,40,5.9,3.9,10.0,132.7,59.8,11,83,4.92,3.02,7.6,,
38,T.J. Yates,HOU,qb,82,134,61.2,949,3,2.2,3,2.2,48,7.1,6.5,11.6,158.2,80.7,15,74,5.87,5.37,10.1,1,2
39,John Beck,WAS,,80,132,60.6,858,2,1.5,4,3.0,44,6.5,5.4,10.7,214.5,72.1,16,84,5.23,4.28,10.8,,
40,Vince Young,PHI,,66,114,57.9,866,4,3.5,9,7.9,39,7.6,4.7,13.1,144.3,60.8,8,34,6.82,4.16,6.6,0,1
41,Chad Henne,MIA,,64,112,57.1,868,4,3.6,4,3.6,41,7.8,6.9,13.6,217.0,79.0,11,67,6.51,5.70,8.9,,
42,Seneca Wallace,CLE,,55,107,51.4,567,2,1.9,2,1.9,29,5.3,4.8,10.3,94.5,65.4,6,30,4.75,4.31,5.3,,
43,Caleb Hanie,CHI,,51,102,50.0,613,3,2.9,9,8.8,29,6.0,2.6,12.0,102.2,41.8,19,133,3.97,1.12,15.7,,
44,Kerry Collins,IND,,48,98,49.0,481,2,2.0,1,1.0,29,4.9,4.9,10.0,160.3,65.9,5,40,4.28,4.23,4.9,,
45,A.J. Feeley,STL,,53,97,54.6,548,1,1.0,2,2.1,27,5.6,4.9,10.3,109.6,66.0,10,72,4.45,3.79,9.3,,
46,Kellen Clemens,STL,,48,91,52.7,546,2,2.2,1,1.1,30,6.0,5.9,11.4,182.0,73.8,9,68,4.78,4.73,9.0,,
47,Jake Locker,TEN,,34,66,51.5,542,4,6.1,0,0.0,22,8.2,9.4,15.9,108.4,99.4,5,37,7.11,8.24,7.0,,
48,Joe Webb,MIN,,34,63,54.0,376,3,4.8,2,3.2,17,6.0,5.5,11.1,34.2,74.6,3,21,5.38,4.92,4.5,0,1
49,Luke McCown,JAX,,30,56,53.6,296,0,0.0,4,7.1,13,5.3,2.1,9.9,74.0,39.0,4,38,4.30,1.30,6.7,,
50,Charlie Whitehurst,SEA,,27,56,48.2,298,1,1.8,1,1.8,14,5.3,4.9,11.0,99.3,62.9,8,46,3.94,3.55,12.5,1,1
51,Josh McCown,CHI,,35,55,63.6,414,2,3.6,4,7.3,18,7.5,5.0,11.8,138.0,68.3,7,43,5.98,3.73,11.3,,
52,Matt Flynn,GNB,,33,49,67.3,518,6,12.2,2,4.1,22,10.6,11.2,15.7,103.6,124.8,5,18,9.26,9.81,9.3,1,1
53,Stephen McGee,DAL,,24,38,63.2,182,1,2.6,0,0.0,11,4.8,5.3,7.6,182.0,83.4,3,25,3.83,4.32,7.3,,
54,Josh Johnson,TAM,,19,36,52.8,246,1,2.8,2,5.6,12,6.8,4.9,12.9,27.3,60.6,3,24,5.69,3.90,7.7,,
55,Kyle Boller,OAK,,15,28,53.6,161,0,0.0,3,10.7,7,5.8,0.9,10.7,80.5,31.1,3,19,4.58,0.23,9.7,,
56,Jake Delhomme,HOU,,18,28,64.3,211,1,3.6,0,0.0,9,7.5,8.3,11.7,211.0,99.0,2,18,6.43,7.10,6.7,,
57,Chris Redman,ATL,,18,28,64.3,188,0,0.0,1,3.6,9,6.7,5.1,10.4,37.6,68.8,0,0,6.71,5.11,0.0,,
58,Charlie Batch,PIT,,15,24,62.5,208,0,0.0,1,4.2,9,8.7,6.8,13.9,52.0,72.9,2,10,7.62,5.88,7.7,,
59,Richard Bartel,ARI,,10,22,45.5,86,1,4.5,1,4.5,5,3.9,2.8,8.6,43.0,52.5,1,6,3.48,2.39,4.3,,
60,Bruce Gradkowski,CIN,,8,18,44.4,109,1,5.6,1,5.6,4,6.1,4.7,13.6,54.5,59.7,1,7,5.37,4.05,5.3,1,1
61,Mike Kafka,PHI,,11,16,68.8,107,0,0.0,2,12.5,3,6.7,1.1,9.7,26.8,47.7,1,6,5.94,0.65,5.9,,
62,Matt Leinart,HOU,,10,13,76.9,57,1,7.7,0,0.0,1,4.4,5.9,5.7,28.5,110.1,0,0,4.38,5.92,0.0,,
63,Jon Kitna,DAL,,6,10,60.0,87,1,10.0,2,20.0,4,8.7,1.7,14.5,29.0,82.1,0,0,8.70,1.70,0.0,,
64,J.P. Losman,MIA,,6,10,60.0,60,0,0.0,0,0.0,3,6.0,6.0,10.0,30.0,77.1,5,38,1.47,1.47,33.3,,
65,Tyler Thigpen,BUF,,3,8,37.5,25,0,0.0,1,12.5,2,3.1,-2.5,8.3,8.3,6.8,0,0,3.13,-2.50,0.0,,
66,Chase Daniel,NOR,,4,5,80.0,29,0,0.0,0,0.0,2,5.8,5.8,7.3,1.8,90.8,0,0,5.80,5.80,0.0,,
67,Colin Kaepernick,SFO,,3,5,60.0,35,0,0.0,0,0.0,2,7.0,7.0,11.7,11.7,81.2,0,0,7.00,7.00,0.0,,
68,Mark Brunell,NYJ,,1,3,33.3,27,0,0.0,0,0.0,1,9.0,9.0,27.0,1.7,67.4,0,0,9.00,9.00,0.0,,
69,Shaun Hill,DET,,2,3,66.7,33,0,0.0,0,0.0,1,11.0,11.0,16.5,16.5,103.5,0,0,11.00,11.00,0.0,,
70,Shane Lechler,OAK,,1,3,33.3,35,1,33.3,0,0.0,1,11.7,18.3,35.0,2.2,118.1,0,0,11.67,18.33,0.0,,
71,Tom Brandstater,STL,,0,2,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
72,Marshawn Lynch,SEA,RB,0,2,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
73,David Akers,SFO,,1,1,100.0,14,1,100.0,0,0.0,1,14.0,34.0,14.0,0.9,158.3,0,0,14.00,34.00,0.0,,
74,Brandon Banks,WAS,,1,1,100.0,49,1,100.0,0,0.0,1,49.0,69.0,49.0,3.1,158.3,0,0,49.00,69.00,0.0,,
75,Randall Cobb,GNB,,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
76,Britton Colquitt,DEN,,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
77,Eric Decker,DEN,WR,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
78,Armanti Edwards,CAR,,1,1,100.0,11,0,0.0,0,0.0,1,11.0,11.0,11.0,0.7,112.5,0,0,11.00,11.00,0.0,,
79,Matt Forte,CHI,RB,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
80,Chas Henry,PHI,,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
81,Brian Hoyer,NWE,,1,1,100.0,22,0,0.0,0,0.0,1,22.0,22.0,22.0,7.3,118.7,0,0,22.00,22.00,0.0,,
82,Jeremy Kerley,NYJ,,1,1,100.0,41,0,0.0,0,0.0,1,41.0,41.0,41.0,2.9,118.7,0,0,41.00,41.00,0.0,,
83,Brandon Lloyd,2TM,,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
84,Legedu Naanee,CAR,WR,1,1,100.0,27,0,0.0,0,0.0,1,27.0,27.0,27.0,1.8,118.7,0,0,27.00,27.00,0.0,,
85,Jerious Norwood,STL,,0,1,0.0,0,0,0.0,1,100.0,0,0.0,-45.0,,0.0,0.0,0,0,0.00,-45.00,0.0,,
86,Adam Podlesh,CHI,,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
87,Ray Rice,BAL,RB,1,1,100.0,1,1,100.0,0,0.0,1,1.0,21.0,1.0,0.1,118.7,0,0,1.00,21.00,0.0,,
88,Sidney Rice,SEA,WR,1,1,100.0,55,0,0.0,0,0.0,1,55.0,55.0,55.0,6.1,118.7,0,0,55.00,55.00,0.0,,
89,Emmanuel Sanders,PIT,,1,1,100.0,15,0,0.0,0,0.0,1,15.0,15.0,15.0,1.4,118.7,0,0,15.00,15.00,0.0,,
90,Bernard Scott,CIN,,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
91,Daniel Sepulveda,PIT,,1,1,100.0,33,0,0.0,0,0.0,1,33.0,33.0,33.0,4.1,118.7,0,0,33.00,33.00,0.0,,
92,Brad Smith,BUF,wr,0,1,0.0,0,0,0.0,1,100.0,0,0.0,-45.0,,0.0,0.0,1,6,-3.00,-25.50,50.0,,
93,Micheal Spurlock,TAM,,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
94,Tyrod Taylor,BAL,,1,1,100.0,18,0,0.0,0,0.0,0,18.0,18.0,18.0,6.0,118.7,2,3,5.00,5.00,66.7,,
95,Demaryius Thomas,DEN,wr,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
