,player,team,pos,targets,rec,rec_yds,rec_yds_per_rec,rec_td,rec_first_down,rec_per_g,rec_yds_per_g,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_td,rush_first_down,rush_yds_per_att,rush_yds_per_g,rush_att_per_g,touches,yds_per_touch,yds_from_scrimmage,rush_receive_td,fumbles
26,Le'Veon Bell,PIT,RB,66,45,399,8.9,0,15,3.5,30.7,68.2%,6.0,244,860,8,53,3.5,66.2,18.8,289,4.4,1259,8,1
27,Dez Bryant,DAL,WR,159,93,1233,13.3,13,68,5.8,77.1,58.5%,7.8,1,1,0,0,1.0,0.1,0.1,94,13.1,1234,13,3
28,Vincent Jackson,TAM,WR,160,78,1224,15.7,7,60,4.9,76.5,48.8%,7.7,1,0,0,0,0.0,0.0,0.1,79,15.5,1224,7,1
29,Jimmy Graham,NOR,TE,142,86,1215,14.1,16,61,5.4,75.9,60.6%,8.6,,,,0,,,,86,14.1,1215,16,0
30,Giovani Bernard,CIN,,71,56,514,9.2,3,22,3.5,32.1,78.9%,7.2,170,695,5,33,4.1,43.4,10.6,226,5.3,1209,8,2
31,Joique Bell,DET,rb,69,53,547,10.3,0,23,3.3,34.2,76.8%,7.9,166,650,8,43,3.9,40.6,10.4,219,5.5,1197,8,4
32,Anquan Boldin,SFO,WR,129,85,1179,13.9,7,63,5.3,73.7,65.9%,9.1,2,11,0,1,5.5,0.7,0.1,87,13.7,1190,7,0
33,DeAngelo Williams,CAR,RB,36,26,333,12.8,1,10,1.7,22.2,72.2%,9.3,201,843,3,36,4.2,56.2,13.4,227,5.2,1176,4,3
34,Torrey Smith,BAL,WR,137,65,1128,17.4,4,50,4.1,70.5,47.4%,8.2,,,,0,,,,65,17.4,1128,4,1
35,C.J. Spiller,BUF,RB,41,33,185,5.6,0,7,2.2,12.3,80.5%,4.5,202,933,2,27,4.6,62.2,13.5,235,4.8,1118,2,4
36,Maurice Jones-Drew,JAX,RB,60,43,314,7.3,0,13,2.9,20.9,71.7%,5.2,234,803,5,46,3.4,53.5,15.6,277,4.0,1117,5,1
37,Zac Stacy,STL,RB,35,26,141,5.4,1,8,1.9,10.1,74.3%,4.0,250,973,7,48,3.9,69.5,17.9,276,4.0,1114,8,1
38,T.Y. Hilton,IND,WR,139,82,1083,13.2,5,46,5.1,67.7,59.0%,7.8,2,6,0,0,3.0,0.4,0.1,84,13.0,1089,5,1
39,Kendall Wright,TEN,WR,139,94,1079,11.5,2,55,5.9,67.4,67.6%,7.8,,,,0,,,,94,11.5,1079,2,2
40,Harry Douglas,ATL,WR,132,85,1067,12.6,2,47,5.3,66.7,64.4%,8.1,,,,0,,,,85,12.6,1067,2,3
41,Julian Edelman,NWE,WR,151,105,1056,10.1,6,54,6.6,66.0,69.5%,7.0,2,11,0,2,5.5,0.7,0.1,107,10.0,1067,6,6
42,Pierre Thomas,NOR,RB,84,77,513,6.7,3,21,4.8,32.1,91.7%,6.1,147,549,2,32,3.7,34.3,9.2,224,4.7,1062,5,2
43,Keenan Allen,SDG,WR,105,71,1046,14.7,8,54,4.7,69.7,67.6%,10.0,,,,0,,,,71,14.7,1046,8,2
44,Michael Floyd,ARI,WR,113,65,1041,16.0,5,48,4.1,65.1,57.5%,9.2,,,,0,,,,65,16.0,1041,5,0
45,Danny Woodhead,SDG,,88,76,605,8.0,6,32,4.8,37.8,86.4%,6.9,106,429,2,27,4.0,26.8,6.6,182,5.7,1034,8,2
46,Rashad Jennings,OAK,RB,48,36,292,8.1,0,12,2.4,19.5,75.0%,6.1,163,733,6,35,4.5,48.9,10.9,199,5.2,1025,6,0
47,Andre Ellington,ARI,,57,39,371,9.5,1,21,2.6,24.7,68.4%,6.5,118,652,3,27,5.5,43.5,7.9,157,6.5,1023,4,1
48,Brian Hartline,MIA,WR,133,76,1016,13.4,4,53,4.8,63.5,57.1%,7.6,,,,0,,,,76,13.4,1016,4,0
49,Victor Cruz,NYG,WR,122,73,998,13.7,4,45,5.2,71.3,59.8%,8.2,,,,0,,,,73,13.7,998,4,1
50,Ray Rice,BAL,RB,72,58,321,5.5,0,13,3.9,21.4,80.6%,4.5,214,660,4,28,3.1,44.0,14.3,272,3.6,981,4,2
51,Bilal Powell,NYJ,RB,57,36,272,7.6,0,15,2.3,17.0,63.2%,4.8,176,697,1,36,4.0,43.6,11.0,212,4.6,969,1,1
52,Mike Wallace,MIA,WR,141,73,930,12.7,5,46,4.6,58.1,51.8%,6.6,3,33,0,2,11.0,2.1,0.2,76,12.7,963,5,0
53,Larry Fitzgerald,ARI,WR,135,82,954,11.6,10,49,5.1,59.6,60.7%,7.1,2,8,0,0,4.0,0.5,0.1,84,11.5,962,10,1
54,Marques Colston,NOR,WR,111,75,943,12.6,5,54,5.0,62.9,67.6%,8.5,,,,0,,,,75,12.6,943,5,0
55,Golden Tate,SEA,WR,99,64,898,14.0,5,41,4.0,56.1,64.6%,9.1,3,31,0,1,10.3,1.9,0.2,67,13.9,929,5,3
56,Nate Washington,TEN,WR,105,58,919,15.8,3,43,3.6,57.4,55.2%,8.8,,,,0,,,,58,15.8,919,3,0
57,Jordan Cameron,CLE,TE,118,80,917,11.5,7,47,5.3,61.1,67.8%,7.8,,,,0,,,,80,11.5,917,7,1
58,Ben Tate,HOU,rb,49,34,140,4.1,0,2,2.4,10.0,69.4%,2.9,181,771,4,37,4.3,55.1,12.9,215,4.2,911,4,5
59,Rod Streater,OAK,WR,100,60,888,14.8,4,39,3.8,55.5,60.0%,8.9,2,17,0,0,8.5,1.1,0.1,62,14.6,905,4,1
60,Hakeem Nicks,NYG,WR,101,56,896,16.0,0,38,3.7,59.7,55.4%,8.9,,,,0,,,,56,16.0,896,0,0
61,Lamar Miller,MIA,RB,35,26,170,6.5,0,6,1.6,10.6,74.3%,4.9,177,709,2,27,4.0,44.3,11.1,203,4.3,879,2,1
62,Trent Richardson,2TM,,52,35,316,9.0,1,0,2.2,19.8,67.3%,6.1,188,563,3,0,3.0,35.2,11.8,223,3.9,879,4,3
63,Antonio Gates,SDG,TE,114,77,872,11.3,4,49,4.8,54.5,67.5%,7.6,,,,0,,,,77,11.3,872,4,2
64,Tony Gonzalez,ATL,TE,121,83,859,10.3,8,57,5.2,53.7,68.6%,7.1,,,,0,,,,83,10.3,859,8,0
65,Riley Cooper,PHI,WR,84,47,835,17.8,8,33,2.9,52.2,56.0%,9.9,0,18,0,0,,1.1,0.0,47,18.1,853,8,0
66,Jason Witten,DAL,TE,111,73,851,11.7,8,44,4.6,53.2,65.8%,7.7,,,,0,,,,73,11.7,851,8,0
67,Vernon Davis,SFO,TE,84,52,850,16.3,13,35,3.5,56.7,61.9%,10.1,,,,0,,,,52,16.3,850,13,1
68,Chris Ivory,NYJ,rb,7,2,10,5.0,0,1,0.1,0.7,28.6%,1.4,182,833,3,35,4.6,55.5,12.1,184,4.6,843,3,2
69,Stevan Ridley,NWE,rb,12,10,62,6.2,0,2,0.7,4.4,83.3%,5.2,178,773,7,40,4.3,55.2,12.7,188,4.4,835,7,4
70,Darren Sproles,NOR,rb,89,71,604,8.5,2,25,4.7,40.3,79.8%,6.8,53,220,2,13,4.2,14.7,3.5,124,6.6,824,4,2
71,Rashard Mendenhall,ARI,RB,21,18,134,7.4,0,5,1.2,8.9,85.7%,6.4,217,687,8,45,3.2,45.8,14.5,235,3.5,821,8,4
72,James Jones,GNB,WR,93,59,817,13.8,3,30,4.2,58.4,63.4%,8.8,,,,0,,,,59,13.8,817,3,2
73,Greg Olsen,CAR,TE,111,73,816,11.2,6,45,4.6,51.0,65.8%,7.4,,,,0,,,,73,11.2,816,6,0
74,LeGarrette Blount,NWE,RB,5,2,38,19.0,0,1,0.1,2.4,40.0%,7.6,153,772,7,37,5.0,48.3,9.6,155,5.2,810,7,3
75,Greg Jennings,MIN,WR,106,68,804,11.8,4,37,4.5,53.6,64.2%,7.6,,,,0,,,,68,11.8,804,4,0
76,DeAndre Hopkins,HOU,WR,91,52,802,15.4,2,38,3.3,50.1,57.1%,8.8,,,,0,,,,52,15.4,802,2,1
77,Julius Thomas,DEN,TE,90,65,788,12.1,12,41,4.6,56.3,72.2%,8.8,,,,0,,,,65,12.1,788,12,1
78,Doug Baldwin,SEA,WR,72,50,778,15.6,5,38,3.1,48.6,69.4%,10.8,2,6,0,0,3.0,0.4,0.1,52,15.1,784,5,0
79,BenJarvus Green-Ellis,CIN,RB,8,4,22,5.5,0,1,0.3,1.4,50.0%,2.8,220,756,7,49,3.4,47.3,13.8,224,3.5,778,7,2
80,Wes Welker,DEN,WR,111,73,778,10.7,10,49,5.6,59.8,65.8%,7.0,,,,0,,,,73,10.7,778,10,1
81,Marvin Jones,CIN,wr,80,51,712,14.0,10,36,3.2,44.5,63.8%,8.9,8,65,0,4,8.1,4.1,0.5,59,13.2,777,10,0
82,Cecil Shorts,JAX,WR,123,66,777,11.8,3,41,5.1,59.8,53.7%,6.3,,,,0,,,,66,11.8,777,3,0
83,Charles Clay,MIA,TE,102,69,759,11.0,6,36,4.3,47.4,67.6%,7.4,7,15,1,2,2.1,0.9,0.4,76,10.2,774,7,0
84,Emmanuel Sanders,PIT,WR,113,67,740,11.0,6,37,4.2,46.3,59.3%,6.5,1,25,0,1,25.0,1.6,0.1,68,11.3,765,6,1
85,Martellus Bennett,CHI,TE,94,65,759,11.7,5,40,4.1,47.4,69.1%,8.1,,,,0,,,,65,11.7,759,5,1
86,Donald Brown,IND,rb,35,27,214,7.9,2,10,1.7,13.4,77.1%,6.1,102,537,6,21,5.3,33.6,6.4,129,5.8,751,8,1
87,Steve Smith,CAR,WR,110,64,745,11.6,4,44,4.3,49.7,58.2%,6.8,,,,0,,,,64,11.6,745,4,0
88,Terrance Williams,DAL,wr,74,44,736,16.7,5,31,2.8,46.0,59.5%,9.9,3,4,0,0,1.3,0.3,0.2,47,15.7,740,5,2
89,Steven Jackson,ATL,RB,49,33,191,5.8,1,11,2.8,15.9,67.3%,3.9,157,543,6,26,3.5,45.3,13.1,190,3.9,734,7,0
90,Jerome Simpson,MIN,WR,100,48,726,15.1,1,35,3.0,45.4,48.0%,7.3,,,,0,,,,48,15.1,726,1,1
91,Arian Foster,HOU,RB,35,22,183,8.3,1,6,2.8,22.9,62.9%,5.2,121,542,1,31,4.5,67.8,15.1,143,5.1,725,2,0
92,Roddy White,ATL,WR,97,63,711,11.3,3,37,4.8,54.7,64.9%,7.3,,,,0,,,,63,11.3,711,3,2
93,Montee Ball,DEN,,27,20,145,7.3,0,10,1.3,9.1,74.1%,5.4,120,559,4,35,4.7,34.9,7.5,140,5.0,704,4,3
94,Denarius Moore,OAK,WR,86,46,695,15.1,5,36,3.5,53.5,53.5%,8.1,,,,0,,,,46,15.1,695,5,0
95,Jarrett Boykin,GNB,WR,83,49,681,13.9,3,34,3.1,42.6,59.0%,8.2,,,,0,,,,49,13.9,681,3,0
96,Dwayne Bowe,KAN,WR,103,57,673,11.8,5,39,3.8,44.9,55.3%,6.5,,,,0,,,,57,11.8,673,5,0
97,Jacquizz Rodgers,ATL,rb,63,52,341,6.6,2,12,3.5,22.7,82.5%,5.4,96,332,2,19,3.5,22.1,6.4,148,4.5,673,4,1
98,Jared Cook,STL,TE,85,51,671,13.2,5,34,3.2,41.9,60.0%,7.9,,,,0,,,,51,13.2,671,5,1
99,Scott Chandler,BUF,TE,81,53,655,12.4,2,26,3.3,40.9,65.4%,8.1,,,,0,,,,53,12.4,655,2,1
100,Eddie Royal,SDG,,68,47,631,13.4,8,33,3.1,42.1,69.1%,9.3,3,21,0,1,7.0,1.4,0.2,50,13.0,652,8,1
101,Kenny Stills,NOR,WR,50,32,641,20.0,5,24,2.0,40.1,64.0%,12.8,3,10,0,0,3.3,0.6,0.2,35,18.6,651,5,0
102,Brandon LaFell,CAR,WR,85,49,627,12.8,5,31,3.1,39.2,57.6%,7.4,2,15,0,1,7.5,0.9,0.1,51,12.6,642,5,1
103,Shane Vereen,NWE,,69,47,427,9.1,3,25,5.9,53.4,68.1%,6.2,44,208,1,12,4.7,26.0,5.5,91,7.0,635,4,1
104,Danny Amendola,NWE,wr,83,54,633,11.7,2,37,4.5,52.8,65.1%,7.6,1,1,0,0,1.0,0.1,0.1,55,11.5,634,2,0
105,Cordarrelle Patterson,MIN,wr,77,45,469,10.4,4,19,2.8,29.3,58.4%,6.1,12,158,3,7,13.2,9.9,0.8,57,11.0,627,7,0
106,Bobby Rainey,2TM,,19,15,46,3.1,1,0,1.0,3.1,78.9%,2.4,150,566,5,0,3.8,37.7,10.0,165,3.7,612,6,1
107,Rueben Randle,NYG,,78,41,611,14.9,6,28,2.6,38.2,52.6%,7.8,,,,0,,,,41,14.9,611,6,3
108,Coby Fleener,IND,TE,87,52,608,11.7,4,32,3.3,38.0,59.8%,7.0,,,,0,,,,52,11.7,608,4,1
109,Steve Johnson,BUF,WR,101,52,597,11.5,3,33,4.3,49.8,51.5%,5.9,1,10,0,0,10.0,0.8,0.1,53,11.5,607,3,1
110,Robert Woods,BUF,WR,85,40,587,14.7,3,26,2.9,41.9,47.1%,6.9,2,16,0,1,8.0,1.1,0.1,42,14.4,603,3,0
111,Donnie Avery,KAN,WR,71,40,596,14.9,2,25,2.5,37.3,56.3%,8.4,2,6,0,0,3.0,0.4,0.1,42,14.3,602,2,1
112,Jerricho Cotchery,PIT,WR,76,46,602,13.1,10,38,2.9,37.6,60.5%,7.9,1,-5,0,0,-5.0,-0.3,0.1,47,12.7,597,10,0
113,Andre Brown,NYG,RB,29,20,103,5.2,0,3,2.5,12.9,69.0%,3.6,139,492,3,31,3.5,61.5,17.4,159,3.7,595,3,3
114,Heath Miller,PIT,TE,79,58,593,10.2,1,30,4.1,42.4,73.4%,7.5,,,,0,,,,58,10.2,593,1,1
115,Rob Gronkowski,NWE,TE,66,39,592,15.2,4,31,5.6,84.6,59.1%,9.0,,,,0,,,,39,15.2,592,4,0
116,Julio Jones,ATL,wr,59,41,580,14.1,2,25,8.2,116.0,69.5%,9.8,1,7,0,1,7.0,1.4,0.2,42,14.0,587,2,2
117,Ted Ginn Jr.,CAR,,68,36,556,15.4,5,24,2.3,34.8,52.9%,8.2,4,29,0,2,7.3,1.8,0.3,40,14.6,585,5,0
118,Cam Newton,CAR,QB,0,0,0,,0,0,0.0,0.0,0.0%,,111,585,6,45,5.3,36.6,6.9,111,5.3,585,6,3
119,Chris Ogbonnaya,CLE,RB,74,48,343,7.1,2,15,3.0,21.4,64.9%,4.6,49,240,0,14,4.9,15.0,3.1,97,6.0,583,2,2
120,James Starks,GNB,,13,10,89,8.9,1,3,0.8,6.8,76.9%,6.8,89,493,3,27,5.5,37.9,6.8,99,5.9,582,4,1
121,Chris Givens,STL,WR,83,34,569,16.7,0,27,2.1,35.6,41.0%,6.9,3,8,0,1,2.7,0.5,0.2,37,15.6,577,0,1
122,Terrelle Pryor,OAK,QB,0,0,0,,0,0,0.0,0.0,0.0%,,83,576,2,28,6.9,52.4,7.5,83,6.9,576,2,7
123,Tim Wright,TAM,TE,76,54,571,10.6,5,32,3.4,35.7,71.1%,7.5,1,2,0,0,2.0,0.1,0.1,55,10.4,573,5,0
124,Delanie Walker,TEN,TE,86,60,571,9.5,6,31,4.0,38.1,69.8%,6.6,,,,0,,,,60,9.5,571,6,1
125,Tavon Austin,STL,,69,40,418,10.5,4,17,3.1,32.2,58.0%,6.1,9,151,1,3,16.8,11.6,0.7,49,11.6,569,5,4
126,Marcel Reece,OAK,RB,54,32,331,10.3,2,12,2.0,20.7,59.3%,6.1,46,218,2,8,4.7,13.6,2.9,78,7.0,549,4,0
127,Garrett Graham,HOU,TE,89,49,545,11.1,5,26,3.8,41.9,55.1%,6.1,,,,0,,,,49,11.1,545,5,2
128,Mike Tolbert,CAR,RB,33,27,184,6.8,2,12,1.7,11.5,81.8%,5.6,101,361,5,32,3.6,22.6,6.3,128,4.3,545,7,0
129,Bernard Pierce,BAL,rb,25,20,104,5.2,0,3,1.3,6.5,80.0%,4.2,152,436,2,23,2.9,27.3,9.5,172,3.1,540,2,0
130,Russell Wilson,SEA,QB,0,0,0,,0,0,0.0,0.0,0.0%,,96,539,1,31,5.6,33.7,6.0,96,5.6,539,1,12
131,Jeremy Kerley,NYJ,WR,72,43,523,12.2,3,31,3.6,43.6,59.7%,7.3,4,11,0,0,2.8,0.9,0.3,47,11.4,534,3,0
132,Roy Helu,WAS,,42,31,251,8.1,0,9,1.9,15.7,73.8%,6.0,62,274,4,20,4.4,17.1,3.9,93,5.6,525,4,2
133,Colin Kaepernick,SFO,QB,0,0,0,,0,0,0.0,0.0,0.0%,,92,524,4,28,5.7,32.8,5.8,92,5.7,524,4,9
134,Marlon Brown,BAL,WR,82,49,524,10.7,7,30,3.5,37.4,59.8%,6.4,1,-2,0,0,-2.0,-0.1,0.1,50,10.4,522,7,0
135,Doug Martin,TAM,RB,24,12,66,5.5,0,1,2.0,11.0,50.0%,2.8,127,456,1,18,3.6,76.0,21.2,139,3.8,522,1,2
136,Brandon Myers,NYG,TE,76,47,522,11.1,4,28,2.9,32.6,61.8%,6.9,,,,0,,,,47,11.1,522,4,0
137,Aaron Dobson,NWE,WR,72,37,519,14.0,4,25,3.1,43.3,51.4%,7.2,,,,0,,,,37,14.0,519,4,1
138,Jordan Reed,WAS,,59,45,499,11.1,3,30,5.0,55.4,76.3%,8.5,1,18,0,1,18.0,2.0,0.1,46,11.2,517,3,0
139,Dexter McCluster,KAN,wr,83,53,511,9.6,2,30,3.5,34.1,63.9%,6.2,8,5,0,0,0.6,0.3,0.5,61,8.5,516,2,2
140,Randall Cobb,GNB,,47,31,433,14.0,4,18,5.2,72.2,66.0%,9.2,4,78,0,1,19.5,13.0,0.7,35,14.6,511,4,0
141,Reggie Wayne,IND,wr,58,38,503,13.2,2,28,5.4,71.9,65.5%,8.7,1,5,0,0,5.0,0.7,0.1,39,13.0,508,2,0
142,Brent Celek,PHI,TE,51,32,502,15.7,6,22,2.0,31.4,62.7%,9.8,,,,0,,,,32,15.7,502,6,1
143,Kris Durham,DET,WR,85,38,490,12.9,2,25,2.4,30.6,44.7%,5.8,,,,0,,,,38,12.9,490,2,1
144,Robert Griffin III,WAS,QB,0,0,0,,0,0,0.0,0.0,0.0%,,86,489,0,26,5.7,37.6,6.6,86,5.7,489,0,11
145,Ace Sanders,JAX,wr,87,51,484,9.5,1,22,3.4,32.3,58.6%,5.6,2,4,0,1,2.0,0.3,0.1,53,9.2,488,1,0
146,Darren McFadden,OAK,rb,25,17,108,6.4,0,4,1.7,10.8,68.0%,4.3,114,379,5,17,3.3,37.9,11.4,131,3.7,487,5,1
147,Santana Moss,WAS,,79,42,452,10.8,2,29,2.6,28.3,53.2%,5.7,3,25,0,1,8.3,1.6,0.2,45,10.6,477,2,2
148,Vincent Brown,SDG,WR,70,41,472,11.5,1,29,2.6,29.5,58.6%,6.7,,,,0,,,,41,11.5,472,1,0
149,Andre Roberts,ARI,,76,43,471,11.0,2,22,2.7,29.4,56.6%,6.2,,,,0,,,,43,11.0,471,2,0
150,Mohamed Sanu,CIN,WR,77,47,455,9.7,2,28,2.9,28.4,61.0%,5.9,4,16,0,0,4.0,1.0,0.3,51,9.2,471,2,1
151,Zach Ertz,PHI,,57,36,469,13.0,4,25,2.3,29.3,63.2%,8.2,,,,0,,,,36,13.0,469,4,0
152,Daniel Thomas,MIA,,17,15,63,4.2,2,6,1.0,4.2,88.2%,3.7,109,406,4,17,3.7,27.1,7.3,124,3.8,469,6,0
153,Kenbrell Thompkins,NWE,wr,69,32,466,14.6,4,21,2.7,38.8,46.4%,6.8,,,,0,,,,32,14.6,466,4,0
154,Greg Little,CLE,WR,99,41,465,11.3,2,22,2.6,29.1,41.4%,4.7,,,,0,,,,41,11.3,465,2,0
155,Jermaine Gresham,CIN,TE,68,46,458,10.0,4,24,3.3,32.7,67.6%,6.7,,,,0,,,,46,10.0,458,4,3
156,Lance Moore,NOR,wr,54,37,457,12.4,2,26,2.8,35.2,68.5%,8.5,,,,0,,,,37,12.4,457,2,1
157,Santonio Holmes,NYJ,WR,59,23,456,19.8,1,19,2.1,41.5,39.0%,7.7,,,,0,,,,23,19.8,456,1,0
158,Jacoby Jones,BAL,WR,68,37,455,12.3,2,20,3.1,37.9,54.4%,6.7,2,0,0,0,0.0,0.0,0.2,39,11.7,455,2,0
159,Rob Housler,ARI,TE,57,39,454,11.6,1,22,3.0,34.9,68.4%,8.0,,,,0,,,,39,11.6,454,1,1
160,Mark Ingram,NOR,,11,7,68,9.7,0,3,0.6,6.2,63.6%,6.2,78,386,1,18,4.9,35.1,7.1,85,5.3,454,1,1
161,Nate Burleson,DET,WR,55,39,461,11.8,1,23,4.3,51.2,70.9%,8.4,2,-8,0,0,-4.0,-0.9,0.2,41,11.0,453,1,1
162,Rishard Matthews,MIA,TE,67,41,448,10.9,2,26,2.6,28.0,61.2%,6.7,,,,0,,,,41,10.9,448,2,0
163,Jason Avant,PHI,WR,77,38,447,11.8,2,24,2.4,27.9,49.4%,5.8,,,,0,,,,38,11.8,447,2,1
164,Mike Brown,JAX,WR,56,32,446,13.9,2,20,2.9,40.5,57.1%,8.0,,,,0,,,,32,13.9,446,2,2
165,Tyler Eifert,CIN,TE,60,39,445,11.4,2,19,2.6,29.7,65.0%,7.4,,,,0,,,,39,11.4,445,2,0
166,Tiquan Underwood,TAM,WR,46,24,440,18.3,4,19,2.0,36.7,52.2%,9.6,,,,0,,,,24,18.3,440,4,0
167,Jarius Wright,MIN,,43,26,434,16.7,3,20,1.6,27.1,60.5%,10.1,,,,0,,,,26,16.7,434,3,0
168,Andre Holmes,OAK,,52,25,431,17.2,1,22,2.5,43.1,48.1%,8.3,,,,0,,,,25,17.2,431,1,0
169,Alex Smith,KAN,QB,1,1,-4,-4.0,0,0,0.1,-0.3,100.0%,-4.0,76,431,1,24,5.7,28.7,5.1,77,5.5,427,1,8
170,Brandon Bolden,NWE,,29,21,152,7.2,0,6,1.8,12.7,72.4%,5.2,55,271,3,16,4.9,22.6,4.6,76,5.6,423,3,0
171,David Nelson,NYJ,wr,60,36,423,11.8,2,20,3.0,35.3,60.0%,7.1,,,,0,,,,36,11.8,423,2,0
172,Brandon Pettigrew,DET,TE,63,41,416,10.1,2,19,2.9,29.7,65.1%,6.6,,,,0,,,,41,10.1,416,2,1
173,Justin Blackmon,JAX,,48,29,415,14.3,1,17,7.3,103.8,60.4%,8.6,1,-1,0,0,-1.0,-0.3,0.3,30,13.8,414,1,0
174,Mychal Rivera,OAK,,60,38,407,10.7,4,25,2.4,25.4,63.3%,6.8,,,,0,,,,38,10.7,407,4,0
175,Austin Pettis,STL,wr,63,38,399,10.5,4,25,2.4,24.9,60.3%,6.3,,,,0,,,,38,10.5,399,4,1
176,Bryce Brown,PHI,,13,8,84,10.5,0,2,0.5,5.3,61.5%,6.5,75,314,2,16,4.2,19.6,4.7,83,4.8,398,2,0
177,Jeff Cumberland,NYJ,TE,40,26,398,15.3,4,15,1.7,26.5,65.0%,10.0,,,,0,,,,26,15.3,398,4,0
178,Willis McGahee,CLE,rb,11,8,20,2.5,0,0,0.7,1.7,72.7%,1.8,138,377,2,31,2.7,31.4,11.5,146,2.7,397,2,1
179,Kellen Winslow,NYJ,,47,31,388,12.5,2,20,2.6,32.3,66.0%,8.3,,,,0,,,,31,12.5,388,2,0
