,player,team,pos,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_td_perc,pass_int,pass_int_perc,pass_first_down,pass_yds_per_att,pass_adj_yds_per_att,pass_yds_per_cmp,pass_yds_per_g,pass_rating,pass_sacked,pass_sacked_yds,pass_net_yds_per_att,pass_adj_net_yds_per_att,pass_sacked_perc,comebacks,gwd
21,Blake Bortles,JAX,QB,243,403,60.3,2718,13,3.2,11,2.7,126,6.7,6.2,11.2,209.1,79.8,31,173,5.86,5.32,7.1,0,1
22,Carson Wentz,PHI,QB,279,401,69.6,3074,21,5.2,7,1.7,159,7.7,7.9,11.0,279.5,102.2,31,202,6.65,6.89,7.2,2,2
23,Josh Rosen,ARI,QB,217,393,55.2,2278,11,2.8,14,3.6,112,5.8,4.8,10.5,162.7,66.7,45,320,4.47,3.53,10.3,1,2
24,Joe Flacco,BAL,QB,232,379,61.2,2465,12,3.2,6,1.6,119,6.5,6.4,10.6,273.9,84.2,16,79,6.04,5.96,4.1,,
25,Jameis Winston,TAM,QB,244,378,64.6,2992,19,5.0,14,3.7,152,7.9,7.3,12.3,272.0,90.2,27,157,7.00,6.38,6.7,0,1
26,Andy Dalton,CIN,QB,226,365,61.9,2566,21,5.8,11,3.0,132,7.0,6.8,11.4,233.3,89.6,21,157,6.24,6.05,5.4,3,4
27,Marcus Mariota,TEN,QB,228,331,68.9,2528,11,3.3,8,2.4,121,7.6,7.2,11.1,180.6,92.3,42,243,6.13,5.75,11.3,2,3
28,Alex Smith,WAS,QB,205,328,62.5,2180,10,3.0,5,1.5,106,6.6,6.6,10.6,218.0,85.7,22,121,5.88,5.81,6.3,,
29,Josh Allen,BUF,QB,169,320,52.8,2074,10,3.1,12,3.8,89,6.5,5.4,12.3,172.8,67.9,28,213,5.35,4.37,8.0,2,3
30,Nick Mullens,SFO,QB,176,274,64.2,2277,13,4.7,10,3.6,106,8.3,7.6,12.9,284.6,90.8,17,127,7.39,6.74,5.8,0,1
31,Ryan Tannehill,MIA,QB,176,274,64.2,1979,17,6.2,9,3.3,92,7.2,7.0,11.2,179.9,92.7,35,279,5.50,5.29,11.3,3,3
32,Ryan Fitzpatrick,TAM,qb,164,246,66.7,2366,17,6.9,12,4.9,113,9.6,8.8,14.4,295.8,100.4,14,76,8.81,8.04,5.4,,
33,Nick Foles,PHI,qb,141,195,72.3,1413,7,3.6,4,2.1,87,7.2,7.0,10.0,282.6,96.0,9,47,6.70,6.50,4.4,2,2
34,Brock Osweiler,MIA,qb,113,178,63.5,1247,6,3.4,4,2.2,58,7.0,6.7,11.0,178.1,86.0,17,130,5.73,5.42,8.7,1,1
35,Jeff Driskel,CIN,qb,105,176,59.7,1003,6,3.4,2,1.1,50,5.7,5.9,9.6,111.4,82.2,16,122,4.59,4.74,8.3,,
36,Lamar Jackson,BAL,qb,99,170,58.2,1201,6,3.5,3,1.8,67,7.1,7.0,12.1,75.1,84.5,16,71,6.08,5.99,8.6,0,1
37,C.J. Beathard,SFO,qb,102,169,60.4,1252,8,4.7,7,4.1,60,7.4,6.5,12.3,208.7,81.8,18,156,5.86,5.03,9.6,,
38,Cody Kessler,JAX,,85,131,64.9,709,2,1.5,2,1.5,35,5.4,5.0,8.3,141.8,77.4,22,149,3.66,3.33,14.4,,
39,Josh McCown,NYJ,,60,110,54.5,539,1,0.9,4,3.6,27,4.9,3.4,9.0,134.8,55.8,7,35,4.31,2.94,6.0,,
40,Blaine Gabbert,TEN,,61,101,60.4,626,4,4.0,4,4.0,32,6.2,5.2,10.3,78.3,74.9,5,37,5.56,4.61,4.7,2,2
41,Josh Johnson,WAS,,52,91,57.1,590,3,3.3,4,4.4,29,6.5,5.2,11.3,147.5,69.4,9,67,5.23,4.03,9.0,1,1
42,Jimmy Garoppolo,SFO,,53,89,59.6,718,5,5.6,3,3.4,35,8.1,7.7,13.5,239.3,90.0,13,97,6.09,5.75,12.7,,
43,Tyrod Taylor,CLE,,42,85,49.4,473,2,2.4,2,2.4,17,5.6,5.0,11.3,118.3,64.5,13,81,4.00,3.49,13.3,1,0
44,Nathan Peterman,BUF,,44,81,54.3,296,1,1.2,7,8.6,13,3.7,0.0,6.7,74.0,30.7,7,34,2.98,-0.38,8.0,,
45,Sam Bradford,ARI,,50,80,62.5,400,2,2.5,4,5.0,16,5.0,3.3,8.0,133.3,62.5,6,33,4.27,2.64,7.0,,
46,Chase Daniel,CHI,,53,76,69.7,515,3,3.9,2,2.6,23,6.8,6.4,9.7,103.0,90.6,9,40,5.59,5.24,10.6,1,0
47,Derek Anderson,BUF,,42,70,60.0,465,0,0.0,4,5.7,22,6.6,4.1,11.1,232.5,56.0,5,33,5.76,3.36,6.7,,
48,Taylor Heinicke,CAR,,35,57,61.4,320,1,1.8,3,5.3,19,5.6,3.6,9.1,53.3,60.6,2,17,5.14,3.19,3.4,,
49,Colt McCoy,WAS,,34,54,63.0,372,3,5.6,3,5.6,17,6.9,5.5,10.9,124.0,78.6,6,36,5.60,4.35,10.0,,
50,DeShone Kizer,GNB,,20,42,47.6,187,0,0.0,2,4.8,8,4.5,2.3,9.4,62.3,40.5,4,38,3.24,1.28,8.7,,
51,Mark Sanchez,WAS,,19,35,54.3,138,0,0.0,3,8.6,3,3.9,0.1,7.3,69.0,28.0,7,42,2.29,-0.93,16.7,,
52,Kyle Allen,CAR,,20,31,64.5,266,2,6.5,0,0.0,11,8.6,9.9,13.3,133.0,113.1,0,0,8.58,9.87,0.0,,
53,Matt Barkley,BUF,,15,25,60.0,232,2,8.0,0,0.0,12,9.3,10.9,15.5,232.0,117.4,1,8,8.62,10.15,3.8,,
54,Teddy Bridgewater,NOR,,14,23,60.9,118,1,4.3,1,4.3,8,5.1,4.0,8.4,23.6,70.6,2,8,4.40,3.40,8.0,,
55,Mike Glennon,ARI,,15,21,71.4,174,1,4.8,0,0.0,8,8.3,9.2,11.6,87.0,112.0,1,8,7.55,8.45,4.5,,
56,Matt Cassel,DET,,7,17,41.2,59,0,0.0,1,5.9,2,3.5,0.8,8.4,29.5,26.3,1,13,2.56,0.06,5.6,,
57,Joshua Dobbs,PIT,,6,12,50.0,43,0,0.0,1,8.3,2,3.6,-0.2,7.2,8.6,24.0,0,0,3.58,-0.17,0.0,,
58,Taysom Hill,NOR,,3,7,42.9,64,0,0.0,1,14.3,3,9.1,2.7,21.3,4.0,36.3,1,3,7.63,2.00,12.5,,
59,Matt Schaub,ATL,,5,7,71.4,20,0,0.0,0,0.0,1,2.9,2.9,4.0,6.7,74.1,0,0,2.86,2.86,0.0,,
60,Robert Griffin III,BAL,,2,6,33.3,21,0,0.0,0,0.0,1,3.5,3.5,10.5,7.0,44.4,0,0,3.50,3.50,0.0,,
61,Kyle Lauletta,NYG,,0,5,0.0,0,0,0.0,1,20.0,0,0.0,-9.0,,0.0,0.0,0,0,0.00,-9.00,0.0,,
62,Jacoby Brissett,IND,,2,4,50.0,2,0,0.0,0,0.0,1,0.5,0.5,1.0,0.5,56.2,0,0,0.50,0.50,0.0,,
63,Johnny Hekker,LAR,,2,4,50.0,19,0,0.0,0,0.0,3,4.8,4.8,9.5,1.2,63.5,0,0,4.75,4.75,0.0,,
64,Geno Smith,LAC,,1,4,25.0,8,0,0.0,0,0.0,0,2.0,2.0,8.0,1.6,39.6,1,16,-1.60,-1.60,20.0,,
65,Garrett Gilbert,CAR,,2,3,66.7,40,0,0.0,0,0.0,1,13.3,13.3,20.0,40.0,109.7,1,5,8.75,8.75,25.0,,
66,Chad Henne,KAN,,2,3,66.7,29,0,0.0,0,0.0,2,9.7,9.7,14.5,29.0,97.9,0,0,9.67,9.67,0.0,,
67,Derrick Henry,TEN,RB,2,3,66.7,14,0,0.0,0,0.0,1,4.7,4.7,7.0,0.9,77.1,0,0,4.67,4.67,0.0,,
68,Sean Mannion,LAR,,2,3,66.7,23,0,0.0,0,0.0,1,7.7,7.7,11.5,7.7,89.6,0,0,7.67,7.67,0.0,,
69,A.J. McCarron,OAK,,1,3,33.3,8,0,0.0,0,0.0,0,2.7,2.7,8.0,4.0,42.4,1,7,0.25,0.25,25.0,,
70,Odell Beckham Jr.,NYG,WR,2,2,100.0,106,2,100.0,0,0.0,2,53.0,73.0,53.0,8.8,158.3,0,0,53.00,73.00,0.0,,
71,Julian Edelman,NWE,WR,2,2,100.0,43,0,0.0,0,0.0,1,21.5,21.5,21.5,3.6,118.7,0,0,21.50,21.50,0.0,,
72,Brian Hoyer,NWE,,1,2,50.0,7,0,0.0,0,0.0,0,3.5,3.5,7.0,1.4,58.3,0,0,3.50,3.50,0.0,,
73,Jarvis Landry,CLE,WR,1,2,50.0,63,0,0.0,0,0.0,1,31.5,31.5,63.0,3.9,95.8,0,0,31.50,31.50,0.0,,
74,Mohamed Sanu,ATL,WR,1,2,50.0,5,1,50.0,0,0.0,1,2.5,12.5,5.0,0.3,95.8,0,0,2.50,12.50,0.0,,
75,Nate Sudfeld,PHI,,1,2,50.0,22,1,50.0,0,0.0,1,11.0,21.0,22.0,11.0,129.2,0,0,11.00,21.00,0.0,0,0
76,Nelson Agholor,PHI,WR,1,1,100.0,15,0,0.0,0,0.0,1,15.0,15.0,15.0,0.9,118.7,0,0,15.00,15.00,0.0,,
77,Danny Amendola,MIA,WR,1,1,100.0,28,1,100.0,0,0.0,1,28.0,48.0,28.0,1.9,158.3,0,0,28.00,48.00,0.0,,
78,Bryan Anger,TAM,,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
79,Cole Beasley,DAL,,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
80,Corey Bojorquez,BUF,,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
81,Chris Boswell,PIT,,1,1,100.0,2,1,100.0,0,0.0,1,2.0,22.0,2.0,0.1,118.7,0,0,2.00,22.00,0.0,,
82,Tyler Boyd,CIN,WR,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
83,Antonio Brown,PIT,WR,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
84,Kevin Byard,TEN,FS,1,1,100.0,66,1,100.0,0,0.0,1,66.0,86.0,66.0,4.1,158.3,0,0,66.00,86.00,0.0,,
85,Tarik Cohen,CHI,RB,1,1,100.0,1,1,100.0,0,0.0,1,1.0,21.0,1.0,0.1,118.7,0,0,1.00,21.00,0.0,,
86,Logan Cooke,JAX,,1,1,100.0,4,0,0.0,0,0.0,1,4.0,4.0,4.0,0.3,83.3,0,0,4.00,4.00,0.0,,
87,Eric Ebron,IND,TE,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
88,Bruce Ellington,2TM,,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
89,Larry Fitzgerald,ARI,WR,1,1,100.0,32,1,100.0,0,0.0,1,32.0,52.0,32.0,2.0,158.3,0,0,32.00,52.00,0.0,,
90,Dontrell Hilliard,CLE,,0,1,0.0,0,0,0.0,1,100.0,0,0.0,-45.0,,0.0,0.0,0,0,0.00,-45.00,0.0,,
91,DeAndre Hopkins,HOU,WR,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
92,Darius Jennings,TEN,,1,1,100.0,21,0,0.0,0,0.0,1,21.0,21.0,21.0,1.3,118.7,0,0,21.00,21.00,0.0,,
93,Zay Jones,BUF,WR,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
94,Sam Koch,BAL,,1,1,100.0,21,0,0.0,0,0.0,1,21.0,21.0,21.0,1.3,118.7,0,0,21.00,21.00,0.0,,
95,Christian McCaffrey,CAR,RB,1,1,100.0,50,1,100.0,0,0.0,1,50.0,70.0,50.0,3.1,158.3,0,0,50.00,70.00,0.0,,
96,Anthony Miller,CHI,,1,1,100.0,8,0,0.0,0,0.0,1,8.0,8.0,8.0,0.5,100.0,0,0,8.00,8.00,0.0,,
97,Matt Prater,DET,,1,1,100.0,8,1,100.0,0,0.0,1,8.0,28.0,8.0,0.5,139.6,0,0,8.00,28.00,0.0,,
98,Emmanuel Sanders,DEN,WR,1,1,100.0,28,1,100.0,0,0.0,1,28.0,48.0,28.0,2.3,158.3,0,0,28.00,48.00,0.0,,
99,JK Scott,GNB,,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
100,Kenny Stills,MIA,WR,1,1,100.0,3,1,100.0,0,0.0,1,3.0,23.0,3.0,0.2,118.7,0,0,3.00,23.00,0.0,,
101,Logan Thomas,BUF,,1,1,100.0,15,0,0.0,0,0.0,1,15.0,15.0,15.0,1.3,118.7,0,0,15.00,15.00,0.0,,
102,Colby Wadman,DEN,,1,1,100.0,12,0,0.0,0,0.0,1,12.0,12.0,12.0,1.0,116.7,0,0,12.00,12.00,0.0,,
103,Tress Way,WAS,,1,1,100.0,7,0,0.0,0,0.0,1,7.0,7.0,7.0,0.4,95.8,0,0,7.00,7.00,0.0,,
104,Dede Westbrook,JAX,wr,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
105,Albert Wilson,MIA,,1,1,100.0,52,1,100.0,0,0.0,1,52.0,72.0,52.0,7.4,158.3,0,0,52.00,72.00,0.0,,
