,player,team,pos,targets,rec,rec_yds,rec_yds_per_rec,rec_td,rec_first_down,rec_per_g,rec_yds_per_g,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_td,rush_first_down,rush_yds_per_att,rush_yds_per_g,rush_att_per_g,touches,yds_per_touch,yds_from_scrimmage,rush_receive_td,fumbles
26,Roddy White,ATL,WR,137,83,1202,14.5,6,52,5.2,75.1,60.6%,8.8,1,-2,0,0,-2.0,-0.1,0.1,84,14.3,1200,6,3
27,Justin Fargas,OAK,RB,32,23,188,8.2,0,12,1.6,13.4,71.9%,5.9,222,1009,4,52,4.5,72.1,15.9,245,4.9,1197,4,3
28,Torry Holt,STL,WR,149,93,1189,12.8,7,62,5.8,74.3,62.4%,8.0,,,,0,,,,93,12.8,1189,7,2
29,Brandon Jacobs,NYG,RB,38,23,174,7.6,2,7,2.1,15.8,60.5%,4.6,202,1009,4,52,5.0,91.7,18.4,225,5.3,1183,6,5
30,Maurice Jones-Drew,JAX,,55,40,407,10.2,0,22,2.7,27.1,72.7%,7.4,167,768,9,47,4.6,51.2,11.1,207,5.7,1175,9,2
31,Tony Gonzalez,KAN,TE,153,99,1172,11.8,5,59,6.2,73.3,64.7%,7.7,,,,0,,,,99,11.8,1172,5,0
32,Jerricho Cotchery,NYJ,WR,127,82,1130,13.8,2,50,5.5,75.3,64.6%,8.9,5,38,0,3,7.6,2.5,0.3,87,13.4,1168,2,1
33,T.J. Houshmandzadeh,CIN,WR,169,112,1143,10.2,12,69,7.0,71.4,66.3%,6.8,5,14,0,0,2.8,0.9,0.3,117,9.9,1157,12,2
34,Bobby Engram,SEA,WR,134,94,1147,12.2,6,62,5.9,71.7,70.1%,8.6,,,,0,,,,94,12.2,1147,6,1
35,Jason Witten,DAL,TE,141,96,1145,11.9,7,56,6.0,71.6,68.1%,8.1,,,,0,,,,96,11.9,1145,7,1
36,Kenny Watson,CIN,fb,67,52,374,7.2,0,13,3.3,23.4,77.6%,5.6,178,763,7,42,4.3,47.7,11.1,230,4.9,1137,7,3
37,Chester Taylor,MIN,rb,43,29,281,9.7,0,12,2.1,20.1,67.4%,6.5,157,844,7,36,5.4,60.3,11.2,186,6.0,1125,7,5
38,Kevin Curtis,PHI,WR,135,77,1110,14.4,6,49,4.8,69.4,57.0%,8.2,,,,0,,,,77,14.4,1110,6,0
39,Kellen Winslow,CLE,TE,148,82,1106,13.5,5,56,5.1,69.1,55.4%,7.5,,,,0,,,,82,13.5,1106,5,2
40,Ryan Grant,GNB,RB,37,30,145,4.8,0,9,2.0,9.7,81.1%,3.9,188,956,8,38,5.1,63.7,12.5,218,5.1,1101,8,1
41,Derrick Mason,BAL,WR,164,103,1087,10.6,5,58,6.4,67.9,62.8%,6.6,,,,0,,,,103,10.6,1087,5,1
42,Steve Smith,CAR,WR,148,87,1002,11.5,7,45,5.8,66.8,58.8%,6.8,9,66,0,4,7.3,4.4,0.6,96,11.1,1068,7,1
43,DeShaun Foster,CAR,RB,36,25,182,7.3,1,6,1.6,11.4,69.4%,5.1,247,876,3,43,3.5,54.8,15.4,272,3.9,1058,4,7
44,Donald Driver,GNB,WR,122,82,1048,12.8,2,49,5.5,69.9,67.2%,8.6,2,4,0,0,2.0,0.3,0.1,84,12.5,1052,2,1
45,Plaxico Burress,NYG,WR,141,70,1025,14.6,12,50,4.4,64.1,49.6%,7.3,,,,0,,,,70,14.6,1025,12,0
46,Joey Galloway,TAM,WR,98,57,1014,17.8,6,37,3.8,67.6,58.2%,10.3,1,1,0,0,1.0,0.1,0.1,58,17.5,1015,6,0
47,Reggie Bush,NOR,RB,98,73,417,5.7,2,23,6.1,34.8,74.5%,4.3,157,581,4,37,3.7,48.4,13.1,230,4.3,998,6,8
48,Dwayne Bowe,KAN,WR,116,70,995,14.2,5,52,4.4,62.2,60.3%,8.6,,,,0,,,,70,14.2,995,5,0
49,Ronnie Brown,MIA,RB,46,39,389,10.0,1,17,5.6,55.6,84.8%,8.5,119,602,4,39,5.1,86.0,17.0,158,6.3,991,5,0
50,Antonio Gates,SDG,TE,117,75,984,13.1,9,55,4.7,61.5,64.1%,8.4,,,,0,,,,75,13.1,984,9,0
51,Chris Chambers,2TM,,129,66,970,14.7,4,0,4.1,60.6,51.2%,7.5,3,12,0,0,4.0,0.8,0.2,69,14.2,982,4,1
52,Selvin Young,DEN,RB,43,35,231,6.6,0,9,2.3,15.4,81.4%,5.4,140,729,1,24,5.2,48.6,9.3,175,5.5,960,1,2
53,Santonio Holmes,PIT,WR,85,52,942,18.1,8,42,4.0,72.5,61.2%,11.1,5,17,0,1,3.4,1.3,0.4,57,16.8,959,8,2
54,Warrick Dunn,ATL,RB,59,37,238,6.4,0,5,2.3,14.9,62.7%,4.0,227,720,4,36,3.2,45.0,14.2,264,3.6,958,4,2
55,Bernard Berrian,CHI,WR,128,71,951,13.4,5,48,4.4,59.4,55.5%,7.4,,,,0,,,,71,13.4,951,5,1
56,Laurence Maroney,NWE,rb,8,4,116,29.0,0,4,0.3,8.9,50.0%,14.5,185,835,6,48,4.5,64.2,14.2,189,5.0,951,6,0
57,Shaun McDonald,DET,wr,127,79,943,11.9,6,47,4.9,58.9,62.2%,7.4,4,2,0,1,0.5,0.1,0.3,83,11.4,945,6,3
58,Adrian Peterson,CHI,rb,65,51,420,8.2,0,15,3.2,26.3,78.5%,6.5,151,510,3,28,3.4,31.9,9.4,202,4.6,930,3,3
59,Greg Jennings,GNB,WR,84,53,920,17.4,12,36,4.1,70.8,63.1%,11.0,,,,0,,,,53,17.4,920,12,1
60,DeAngelo Williams,CAR,,38,23,175,7.6,1,5,1.4,10.9,60.5%,4.6,144,717,4,30,5.0,44.8,9.0,167,5.3,892,5,1
61,Jerious Norwood,ATL,,39,28,277,9.9,0,12,1.9,18.5,71.8%,7.1,103,613,1,25,6.0,40.9,6.9,131,6.8,890,1,0
62,Ron Dayne,HOU,RB,26,17,112,6.6,0,4,1.3,8.6,65.4%,4.3,194,773,6,44,4.0,59.5,14.9,211,4.2,885,6,1
63,Anquan Boldin,ARI,WR,99,71,853,12.0,9,43,5.9,71.1,71.7%,8.6,1,14,0,1,14.0,1.2,0.1,72,12.0,867,9,2
64,Andre Johnson,HOU,WR,86,60,851,14.2,8,39,6.7,94.6,69.8%,9.9,,,,0,,,,60,14.2,851,8,1
65,Lee Evans,BUF,WR,113,55,849,15.4,5,37,3.4,53.1,48.7%,7.5,,,,0,,,,55,15.4,849,5,0
66,Maurice Morris,SEA,rb,32,23,213,9.3,1,8,1.6,15.2,71.9%,6.7,140,628,4,33,4.5,44.9,10.0,163,5.2,841,5,1
67,Roy Williams,DET,WR,105,64,838,13.1,5,34,5.3,69.8,61.0%,8.0,2,1,0,1,0.5,0.1,0.2,66,12.7,839,5,2
68,Kevin Walter,HOU,WR,106,65,800,12.3,4,43,4.1,50.0,61.3%,7.5,5,30,0,2,6.0,1.9,0.3,70,11.9,830,4,0
69,Santana Moss,WAS,WR,115,61,808,13.2,3,43,4.4,57.7,53.0%,7.0,3,13,0,1,4.3,0.9,0.2,64,12.8,821,3,2
70,Reggie Brown,PHI,WR,111,61,780,12.8,4,38,3.8,48.8,55.0%,7.0,5,36,0,2,7.2,2.3,0.3,66,12.4,816,4,1
71,Calvin Johnson,DET,WR,93,48,756,15.8,4,38,3.2,50.4,51.6%,8.1,4,52,1,3,13.0,3.5,0.3,52,15.5,808,5,1
72,Cedric Benson,CHI,RB,27,17,123,7.2,0,6,1.5,11.2,63.0%,4.6,196,674,4,34,3.4,61.3,17.8,213,3.7,797,4,3
73,LaMont Jordan,OAK,rb,34,28,247,8.8,0,11,2.3,20.6,82.4%,7.3,144,549,3,25,3.8,45.8,12.0,172,4.6,796,3,0
74,Shaun Alexander,SEA,RB,25,14,76,5.4,1,4,1.1,5.8,56.0%,3.0,207,716,4,39,3.5,55.1,15.9,221,3.6,792,5,2
75,Julius Jones,DAL,RB,26,23,203,8.8,0,10,1.4,12.7,88.5%,7.8,164,588,2,24,3.6,36.8,10.3,187,4.2,791,2,0
76,David Patten,NOR,wr,87,54,792,14.7,3,37,3.4,49.5,62.1%,9.1,2,-5,0,0,-2.5,-0.3,0.1,56,14.1,787,3,2
77,Chris Cooley,WAS,TE,110,66,786,11.9,8,46,4.1,49.1,60.0%,7.1,,,,0,,,,66,11.9,786,8,1
78,Derrick Ward,NYG,rb,40,26,179,6.9,1,7,3.3,22.4,65.0%,4.5,125,602,3,29,4.8,75.3,15.6,151,5.2,781,4,2
79,Kevin Jones,DET,RB,44,32,197,6.2,0,7,2.5,15.2,72.7%,4.5,153,581,8,35,3.8,44.7,11.8,185,4.2,778,8,2
80,Owen Daniels,HOU,TE,94,63,768,12.2,3,44,3.9,48.0,67.0%,8.2,,,,0,,,,63,12.2,768,3,4
81,Amani Toomer,NYG,WR,104,59,760,12.9,3,42,3.7,47.5,56.7%,7.3,,,,0,,,,59,12.9,760,3,0
82,Travis Henry,DEN,rb,14,7,65,9.3,0,2,0.6,5.4,50.0%,4.6,167,691,4,37,4.1,57.6,13.9,174,4.3,756,4,3
83,Justin Gage,TEN,wr,85,55,750,13.6,2,45,3.4,46.9,64.7%,8.8,,,,0,,,,55,13.6,750,2,1
84,Larry Johnson,KAN,RB,41,30,186,6.2,1,9,3.8,23.3,73.2%,4.5,158,559,3,24,3.5,69.9,19.8,188,4.0,745,4,1
85,Hines Ward,PIT,WR,113,71,732,10.3,7,47,5.5,56.3,62.8%,6.5,3,11,0,1,3.7,0.8,0.2,74,10.0,743,7,0
86,Isaac Bruce,STL,WR,101,55,733,13.3,4,36,3.9,52.4,54.5%,7.3,2,-4,0,0,-2.0,-0.3,0.1,57,12.8,729,4,0
87,Ike Hilliard,TAM,WR,86,62,722,11.6,1,37,4.1,48.1,72.1%,8.4,1,6,0,0,6.0,0.4,0.1,63,11.6,728,1,3
88,Antwaan Randle El,WAS,WR,77,51,728,14.3,1,37,3.4,48.5,66.2%,9.5,4,-3,0,0,-0.8,-0.2,0.3,55,13.2,725,1,3
89,Ronald Curry,OAK,WR,97,55,717,13.0,4,35,3.4,44.8,56.7%,7.4,1,1,0,0,1.0,0.1,0.1,56,12.8,718,4,0
90,Donte' Stallworth,NWE,wr,75,46,697,15.2,3,27,2.9,43.6,61.3%,9.3,1,12,0,1,12.0,0.8,0.1,47,15.1,709,3,0
91,Jerry Porter,OAK,WR,102,44,705,16.0,6,29,2.8,44.1,43.1%,6.9,,,,0,,,,44,16.0,705,6,0
92,Roydell Williams,TEN,WR,93,55,719,13.1,4,38,3.4,44.9,59.1%,7.7,2,-17,0,0,-8.5,-1.1,0.1,57,12.3,702,4,0
93,Nate Burleson,SEA,WR,96,50,694,13.9,9,37,3.1,43.4,52.1%,7.2,2,4,0,0,2.0,0.3,0.1,52,13.4,698,9,3
94,Patrick Crayton,DAL,WR,81,50,697,13.9,7,34,3.3,46.5,61.7%,8.6,,,,0,,,,50,13.9,697,7,2
95,Najeh Davenport,PIT,,27,18,184,10.2,2,5,1.2,12.3,66.7%,6.8,107,499,5,37,4.7,33.3,7.1,125,5.5,683,7,1
96,Jesse Chatman,MIA,rb,37,27,161,6.0,0,8,1.9,11.5,73.0%,4.4,128,515,1,26,4.0,36.8,9.1,155,4.4,676,1,1
97,James Jones,GNB,wr,80,47,676,14.4,2,29,2.9,42.3,58.8%,8.5,,,,0,,,,47,14.4,676,2,3
98,Mike Furrey,DET,WR,91,61,664,10.9,1,37,3.8,41.5,67.0%,7.3,,,,0,,,,61,10.9,664,1,0
99,Deion Branch,SEA,WR,85,49,661,13.5,4,30,4.5,60.1,57.6%,7.8,,,,0,,,,49,13.5,661,4,0
100,Aaron Stecker,NOR,rb,43,36,211,5.9,0,12,2.3,13.2,83.7%,4.9,115,448,5,28,3.9,28.0,7.2,151,4.4,659,5,1
101,Kevin Faulk,NWE,RB,61,47,383,8.1,1,20,2.9,23.9,77.0%,6.3,62,265,0,15,4.3,16.6,3.9,109,5.9,648,1,1
102,Laveranues Coles,NYJ,WR,89,55,646,11.7,6,35,4.6,53.8,61.8%,7.3,,,,0,,,,55,11.7,646,6,0
103,Dallas Clark,IND,TE,101,58,616,10.6,11,37,3.9,41.1,57.4%,6.1,2,29,0,2,14.5,1.9,0.1,60,10.8,645,11,0
104,Bobby Wade,MIN,WR,84,54,647,12.0,3,33,3.4,40.4,64.3%,7.7,1,-9,0,0,-9.0,-0.6,0.1,55,11.6,638,3,3
105,Reggie Williams,JAX,wr,60,38,629,16.6,10,28,2.5,41.9,63.3%,10.5,1,8,0,1,8.0,0.5,0.1,39,16.3,637,10,3
106,Brandon Stokley,DEN,WR,71,40,635,15.9,5,34,3.1,48.8,56.3%,8.9,1,-6,0,0,-6.0,-0.5,0.1,41,15.3,629,5,0
107,Dennis Northcutt,JAX,WR,73,44,601,13.7,4,30,2.9,40.1,60.3%,8.2,6,27,0,0,4.5,1.8,0.4,50,12.6,628,4,1
108,Jeremy Shockey,NYG,TE,93,57,619,10.9,3,33,4.1,44.2,61.3%,6.7,1,6,0,0,6.0,0.4,0.1,58,10.8,625,3,0
109,Vincent Jackson,SDG,WR,80,41,623,15.2,3,28,2.6,38.9,51.3%,7.8,,,,0,,,,41,15.2,623,3,0
110,Joe Jurevicius,CLE,WR,81,50,614,12.3,3,34,3.1,38.4,61.7%,7.6,,,,0,,,,50,12.3,614,3,0
111,Kenton Keith,IND,,23,13,77,5.9,1,3,0.8,4.8,56.5%,3.3,121,533,3,42,4.4,33.3,7.6,134,4.6,610,4,1
112,Rudi Johnson,CIN,RB,15,13,110,8.5,1,3,1.2,10.0,86.7%,7.3,170,497,3,27,2.9,45.2,15.5,183,3.3,607,4,3
113,Arnaz Battle,SFO,WR,104,50,600,12.0,5,28,3.1,37.5,48.1%,5.8,4,4,1,1,1.0,0.3,0.3,54,11.2,604,6,3
114,Chris Brown,TEN,,21,19,128,6.7,0,8,1.6,10.7,90.5%,6.1,102,462,5,28,4.5,38.5,8.5,121,4.9,590,5,1
115,Josh Reed,BUF,WR,88,51,578,11.3,0,32,3.4,38.5,58.0%,6.6,4,10,0,1,2.5,0.7,0.3,55,10.7,588,0,0
116,Andre' Davis,HOU,wr,63,33,583,17.7,3,19,2.4,41.6,52.4%,9.3,,,,0,,,,33,17.7,583,3,1
117,Anthony Gonzalez,IND,WR,51,37,576,15.6,3,27,2.8,44.3,72.5%,11.3,,,,0,,,,37,15.6,576,3,0
118,Donald Lee,GNB,TE,63,48,575,12.0,6,29,3.2,38.3,76.2%,9.1,,,,0,,,,48,12.0,575,6,1
119,Muhsin Muhammad,CHI,WR,81,40,570,14.3,3,28,2.5,35.6,49.4%,7.0,,,,0,,,,40,14.3,570,3,0
120,Marty Booker,MIA,WR,105,50,556,11.1,1,28,3.3,37.1,47.6%,5.3,2,12,0,1,6.0,0.8,0.1,52,10.9,568,1,1
121,Heath Miller,PIT,TE,61,47,566,12.0,7,32,2.9,35.4,77.0%,9.3,,,,0,,,,47,12.0,566,7,0
122,Leon Washington,NYJ,,51,36,213,5.9,0,15,2.3,13.3,70.6%,4.2,71,353,3,12,5.0,22.1,4.4,107,5.3,566,3,4
123,Kolby Smith,KAN,fb,30,22,148,6.7,0,7,1.4,9.3,73.3%,4.9,112,407,2,27,3.6,25.4,7.0,134,4.1,555,2,0
124,Tony Scheffler,DEN,te,65,49,549,11.2,5,29,3.1,34.3,75.4%,8.4,,,,0,,,,49,11.2,549,5,1
125,Desmond Clark,CHI,TE,67,44,545,12.4,4,25,2.8,34.1,65.7%,8.1,,,,0,,,,44,12.4,545,4,1
126,Michael Jenkins,ATL,wr,85,53,532,10.0,4,31,3.5,35.5,62.4%,6.3,,,,0,,,,53,10.0,532,4,0
127,Mark Clayton,BAL,WR,89,48,531,11.1,0,28,3.0,33.2,53.9%,6.0,,,,0,,,,48,11.1,531,0,0
128,Bryant Johnson,ARI,wr,88,46,528,11.5,2,33,2.9,33.0,52.3%,6.0,,,,0,,,,46,11.5,528,2,0
129,Ernest Wilford,JAX,WR,74,45,518,11.5,3,35,2.8,32.4,60.8%,7.0,,,,0,,,,45,11.5,518,3,0
130,Drew Carter,CAR,wr,75,38,517,13.6,4,28,2.4,32.3,50.7%,6.9,,,,0,,,,38,13.6,517,4,0
131,Jason Wright,CLE,,37,24,233,9.7,0,14,1.5,14.6,64.9%,6.3,60,277,1,19,4.6,17.3,3.8,84,6.1,510,1,1
132,Ladell Betts,WAS,,32,21,174,8.3,1,7,1.3,10.9,65.6%,5.4,93,335,1,15,3.6,20.9,5.8,114,4.5,509,2,1
133,Vernon Davis,SFO,TE,85,52,509,9.8,4,30,3.7,36.4,61.2%,6.0,,,,0,,,,52,9.8,509,4,1
134,Darrell Jackson,SFO,WR,104,46,497,10.8,3,33,3.1,33.1,44.2%,4.8,,,,0,,,,46,10.8,497,3,1
135,Fred Jackson,BUF,,30,22,190,8.6,0,8,2.8,23.8,73.3%,6.3,58,300,0,12,5.2,37.5,7.3,80,6.1,490,0,0
136,Brian Leonard,STL,fb,39,30,183,6.1,0,8,1.9,11.4,76.9%,4.7,86,303,0,14,3.5,18.9,5.4,116,4.2,486,0,0
137,Michael Pittman,TAM,,39,26,191,7.3,0,10,2.6,19.1,66.7%,4.9,68,286,0,14,4.2,28.6,6.8,94,5.1,477,0,1
138,Leonard Weaver,SEA,,52,39,313,8.0,0,15,2.4,19.6,75.0%,6.0,33,146,1,13,4.4,9.1,2.1,72,6.4,459,1,0
139,Musa Smith,BAL,,34,27,192,7.1,0,8,1.7,12.0,79.4%,5.6,75,264,2,15,3.5,16.5,4.7,102,4.5,456,2,1
140,Nate Washington,PIT,,55,29,450,15.5,5,21,1.8,28.1,52.7%,8.2,1,0,0,0,0.0,0.0,0.1,30,15.0,450,5,0
141,Jabar Gaffney,NWE,wr,50,36,449,12.5,5,21,2.3,28.1,72.0%,9.0,,,,0,,,,36,12.5,449,5,0
142,Alge Crumpler,ATL,TE,70,42,444,10.6,5,23,3.0,31.7,60.0%,6.3,,,,0,,,,42,10.6,444,5,0
143,Zach Miller,OAK,TE,68,44,444,10.1,3,25,2.8,27.8,64.7%,6.5,,,,0,,,,44,10.1,444,3,2
144,Laurent Robinson,ATL,wr,74,37,437,11.8,1,14,2.5,29.1,50.0%,5.9,,,,0,,,,37,11.8,437,1,1
145,Devery Henderson,NOR,WR,43,20,409,20.5,3,16,1.3,25.6,46.5%,9.5,2,20,0,1,10.0,1.3,0.1,22,19.5,429,3,0
146,Randy McMichael,STL,TE,67,39,429,11.0,3,29,2.4,26.8,58.2%,6.4,,,,0,,,,39,11.0,429,3,0
147,Ted Ginn Jr.,MIA,WR,71,34,420,12.4,2,18,2.1,26.3,47.9%,5.9,4,3,0,0,0.8,0.2,0.3,38,11.1,423,2,3
148,Bo Scaife,TEN,TE,78,46,421,9.2,1,27,2.9,26.3,59.0%,5.4,,,,0,,,,46,9.2,421,1,2
149,Sammy Morris,NWE,,8,6,35,5.8,0,1,1.0,5.8,75.0%,4.4,85,384,3,24,4.5,64.0,14.2,91,4.6,419,3,0
150,Chris Baker,NYJ,TE,61,41,409,10.0,3,29,2.7,27.3,67.2%,6.7,,,,0,,,,41,10.0,409,3,1
151,Jeff King,CAR,TE,80,46,406,8.8,2,25,2.9,25.4,57.5%,5.1,,,,0,,,,46,8.8,406,2,2
152,Pierre Thomas,NOR,,23,17,151,8.9,1,10,1.4,12.6,73.9%,6.6,52,252,1,15,4.8,21.0,4.3,69,5.8,403,2,0
153,Correll Buckhalter,PHI,,21,12,87,7.3,0,7,0.9,6.2,57.1%,4.1,62,313,4,17,5.0,22.4,4.4,74,5.4,400,4,1
154,Ben Watson,NWE,TE,49,36,389,10.8,6,21,3.0,32.4,73.5%,7.9,1,11,0,1,11.0,0.9,0.1,37,10.8,400,6,1
155,Brandon Jackson,GNB,,22,16,130,8.1,0,6,1.5,11.8,72.7%,5.9,75,267,1,9,3.6,24.3,6.8,91,4.4,397,1,0
156,Sidney Rice,MIN,,53,31,396,12.8,4,25,2.4,30.5,58.5%,7.5,,,,0,,,,31,12.8,396,4,0
157,Vince Young,TEN,QB,0,0,0,,0,0,0.0,0.0,0.0%,,93,395,3,26,4.2,26.3,6.2,93,4.2,395,3,10
158,Robert Ferguson,MIN,WR,61,32,391,12.2,1,19,2.1,26.1,52.5%,6.4,,,,0,,,,32,12.2,391,1,0
159,Marcedes Lewis,JAX,TE,57,37,391,10.6,2,22,2.3,24.4,64.9%,6.9,,,,0,,,,37,10.6,391,2,0
160,Greg Olsen,CHI,,66,39,391,10.0,2,19,2.8,27.9,59.1%,5.9,,,,0,,,,39,10.0,391,2,0
161,T.J. Duckett,DET,,7,4,54,13.5,0,4,0.3,4.5,57.1%,7.7,65,335,3,16,5.2,27.9,5.4,69,5.6,389,3,1
162,Alex Smith,TAM,TE,53,32,385,12.0,3,20,2.3,27.5,60.4%,7.3,,,,0,,,,32,12.0,385,3,0
163,D.J. Hackett,SEA,wr,47,32,384,12.0,3,16,5.3,64.0,68.1%,8.2,,,,0,,,,32,12.0,384,3,0
164,Ahman Green,HOU,rb,18,14,123,8.8,0,2,2.3,20.5,77.8%,6.8,70,260,2,17,3.7,43.3,11.7,84,4.6,383,2,0
165,Eric Johnson,NOR,TE,63,48,378,7.9,2,19,3.4,27.0,76.2%,6.0,,,,0,,,,48,7.9,378,2,1
166,Drew Bennett,STL,,73,33,375,11.4,3,24,2.4,26.8,45.2%,5.1,,,,0,,,,33,11.4,375,3,1
167,Derek Hagan,MIA,,59,29,373,12.9,2,22,1.8,23.3,49.2%,6.3,,,,0,,,,29,12.9,373,2,0
168,Dominic Rhodes,OAK,,18,11,70,6.4,0,1,1.1,7.0,61.1%,3.9,75,302,1,18,4.0,30.2,7.5,86,4.3,372,1,2
169,Roscoe Parrish,BUF,,58,35,352,10.1,1,18,2.2,22.0,60.3%,6.1,3,19,1,1,6.3,1.2,0.2,38,9.8,371,2,1
170,Brad Smith,NYJ,WR,67,32,325,10.2,2,15,2.0,20.3,47.8%,4.9,12,45,0,2,3.8,2.8,0.8,44,8.4,370,2,1
171,Ben Utecht,IND,TE,37,31,364,11.7,1,20,2.2,26.0,83.8%,9.8,,,,0,,,,31,11.7,364,1,2
172,Lorenzo Booker,MIA,,36,28,237,8.5,0,12,4.0,33.9,77.8%,6.6,28,125,0,8,4.5,17.9,4.0,56,6.5,362,0,0
173,Darius Walker,HOU,,15,13,81,6.2,0,5,3.3,20.3,86.7%,5.4,58,264,1,14,4.6,66.0,14.5,71,4.9,345,1,0
174,Chris Henry,CIN,,38,21,343,16.3,2,14,2.6,42.9,55.3%,9.0,,,,0,,,,21,16.3,343,2,0
175,Michael Bennett,2TM,,22,15,101,6.7,1,0,1.1,7.2,68.2%,4.6,61,241,1,0,4.0,17.2,4.4,76,4.5,342,2,2
176,Eric Moulds,TEN,WR,52,32,342,10.7,0,21,2.0,21.4,61.5%,6.6,,,,0,,,,32,10.7,342,0,0
177,Keary Colbert,CAR,WR,69,32,332,10.4,0,16,2.7,27.7,46.4%,4.8,,,,0,,,,32,10.4,332,0,1
178,Michael Turner,SDG,,7,4,16,4.0,0,1,0.3,1.0,57.1%,2.3,71,316,1,11,4.5,19.8,4.4,75,4.4,332,1,1
