,player,team,pos,fga1,fgm1,fga2,fgm2,fga3,fgm3,fga4,fgm4,fga5,fgm5,fga,fgm,fg_perc,xpa,xpm,xp_perc,kickoff,kickoff_yds,kickoff_tb,kickoff_tb_pct,kickoff_yds_avg,punt,punt_yds,punt_yds_per_punt
35,Brandon Coutu,BUF,,,,,,,,1,,,,1,,0.0%,3,3,100.0%,4,246,,,61.5,,,
36,Donnie Jones,STL,,,,,,,,,,,,,,,,,,,,,,,105,4652,44.3
37,Britton Colquitt,DEN,,,,,,,,,,,,,,,,,,1,66,,,66.0,101,4783,47.4
38,Jon Ryan,SEA,,,,,,,,,,,,,,,,,,,,,,,95,4431,46.6
39,T.J. Conley,NYJ,,,,,,,,,,,,,,,,,,,,,,,92,3926,42.7
40,Kevin Huber,CIN,,,,,,,,,,,,,,,,,,,,,,,91,4023,44.2
41,Dustin Colquitt,KAN,,,,,,,,,,,,,,,,,,1,57,,,57.0,89,4084,45.9
42,Adam Podlesh,CHI,,,,,,,,,,,,,,,,,,1,50,,,50.0,89,3903,43.9
43,Pat McAfee,IND,,,,,,,,,,,,,,,,,,63,4010,41,65.1%,63.7,88,4102,46.6
44,Dave Zastudil,ARI,,,,,,,,,,,,,,,,,,3,178,,,59.3,87,3929,45.2
45,Brett Kern,TEN,,,,,,,,,,,,,,,,,,,,,,,86,3747,43.6
46,Steve Weatherford,NYG,,,,,,,,,,,,,,,,,,3,85,,,28.3,82,3745,45.7
47,Brad Maynard,CLE,,,,,,,,,,,,,,,,,,,,,,,81,3282,40.5
48,Brandon Fields,MIA,,,,,,,,,,,,,,,,,,3,156,,,52.0,78,3810,48.8
49,Shane Lechler,OAK,,,,,,,,,,,,,,,,,,,,,,,78,3960,50.8
50,Andy Lee,SFO,,,,,,,,,,,,,,,,,,1,51,,,51.0,78,3970,50.9
51,Chris Kluwe,MIN,,,,,,,,,,,,,,,,,,1,36,,,36.0,77,3517,45.7
52,Sam Koch,BAL,,,,,,,,,,,,,,,,,,2,113,1,50.0%,56.5,73,3393,46.5
53,Nick Harris,JAX,,,,,,,,,,,,,,,,,,,,,,,72,3075,42.7
54,Brian Moorman,BUF,,,,,,,,,,,,,,,,,,2,85,,,42.5,72,3472,48.2
55,Matthew Bosher,ATL,,,,,,,,,,,,,,,,,,88,5671,25,28.4%,64.4,70,2990,42.7
56,Michael Koenen,TAM,,,,,,,,,,,,,,,,,,69,4177,37,53.6%,60.5,67,3023,45.1
57,Jason Baker,CAR,,,,,,,,,,,,,,,,,,,,,,,66,2819,42.7
58,Chas Henry,PHI,,,,,,,,,,,,,,,,,,,,,,,66,2830,42.9
59,Saverio Rocca,WAS,,,,,,,,,,,,,,,,,,,,,,,66,2842,43.1
60,Brett Hartmann,HOU,,,,,,,,,,,,,,,,,,50,3275,23,46.0%,65.5,58,2573,44.4
61,Mat McBriar,DAL,,,,,,,,,,,,,,,,,,1,62,,,62.0,58,2542,43.8
62,Zoltan Mesko,NWE,,,,,,,,,,,,,,,,,,1,64,,,64.0,57,2648,46.5
63,Tim Masthay,GNB,,,,,,,,,,,,,,,,,,2,113,,,56.5,55,2506,45.6
64,Ryan Donahue,DET,,,,,,,,,,,,,,,,,,1,59,,,59.0,49,2093,42.7
65,Thomas Morstead,NOR,,,,,,,,,,,,,,,,,,105,6807,68,64.8%,64.8,46,2224,48.3
66,Matt Turk,2TM,,,,,,,,,,,,,,,,,,2,116,,,58.0,43,1755,40.8
67,Jeremy Kapinos,PIT,,,,,,,,,,,,,,,,,,,,,,,34,1530,45.0
68,Ben Graham,2TM,,,,,,,,,,,,,,,,,,,,,,,33,1447,43.8
69,Daniel Sepulveda,PIT,,,,,,,,,,,,,,,,,,,,,,,25,1153,46.1
70,Chris Jones,DAL,,,,,,,,,,,,,,,,,,,,,,,10,426,42.6
71,Richmond McGee,CLE,,,,,,,,,,,,,,,,,,,,,,,8,288,36.0
72,Robert Malone,DET,,,,,,,,,,,,,,,,,,,,,,,5,245,49.0
