,player,team,pos,targets,rec,rec_yds,rec_yds_per_rec,rec_td,rec_first_down,rec_per_g,rec_yds_per_g,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_td,rush_first_down,rush_yds_per_att,rush_yds_per_g,rush_att_per_g,touches,yds_per_touch,yds_from_scrimmage,rush_receive_td,fumbles
107,Jamaal Charles,KAN,,39,27,272,10.1,1,9,1.7,17.0,69.2%,7.0,67,357,0,18,5.3,22.3,4.2,94,6.7,629,1,2
108,John Carlson,SEA,TE,80,55,627,11.4,5,36,3.4,39.2,68.8%,7.8,,,,0,,,,55,11.4,627,5,0
109,Domenik Hixon,NYG,wr,73,43,596,13.9,2,29,2.7,37.3,58.9%,8.2,2,26,0,2,13.0,1.6,0.1,45,13.8,622,2,0
110,Greg Camarillo,MIA,WR,83,55,613,11.1,2,30,5.0,55.7,66.3%,7.4,2,1,0,0,0.5,0.1,0.2,57,10.8,614,2,0
111,Edgerrin James,ARI,RB,18,12,85,7.1,0,4,0.9,6.5,66.7%,4.7,133,514,3,25,3.9,39.5,10.2,145,4.1,599,3,2
112,Antwaan Randle El,WAS,WR,87,53,593,11.2,4,34,3.3,37.1,60.9%,6.8,1,5,0,0,5.0,0.3,0.1,54,11.1,598,4,2
113,Josh Reed,BUF,WR,80,56,597,10.7,1,36,4.3,45.9,70.0%,7.5,,,,0,,,,56,10.7,597,1,0
114,Visanthe Shiancoe,MIN,TE,59,42,596,14.2,7,30,2.6,37.3,71.2%,10.1,,,,0,,,,42,14.2,596,7,0
115,Michael Bush,OAK,,30,19,162,8.5,0,6,1.3,10.8,63.3%,5.4,95,421,3,15,4.4,28.1,6.3,114,5.1,583,3,1
116,Amani Toomer,NYG,WR,88,48,580,12.1,4,30,3.0,36.3,54.5%,6.6,,,,0,,,,48,12.1,580,4,1
117,Billy Miller,NOR,te,62,45,579,12.9,1,30,3.0,38.6,72.6%,9.3,,,,0,,,,45,12.9,579,1,0
118,Greg Olsen,CHI,te,82,54,574,10.6,5,33,3.4,35.9,65.9%,7.0,,,,0,,,,54,10.6,574,5,2
119,Steve Smith,NYG,,82,57,574,10.1,1,36,3.6,35.9,69.5%,7.0,,,,0,,,,57,10.1,574,1,1
120,Davone Bess,MIA,wr,75,54,554,10.3,1,29,3.4,34.6,72.0%,7.4,1,13,0,1,13.0,0.8,0.1,55,10.3,567,1,1
121,Patrick Crayton,DAL,WR,70,39,550,14.1,4,24,2.4,34.4,55.7%,7.9,1,11,0,1,11.0,0.7,0.1,40,14.0,561,4,1
122,Bo Scaife,TEN,te,84,58,561,9.7,2,28,3.6,35.1,69.0%,6.7,,,,0,,,,58,9.7,561,2,1
123,Dennis Northcutt,JAX,,68,44,545,12.4,2,24,3.1,38.9,64.7%,8.0,1,9,0,0,9.0,0.6,0.1,45,12.3,554,2,1
124,Bryant Johnson,SFO,WR,75,45,546,12.1,3,28,2.8,34.1,60.0%,7.3,,,,0,,,,45,12.1,546,3,0
125,Deuce McAllister,NOR,rb,23,18,128,7.1,1,5,1.4,9.8,78.3%,5.6,107,418,5,24,3.9,32.2,8.2,125,4.4,546,6,0
126,Chad Johnson,CIN,WR,97,53,540,10.2,4,35,4.1,41.5,54.6%,5.6,,,,0,,,,53,10.2,540,4,0
127,Dustin Keller,NYJ,te,78,48,535,11.1,3,32,3.0,33.4,61.5%,6.9,,,,0,,,,48,11.1,535,3,0
128,Brandon Stokley,DEN,,86,49,528,10.8,3,35,3.3,35.2,57.0%,6.1,,,,0,,,,49,10.8,528,3,0
129,Peyton Hillis,DEN,RB,19,14,179,12.8,1,9,1.2,14.9,73.7%,9.4,68,343,5,25,5.0,28.6,5.7,82,6.4,522,6,0
130,Heath Miller,PIT,TE,66,48,514,10.7,3,30,3.4,36.7,72.7%,7.8,,,,0,,,,48,10.7,514,3,1
131,Michael Clayton,TAM,WR,61,38,484,12.7,1,21,2.5,32.3,62.3%,7.9,2,5,0,0,2.5,0.3,0.1,40,12.2,489,1,1
132,Bobby Engram,SEA,WR,80,47,489,10.4,0,25,3.6,37.6,58.8%,6.1,,,,0,,,,47,10.4,489,0,1
133,Marcedes Lewis,JAX,TE,74,41,489,11.9,2,21,2.6,30.6,55.4%,6.6,,,,0,,,,41,11.9,489,2,0
134,Brandon Jones,TEN,wr,62,41,449,11.0,1,25,2.6,28.1,66.1%,7.2,2,35,0,1,17.5,2.2,0.1,43,11.3,484,1,0
135,Jeremy Shockey,NOR,TE,72,50,483,9.7,0,30,4.2,40.3,69.4%,6.7,,,,0,,,,50,9.7,483,0,2
136,Jabar Gaffney,NWE,wr,65,38,468,12.3,2,26,2.4,29.3,58.5%,7.2,,,,0,,,,38,12.3,468,2,0
137,Malcom Floyd,SDG,,37,27,465,17.2,4,21,2.1,35.8,73.0%,12.6,,,,0,,,,27,17.2,465,4,0
138,Chris Chambers,SDG,WR,65,33,462,14.0,5,21,2.4,33.0,50.8%,7.1,1,1,0,0,1.0,0.1,0.1,34,13.6,463,5,0
139,Rashied Davis,CHI,WR,67,35,445,12.7,2,21,2.2,27.8,52.2%,6.6,3,14,0,1,4.7,0.9,0.2,38,12.1,459,2,0
140,Plaxico Burress,NYG,WR,66,35,454,13.0,4,24,3.5,45.4,53.0%,6.9,,,,0,,,,35,13.0,454,4,0
141,Anthony Fasano,MIA,TE,53,34,454,13.4,7,26,2.1,28.4,64.2%,8.6,,,,0,,,,34,13.4,454,7,0
142,David Martin,MIA,TE,45,31,450,14.5,3,20,1.9,28.1,68.9%,10.0,,,,0,,,,31,14.5,450,3,1
143,Jerheme Urban,ARI,,51,34,448,13.2,4,20,2.1,28.0,66.7%,8.8,,,,0,,,,34,13.2,448,4,0
144,Roy Williams,2TM,,39,36,430,11.9,2,0,2.4,28.7,92.3%,11.0,1,13,0,0,13.0,0.9,0.1,37,12.0,443,2,0
145,J.J. Arrington,ARI,,40,29,255,8.8,1,15,2.6,23.2,72.5%,6.4,31,187,1,9,6.0,17.0,2.8,60,7.4,442,2,0
146,Hank Baskett,PHI,wr,52,33,440,13.3,3,22,2.2,29.3,63.5%,8.5,,,,0,,,,33,13.3,440,3,1
147,Brandon Jackson,GNB,,39,30,185,6.2,0,6,2.3,14.2,76.9%,4.7,45,248,1,15,5.5,19.1,3.5,75,5.8,433,1,1
148,Michael Pittman,DEN,,13,10,112,11.2,0,1,1.3,14.0,76.9%,8.6,76,320,4,24,4.2,40.0,9.5,86,5.0,432,4,0
149,Antonio Pittman,STL,fb,27,18,132,7.3,0,5,1.5,11.0,66.7%,4.9,79,296,0,16,3.7,24.7,6.6,97,4.4,428,0,1
150,Kellen Winslow,CLE,te,83,43,428,10.0,3,25,4.3,42.8,51.8%,5.2,,,,0,,,,43,10.0,428,3,1
151,Ike Hilliard,TAM,,58,47,424,9.0,4,31,2.9,26.5,81.0%,7.3,1,0,0,0,0.0,0.0,0.1,48,8.8,424,4,2
152,Tyler Thigpen,KAN,QB,1,1,37,37.0,1,1,0.1,2.6,100.0%,37.0,62,386,3,22,6.2,27.6,4.4,63,6.7,423,4,6
153,Justin McCareins,TEN,WR,72,30,412,13.7,0,22,2.1,29.4,41.7%,5.7,2,8,0,0,4.0,0.6,0.1,32,13.1,420,0,2
154,Deion Branch,SEA,WR,59,30,412,13.7,4,17,3.8,51.5,50.8%,7.0,,,,0,,,,30,13.7,412,4,0
155,Ladell Betts,WAS,,35,22,200,9.1,0,5,1.7,15.4,62.9%,5.7,61,206,1,15,3.4,15.8,4.7,83,4.9,406,1,1
156,Todd Heap,BAL,TE,64,35,403,11.5,3,23,2.2,25.2,54.7%,6.3,,,,0,,,,35,11.5,403,3,1
157,Johnnie Lee Higgins,OAK,,42,22,366,16.6,4,13,1.4,22.9,52.4%,8.7,3,34,0,1,11.3,2.1,0.2,25,16.0,400,4,1
158,Ahmad Bradshaw,NYG,,6,5,42,8.4,1,2,0.3,2.8,83.3%,7.0,67,355,1,14,5.3,23.7,4.5,72,5.5,397,2,3
159,Jerramy Stevens,TAM,,59,36,397,11.0,2,17,2.6,28.4,61.0%,6.7,,,,0,,,,36,11.0,397,2,0
160,Koren Robinson,SEA,WR,58,31,400,12.9,2,21,2.6,33.3,53.4%,6.9,1,-4,0,0,-4.0,-0.3,0.1,32,12.4,396,2,0
161,Kevin Curtis,PHI,WR,63,33,390,11.8,2,19,3.7,43.3,52.4%,6.2,,,,0,,,,33,11.8,390,2,0
162,Harry Douglas,ATL,,39,23,320,13.9,1,13,1.4,20.0,59.0%,8.2,12,69,1,4,5.8,4.3,0.8,35,11.1,389,2,1
163,Daniel Graham,DEN,TE,50,32,389,12.2,4,20,2.0,24.3,64.0%,7.8,,,,0,,,,32,12.2,389,4,0
164,Kevin Boss,NYG,TE,55,33,384,11.6,6,20,2.2,25.6,60.0%,7.0,,,,0,,,,33,11.6,384,6,0
165,Mark Bradley,2TM,,63,30,380,12.7,3,0,2.5,31.7,47.6%,6.0,,,,0,,,,30,12.7,380,3,0
166,Jason Avant,PHI,wr,57,32,377,11.8,2,22,2.1,25.1,56.1%,6.6,,,,0,,,,32,11.8,377,2,0
167,Vernon Davis,SFO,TE,49,31,358,11.5,2,14,1.9,22.4,63.3%,7.3,1,11,0,1,11.0,0.7,0.1,32,11.5,369,2,2
168,Desmond Clark,CHI,TE,73,41,367,9.0,1,18,2.6,22.9,56.2%,5.0,,,,0,,,,41,9.0,367,1,1
169,DeShaun Foster,SFO,,20,16,133,8.3,1,6,1.0,8.3,80.0%,6.7,76,234,1,13,3.1,14.6,4.8,92,4.0,367,2,2
170,Jordy Nelson,GNB,,54,33,366,11.1,2,19,2.1,22.9,61.1%,6.8,,,,0,,,,33,11.1,366,2,0
171,Brandon Lloyd,CHI,wr,50,26,364,14.0,2,17,2.4,33.1,52.0%,7.3,,,,0,,,,26,14.0,364,2,0
172,Reggie Williams,JAX,WR,63,37,364,9.8,3,22,2.3,22.8,58.7%,5.8,1,0,0,0,0.0,0.0,0.1,38,9.6,364,3,0
173,Patrick Cobbs,MIA,,27,19,275,14.5,2,11,1.2,17.2,70.4%,10.2,12,88,1,4,7.3,5.5,0.8,31,11.7,363,3,0
174,LaMont Jordan,NWE,,0,0,0,,0,0,0.0,0.0,0.0%,,80,363,4,20,4.5,45.4,10.0,80,4.5,363,4,1
175,Jerome Harrison,CLE,,18,12,116,9.7,1,5,0.8,7.7,66.7%,6.4,34,246,1,11,7.2,16.4,2.3,46,7.9,362,2,0
176,Chansi Stuckey,NYJ,,45,32,359,11.2,3,22,2.1,23.9,71.1%,8.0,1,1,0,0,1.0,0.1,0.1,33,10.9,360,3,0
177,Leonard Weaver,SEA,fb,32,20,222,11.1,2,6,1.4,15.9,62.5%,6.9,30,130,0,9,4.3,9.3,2.1,50,7.0,352,2,1
