,player,team,pos,fga1,fgm1,fga2,fgm2,fga3,fgm3,fga4,fgm4,fga5,fgm5,fga,fgm,fg_perc,xpa,xpm,xp_perc,kickoff,kickoff_yds,kickoff_tb,kickoff_tb_pct,kickoff_yds_avg,punt,punt_yds,punt_yds_per_punt
28,Todd Peterson,SFO,,1,1,3,3,8,7,6,5,4,2,22,18,81.8%,23,23,100.0%,61,3406,1,1.6%,55.8,,,
29,Martin Gramatica,2TM,,,,7,6,6,3,5,1,1,1,19,11,57.9%,22,21,95.5%,46,2854,6,13.0%,62.0,,,
30,Olindo Mare,MIA,,,,2,1,7,6,4,3,3,2,16,12,75.0%,18,18,100.0%,44,2834,11,25.0%,64.4,1,19,19.0
31,John Hall,WAS,,1,1,3,3,3,3,3,1,1,,11,8,72.7%,13,13,100.0%,30,1823,1,3.3%,60.8,,,
32,Ola Kimrin,WAS,,,,3,3,3,2,3,1,1,,10,6,60.0%,6,6,100.0%,17,885,,,52.1,,,
33,Jeff Chandler,2TM,,,,4,4,2,,1,1,1,,8,5,62.5%,14,14,100.0%,14,871,,,62.2,,,
34,Jay Taylor,TAM,,,,,,3,2,1,1,1,1,5,4,80.0%,11,11,100.0%,21,1190,,,56.7,,,
35,Matt Bryant,2TM,,,,1,1,,,3,2,,,4,3,75.0%,12,12,100.0%,18,1121,,,62.3,,,
36,Craig Hentrich,TEN,,,,,,,,,,3,1,3,1,33.3%,,,,73,4201,3,4.1%,57.5,73,3117,42.7
37,Bill Gramatica,MIA,,,,2,2,1,1,,,,,3,3,100.0%,1,,0.0%,6,398,1,16.7%,66.3,,,
38,Aaron Elling,2TM,,,,1,1,1,,,,,,2,1,50.0%,2,2,100.0%,4,248,,,62.0,6,272,45.3
39,Todd Sauerbrun,CAR,,,,,,1,1,,,,,1,1,100.0%,4,4,100.0%,21,1126,1,4.8%,53.6,76,3351,44.1
40,Wes Welker,2TM,,,,1,1,,,,,,,1,1,100.0%,1,1,100.0%,3,158,,,52.7,,,
41,Brad Maynard,CHI,,,,,,,,,,,,,,,,,,1,52,,,52.0,108,4638,42.9
42,Tom Tupa,WAS,,,,,,,,,,,,,,,,,,1,47,,,47.0,103,4544,44.1
43,Scott Player,ARI,,,,,,,,,,,,,,,,,,,,,,,98,4230,43.2
44,Matt Turk,MIA,,,,,,,,,,,,,,,,,,,,,,,98,4088,41.7
45,Andy Lee,SFO,,,,,,,,,,,,,,,,,,,,,,,96,3990,41.6
46,Nick Harris,DET,,,,,,,,,,,,,,,,,,1,64,,,64.0,92,3765,40.9
47,Mitch Berger,NOR,,,,,,,,,,,,,,,,,,37,2348,1,2.7%,63.5,85,3704,43.6
48,Derrick Frost,CLE,,,,,,,,,,,,,,,,,,,,,,,85,3404,40.0
49,Chris Hanson,JAX,,,,,,,,,,,,,,,,,,,,,,,84,3592,42.8
50,Kyle Larson,CIN,,,,,,,,,,,,,,,,,,1,53,,,53.0,83,3499,42.2
51,Josh Bidwell,TAM,,,,,,,,,,,,,,,,,,,,,,,82,3472,42.3
52,Toby Gowin,NYJ,,,,,,,,,,,,,,,,,,76,4781,7,9.2%,62.9,80,3057,38.2
53,Brian Moorman,BUF,,,,,,,,,,,,,,,,,,,,,,,77,3325,43.2
54,Chris Mohr,ATL,,,,,,,,,,,,,,,,,,1,52,,,52.0,76,3082,40.6
55,Mat McBriar,DAL,,,,,,,,,,,,,,,,,,,,,,,75,3182,42.4
56,Jeff Feagles,NYG,,,,,,,,,,,,,,,,,,,,,,,74,3069,41.5
57,Shane Lechler,OAK,,,,,,,,,,,,,,,,,,,,,,,73,3409,46.7
58,Chad Stanley,HOU,,,,,,,,,,,,,,,,,,2,104,,,52.0,73,3009,41.2
59,Dave Zastudil,BAL,,,,,,,,,,,,,,,,,,1,54,,,54.0,73,2948,40.4
60,Dirk Johnson,PHI,,,,,,,,,,,,,,,,,,,,,,,72,3032,42.1
61,Mike Scifres,SDG,,,,,,,,,,,,,,,,,,2,72,,,36.0,69,2974,43.1
62,Chris Gardocki,PIT,,,,,,,,,,,,,,,,,,,,,,,67,2879,43.0
63,Bryan Barker,GNB,,,,,,,,,,,,,,,,,,,,,,,66,2644,40.1
64,Darren Bennett,MIN,,,,,,,,,,,,,,,,,,1,62,,,62.0,57,2240,39.3
65,Josh Miller,NWE,,,,,,,,,,,,,,,,,,,,,,,56,2350,42.0
66,Micah Knorr,DEN,,,,,,,,,,,,,,,,,,61,3924,15,24.6%,64.3,54,2243,41.5
67,Hunter Smith,IND,,,,,,,,,,,,,,,,,,9,492,1,11.1%,54.7,54,2443,45.2
68,Stephen Cheek,KAN,,,,,,,,,,,,,,,,,,,,,,,42,1643,39.1
69,Sean Landeta,STL,,,,,,,,,,,,,,,,,,,,,,,40,1733,43.3
70,Kevin Stemke,STL,,,,,,,,,,,,,,,,,,,,,,,28,1115,39.8
71,Donnie Jones,SEA,,,,,,,,,,,,,,,,,,1,54,,,54.0,26,988,38.0
72,Tom Rouen,SEA,,,,,,,,,,,,,,,,,,,,,,,26,1093,42.0
73,Jason Baker,3TM,,,,,,,,,,,,,,,,,,24,1474,1,4.2%,61.4,24,931,38.8
74,Ken Walter,SEA,,,,,,,,,,,,,,,,,,,,,,,24,920,38.3
75,Nick Murphy,2TM,,,,,,,,,,,,,,,,,,,,,,,22,966,43.9
76,Kordell Stewart,BAL,,,,,,,,,,,,,,,,,,,,,,,5,177,35.4
