,player,team,pos,targets,rec,rec_yds,rec_yds_per_rec,rec_td,rec_first_down,rec_per_g,rec_yds_per_g,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_td,rush_first_down,rush_yds_per_att,rush_yds_per_g,rush_att_per_g,touches,yds_per_touch,yds_from_scrimmage,rush_receive_td,fumbles
29,Julian Edelman,NWE,,30,18,294,16.3,0,16,4.5,73.5,60.0%,9.8,2,22,0,1,11.0,5.5,0.5,20,15.8,316,0,0
30,Cooper Kupp,LAR,wr,28,23,297,12.9,2,15,5.8,74.3,82.1%,10.6,3,17,0,2,5.7,4.3,0.8,26,12.1,314,2,1
31,Miles Sanders,PHI,rb,19,9,78,8.7,0,3,3.0,26.0,47.4%,4.1,51,236,1,15,4.6,78.7,17.0,60,5.2,314,1,1
32,David Montgomery,CHI,rb,15,9,94,10.4,1,4,2.3,23.5,60.0%,6.3,53,218,0,13,4.1,54.5,13.3,62,5.0,312,1,0
33,Ronald Jones II,TAM,rb,18,12,57,4.8,0,0,3.0,14.3,66.7%,3.2,57,253,1,16,4.4,63.3,14.3,69,4.5,310,1,0
34,Odell Beckham Jr.,CLE,wr,30,16,236,14.8,3,12,4.0,59.0,53.3%,7.9,2,73,1,2,36.5,18.3,0.5,18,17.2,309,4,0
35,Myles Gaskin,MIA,rb,20,18,113,6.3,0,4,4.5,28.3,90.0%,5.7,48,192,0,13,4.0,48.0,12.0,66,4.6,305,0,0
36,Tyler Lockett,SEA,wr,33,26,298,11.5,4,15,6.5,74.5,78.8%,9.0,,,,0,,,,26,11.5,298,4,0
37,David Johnson,HOU,rb,14,9,100,11.1,0,5,2.3,25.0,64.3%,7.1,51,197,2,10,3.9,49.3,12.8,60,5.0,297,2,0
38,Travis Kelce,KAN,te,34,24,297,12.4,2,17,6.0,74.3,70.6%,8.7,,,,0,,,,24,12.4,297,2,0
39,Adam Thielen,MIN,wr,31,20,284,14.2,4,12,5.0,71.0,64.5%,9.2,2,12,0,0,6.0,3.0,0.5,22,13.5,296,4,0
40,Jerick McKinnon,SFO,rb,18,13,102,7.8,1,5,3.3,25.5,72.2%,5.7,34,193,3,7,5.7,48.3,8.5,47,6.3,295,4,0
41,Robert Woods,LAR,wr,26,19,229,12.1,1,11,4.8,57.3,73.1%,8.8,8,65,1,3,8.1,16.3,2.0,27,10.9,294,2,1
42,D.J. Moore,CAR,wr,32,18,288,16.0,0,15,4.5,72.0,56.3%,9.0,,,,0,,,,18,16.0,288,0,0
43,James Conner,PIT,rb,11,8,63,7.9,0,4,2.7,21.0,72.7%,5.7,40,224,2,10,5.6,74.7,13.3,48,6.0,287,2,0
44,Antonio Gibson,WAS,rb,12,10,98,9.8,0,4,2.5,24.5,83.3%,8.2,44,186,3,11,4.2,46.5,11.0,54,5.3,284,3,1
45,Darrell Henderson,LAR,rb,7,4,62,15.5,0,3,1.0,15.5,57.1%,8.9,43,222,2,17,5.2,55.5,10.8,47,6.0,284,2,0
46,DeVante Parker,MIA,wr,29,24,279,11.6,1,15,6.0,69.8,82.8%,9.6,,,,0,,,,24,11.6,279,1,0
47,Mike Davis,CAR,rb,23,21,146,7.0,1,7,5.3,36.5,91.3%,6.3,30,131,1,6,4.4,32.8,7.5,51,5.4,277,2,0
48,Adrian Peterson,DET,rb,6,4,31,7.8,0,1,1.0,7.8,66.7%,5.2,54,245,1,11,4.5,61.3,13.5,58,4.8,276,1,0
49,Michael Gallup,DAL,wr,24,13,275,21.2,1,11,3.3,68.8,54.2%,11.5,,,,0,,,,13,21.2,275,1,0
50,Kenyan Drake,ARI,rb,5,5,20,4.0,0,0,1.3,5.0,100.0%,4.0,67,254,1,17,3.8,63.5,16.8,72,3.8,274,1,0
51,Will Fuller,HOU,wr,22,18,274,15.2,2,12,4.5,68.5,81.8%,12.5,1,0,0,0,0.0,0.0,0.3,19,14.4,274,2,0
52,Allen Lazard,GNB,wr,17,13,254,19.5,2,11,4.3,84.7,76.5%,14.9,2,17,0,1,8.5,5.7,0.7,15,18.1,271,2,0
53,Kyler Murray,ARI,qb,0,0,0,,0,0,0.0,0.0,0.0%,,32,265,4,13,8.3,66.3,8.0,32,8.3,265,4,1
54,Todd Gurley,ATL,rb,8,4,9,2.3,0,0,1.0,2.3,50.0%,1.1,65,254,4,15,3.9,63.5,16.3,69,3.8,263,4,1
55,Cole Beasley,BUF,wr,24,18,260,14.4,1,12,4.5,65.0,75.0%,10.8,,,,0,,,,18,14.4,260,1,0
56,Joshua Kelley,LAC,,7,7,84,12.0,0,3,1.8,21.0,100.0%,12.0,52,174,1,10,3.3,43.5,13.0,59,4.4,258,1,2
57,Raheem Mostert,SFO,rb,7,6,110,18.3,1,4,3.0,55.0,85.7%,15.7,23,148,1,4,6.4,74.0,11.5,29,8.9,258,2,0
58,Scott Miller,TAM,wr,21,15,250,16.7,1,9,3.8,62.5,71.4%,11.9,2,7,0,0,3.5,1.8,0.5,17,15.1,257,1,0
59,Darren Waller,LVR,te,40,29,247,8.5,1,16,7.3,61.8,72.5%,6.2,,,,0,,,,29,8.5,247,1,1
60,Hunter Henry,LAC,te,27,18,245,13.6,0,11,4.5,61.3,66.7%,9.1,,,,0,,,,18,13.6,245,0,0
61,George Kittle,SFO,te,20,19,227,11.9,1,12,9.5,113.5,95.0%,11.4,2,17,0,1,8.5,8.5,1.0,21,11.6,244,1,0
62,Laviska Shenault Jr.,JAX,wr,20,16,191,11.9,1,10,4.0,47.8,80.0%,9.6,9,53,0,3,5.9,13.3,2.3,25,9.8,244,1,0
63,Marquise Brown,BAL,wr,26,16,242,15.1,0,11,4.0,60.5,61.5%,9.3,,,,0,,,,16,15.1,242,0,0
64,Darius Slayton,NYG,wr,29,15,236,15.7,2,12,3.8,59.0,51.7%,8.1,,,,0,,,,15,15.7,236,2,1
65,Lamar Jackson,BAL,qb,0,0,0,,0,0,0.0,0.0,0.0%,,39,235,1,10,6.0,58.8,9.8,39,6.0,235,1,3
66,Jerry Jeudy,DEN,wr,28,15,234,15.6,1,11,3.8,58.5,53.6%,8.4,,,,0,,,,15,15.6,234,1,1
67,Malcolm Brown,LAR,,12,8,50,6.3,0,2,2.0,12.5,66.7%,4.2,45,183,2,15,4.1,45.8,11.3,53,4.4,233,2,0
68,Mike Evans,TAM,wr,26,17,230,13.5,5,14,4.3,57.5,65.4%,8.8,,,,0,,,,17,13.5,230,5,0
69,Rex Burkhead,NWE,,17,12,101,8.4,1,6,3.0,25.3,70.6%,5.9,30,128,2,9,4.3,32.0,7.5,42,5.5,229,3,0
70,Latavius Murray,NOR,rb,6,4,45,11.3,0,2,1.0,11.3,66.7%,7.5,44,184,2,14,4.2,46.0,11.0,48,4.8,229,2,0
71,Jamaal Williams,GNB,rb,13,13,119,9.2,0,5,3.3,29.8,100.0%,9.2,29,108,0,7,3.7,27.0,7.3,42,5.4,227,0,0
72,Christian McCaffrey,CAR,rb,9,7,67,9.6,0,4,3.5,33.5,77.8%,7.4,41,156,4,9,3.8,78.0,20.5,48,4.6,223,4,0
73,Jamison Crowder,NYJ,wr,23,14,219,15.6,1,10,7.0,109.5,60.9%,9.5,,,,0,,,,14,15.6,219,1,0
74,Noah Fant,DEN,te,27,19,219,11.5,2,9,4.8,54.8,70.4%,8.1,,,,0,,,,19,11.5,219,2,0
75,Dalton Schultz,DAL,te,28,18,219,12.2,2,13,4.5,54.8,64.3%,7.8,,,,0,,,,18,12.2,219,2,1
76,Randall Cobb,HOU,wr,18,13,213,16.4,1,10,3.3,53.3,72.2%,11.8,,,,0,,,,13,16.4,213,1,0
77,Julio Jones,ATL,wr,20,15,213,14.2,0,8,5.0,71.0,75.0%,10.7,,,,0,,,,15,14.2,213,0,0
78,Marquez Valdes-Scantling,GNB,wr,25,12,210,17.5,1,9,3.0,52.5,48.0%,8.4,,,,0,,,,12,17.5,210,1,0
79,Tim Patrick,DEN,wr,21,16,209,13.1,2,10,4.0,52.3,76.2%,10.0,,,,0,,,,16,13.1,209,2,0
80,Corey Davis,TEN,wr,19,15,206,13.7,1,13,5.0,68.7,78.9%,10.8,,,,0,,,,15,13.7,206,1,0
81,Russell Gage,ATL,wr,27,19,208,10.9,1,15,4.8,52.0,70.4%,7.7,1,-2,0,0,-2.0,-0.5,0.3,20,10.3,206,1,0
82,DJ Chark,JAX,wr,16,15,204,13.6,3,13,5.0,68.0,93.8%,12.8,,,,0,,,,15,13.6,204,3,0
83,Sammy Watkins,KAN,wr,27,19,198,10.4,1,14,4.8,49.5,70.4%,7.3,1,3,0,0,3.0,0.8,0.3,20,10.1,201,1,1
84,Hunter Renfrow,LVR,,22,16,199,12.4,1,11,4.0,49.8,72.7%,9.0,,,,0,,,,16,12.4,199,1,1
85,Kendrick Bourne,SFO,wr,22,13,197,15.2,0,10,3.3,49.3,59.1%,9.0,,,,0,,,,13,15.2,197,0,0
86,Sony Michel,NWE,rb,3,2,23,11.5,0,1,0.7,7.7,66.7%,7.7,26,173,1,7,6.7,57.7,8.7,28,7.0,196,1,0
87,Mo Alie-Cox,IND,te,13,11,194,17.6,2,9,2.8,48.5,84.6%,14.9,,,,0,,,,11,17.6,194,2,0
88,John Brown,BUF,wr,23,14,194,13.9,2,11,3.5,48.5,60.9%,8.4,,,,0,,,,14,13.9,194,2,0
89,Keelan Cole,JAX,wr,23,19,194,10.2,2,12,4.8,48.5,82.6%,8.4,,,,0,,,,19,10.2,194,2,0
90,Davante Adams,GNB,wr,20,17,192,11.3,2,10,8.5,96.0,85.0%,9.6,,,,0,,,,17,11.3,192,2,0
91,Jarvis Landry,CLE,wr,19,17,191,11.2,0,11,4.3,47.8,89.5%,10.1,,,,0,,,,17,11.2,191,0,0
92,Mike Gesicki,MIA,te,22,13,190,14.6,2,11,3.3,47.5,59.1%,8.6,,,,0,,,,13,14.6,190,2,0
93,Tre'Quan Smith,NOR,wr,18,14,186,13.3,2,11,3.5,46.5,77.8%,10.3,,,,0,,,,14,13.3,186,2,0
94,Frank Gore,NYJ,rb,5,2,11,5.5,0,0,0.5,2.8,40.0%,2.2,55,174,0,9,3.2,43.5,13.8,57,3.2,185,0,0
95,David Moore,SEA,wr,11,10,173,17.3,2,6,2.5,43.3,90.9%,15.7,1,12,0,1,12.0,3.0,0.3,11,16.8,185,2,1
96,Curtis Samuel,CAR,wr,18,14,147,10.5,0,7,3.5,36.8,77.8%,8.2,11,35,0,2,3.2,8.8,2.8,25,7.3,182,0,0
97,Emmanuel Sanders,NOR,wr,22,14,182,13.0,2,12,3.5,45.5,63.6%,8.3,,,,0,,,,14,13.0,182,2,0
98,Jonnu Smith,TEN,te,20,13,181,13.9,3,8,4.3,60.3,65.0%,9.1,,,,0,,,,13,13.9,181,3,0
99,T.J. Hockenson,DET,te,20,15,180,12.0,2,10,3.8,45.0,75.0%,9.0,,,,0,,,,15,12.0,180,2,0
100,Damiere Byrd,NWE,wr,22,14,179,12.8,0,9,3.5,44.8,63.6%,8.1,,,,0,,,,14,12.8,179,0,1
101,Brandon Aiyuk,SFO,wr,16,9,109,12.1,0,8,3.0,36.3,56.3%,6.8,4,69,2,2,17.3,23.0,1.3,13,13.7,178,2,0
102,Danny Amendola,DET,wr,21,10,177,17.7,0,7,2.5,44.3,47.6%,8.4,,,,0,,,,10,17.7,177,0,0
103,Mark Ingram,BAL,rb,5,3,25,8.3,0,1,0.8,6.3,60.0%,5.0,34,148,2,7,4.4,37.0,8.5,37,4.7,173,2,0
104,Robert Tonyan,GNB,te,14,13,173,13.3,5,11,3.3,43.3,92.9%,12.4,,,,0,,,,13,13.3,173,5,0
105,Nyheim Hines,IND,,17,16,97,6.1,1,6,4.0,24.3,94.1%,5.7,23,73,1,4,3.2,18.3,5.8,39,4.4,170,2,0
106,Jordan Akins,HOU,te,15,14,168,12.0,1,8,3.5,42.0,93.3%,11.2,,,,0,,,,14,12.0,168,1,0
107,N'Keal Harry,NWE,wr,28,18,166,9.2,1,9,4.5,41.5,64.3%,5.9,1,2,0,0,2.0,0.5,0.3,19,8.8,168,1,1
108,Gus Edwards,BAL,,0,0,0,,0,0,0.0,0.0,0.0%,,27,167,0,11,6.2,41.8,6.8,27,6.2,167,0,0
109,Mark Andrews,BAL,te,20,12,166,13.8,4,10,3.0,41.5,60.0%,8.3,,,,0,,,,12,13.8,166,4,1
110,D'Andre Swift,DET,,16,13,124,9.5,1,6,3.3,31.0,81.3%,7.8,12,42,1,2,3.5,10.5,3.0,25,6.6,166,2,0
111,Tee Higgins,CIN,wr,22,12,152,12.7,2,9,3.0,38.0,54.5%,6.9,1,13,0,1,13.0,3.3,0.3,13,12.7,165,2,0
112,T.Y. Hilton,IND,wr,22,13,162,12.5,0,9,3.3,40.5,59.1%,7.4,,,,0,,,,13,12.5,162,0,0
113,Hayden Hurst,ATL,te,22,13,162,12.5,2,7,3.3,40.5,59.1%,7.4,,,,0,,,,13,12.5,162,2,0
114,JuJu Smith-Schuster,PIT,wr,19,17,160,9.4,3,10,5.7,53.3,89.5%,8.4,,,,0,,,,17,9.4,160,3,0
115,Chase Claypool,PIT,,9,6,151,25.2,1,4,2.0,50.3,66.7%,16.8,1,8,0,1,8.0,2.7,0.3,7,22.7,159,1,1
116,Diontae Johnson,PIT,wr,25,14,149,10.6,1,9,4.7,49.7,56.0%,6.0,1,9,0,0,9.0,3.0,0.3,15,10.5,158,1,1
117,Leonard Fournette,TAM,,8,7,34,4.9,0,2,2.3,11.3,87.5%,4.3,24,123,2,5,5.1,41.0,8.0,31,5.1,157,2,0
118,Tyler Higbee,LAR,te,15,13,154,11.8,3,8,3.3,38.5,86.7%,10.3,,,,0,,,,13,11.8,154,3,0
119,Isaiah Ford,MIA,,26,15,151,10.1,0,11,3.8,37.8,57.7%,5.8,,,,0,,,,15,10.1,151,0,0
120,J.D. McKissic,WAS,rb,17,11,78,7.1,0,3,2.8,19.5,64.7%,4.6,18,72,0,4,4.0,18.0,4.5,29,5.2,150,0,1
121,Cam Newton,NWE,qb,0,0,0,,0,0,0.0,0.0,0.0%,,35,149,4,15,4.3,49.7,11.7,35,4.3,149,4,0
122,Brian Hill,ATL,,9,7,54,7.7,0,1,1.8,13.5,77.8%,6.0,19,94,1,4,4.9,23.5,4.8,26,5.7,148,1,0
123,Mecole Hardman,KAN,wr,14,11,144,13.1,2,5,2.8,36.0,78.6%,10.3,1,3,0,0,3.0,0.8,0.3,12,12.3,147,2,0
124,O.J. Howard,TAM,te,19,11,146,13.3,2,8,2.8,36.5,57.9%,7.7,,,,0,,,,11,13.3,146,2,0
125,J.K. Dobbins,BAL,,7,6,52,8.7,0,2,1.5,13.0,85.7%,7.4,15,92,2,5,6.1,23.0,3.8,21,6.9,144,2,0
126,Chris Godwin,TAM,wr,13,11,143,13.0,1,6,5.5,71.5,84.6%,11.0,,,,0,,,,11,13.0,143,1,0
127,Anthony Miller,CHI,,19,9,133,14.8,2,6,2.3,33.3,47.4%,7.0,1,9,0,1,9.0,2.3,0.3,10,14.2,142,2,1
128,Darnell Mooney,CHI,wr,20,13,145,11.2,1,6,3.3,36.3,65.0%,7.3,1,-3,0,0,-3.0,-0.8,0.3,14,10.1,142,1,1
129,Cedrick Wilson,DAL,,13,8,141,17.6,2,7,2.0,35.3,61.5%,10.8,,,,0,,,,8,17.6,141,2,0
130,Alexander Mattison,MIN,,6,5,33,6.6,0,2,1.3,8.3,83.3%,5.5,24,107,1,6,4.5,26.8,6.0,29,4.8,140,1,0
131,Greg Ward,PHI,wr,26,18,146,8.1,1,8,4.5,36.5,69.2%,5.6,1,-6,0,0,-6.0,-1.5,0.3,19,7.4,140,1,0
132,Zach Ertz,PHI,te,29,19,139,7.3,1,8,4.8,34.8,65.5%,4.8,,,,0,,,,19,7.3,139,1,0
133,Brandin Cooks,HOU,wr,21,10,138,13.8,0,7,2.5,34.5,47.6%,6.6,,,,0,,,,10,13.8,138,0,0
134,Dallas Goedert,PHI,te,18,13,138,10.6,1,7,4.3,46.0,72.2%,7.7,,,,0,,,,13,10.6,138,1,0
135,Marvin Jones,DET,wr,19,12,138,11.5,1,9,3.0,34.5,63.2%,7.3,,,,0,,,,12,11.5,138,1,0
136,Daniel Jones,NYG,qb,0,0,0,,0,0,0.0,0.0,0.0%,,18,137,0,8,7.6,34.3,4.5,18,7.6,137,0,3
137,Olamide Zaccheaus,ATL,,16,13,137,10.5,0,9,3.3,34.3,81.3%,8.6,,,,0,,,,13,10.5,137,0,0
138,Jimmy Graham,CHI,te,23,14,136,9.7,3,11,3.5,34.0,60.9%,5.9,,,,0,,,,14,9.7,136,3,1
139,Adam Humphries,TEN,wr,20,15,136,9.1,1,5,5.0,45.3,75.0%,6.8,,,,0,,,,15,9.1,136,1,0
140,Josh Reynolds,LAR,wr,12,10,135,13.5,0,8,2.5,33.8,83.3%,11.3,,,,0,,,,10,13.5,135,0,2
141,Chris Conley,JAX,wr,20,11,132,12.0,0,8,2.8,33.0,55.0%,6.6,,,,0,,,,11,12.0,132,0,0
142,Chase Edmonds,ARI,rb,17,13,73,5.6,2,6,3.3,18.3,76.5%,4.3,16,59,0,5,3.7,14.8,4.0,29,4.6,132,2,2
143,Evan Engram,NYG,te,30,17,131,7.7,0,10,4.3,32.8,56.7%,4.4,,,,0,,,,17,7.7,131,0,0
144,Gabriel Davis,BUF,wr,8,8,129,16.1,2,5,2.0,32.3,100.0%,16.1,1,0,0,0,0.0,0.0,0.3,9,14.3,129,2,0
145,Zach Pascal,IND,wr,19,10,129,12.9,1,6,2.5,32.3,52.6%,6.8,,,,0,,,,10,12.9,129,1,0
146,Giovani Bernard,CIN,,15,12,98,8.2,0,4,3.0,24.5,80.0%,6.5,4,29,0,3,7.3,7.3,1.0,16,7.9,127,0,0
147,Jalen Guyton,LAC,wr,7,5,125,25.0,2,4,1.3,31.3,71.4%,17.9,,,,0,,,,5,25.0,125,2,0
148,Benny Snell Jr.,PIT,,2,1,-4,-4.0,0,0,0.3,-1.3,50.0%,-2.0,29,129,0,5,4.4,43.0,9.7,30,4.2,125,0,2
149,Braxton Berrios,NYJ,wr,15,10,123,12.3,2,6,2.5,30.8,66.7%,8.2,,,,0,,,,10,12.3,123,2,0
150,DeSean Jackson,PHI,wr,20,10,121,12.1,0,7,3.3,40.3,50.0%,6.1,,,,0,,,,10,12.1,121,0,0
151,Greg Olsen,SEA,te,18,14,120,8.6,1,9,3.5,30.0,77.8%,6.7,,,,0,,,,14,8.6,120,1,0
152,Kenny Golladay,DET,wr,15,10,119,11.9,2,8,5.0,59.5,66.7%,7.9,,,,0,,,,10,11.9,119,2,0
153,A.J. Green,CIN,wr,33,14,119,8.5,0,8,3.5,29.8,42.4%,3.6,,,,0,,,,14,8.5,119,0,0
154,Nelson Agholor,LVR,wr,9,8,118,14.8,2,8,2.0,29.5,88.9%,13.1,,,,0,,,,8,14.8,118,2,0
155,Sam Darnold,NYJ,qb,0,0,0,,0,0,0.0,0.0,0.0%,,14,117,1,5,8.4,29.3,3.5,14,8.4,117,1,0
156,Willie Snead,BAL,wr,10,10,117,11.7,1,6,2.5,29.3,100.0%,11.7,,,,0,,,,10,11.7,117,1,0
157,Jordan Wilkins,IND,,2,2,22,11.0,0,1,0.5,5.5,100.0%,11.0,27,94,0,5,3.5,23.5,6.8,29,4.0,116,0,0
158,Tarik Cohen,CHI,,9,6,41,6.8,0,1,2.0,13.7,66.7%,4.6,14,74,0,3,5.3,24.7,4.7,20,5.8,115,0,0
159,Ryan Fitzpatrick,MIA,qb,1,1,0,0.0,0,0,0.3,0.0,100.0%,0.0,21,115,2,9,5.5,28.8,5.3,22,5.2,115,2,1
160,Kalif Raymond,TEN,wr,5,3,118,39.3,0,3,1.0,39.3,60.0%,23.6,1,-3,0,0,-3.0,-1.0,0.3,4,28.8,115,0,0
161,Jared Cook,NOR,te,15,9,114,12.7,1,6,3.0,38.0,60.0%,7.6,,,,0,,,,9,12.7,114,1,0
162,Matt Breida,MIA,,5,4,41,10.3,0,2,1.0,10.3,80.0%,8.2,18,72,0,3,4.0,18.0,4.5,22,5.1,113,0,1
163,Eric Ebron,PIT,te,14,9,113,12.6,1,6,3.0,37.7,64.3%,8.1,,,,0,,,,9,12.6,113,1,0
164,Miles Boykin,BAL,wr,15,10,111,11.1,0,5,2.5,27.8,66.7%,7.4,,,,0,,,,10,11.1,111,0,0
165,Jakeem Grant,MIA,,10,8,82,10.3,0,6,2.0,20.5,80.0%,8.2,1,29,0,1,29.0,7.3,0.3,9,12.3,111,0,0
166,Andy Isabella,ARI,,10,8,117,14.6,2,5,2.0,29.3,80.0%,11.7,1,-6,0,0,-6.0,-1.5,0.3,9,12.3,111,2,0
167,Carson Wentz,PHI,qb,0,0,0,,0,0,0.0,0.0,0.0%,,19,111,3,12,5.8,27.8,4.8,19,5.8,111,3,4
168,James White,NWE,,11,10,68,6.8,0,4,5.0,34.0,90.9%,6.2,8,43,0,3,5.4,21.5,4.0,18,6.2,111,0,0
169,Patrick Mahomes,KAN,qb,0,0,0,,0,0,0.0,0.0,0.0%,,18,108,1,7,6.0,27.0,4.5,18,6.0,108,1,0
170,Dontrelle Inman,WAS,wr,21,11,105,9.5,2,7,2.8,26.3,52.4%,5.0,,,,0,,,,11,9.5,105,2,1
171,Isaiah McKenzie,BUF,wr,8,7,88,12.6,0,4,1.8,22.0,87.5%,11.0,3,15,0,1,5.0,3.8,0.8,10,10.3,103,0,0
172,Boston Scott,PHI,rb,6,5,43,8.6,0,1,1.3,10.8,83.3%,7.2,18,60,0,3,3.3,15.0,4.5,23,4.5,103,0,0
173,Steven Sims,WAS,wr,8,6,103,17.2,0,6,2.0,34.3,75.0%,12.9,,,,0,,,,6,17.2,103,0,2
174,Golden Tate,NYG,wr,18,14,103,7.4,0,6,4.7,34.3,77.8%,5.7,,,,0,,,,14,7.4,103,0,0
175,Logan Thomas,WAS,te,28,13,102,7.8,1,8,3.3,25.5,46.4%,3.6,,,,0,,,,13,7.8,102,1,0
176,Damien Harris,NWE,rb,0,0,0,,0,0,0.0,0.0,0.0%,,17,100,0,2,5.9,100.0,17.0,17,5.9,100,0,0
177,D'Ernest Johnson,CLE,,0,0,0,,0,0,0.0,0.0,0.0%,,14,100,0,5,7.1,25.0,3.5,14,7.1,100,0,0
178,Drew Sample,CIN,te,16,12,100,8.3,0,5,3.0,25.0,75.0%,6.3,,,,0,,,,12,8.3,100,0,0
179,Mike Williams,LAC,wr,14,7,100,14.3,0,4,2.3,33.3,50.0%,7.1,,,,0,,,,7,14.3,100,0,0
180,Bryan Edwards,LVR,wr,6,5,99,19.8,0,4,1.7,33.0,83.3%,16.5,,,,0,,,,5,19.8,99,0,0
181,Chris Hogan,NYJ,wr,23,11,98,8.9,0,5,2.8,24.5,47.8%,4.3,,,,0,,,,11,8.9,98,0,0
182,Dan Arnold,ARI,te,12,9,97,10.8,0,5,2.3,24.3,75.0%,8.1,,,,0,,,,9,10.8,97,0,1
