,player,team,pos,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_td_perc,pass_int,pass_int_perc,pass_first_down,pass_yds_per_att,pass_adj_yds_per_att,pass_yds_per_cmp,pass_yds_per_g,pass_rating,pass_sacked,pass_sacked_yds,pass_net_yds_per_att,pass_adj_net_yds_per_att,pass_sacked_perc,comebacks,gwd
62,Seneca Wallace,SEA,,13,25,52.0,173,1,4.0,1,4.0,10,6.9,5.9,13.3,24.7,70.9,3,20,5.46,4.57,10.7,,
63,Matt Cassel,NWE,,13,24,54.2,183,2,8.3,1,4.2,8,7.6,7.4,14.1,91.5,89.4,1,1,7.28,7.08,4.0,,
64,John Navarre,ARI,,14,24,58.3,174,1,4.2,1,4.2,6,7.3,6.2,12.4,174.0,77.4,4,27,5.25,4.36,14.3,,
65,Philip Rivers,SDG,,12,22,54.5,115,0,0.0,1,4.5,6,5.2,3.2,9.6,57.5,50.4,3,16,3.96,2.16,12.0,,
66,Dan Orlovsky,DET,,7,17,41.2,63,0,0.0,0,0.0,5,3.7,3.7,9.0,31.5,51.8,1,3,3.33,3.33,5.6,,
67,Aaron Rodgers,GNB,,9,16,56.3,65,0,0.0,1,6.3,3,4.1,1.3,7.2,21.7,39.8,3,28,1.95,-0.42,15.8,,
68,Quinn Gray,JAX,,8,14,57.1,100,2,14.3,0,0.0,6,7.1,10.0,12.5,100.0,119.0,1,7,6.20,8.87,6.7,,
69,Jay Fiedler,NYJ,,8,13,61.5,107,1,7.7,0,0.0,5,8.2,9.8,13.4,53.5,113.3,0,0,8.23,9.77,0.0,,
70,Chris Weinke,CAR,,7,13,53.8,64,1,7.7,0,0.0,4,4.9,6.5,9.1,21.3,93.1,0,0,4.92,6.46,0.0,1,1
71,Doug Flutie,NWE,,5,10,50.0,29,0,0.0,0,0.0,3,2.9,2.9,5.8,5.8,56.2,1,13,1.45,1.45,9.1,,
72,Jeff Blake,CHI,,8,9,88.9,55,1,11.1,0,0.0,4,6.1,8.3,6.9,27.5,129.2,0,0,6.11,8.33,0.0,,
73,Bradlee Van Pelt,DEN,,2,8,25.0,7,0,0.0,0,0.0,0,0.9,0.9,3.5,2.3,39.6,0,0,0.88,0.88,0.0,,
74,LaDainian Tomlinson,SDG,RB,3,4,75.0,47,3,75.0,0,0.0,3,11.8,26.8,15.7,2.9,153.1,0,0,11.75,26.75,0.0,,
75,Matt Jones,JAX,,2,3,66.7,12,0,0.0,0,0.0,0,4.0,4.0,6.0,0.8,74.3,0,0,4.00,4.00,0.0,,
76,Antwaan Randle El,PIT,WR,3,3,100.0,67,1,33.3,0,0.0,2,22.3,29.0,22.3,4.2,158.3,0,0,22.33,29.00,0.0,,
77,Arnaz Battle,SFO,wr,2,2,100.0,27,0,0.0,0,0.0,1,13.5,13.5,13.5,2.7,118.7,0,0,13.50,13.50,0.0,,
78,Craig Hentrich,TEN,,1,2,50.0,26,0,0.0,0,0.0,1,13.0,13.0,26.0,1.6,95.8,0,0,13.00,13.00,0.0,,
79,Randy Hymes,BAL,,0,2,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
80,Kliff Kingsbury,NYJ,,1,2,50.0,17,0,0.0,0,0.0,0,8.5,8.5,17.0,17.0,79.2,0,0,8.50,8.50,0.0,,
81,Brad Maynard,CHI,,1,2,50.0,18,0,0.0,0,0.0,1,9.0,9.0,18.0,1.1,81.2,0,0,9.00,9.00,0.0,,
82,Clinton Portis,WAS,RB,1,2,50.0,17,1,50.0,0,0.0,1,8.5,18.5,17.0,1.1,118.7,0,0,8.50,18.50,0.0,,
83,Tiki Barber,NYG,RB,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
84,Drew Bennett,TEN,WR,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
85,Anquan Boldin,ARI,WR,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
86,Marty Booker,MIA,WR,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
87,Mark Clayton,BAL,WR,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
88,Tony Fisher,GNB,,1,1,100.0,14,0,0.0,0,0.0,1,14.0,14.0,14.0,1.0,118.7,0,0,14.00,14.00,0.0,,
89,DeShaun Foster,CAR,RB,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
90,Samkon Gado,GNB,RB,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
91,Chris Gardocki,PIT,,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
92,Keyshawn Johnson,DAL,WR,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
93,Roscoe Parrish,BUF,,1,1,100.0,3,0,0.0,0,0.0,0,3.0,3.0,3.0,0.3,79.2,0,0,3.00,3.00,0.0,,
94,B.J. Sander,GNB,,1,1,100.0,4,0,0.0,0,0.0,0,4.0,4.0,4.0,0.3,83.3,0,0,4.00,4.00,0.0,,
95,Hunter Smith,IND,,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
96,Rod Smith,DEN,WR,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,1,11,-5.50,-5.50,50.0,,
97,Domanick Williams,HOU,RB,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
