,player,team,pos,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_td_perc,pass_int,pass_int_perc,pass_first_down,pass_yds_per_att,pass_adj_yds_per_att,pass_yds_per_cmp,pass_yds_per_g,pass_rating,pass_sacked,pass_sacked_yds,pass_net_yds_per_att,pass_adj_net_yds_per_att,pass_sacked_perc,comebacks,gwd
58,David Carr,NYG,,9,12,75.0,115,2,16.7,0,0.0,7,9.6,12.9,12.8,38.3,144.1,1,2,8.69,11.77,7.7,,
59,Chad Henne,MIA,,7,12,58.3,67,0,0.0,0,0.0,3,5.6,5.6,9.6,22.3,74.0,0,0,5.58,5.58,0.0,,
60,Jordan Palmer,CIN,,7,12,58.3,41,0,0.0,2,16.7,4,3.4,-4.1,5.9,13.7,25.3,2,11,2.14,-4.29,14.3,,
61,Tom Brady,NWE,,7,11,63.6,76,0,0.0,0,0.0,3,6.9,6.9,10.9,76.0,83.9,0,0,6.91,6.91,0.0,,
62,Quinn Gray,KAN,,7,8,87.5,76,1,12.5,0,0.0,5,9.5,12.0,10.9,76.0,145.8,0,0,9.50,12.00,0.0,,
63,Kevin O'Connell,NWE,,4,6,66.7,23,0,0.0,0,0.0,1,3.8,3.8,5.8,11.5,73.6,1,2,3.00,3.00,14.3,,
64,Kellen Clemens,NYJ,,3,5,60.0,26,0,0.0,1,20.0,2,5.2,-3.8,8.7,13.0,34.2,0,0,5.20,-3.80,0.0,,
65,Matt Flynn,GNB,,2,5,40.0,6,0,0.0,0,0.0,0,1.2,1.2,3.0,0.9,47.9,0,0,1.20,1.20,0.0,,
66,Josh Cribbs,CLE,,1,4,25.0,8,0,0.0,0,0.0,1,2.0,2.0,8.0,0.5,39.6,0,0,2.00,2.00,0.0,,
67,Antwaan Randle El,WAS,WR,3,4,75.0,46,1,25.0,0,0.0,3,11.5,16.5,15.3,2.9,152.1,0,0,11.50,16.50,0.0,,
68,Troy Smith,BAL,,3,4,75.0,82,1,25.0,0,0.0,3,20.5,25.5,27.3,13.7,156.2,1,1,16.20,20.20,20.0,,
69,Brock Berlin,STL,,1,3,33.3,6,0,0.0,0,0.0,0,2.0,2.0,6.0,6.0,42.4,0,0,2.00,2.00,0.0,,
70,Ronnie Brown,MIA,RB,2,3,66.7,41,1,33.3,0,0.0,1,13.7,20.3,20.5,2.6,149.3,1,8,8.25,13.25,25.0,,
71,Dane Looker,STL,wr,2,3,66.7,17,0,0.0,0,0.0,0,5.7,5.7,8.5,1.3,81.2,1,0,4.25,4.25,25.0,,
72,Patrick Ramsey,DEN,,2,3,66.7,19,0,0.0,0,0.0,2,6.3,6.3,9.5,19.0,84.0,1,5,3.50,3.50,25.0,,
73,Michael Bush,OAK,,1,2,50.0,8,0,0.0,0,0.0,1,4.0,4.0,8.0,0.5,60.4,0,0,4.00,4.00,0.0,,
74,Drew Henson,DET,,1,2,50.0,20,0,0.0,0,0.0,1,10.0,10.0,20.0,10.0,85.4,3,25,-1.00,-1.00,60.0,,
75,Cleo Lemon,JAX,,0,2,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
76,Chris Simms,TEN,,1,2,50.0,7,0,0.0,0,0.0,1,3.5,3.5,7.0,7.0,58.3,1,10,-1.00,-1.00,33.3,,
77,Brad Smith,NYJ,,1,2,50.0,18,0,0.0,0,0.0,0,9.0,9.0,18.0,1.2,81.2,0,0,9.00,9.00,0.0,,
78,Marques Tuiasosopo,OAK,,1,2,50.0,4,0,0.0,0,0.0,0,2.0,2.0,4.0,2.0,56.2,2,16,-3.00,-3.00,50.0,,
79,J.J. Arrington,ARI,,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
80,Mark Bradley,2TM,,1,1,100.0,37,1,100.0,0,0.0,0,37.0,57.0,37.0,3.1,158.3,0,0,37.00,57.00,0.0,,
81,Isaac Bruce,SFO,WR,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
82,Mark Clayton,BAL,WR,1,1,100.0,32,1,100.0,0,0.0,1,32.0,52.0,32.0,2.0,158.3,0,0,32.00,52.00,0.0,,
83,Patrick Crayton,DAL,WR,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
84,Dennis Dixon,PIT,,1,1,100.0,3,0,0.0,0,0.0,0,3.0,3.0,3.0,3.0,79.2,0,0,3.00,3.00,0.0,,
85,Kevin Faulk,NWE,,1,1,100.0,-2,0,0.0,0,0.0,0,-2.0,-2.0,-2.0,-0.1,79.2,0,0,-2.00,-2.00,0.0,,
86,Earnest Graham,TAM,RB,1,1,100.0,3,1,100.0,0,0.0,1,3.0,23.0,3.0,0.3,118.7,0,0,3.00,23.00,0.0,,
87,Marques Hagans,3TM,,1,1,100.0,5,0,0.0,0,0.0,0,5.0,5.0,5.0,0.8,87.5,1,1,2.00,2.00,50.0,0,0
88,Dante Hall,STL,,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
89,DeSean Jackson,PHI,WR,0,1,0.0,0,0,0.0,1,100.0,0,0.0,-45.0,,0.0,0.0,0,0,0.00,-45.00,0.0,,
90,Dirk Johnson,ARI,,1,1,100.0,10,0,0.0,0,0.0,0,10.0,10.0,10.0,0.8,108.3,0,0,10.00,10.00,0.0,,
91,Larry Johnson,KAN,RB,1,1,100.0,4,1,100.0,0,0.0,0,4.0,24.0,4.0,0.3,122.9,0,0,4.00,24.00,0.0,,
92,Donnie Jones,STL,,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
93,Brad Maynard,CHI,,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
94,Luke McCown,TAM,,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
95,Lance Moore,NOR,WR,0,1,0.0,0,0,0.0,1,100.0,0,0.0,-45.0,,0.0,0.0,0,0,0.00,-45.00,0.0,,
96,Brian Moorman,BUF,,1,1,100.0,19,1,100.0,0,0.0,1,19.0,39.0,19.0,1.2,158.3,0,0,19.00,39.00,0.0,,
97,Sidney Rice,MIN,,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
98,Eddie Royal,DEN,WR,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
99,Chester Taylor,MIN,,1,1,100.0,4,1,100.0,0,0.0,1,4.0,24.0,4.0,0.3,122.9,0,0,4.00,24.00,0.0,,
100,Matt Turk,HOU,,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
101,Jerheme Urban,ARI,,1,1,100.0,18,0,0.0,0,0.0,1,18.0,18.0,18.0,1.1,118.7,0,0,18.00,18.00,0.0,,
102,Jason Witten,DAL,TE,1,1,100.0,42,0,0.0,0,0.0,1,42.0,42.0,42.0,2.6,118.7,0,0,42.00,42.00,0.0,,
