,player,team,pos,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_td_perc,pass_int,pass_int_perc,pass_first_down,pass_yds_per_att,pass_adj_yds_per_att,pass_yds_per_cmp,pass_yds_per_g,pass_rating,pass_sacked,pass_sacked_yds,pass_net_yds_per_att,pass_adj_net_yds_per_att,pass_sacked_perc,comebacks,gwd
15,David Carr,HOU,QB,233,444,52.5,2592,9,2.0,15,3.4,118,5.8,4.7,11.1,162.0,62.8,76,411,4.19,3.24,14.6,2,3
16,Tim Couch,CLE,QB,273,443,61.6,2842,18,4.1,18,4.1,129,6.4,5.4,10.4,203.0,76.8,30,213,5.56,4.61,6.3,3,4
17,Brian Griese,DEN,QB,291,436,66.7,3214,15,3.4,15,3.4,157,7.4,6.5,11.0,247.2,85.6,34,237,6.33,5.54,7.2,1,1
18,Joey Harrington,DET,QB,215,429,50.1,2294,12,2.8,16,3.7,111,5.3,4.2,10.7,163.9,59.9,8,75,5.08,3.98,1.8,2,2
19,Michael Vick,ATL,QB,231,421,54.9,2936,16,3.8,8,1.9,140,7.0,6.9,12.7,195.7,81.6,33,206,6.01,5.93,7.3,2,2
20,Matt Hasselbeck,SEA,QB,267,419,63.7,3075,15,3.6,10,2.4,160,7.3,7.0,11.5,192.2,87.8,26,143,6.59,6.25,5.8,1,3
21,Mark Brunell,JAX,QB,245,416,58.9,2788,17,4.1,7,1.7,140,6.7,6.8,11.4,185.9,85.7,34,210,5.73,5.78,7.6,0,1
22,Chad Pennington,NYJ,QB,275,399,68.9,3120,22,5.5,6,1.5,168,7.8,8.2,11.3,208.0,104.2,22,135,7.09,7.49,5.2,1,2
23,Rodney Peete,CAR,QB,223,381,58.5,2630,15,3.9,14,3.7,116,6.9,6.0,11.8,187.9,77.4,31,192,5.92,5.12,7.5,0,1
24,Tommy Maddox,PIT,QB,234,377,62.1,2836,20,5.3,16,4.2,137,7.5,6.7,12.1,189.1,85.2,26,148,6.67,5.88,6.5,2,2
25,Donovan McNabb,PHI,QB,211,361,58.4,2289,17,4.7,6,1.7,108,6.3,6.5,10.8,228.9,86.0,28,166,5.46,5.64,7.2,0,1
26,Jim Miller,CHI,QB,180,314,57.3,1944,13,4.1,9,2.9,98,6.2,5.7,10.8,194.4,77.5,16,101,5.58,5.15,4.8,2,2
27,Jeff Blake,BAL,QB,165,295,55.9,2084,13,4.4,11,3.7,97,7.1,6.3,12.6,189.5,77.3,30,203,5.79,5.06,9.2,1,1
28,Jay Fiedler,MIA,QB,179,292,61.3,2024,14,4.8,9,3.1,111,6.9,6.5,11.3,184.0,85.2,13,89,6.34,5.93,4.3,1,1
29,Chad Hutchinson,DAL,QB,127,250,50.8,1555,7,2.8,8,3.2,65,6.2,5.3,12.2,172.8,66.3,34,265,4.54,3.77,12.0,1,1
30,Shane Matthews,WAS,QB,124,237,52.3,1251,11,4.6,6,2.5,66,5.3,5.1,10.1,156.4,72.6,9,54,4.87,4.66,3.7,,
31,Patrick Ramsey,WAS,qb,117,227,51.5,1539,9,4.0,8,3.5,67,6.8,6.0,13.2,171.0,71.8,18,132,5.74,5.01,7.3,,
32,Quincy Carter,DAL,qb,125,221,56.6,1465,7,3.2,8,3.6,67,6.6,5.6,11.7,209.3,72.3,19,130,5.56,4.65,7.9,2,2
33,Kurt Warner,STL,qb,144,220,65.5,1431,3,1.4,11,5.0,68,6.5,4.5,9.9,204.4,67.4,21,130,5.40,3.59,8.7,,
34,Marc Bulger,STL,QB,138,214,64.5,1826,14,6.5,6,2.8,87,8.5,8.6,13.2,260.9,101.5,12,102,7.63,7.67,5.3,2,2
35,Jamie Martin,STL,qb,124,195,63.6,1216,7,3.6,10,5.1,68,6.2,4.6,9.8,243.2,71.7,10,77,5.56,4.04,4.9,0,0
36,Chris Redman,BAL,qb,97,182,53.3,1034,7,3.8,3,1.6,49,5.7,5.7,10.7,172.3,76.1,11,68,5.01,5.03,5.7,,
37,Trent Dilfer,SEA,qb,94,168,56.0,1182,4,2.4,6,3.6,51,7.0,5.9,12.6,197.0,71.1,7,36,6.55,5.46,4.0,,
38,Kordell Stewart,PIT,qb,109,166,65.7,1155,6,3.6,6,3.6,60,7.0,6.1,10.6,165.0,82.8,7,46,6.41,5.54,4.0,1,1
39,Chris Chandler,CHI,qb,103,161,64.0,1023,4,2.5,4,2.5,44,6.4,5.7,9.9,113.7,79.8,23,144,4.78,4.23,12.5,,
40,Ray Lucas,MIA,qb,92,160,57.5,1045,4,2.5,6,3.8,48,6.5,5.3,11.4,149.3,69.9,12,90,5.55,4.45,7.0,,
41,A.J. Feeley,PHI,qb,86,154,55.8,1011,6,3.9,5,3.2,43,6.6,5.9,11.8,168.5,75.4,7,48,5.98,5.33,4.3,,
42,Mike McMahon,DET,,62,147,42.2,874,7,4.8,9,6.1,40,5.9,4.1,14.1,109.3,52.4,12,99,4.87,3.21,7.5,,
43,Steve Beuerlein,DEN,,68,117,58.1,925,6,5.1,5,4.3,43,7.9,7.0,13.6,115.6,82.7,12,78,6.57,5.75,9.3,,
44,Kelly Holcomb,CLE,,64,106,60.4,790,8,7.5,4,3.8,42,7.5,7.3,12.3,197.5,92.9,5,40,6.76,6.58,4.5,1,1
45,Danny Wuerffel,WAS,,58,92,63.0,719,3,3.3,6,6.5,33,7.8,5.5,12.4,102.7,70.9,11,83,6.17,4.14,10.7,,
46,Rob Johnson,TAM,,57,88,64.8,536,1,1.1,2,2.3,26,6.1,5.3,9.4,89.3,75.8,19,94,4.13,3.48,17.8,1,1
47,Gus Frerotte,CIN,,44,85,51.8,437,1,1.2,5,5.9,24,5.1,2.7,9.9,109.3,46.1,10,74,3.82,1.66,10.5,,
48,Vinny Testaverde,NYJ,,54,83,65.1,499,3,3.6,3,3.6,23,6.0,5.1,9.2,99.8,78.3,9,62,4.75,3.93,9.8,1,0
49,Doug Johnson,ATL,,37,57,64.9,448,2,3.5,3,5.3,24,7.9,6.2,12.1,74.7,78.7,3,11,7.28,5.70,5.0,1,2
50,Henry Burris,CHI,,18,51,35.3,207,3,5.9,5,9.8,9,4.1,0.8,11.5,34.5,28.4,4,20,3.40,0.40,7.3,,
51,David Garrard,JAX,,23,46,50.0,231,1,2.2,2,4.3,16,5.0,3.5,10.0,57.8,53.8,7,40,3.60,2.28,13.2,,
52,Randy Fasani,CAR,,15,44,34.1,171,0,0.0,4,9.1,8,3.9,-0.2,11.4,42.8,8.8,7,60,2.18,-1.35,13.7,,
53,Tim Rattay,SFO,,26,43,60.5,232,2,4.7,0,0.0,11,5.4,6.3,8.9,58.0,90.5,5,26,4.29,5.13,10.4,,
54,Chris Weinke,CAR,,17,38,44.7,180,0,0.0,3,7.9,10,4.7,1.2,10.6,30.0,26.2,6,35,3.30,0.23,13.6,,
55,Akili Smith,CIN,,12,33,36.4,117,0,0.0,1,3.0,6,3.5,2.2,9.8,117.0,34.5,3,23,2.61,1.36,8.3,,
56,Koy Detmer,PHI,,19,28,67.9,224,2,7.1,0,0.0,10,8.0,9.4,11.8,16.0,115.8,1,8,7.45,8.83,3.4,,
57,Doug Pederson,GNB,,19,28,67.9,134,1,3.6,0,0.0,7,4.8,5.5,7.1,8.4,90.5,1,8,4.34,5.03,3.4,,
58,Shaun King,TAM,,10,27,37.0,80,0,0.0,1,3.7,4,3.0,1.3,8.0,26.7,30.0,1,5,2.68,1.07,3.6,0,1
59,Josh McCown,ARI,,7,18,38.9,66,0,0.0,2,11.1,3,3.7,-1.3,9.4,33.0,10.2,5,50,0.70,-3.22,21.7,,
60,Doug Flutie,SDG,,3,11,27.3,64,0,0.0,0,0.0,2,5.8,5.8,21.3,64.0,51.3,0,0,5.82,5.82,0.0,,
61,Jake Delhomme,NOR,,8,10,80.0,113,0,0.0,0,0.0,4,11.3,11.3,14.1,28.3,113.7,0,0,11.30,11.30,0.0,,
62,Cory Sauter,CHI,,6,9,66.7,59,0,0.0,0,0.0,3,6.6,6.6,9.8,59.0,85.0,4,20,3.00,3.00,30.8,,
63,Antwaan Randle El,PIT,,7,8,87.5,45,0,0.0,0,0.0,3,5.6,5.6,6.4,2.8,90.1,1,10,3.89,3.89,11.1,,
64,Todd Bouman,MIN,,3,6,50.0,85,0,0.0,0,0.0,2,14.2,14.2,28.3,85.0,95.8,2,22,7.88,7.88,25.0,,
65,Todd Collins,KAN,,5,6,83.3,73,1,16.7,0,0.0,3,12.2,15.5,14.6,24.3,156.9,0,0,12.17,15.50,0.0,,
66,Marty Booker,CHI,WR,1,5,20.0,44,1,20.0,0,0.0,1,8.8,12.8,44.0,2.8,103.3,0,0,8.80,12.80,0.0,,
67,Scott Covington,STL,,2,5,40.0,7,0,0.0,0,0.0,0,1.4,1.4,3.5,7.0,47.9,2,16,-1.29,-1.29,28.6,,
68,Neil O'Donnell,TEN,,3,5,60.0,24,0,0.0,0,0.0,2,4.8,4.8,8.0,6.0,72.1,0,0,4.80,4.80,0.0,,
69,Jesse Palmer,NYG,,3,4,75.0,30,0,0.0,0,0.0,2,7.5,7.5,10.0,15.0,95.8,0,0,7.50,7.50,0.0,,
70,Randy Moss,MIN,WR,1,3,33.3,13,1,33.3,0,0.0,1,4.3,11.0,13.0,0.8,87.5,0,0,4.33,11.00,0.0,,
71,Sage Rosenfels,MIA,,0,3,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
72,James Allen,HOU,rb,1,2,50.0,5,1,50.0,0,0.0,1,2.5,12.5,5.0,0.3,95.8,0,0,2.50,12.50,0.0,,
73,Rohan Davey,NWE,,1,2,50.0,3,0,0.0,0,0.0,0,1.5,1.5,3.0,1.5,56.2,0,0,1.50,1.50,0.0,,
74,Kevin Johnson,CLE,WR,1,2,50.0,33,1,50.0,0,0.0,1,16.5,26.5,33.0,2.1,135.4,0,0,16.50,26.50,0.0,,
75,Dorsey Levens,PHI,,0,2,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
76,Alex Van Pelt,BUF,,2,2,100.0,5,0,0.0,0,0.0,0,2.5,2.5,2.5,2.5,79.2,0,0,2.50,2.50,0.0,,
77,Frank Wycheck,TEN,TE,1,2,50.0,13,0,0.0,0,0.0,1,6.5,6.5,13.0,0.9,70.8,0,0,6.50,6.50,0.0,,
78,Richie Anderson,NYJ,FB,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
79,Dee Brown,CAR,,0,1,0.0,0,0,0.0,1,100.0,0,0.0,-45.0,,0.0,0.0,0,0,0.00,-45.00,0.0,,
80,Reche Caldwell,SDG,,1,1,100.0,20,0,0.0,0,0.0,1,20.0,20.0,20.0,1.3,118.7,0,0,20.00,20.00,0.0,,
81,Wayne Chrebet,NYJ,WR,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
82,Chris Doering,WAS,,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
83,Kevin Faulk,NWE,,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
84,Bubba Franks,GNB,TE,1,1,100.0,31,1,100.0,0,0.0,1,31.0,51.0,31.0,1.9,158.3,0,0,31.00,51.00,0.0,,
85,Jabar Gaffney,HOU,WR,1,1,100.0,39,1,100.0,0,0.0,1,39.0,59.0,39.0,2.4,158.3,0,0,39.00,59.00,0.0,,
86,Rod Gardner,WAS,WR,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
87,Todd Heap,BAL,TE,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
88,Craig Hentrich,TEN,,1,1,100.0,17,0,0.0,0,0.0,1,17.0,17.0,17.0,1.1,118.7,0,0,17.00,17.00,0.0,,
89,Priest Holmes,KAN,RB,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
90,Frisman Jackson,CLE,,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
91,Leon Johnson,CHI,,1,1,100.0,27,0,0.0,0,0.0,1,27.0,27.0,27.0,1.7,118.7,1,0,13.50,13.50,50.0,,
92,Terry Kirby,OAK,,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
93,Kevin Lockett,2TM,,1,1,100.0,14,1,100.0,0,0.0,0,14.0,34.0,14.0,1.1,158.3,0,0,14.00,34.00,0.0,,
94,Brad Maynard,CHI,,1,1,100.0,12,1,100.0,0,0.0,1,12.0,32.0,12.0,0.8,156.2,0,0,12.00,32.00,0.0,,
95,Brian Mitchell,PHI,,1,1,100.0,57,1,100.0,0,0.0,1,57.0,77.0,57.0,3.6,158.3,0,0,57.00,77.00,0.0,,
96,Freddie Mitchell,PHI,,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
97,Chris Mohr,ATL,,0,1,0.0,0,0,0.0,1,100.0,0,0.0,-45.0,,0.0,0.0,0,0,0.00,-45.00,0.0,,
98,David Patten,NWE,WR,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
99,Ricky Proehl,STL,,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,1,1,-0.50,-0.50,50.0,,
100,Rod Smith,DEN,WR,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
101,James Stewart,DET,RB,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
102,Tom Tupa,TAM,,0,1,0.0,0,0,0.0,1,100.0,0,0.0,-45.0,,0.0,0.0,0,0,0.00,-45.00,0.0,,
103,Matt Turk,NYJ,,0,1,0.0,0,0,0.0,1,100.0,0,0.0,-45.0,,0.0,0.0,0,0,0.00,-45.00,0.0,,
104,Brian Urlacher,CHI,MLB,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
105,Brian Westbrook,PHI,,1,1,100.0,25,1,100.0,0,0.0,1,25.0,45.0,25.0,1.7,158.3,0,0,25.00,45.00,0.0,,
106,Dave Zastudil,BAL,,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
