,player,team,pos,fga1,fgm1,fga2,fgm2,fga3,fgm3,fga4,fgm4,fga5,fgm5,fga,fgm,fg_perc,xpa,xpm,xp_perc,kickoff,kickoff_yds,kickoff_tb,kickoff_tb_pct,kickoff_yds_avg,punt,punt_yds,punt_yds_per_punt
22,Cody Parkey,MIA,,,,6,6,8,8,7,6,2,1,23,21,91.3%,29,26,89.7%,67,4013,28,41.8%,59.9,,,
23,Giorgio Tavecchio,OAK,,,,5,5,7,5,5,3,4,3,21,16,76.2%,34,33,97.1%,64,4058,48,75.0%,63.4,,,
24,Zane Gonzalez,CLE,,,,5,5,6,4,6,4,3,2,20,15,75.0%,26,25,96.2%,56,3286,33,58.9%,58.7,1,16,16.0
25,Dan Bailey,DAL,,1,1,4,3,5,4,5,4,5,3,20,15,75.0%,28,26,92.9%,56,3605,32,57.1%,64.4,,,
26,Randy Bullock,CIN,,,,6,6,8,7,5,4,1,1,20,18,90.0%,33,31,93.9%,65,4071,30,46.2%,62.6,,,
27,Josh Lambo,JAX,,,,2,2,11,11,5,4,2,2,20,19,95.0%,24,22,91.7%,57,3322,22,38.6%,58.3,,,
28,Mason Crosby,GNB,,,,8,8,4,2,4,4,3,1,19,15,78.9%,35,33,94.3%,68,4248,36,52.9%,62.5,,,
29,Dustin Hopkins,WAS,,1,1,7,7,2,2,5,4,2,,17,14,82.4%,19,18,94.7%,40,2574,29,72.5%,64.4,,,
30,Connor Barth,CHI,,1,1,4,4,,,9,5,2,1,16,11,68.8%,17,17,100.0%,37,2374,17,45.9%,64.2,,,
31,Jason Myers,JAX,,,,4,4,3,2,5,5,3,,15,11,73.3%,17,15,88.2%,35,2117,26,74.3%,60.5,,,
32,Nick Rose,2TM,,,,6,6,4,3,2,1,2,1,14,11,78.6%,26,23,88.5%,38,2352,24,63.2%,61.9,,,
33,Nick Novak,LAC,,,,4,4,5,4,2,,2,1,13,9,69.2%,18,17,94.4%,,,,,,,,
34,Mike Nugent,2TM,,,,3,3,4,3,5,4,1,1,13,11,84.6%,17,15,88.2%,36,2262,18,50.0%,62.8,,,
35,Nick Folk,TAM,,,,2,2,2,1,5,2,2,1,11,6,54.5%,9,7,77.8%,18,1114,13,72.2%,61.9,,,
36,Travis Coons,LAC,,,,4,4,3,2,1,1,,,8,7,87.5%,6,5,83.3%,,,,,,,,
37,Younghoe Koo,LAC,,,,2,2,,,4,1,,,6,3,50.0%,9,9,100.0%,,,,,,,,
38,Cairo Santos,2TM,,,,,,4,4,,,1,,5,4,80.0%,14,14,100.0%,20,1308,12,60.0%,65.4,,,
39,Sam Ficken,LAR,,,,2,2,1,,,,,,3,2,66.7%,5,4,80.0%,8,511,5,62.5%,63.9,,,
40,Caleb Sturgis,PHI,,,,,,1,1,1,1,1,1,3,3,100.0%,2,1,50.0%,6,374,2,33.3%,62.3,,,
41,Brad Wing,NYG,,,,,,,,,,,,,,,,,,,,,,,95,4189,44.1
42,Lac Edwards,NYJ,,,,,,,,,,,,,,,,,,1,55,,,55.0,94,4378,46.6
43,Shane Lechler,HOU,,,,,,,,,,,,,,,,,,1,46,,,46.0,92,4507,49.0
44,Jon Ryan,SEA,,,,,,,,,,,,,,,,,,2,125,,,62.5,92,4141,45.0
45,Kevin Huber,CIN,,,,,,,,,,,,,,,,,,,,,,,88,4101,46.6
46,Andy Lee,ARI,,,,,,,,,,,,,,,,,,1,68,,,68.0,88,4159,47.3
47,Brad Nortman,JAX,,,,,,,,,,,,,,,,,,,,,,,87,3835,44.1
48,Pat O'Donnell,CHI,,,,,,,,,,,,,,,,,,4,260,2,50.0%,65.0,87,4087,47.0
49,Sam Koch,BAL,,,,,,,,,,,,,,,,,,,,,,,84,3765,44.8
50,Rigoberto Sanchez,IND,,,,,,,,,,,,,,,,,,70,4385,46,65.7%,62.6,84,3764,44.8
51,Matt Haack,MIA,,,,,,,,,,,,,,,,,,,,,,,83,3695,44.5
52,Tress Way,WAS,,,,,,,,,,,,,,,,,,1,61,,,61.0,83,3794,45.7
53,Britton Colquitt,CLE,,,,,,,,,,,,,,,,,,1,64,,,64.0,80,3811,47.6
54,Colton Schmidt,BUF,,,,,,,,,,,,,,,,,,,,,,,79,3529,44.7
55,Brett Kern,TEN,,,,,,,,,,,,,,,,,,,,,,,75,3728,49.7
56,Bradley Pinion,SFO,,,,,,,,,,,,,,,,,,79,5065,64,81.0%,64.1,75,3255,43.4
57,Drew Kaser,LAC,,,,,,,,,,,,,,,3,1,33.3%,,,,,,74,3558,48.1
58,Riley Dixon,DEN,,,,,,,,,,,,,,,,,,2,118,,,59.0,73,3331,45.6
59,Michael Palardy,CAR,,,,,,,,,,,,,,,,,,,,,,,71,3269,46.0
60,Ryan Quigley,MIN,,,,,,,,,,,,,,,,,,1,51,,,51.0,71,2994,42.2
61,Justin Vogel,GNB,,,,,,,,,,,,,,,,,,,,,,,71,3155,44.4
62,Marquette King,OAK,,,,,,,,,,,,,,,,,,,,,,,69,3270,47.4
63,Donnie Jones,PHI,,,,,,,,,,,,,,,,,,,,,,,67,3033,45.3
64,Chris Jones,DAL,,,,,,,,,,,,,,,,,,,,,,,66,2908,44.1
65,Bryan Anger,TAM,,,,,,,,,,,,,,,,,,,,,,,65,2857,44.0
66,Dustin Colquitt,KAN,,,,,,,,,,,,,,,,,,1,48,,,48.0,65,2936,45.2
67,Johnny Hekker,LAR,,,,,,,,,,,,,,,,,,,,,,,65,3113,47.9
68,Jordan Berry,PIT,,,,,,,,,,,,,,,,,,,,,,,64,2763,43.2
69,Thomas Morstead,NOR,,,,,,,,,,,,,,,,,,1,65,1,100.0%,65.0,60,2822,47.0
70,Ryan Allen,NWE,,,,,,,,,,,,,,,,,,,,,,,58,2515,43.4
71,Matthew Bosher,ATL,,,,,,,,,,,,,,,,,,84,5332,49,58.3%,63.5,53,2379,44.9
72,Sam Martin,DET,,,,,,,,,,,,,,,,,,50,3242,25,50.0%,64.8,41,1779,43.4
73,Jeff Locke,DET,,,,,,,,,,,,,,,,,,23,1485,16,69.6%,64.6,27,1222,45.3
74,Kasey Redfern,DET,,,,,,,,,,,,,,,,,,1,65,,,65.0,1,50,50.0
75,Jeff Heath,DAL,SS,,,,,,,,,,,,,,3,2,66.7%,5,308,2,40.0%,61.6,,,
76,Marshall Koehn,CIN,,,,,,,,,,,,,,,1,1,100.0%,2,139,1,50.0%,69.5,,,
