,player,team,pos,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_td_perc,pass_int,pass_int_perc,pass_first_down,pass_yds_per_att,pass_adj_yds_per_att,pass_yds_per_cmp,pass_yds_per_g,pass_rating,pass_sacked,pass_sacked_yds,pass_net_yds_per_att,pass_adj_net_yds_per_att,pass_sacked_perc,comebacks,gwd
16,Jake Delhomme,CAR,QB,266,449,59.2,3219,19,4.2,16,3.6,147,7.2,6.4,12.1,201.2,80.6,23,168,6.46,5.74,4.9,5,7
17,Byron Leftwich,JAX,QB,239,418,57.2,2819,14,3.3,16,3.8,134,6.7,5.7,11.8,187.9,73.0,19,90,6.24,5.24,4.3,1,2
18,Steve McNair,TEN,QB,250,400,62.5,3215,24,6.0,7,1.8,165,8.0,8.5,12.9,229.6,100.4,19,108,7.42,7.81,4.5,1,1
19,Jeff Garcia,SFO,QB,225,392,57.4,2704,18,4.6,13,3.3,130,6.9,6.3,12.0,208.0,80.1,21,104,6.30,5.75,5.1,1,1
20,Jeff Blake,ARI,QB,208,367,56.7,2247,13,3.5,15,4.1,95,6.1,5.0,10.8,172.8,69.6,19,132,5.48,4.40,4.9,0,2
21,Drew Brees,SDG,QB,205,356,57.6,2108,11,3.1,15,4.2,94,5.9,4.6,10.3,191.6,67.5,21,178,5.12,3.91,5.6,0,1
22,Patrick Ramsey,WAS,QB,179,337,53.1,2166,14,4.2,9,2.7,96,6.4,6.1,12.1,196.9,75.8,30,206,5.34,5.00,8.2,0,2
23,Jay Fiedler,MIA,QB,179,314,57.0,2138,11,3.5,13,4.1,107,6.8,5.6,11.9,178.2,72.4,19,126,6.04,4.95,5.7,2,3
24,Kelly Holcomb,CLE,QB,193,302,63.9,1797,10,3.3,12,4.0,99,6.0,4.8,9.3,179.7,74.6,21,166,5.05,4.00,6.5,1,1
25,Jake Plummer,DEN,QB,189,302,62.6,2182,15,5.0,7,2.3,115,7.2,7.2,11.5,198.4,91.2,14,73,6.67,6.63,4.4,1,1
26,Chad Pennington,NYJ,QB,189,297,63.6,2139,13,4.4,12,4.0,116,7.2,6.3,11.3,213.9,82.9,25,160,6.15,5.28,7.8,2,2
27,David Carr,HOU,QB,167,295,56.6,2013,9,3.1,13,4.4,85,6.8,5.5,12.1,167.8,69.5,15,90,6.20,4.90,4.8,2,2
28,Kordell Stewart,CHI,QB,126,251,50.2,1418,7,2.8,12,4.8,69,5.6,4.1,11.3,157.6,56.8,25,146,4.61,3.16,9.1,2,2
29,Doug Johnson,ATL,QB,136,243,56.0,1655,8,3.3,12,4.9,73,6.8,5.2,12.2,165.5,67.5,19,121,5.85,4.40,7.3,,
30,Rich Gannon,OAK,qb,125,225,55.6,1274,6,2.7,4,1.8,53,5.7,5.4,10.2,182.0,73.5,17,90,4.89,4.64,7.0,1,2
31,Kyle Boller,BAL,QB,116,224,51.8,1260,7,3.1,9,4.0,62,5.6,4.4,10.9,114.5,62.4,17,92,4.85,3.75,7.1,,
32,Rick Mirer,OAK,QB,116,221,52.5,1267,3,1.4,5,2.3,63,5.7,5.0,10.9,140.8,64.8,22,122,4.71,4.03,9.1,,
33,Tim Couch,CLE,qb,120,203,59.1,1319,7,3.4,6,3.0,60,6.5,5.9,11.0,131.9,77.6,19,116,5.42,4.83,8.6,1,1
34,Vinny Testaverde,NYJ,qb,123,198,62.1,1385,7,3.5,2,1.0,65,7.0,7.2,11.3,197.9,90.6,6,48,6.55,6.80,2.9,1,1
35,Chris Chandler,CHI,qb,107,192,55.7,1050,3,1.6,7,3.6,51,5.5,4.1,9.8,131.3,61.3,14,101,4.61,3.37,6.8,,
36,Anthony Wright,BAL,qb,94,178,52.8,1199,9,5.1,8,4.5,55,6.7,5.7,12.8,171.3,72.3,19,125,5.45,4.54,9.6,2,2
37,Tim Hasselbeck,WAS,qb,95,177,53.7,1012,5,2.8,7,4.0,52,5.7,4.5,10.7,144.6,63.6,9,44,5.20,4.05,4.8,,
38,Doug Flutie,SDG,qb,91,167,54.5,1097,9,5.4,4,2.4,50,6.6,6.6,12.1,156.7,82.8,8,27,6.11,6.11,4.6,,
39,Josh McCown,ARI,qb,95,166,57.2,1018,5,3.0,6,3.6,51,6.1,5.1,10.7,127.3,70.3,25,174,4.42,3.53,13.1,1,1
40,Brian Griese,MIA,qb,74,130,56.9,813,5,3.8,6,4.6,37,6.3,4.9,11.0,162.6,69.2,12,83,5.14,3.94,8.5,0,1
41,Tim Rattay,SFO,,73,118,61.9,856,7,5.9,2,1.7,41,7.3,7.7,11.7,77.8,96.6,7,54,6.42,6.82,5.6,,
42,Jesse Palmer,NYG,,60,116,51.7,532,3,2.6,4,3.4,26,4.6,3.6,8.9,88.7,58.5,16,95,3.31,2.40,12.1,,
43,Kurt Kittner,ATL,,44,114,38.6,391,2,1.8,6,5.3,23,3.4,1.4,8.9,55.9,32.5,5,30,3.03,1.10,4.2,,
44,Danny Kanell,DEN,,53,103,51.5,442,2,1.9,5,4.9,26,4.3,2.5,8.3,88.4,49.1,2,24,3.98,2.22,1.9,,
45,Tony Banks,HOU,,61,102,59.8,693,5,4.9,3,2.9,34,6.8,6.5,11.4,99.0,84.3,13,57,5.53,5.23,11.3,1,1
46,Michael Vick,ATL,,50,100,50.0,585,4,4.0,3,3.0,32,5.9,5.3,11.7,117.0,69.0,9,64,4.78,4.28,8.3,1,0
47,Mark Brunell,JAX,,54,82,65.9,484,2,2.4,0,0.0,22,5.9,6.4,9.0,161.3,89.7,9,46,4.81,5.25,9.9,,
48,Rex Grossman,CHI,,38,72,52.8,437,2,2.8,1,1.4,22,6.1,6.0,11.5,145.7,74.8,4,41,5.21,5.14,5.3,0,1
49,Billy Volek,TEN,,44,69,63.8,545,4,5.8,1,1.4,31,7.9,8.4,12.4,77.9,101.4,6,45,6.67,7.13,8.0,1,1
50,Gus Frerotte,MIN,,38,65,58.5,690,7,10.8,2,3.1,25,10.6,11.4,18.2,43.1,118.1,5,22,9.54,10.26,7.1,,
51,Kurt Warner,STL,,38,65,58.5,365,1,1.5,1,1.5,15,5.6,5.2,9.6,182.5,72.9,6,38,4.61,4.25,8.5,,
52,Steve Beuerlein,DEN,,33,63,52.4,389,2,3.2,5,7.9,18,6.2,3.2,11.8,97.3,49.0,9,60,4.57,2.00,12.5,0,1
53,Marques Tuiasosopo,OAK,,25,45,55.6,324,0,0.0,3,6.7,14,7.2,4.2,13.0,81.0,50.6,2,14,6.60,3.72,4.3,,
54,Dave Ragone,HOU,,20,40,50.0,135,0,0.0,1,2.5,8,3.4,2.3,6.8,67.5,47.4,8,39,2.00,1.06,16.7,,
55,Mike McMahon,DET,,9,31,29.0,87,0,0.0,2,6.5,4,2.8,-0.1,9.7,29.0,12.7,2,9,2.36,-0.36,6.1,,
56,Neil O'Donnell,TEN,,18,27,66.7,232,2,7.4,1,3.7,13,8.6,8.4,12.9,232.0,102.7,0,0,8.59,8.41,0.0,,
57,Shaun King,TAM,,15,22,68.2,130,1,4.5,1,4.5,7,5.9,4.8,8.7,43.3,79.7,3,25,4.20,3.20,12.0,,
58,Rob Johnson,2TM,,11,20,55.0,93,0,0.0,1,5.0,0,4.7,2.4,8.5,23.3,46.5,4,21,3.00,1.13,16.7,,
59,Travis Brown,BUF,,14,18,77.8,160,0,0.0,1,5.6,7,8.9,6.4,11.4,80.0,80.6,1,7,8.05,5.68,5.3,,
60,Tee Martin,OAK,,6,16,37.5,69,0,0.0,1,6.3,5,4.3,1.5,11.5,34.5,25.3,1,5,3.76,1.12,5.9,,
61,Todd Bouman,NOR,,7,13,53.8,81,1,7.7,0,0.0,4,6.2,7.8,11.6,20.3,98.6,2,8,4.87,6.20,13.3,,
62,Chris Redman,BAL,,7,13,53.8,58,0,0.0,2,15.4,4,4.5,-2.5,8.3,29.0,26.0,6,45,0.68,-4.05,31.6,,
63,Todd Collins,KAN,,9,12,75.0,74,0,0.0,0,0.0,3,6.2,6.2,8.2,14.8,90.3,0,0,6.17,6.17,0.0,,
64,David Garrard,JAX,,9,12,75.0,86,1,8.3,0,0.0,5,7.2,8.8,9.6,43.0,122.2,0,0,7.17,8.83,0.0,,
65,Alex Van Pelt,BUF,,5,12,41.7,49,0,0.0,3,25.0,1,4.1,-7.2,9.8,8.2,14.2,1,7,3.23,-7.15,7.7,,
66,Rodney Peete,CAR,,4,10,40.0,19,0,0.0,0,0.0,0,1.9,1.9,4.8,19.0,47.9,3,20,-0.08,-0.08,23.1,,
67,Jarious Jackson,DEN,,4,9,44.4,41,0,0.0,1,11.1,3,4.6,-0.4,10.3,41.0,18.5,0,0,4.56,-0.44,0.0,,
68,Charlie Batch,PIT,,4,8,50.0,47,0,0.0,0,0.0,2,5.9,5.9,11.8,11.8,68.2,1,2,5.00,5.00,11.1,,
69,Trent Dilfer,SEA,,4,8,50.0,31,1,12.5,1,12.5,3,3.9,0.8,7.8,6.2,59.9,1,8,2.56,-0.22,11.1,,
70,Rohan Davey,NWE,,3,7,42.9,31,0,0.0,0,0.0,2,4.4,4.4,10.3,31.0,56.2,0,0,4.43,4.43,0.0,,
71,Sage Rosenfels,MIA,,4,6,66.7,50,1,16.7,0,0.0,2,8.3,11.7,12.5,25.0,131.9,0,0,8.33,11.67,0.0,,
72,Koy Detmer,PHI,,3,5,60.0,32,0,0.0,0,0.0,3,6.4,6.4,10.7,2.0,78.7,0,0,6.40,6.40,0.0,,
73,Craig Hentrich,TEN,,2,5,40.0,25,0,0.0,0,0.0,2,5.0,5.0,12.5,1.6,56.2,0,0,5.00,5.00,0.0,,
74,Antwaan Randle El,PIT,,3,4,75.0,6,0,0.0,0,0.0,0,1.5,1.5,2.0,0.4,77.1,0,0,1.50,1.50,0.0,,
75,Rod Gardner,WAS,WR,2,3,66.7,46,2,66.7,0,0.0,2,15.3,28.7,23.0,2.9,149.3,0,0,15.33,28.67,0.0,,
76,Brock Huard,IND,,2,3,66.7,22,0,0.0,0,0.0,2,7.3,7.3,11.0,11.0,88.2,1,3,4.75,4.75,25.0,,
77,Isaac Bruce,STL,WR,2,2,100.0,66,0,0.0,0,0.0,2,33.0,33.0,33.0,4.4,118.7,0,0,33.00,33.00,0.0,,
78,Gibran Hamdan,WAS,,1,2,50.0,7,0,0.0,0,0.0,0,3.5,3.5,7.0,7.0,58.3,1,2,1.67,1.67,33.3,,
79,Chad Hutchinson,DAL,,1,2,50.0,8,0,0.0,0,0.0,0,4.0,4.0,8.0,8.0,60.4,0,0,4.00,4.00,0.0,,
80,Deuce McAllister,NOR,RB,0,2,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
81,Doug Pederson,GNB,,2,2,100.0,16,0,0.0,0,0.0,0,8.0,8.0,8.0,1.0,100.0,0,0,8.00,8.00,0.0,,
82,LaBrandon Toefield,JAX,,1,2,50.0,32,0,0.0,0,0.0,1,16.0,16.0,32.0,2.0,95.8,0,0,16.00,16.00,0.0,,
83,Richie Anderson,DAL,FB,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
84,Bryan Barker,WAS,,1,1,100.0,3,0,0.0,0,0.0,1,3.0,3.0,3.0,0.2,79.2,0,0,3.00,3.00,0.0,,
85,Darren Bennett,SDG,,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
86,Drew Bennett,TEN,WR,1,1,100.0,14,0,0.0,0,0.0,1,14.0,14.0,14.0,1.2,118.7,0,0,14.00,14.00,0.0,,
87,Mitch Berger,NOR,,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
88,Anquan Boldin,ARI,WR,0,1,0.0,0,0,0.0,1,100.0,0,0.0,-45.0,,0.0,0.0,0,0,0.00,-45.00,0.0,,
89,Brant Boyer,CLE,rlb,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
90,Aveion Cason,DAL,,1,1,100.0,37,0,0.0,0,0.0,1,37.0,37.0,37.0,3.7,118.7,0,0,37.00,37.00,0.0,,
91,Woodrow Dantzler,ATL,,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,1,5,-2.50,-2.50,50.0,,
92,T.J. Duckett,ATL,RB,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
93,Kevin Faulk,NWE,RB,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
94,Jabar Gaffney,HOU,WR,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
95,David Givens,NWE,wr,0,1,0.0,0,0,0.0,1,100.0,0,0.0,-45.0,,0.0,0.0,0,0,0.00,-45.00,0.0,,
96,Terry Glenn,DAL,WR,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
97,Az-Zahir Hakim,DET,WR,1,1,100.0,21,0,0.0,0,0.0,1,21.0,21.0,21.0,1.5,118.7,0,0,21.00,21.00,0.0,,
98,Nick Harris,2TM,,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
99,Travis Henry,BUF,RB,0,1,0.0,0,0,0.0,1,100.0,0,0.0,-45.0,,0.0,0.0,0,0,0.00,-45.00,0.0,,
100,Priest Holmes,KAN,RB,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
101,Joe Horn,NOR,WR,1,1,100.0,14,0,0.0,0,0.0,1,14.0,14.0,14.0,0.9,118.7,0,0,14.00,14.00,0.0,,
102,Damon Huard,NWE,,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
103,Frisman Jackson,CLE,,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
104,Kevin Johnson,2TM,,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
105,Micah Knorr,DEN,,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
106,Dane Looker,STL,,1,1,100.0,11,0,0.0,0,0.0,1,11.0,11.0,11.0,0.7,112.5,0,0,11.00,11.00,0.0,,
107,Stacey Mack,HOU,rb,0,1,0.0,0,0,0.0,1,100.0,0,0.0,-45.0,,0.0,0.0,0,0,0.00,-45.00,0.0,,
108,Josh Miller,PIT,,1,1,100.0,81,1,100.0,0,0.0,1,81.0,101.0,81.0,5.1,158.3,0,0,81.00,101.00,0.0,,
109,Freddie Mitchell,PHI,wr,1,1,100.0,25,1,100.0,0,0.0,1,25.0,45.0,25.0,1.6,158.3,0,0,25.00,45.00,0.0,,
110,Chris Mohr,ATL,,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
111,Randy Moss,MIN,WR,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
112,Dennis Northcutt,CLE,wr,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
113,Jerry Rice,OAK,WR,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
114,Mark Royals,2TM,,0,1,0.0,0,0,0.0,1,100.0,0,0.0,-45.0,,0.0,0.0,0,0,0.00,-45.00,0.0,,
115,Todd Sauerbrun,CAR,,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
116,Bill Schroeder,DET,WR,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
117,Rod Smith,DEN,WR,1,1,100.0,72,0,0.0,0,0.0,1,72.0,72.0,72.0,4.8,118.7,0,0,72.00,72.00,0.0,,
118,Dan Stryzinski,NYJ,,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
119,LaDainian Tomlinson,SDG,RB,1,1,100.0,21,1,100.0,0,0.0,1,21.0,41.0,21.0,1.3,158.3,0,0,21.00,41.00,0.0,,
120,Cedrick Wilson,SFO,,1,1,100.0,6,0,0.0,0,0.0,0,6.0,6.0,6.0,0.4,91.7,0,0,6.00,6.00,0.0,,
