,player,team,pos,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_td_perc,pass_int,pass_int_perc,pass_first_down,pass_yds_per_att,pass_adj_yds_per_att,pass_yds_per_cmp,pass_yds_per_g,pass_rating,pass_sacked,pass_sacked_yds,pass_net_yds_per_att,pass_adj_net_yds_per_att,pass_sacked_perc,comebacks,gwd
14,Jon Kitna,SEA,QB,259,418,62.0,2658,18,4.3,19,4.5,143,6.4,5.2,10.3,177.2,75.6,33,166,5.53,4.43,7.3,2,4
15,Charlie Batch,DET,QB,221,412,53.6,2489,13,3.2,15,3.6,117,6.0,5.0,11.3,165.9,67.3,41,242,4.96,4.04,9.1,3,5
16,Steve McNair,TEN,QB,248,396,62.6,2847,15,3.8,13,3.3,141,7.2,6.5,11.5,177.9,83.2,24,141,6.44,5.76,5.7,3,3
17,Brad Johnson,WAS,QB,228,365,62.5,2505,11,3.0,15,4.1,120,6.9,5.6,11.0,208.8,75.7,20,150,6.12,4.94,5.2,1,4
18,Jay Fiedler,MIA,QB,204,357,57.1,2402,14,3.9,14,3.9,106,6.7,5.7,11.8,160.1,74.5,23,129,5.98,5.06,6.1,1,1
19,Kurt Warner,STL,QB,235,347,67.7,3429,21,6.1,18,5.2,153,9.9,8.8,14.6,311.7,98.3,20,115,9.03,7.97,5.4,1,2
20,Brian Griese,DEN,QB,216,336,64.3,2688,19,5.7,4,1.2,138,8.0,8.6,12.4,268.8,102.9,17,139,7.22,7.79,4.8,0,1
21,Chris Chandler,ATL,QB,192,331,58.0,2236,10,3.0,12,3.6,106,6.8,5.7,11.6,159.7,73.5,40,251,5.35,4.43,10.8,1,2
22,Ryan Leaf,SDG,QB,161,322,50.0,1883,11,3.4,18,5.6,82,5.8,4.0,11.7,171.2,56.2,31,155,4.90,3.22,8.8,1,1
23,Rob Johnson,BUF,QB,175,306,57.2,2125,12,3.9,7,2.3,102,6.9,6.7,12.1,177.1,82.2,49,292,5.16,4.95,13.8,2,1
24,Jeff Blake,NOR,QB,184,302,60.9,2025,13,4.3,9,3.0,103,6.7,6.2,11.0,184.1,82.7,24,150,5.75,5.31,7.4,1,1
25,Kordell Stewart,PIT,QB,151,289,52.2,1860,11,3.8,8,2.8,91,6.4,6.0,12.3,116.3,73.6,30,150,5.36,4.92,9.4,1,1
26,Cade McNown,CHI,QB,154,280,55.0,1646,8,2.9,9,3.2,67,5.9,5.0,10.7,164.6,68.5,27,169,4.81,4.01,8.8,0,1
27,Tony Banks,BAL,qb,150,274,54.7,1578,8,2.9,8,2.9,84,5.8,5.0,10.5,143.5,69.3,20,152,4.85,4.17,6.8,1,1
28,Akili Smith,CIN,QB,118,267,44.2,1253,3,1.1,6,2.2,59,4.7,3.9,10.6,104.4,52.8,36,191,3.50,2.81,11.9,,
29,Troy Aikman,DAL,QB,156,262,59.5,1632,7,2.7,14,5.3,83,6.2,4.4,10.5,148.4,64.3,13,91,5.60,3.82,4.7,0,1
30,Trent Green,STL,qb,145,240,60.4,2063,16,6.7,5,2.1,92,8.6,9.0,14.2,257.9,101.8,24,145,7.27,7.63,9.1,0,1
31,Gus Frerotte,DEN,qb,138,232,59.5,1776,9,3.9,8,3.4,87,7.7,6.9,12.9,177.6,82.1,12,77,6.96,6.23,4.9,2,2
32,Doug Flutie,BUF,qb,132,231,57.1,1700,8,3.5,3,1.3,70,7.4,7.5,12.9,154.5,86.5,10,68,6.77,6.88,4.1,1,3
33,Trent Dilfer,BAL,QB,134,226,59.3,1502,12,5.3,11,4.9,69,6.6,5.5,11.2,136.5,76.6,23,135,5.49,4.47,9.2,1,1
34,Tim Couch,CLE,qb,137,215,63.7,1483,7,3.3,9,4.2,60,6.9,5.7,10.8,211.9,77.3,10,78,6.24,5.07,4.4,1,1
35,Doug Pederson,CLE,QB,117,210,55.7,1047,2,1.0,8,3.8,45,5.0,3.5,8.9,95.2,56.6,17,116,4.10,2.69,7.5,,
36,Jim Harbaugh,SDG,qb,123,202,60.9,1416,8,4.0,10,5.0,67,7.0,5.6,11.5,202.3,74.6,14,96,6.11,4.77,6.5,,
37,Aaron Brooks,NOR,qb,113,194,58.2,1514,9,4.6,6,3.1,67,7.8,7.3,13.4,189.3,85.7,15,94,6.79,6.36,7.2,1,2
38,Jeff George,WAS,qb,113,194,58.2,1389,7,3.6,6,3.1,65,7.2,6.5,12.3,231.5,79.6,12,94,6.29,5.66,5.8,,
39,Scott Mitchell,CIN,qb,89,187,47.6,966,3,1.6,8,4.3,50,5.2,3.6,10.9,120.8,50.8,16,82,4.35,2.88,7.9,1,1
40,Shane Matthews,CHI,qb,102,178,57.3,964,3,1.7,6,3.4,53,5.4,4.2,9.5,160.7,64.0,5,24,5.14,3.99,2.7,0,1
41,Kent Graham,PIT,qb,66,148,44.6,878,1,0.7,1,0.7,38,5.9,5.8,13.3,73.2,63.4,13,70,5.02,4.86,8.1,,
42,Randall Cunningham,DAL,,74,125,59.2,849,6,4.8,4,3.2,34,6.8,6.3,11.5,141.5,82.4,8,45,6.05,5.59,6.0,,
43,Danny Kanell,ATL,,57,116,49.1,524,2,1.7,5,4.3,30,4.5,2.9,9.2,104.8,49.6,8,60,3.74,2.25,6.5,,
44,Stoney Case,DET,,56,91,61.5,503,1,1.1,4,4.4,27,5.5,3.8,9.0,100.6,61.7,12,75,4.16,2.60,11.7,,
45,Brock Huard,SEA,,49,87,56.3,540,3,3.4,2,2.3,26,6.2,5.9,11.0,108.0,76.8,13,72,4.68,4.38,13.0,,
46,Jim Miller,CHI,,47,82,57.3,382,1,1.2,1,1.2,23,4.7,4.4,8.1,127.3,68.2,2,7,4.46,4.17,2.4,,
47,Dave Brown,ARI,,40,69,58.0,467,2,2.9,3,4.3,20,6.8,5.4,11.7,77.8,70.1,10,53,5.24,4.04,12.7,,
48,Doug Johnson,ATL,,36,67,53.7,406,2,3.0,3,4.5,21,6.1,4.6,11.3,101.5,63.4,13,75,4.14,2.95,16.3,,
49,Neil O'Donnell,TEN,,36,64,56.3,530,2,3.1,3,4.7,25,8.3,6.8,14.7,75.7,74.3,3,23,7.57,6.15,4.5,2,2
50,Damon Huard,MIA,,39,63,61.9,318,1,1.6,3,4.8,15,5.0,3.2,8.2,19.9,60.2,4,22,4.42,2.70,6.0,1,1
51,Spergon Wynn,CLE,,22,54,40.7,167,0,0.0,1,1.9,5,3.1,2.3,7.6,23.9,41.2,13,89,1.16,0.49,19.4,,
52,Moses Moreno,SDG,,27,53,50.9,241,0,0.0,2,3.8,10,4.5,2.8,8.9,40.2,47.8,8,51,3.11,1.64,13.1,,
53,Anthony Wright,DAL,,22,53,41.5,237,0,0.0,3,5.7,10,4.5,1.9,10.8,59.3,31.7,12,92,2.23,0.15,18.5,,
54,Ray Lucas,NYJ,,21,41,51.2,206,0,0.0,4,9.8,10,5.0,0.6,9.8,29.4,26.1,6,24,3.87,0.04,12.8,,
55,Warren Moon,KAN,,15,34,44.1,208,1,2.9,1,2.9,9,6.1,5.4,13.9,104.0,61.9,5,46,4.15,3.51,12.8,,
56,Jamie Martin,JAX,,22,33,66.7,307,2,6.1,1,3.0,16,9.3,9.2,14.0,61.4,104.0,0,0,9.30,9.15,0.0,,
57,Jeff Lewis,CAR,,16,32,50.0,120,0,0.0,1,3.1,6,3.8,2.3,7.5,24.0,46.4,7,51,1.77,0.62,17.9,,
58,John Friesz,NWE,,11,21,52.4,66,0,0.0,1,4.8,4,3.1,1.0,6.0,66.0,39.0,3,16,2.08,0.21,12.5,,
59,Bubby Brister,MIN,,10,20,50.0,82,0,0.0,1,5.0,3,4.1,1.9,8.2,41.0,40.0,1,6,3.62,1.48,4.8,,
60,Rick Mirer,SFO,,10,20,50.0,126,1,5.0,0,0.0,6,6.3,7.3,12.6,126.0,86.7,1,6,5.71,6.67,4.8,,
61,Matt Hasselbeck,GNB,,10,19,52.6,104,1,5.3,0,0.0,4,5.5,6.5,10.4,6.5,86.3,1,2,5.10,6.10,5.0,,
62,Chris Greisen,ARI,,6,10,60.0,65,1,10.0,0,0.0,4,6.5,8.5,10.8,21.7,112.5,3,24,3.15,4.69,23.1,,
63,Michael Bishop,NWE,,3,9,33.3,80,1,11.1,1,11.1,3,8.9,6.1,26.7,10.0,64.4,0,0,8.89,6.11,0.0,,
64,Alex Van Pelt,BUF,,4,8,50.0,67,0,0.0,0,0.0,2,8.4,8.4,16.8,67.0,78.6,0,0,8.38,8.38,0.0,0,1
65,Chad Pennington,NYJ,,2,5,40.0,67,1,20.0,0,0.0,2,13.4,17.4,33.5,67.0,127.1,1,4,10.50,13.83,16.7,,
66,Clint Stoerner,DAL,,3,5,60.0,53,1,20.0,0,0.0,3,10.6,14.6,17.7,53.0,135.8,2,21,4.57,7.43,28.6,,
67,Brian Mitchell,PHI,,1,4,25.0,21,0,0.0,0,0.0,1,5.3,5.3,21.0,1.3,49.0,0,0,5.25,5.25,0.0,,
68,Tom Brady,NWE,,1,3,33.3,6,0,0.0,0,0.0,0,2.0,2.0,6.0,6.0,42.4,0,0,2.00,2.00,0.0,,
69,Kevin Johnson,CLE,WR,1,3,33.3,23,0,0.0,1,33.3,1,7.7,-7.3,23.0,1.4,22.2,0,0,7.67,-7.33,0.0,,
70,Chris Redman,BAL,,2,3,66.7,19,0,0.0,0,0.0,1,6.3,6.3,9.5,9.5,84.0,0,0,6.33,6.33,0.0,,
71,Eric Zeier,TAM,,3,3,100.0,19,0,0.0,0,0.0,1,6.3,6.3,6.3,6.3,93.1,0,0,6.33,6.33,0.0,,
72,Jerome Bettis,PIT,RB,0,2,0.0,0,0,0.0,1,50.0,0,0.0,-22.5,,0.0,0.0,0,0,0.00,-22.50,0.0,,
73,Bobby Hoying,OAK,,0,2,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
74,Todd Husak,WAS,,2,2,100.0,-2,0,0.0,0,0.0,0,-1.0,-1.0,-1.0,-2.0,79.2,0,0,-1.00,-1.00,0.0,,
75,Frank Wycheck,TEN,TE,2,2,100.0,53,1,50.0,0,0.0,2,26.5,36.5,26.5,3.3,158.3,0,0,26.50,36.50,0.0,,
76,Louie Aguiar,CHI,,1,1,100.0,13,0,0.0,0,0.0,1,13.0,13.0,13.0,1.4,118.7,0,0,13.00,13.00,0.0,,
77,Mike Alstott,TAM,FB,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
78,Mitch Berger,MIN,,0,1,0.0,0,0,0.0,1,100.0,0,0.0,-45.0,,0.0,0.0,0,0,0.00,-45.00,0.0,,
79,Travis Brown,SEA,,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
80,Robert Chancey,SDG,,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
81,Koy Detmer,PHI,,0,1,0.0,0,0,0.0,1,100.0,0,0.0,-45.0,,0.0,0.0,0,0,0.00,-45.00,0.0,,
82,Jeff Feagles,SEA,,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,,,,,,,
83,Ahman Green,GNB,RB,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
84,Mark Hartsell,CHI,,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
85,Jarious Jackson,DEN,,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,1,5,-2.50,-2.50,50.0,,
86,Lee Johnson,NWE,,1,1,100.0,18,0,0.0,0,0.0,1,18.0,18.0,18.0,1.1,118.7,0,0,18.00,18.00,0.0,,
87,Jermaine Lewis,BAL,,1,1,100.0,3,0,0.0,0,0.0,1,3.0,3.0,3.0,0.2,79.2,0,0,3.00,3.00,0.0,,
88,Curtis Martin,NYJ,RB,1,1,100.0,18,1,100.0,0,0.0,1,18.0,38.0,18.0,1.1,158.3,0,0,18.00,38.00,0.0,,
89,Chris Mohr,BUF,,1,1,100.0,44,0,0.0,0,0.0,1,44.0,44.0,44.0,2.8,118.7,0,0,44.00,44.00,0.0,,
90,Sylvester Morris,KAN,WR,1,1,100.0,31,0,0.0,0,0.0,1,31.0,31.0,31.0,2.1,118.7,0,0,31.00,31.00,0.0,,
91,Tim Rattay,SFO,,1,1,100.0,-4,0,0.0,0,0.0,0,-4.0,-4.0,-4.0,-4.0,79.2,0,0,-4.00,-4.00,0.0,,
92,Jerry Rice,SFO,WR,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
93,Mark Royals,TAM,,1,1,100.0,36,0,0.0,0,0.0,1,36.0,36.0,36.0,2.3,118.7,0,0,36.00,36.00,0.0,,
94,Torrance Small,PHI,WR,0,1,0.0,0,0,0.0,1,100.0,0,0.0,-45.0,,0.0,0.0,0,0,0.00,-45.00,0.0,,
95,Lamar Smith,MIA,RB,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
96,Kevin Thompson,CLE,,1,1,100.0,8,0,0.0,0,0.0,0,8.0,8.0,8.0,8.0,100.0,0,0,8.00,8.00,0.0,,
97,Ken Walter,CAR,,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
98,Ricky Williams,NOR,RB,1,1,100.0,34,0,0.0,0,0.0,1,34.0,34.0,34.0,3.4,118.7,0,0,34.00,34.00,0.0,,
