,player,team,pos,fga1,fgm1,fga2,fgm2,fga3,fgm3,fga4,fgm4,fga5,fgm5,fga,fgm,fg_perc,xpa,xpm,xp_perc,kickoff,kickoff_yds,kickoff_tb,kickoff_tb_pct,kickoff_yds_avg,punt,punt_yds,punt_yds_per_punt
29,David Akers,DET,,1,1,5,5,8,6,7,4,3,3,24,19,79.2%,43,42,97.7%,14,858,7,50.0%,61.3,,,
30,Mike Nugent,CIN,,,,2,2,7,6,9,7,4,3,22,18,81.8%,53,52,98.1%,86,5428,32,37.2%,63.1,2,80,40.0
31,Kai Forbath,WAS,,,,4,3,10,10,6,4,2,1,22,18,81.8%,26,26,100.0%,57,3420,14,24.6%,60.0,,,
32,John Potter,WAS,,,,2,2,,,1,1,1,,4,3,75.0%,7,7,100.0%,14,848,8,57.1%,60.6,,,
33,Shayne Graham,NOR,,,,1,1,,,1,1,,,2,2,100.0%,7,7,100.0%,,,,,,,,
34,Bryan Anger,JAX,,,,,,,,,,,,,,,,,,,,,,,95,4338,45.7
35,Steve Weatherford,NYG,,,,,,,,,,,,,,,,,,1,49,,,49.0,91,4271,46.9
36,Sam Koch,BAL,,,,,,,,,,,,,,,,,,,,,,,90,4138,46.0
37,Shane Lechler,HOU,,,,,,,,,,,,,,,,,,1,68,,,68.0,88,4189,47.6
38,Dustin Colquitt,KAN,,,,,,,,,,,,,,,,,,1,77,,,77.0,87,4005,46.0
39,Michael Koenen,TAM,,,,,,,,,,,,,,,,,,69,4294,41,59.4%,62.2,87,3846,44.2
40,Brandon Fields,MIA,,,,,,,,,,,,,,,,,,1,53,,,53.0,85,4150,48.8
41,Marquette King,OAK,,,,,,,,,,,,,,,,,,,,,,,84,4107,48.9
42,Spencer Lanning,CLE,,,,,,,,,,,,,,,1,1,100.0%,8,403,,,50.4,84,3679,43.8
43,Saverio Rocca,WAS,,,,,,,,,,,,,,,,,,1,56,,,56.0,84,3526,42.0
44,Donnie Jones,PHI,,,,,,,,,,,,,,,,,,,,,,,82,3681,44.9
45,Andy Lee,SFO,,,,,,,,,,,,,,,,,,1,53,,,53.0,79,3804,48.2
46,Johnny Hekker,STL,,,,,,,,,,,,,,,,,,3,69,,,23.0,78,3609,46.3
47,Brett Kern,TEN,,,,,,,,,,,,,,,,,,3,181,,,60.3,78,3386,43.4
48,Dave Zastudil,ARI,,,,,,,,,,,,,,,,,,1,51,,,51.0,78,3566,45.7
49,Chris Jones,DAL,,,,,,,,,,,,,,,,,,,,,,,77,3467,45.0
50,Ryan Allen,NWE,,,,,,,,,,,,,,,,,,,,,,,76,3491,45.9
51,Pat McAfee,IND,,,,,,,,,,,,,,,,,,88,5647,41,46.6%,64.2,76,3499,46.0
52,Jeff Locke,MIN,,,,,,,,,,,,,,,,,,4,253,1,25.0%,63.3,75,3316,44.2
53,Jon Ryan,SEA,,,,,,,,,,,,,,,,,,,,,,,74,3159,42.7
54,Sam Martin,DET,,,,,,,,,,,,,,,,,,70,4492,38,54.3%,64.2,72,3399,47.2
55,Ryan Quigley,NYJ,,,,,,,,,,,,,,,,,,,,,,,72,3278,45.5
56,Brad Nortman,CAR,,,,,,,,,,,,,,,,,,2,120,,,60.0,70,3344,47.8
57,Matthew Bosher,ATL,,,,,,,,,,,,,,,,,,79,4836,50,63.3%,61.2,68,3166,46.6
58,Adam Podlesh,CHI,,,,,,,,,,,,,,,,,,1,43,,,43.0,68,2763,40.6
59,Kevin Huber,CIN,,,,,,,,,,,,,,,,,,,,,,,66,2982,45.2
60,Britton Colquitt,DEN,,,,,,,,,,,,,,,,,,1,62,,,62.0,65,2893,44.5
61,Tim Masthay,GNB,,,,,,,,,,,,,,,,,,36,2367,17,47.2%,65.8,64,2854,44.6
62,Brian Moorman,BUF,,,,,,,,,,,,,,,,,,,,,,,61,2511,41.2
63,Thomas Morstead,NOR,,,,,,,,,,,,,,,,,,86,5563,52,60.5%,64.7,61,2859,46.9
64,Mike Scifres,SDG,,,,,,,,,,,,,,,,,,,,,,,56,2417,43.2
65,Shawn Powell,2TM,,,,,,,,,,,,,,,,,,,,,,,42,1881,44.8
66,Mat McBriar,PIT,,,,,,,,,,,,,,,,,,,,,,,40,1652,41.3
67,Zoltan Mesko,2TM,,,,,,,,,,,,,,,,,,,,,,,34,1445,42.5
68,Robert Malone,NYJ,,,,,,,,,,,,,,,,,,,,,,,16,740,46.3
69,Tom Brady,NWE,QB,,,,,,,,,,,,,,,,,,,,,,1,32,32.0
70,Ben Roethlisberger,PIT,QB,,,,,,,,,,,,,,,,,,,,,,1,28,28.0
