,player,team,pos,targets,rec,rec_yds,rec_yds_per_rec,rec_td,rec_first_down,rec_per_g,rec_yds_per_g,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_td,rush_first_down,rush_yds_per_att,rush_yds_per_g,rush_att_per_g,touches,yds_per_touch,yds_from_scrimmage,rush_receive_td,fumbles
19,Jordy Nelson,GNB,WR,152,97,1257,13.0,14,62,6.1,78.6,63.8%,8.3,,,,0,,,,97,13.0,1257,14,1
20,Todd Gurley,LAR,RB,58,43,327,7.6,0,16,2.7,20.4,74.1%,5.6,278,885,6,49,3.2,55.3,17.4,321,3.8,1212,6,2
21,Brandin Cooks,NOR,WR,117,78,1173,15.0,8,46,4.9,73.3,66.7%,10.0,6,30,0,1,5.0,1.9,0.4,84,14.3,1203,8,1
22,LeGarrette Blount,NWE,RB,8,7,38,5.4,0,1,0.4,2.4,87.5%,4.8,299,1161,18,68,3.9,72.6,18.7,306,3.9,1199,18,2
23,Julian Edelman,NWE,WR,159,98,1106,11.3,3,56,6.1,69.1,61.6%,7.0,12,57,0,3,4.8,3.6,0.8,110,10.6,1163,3,3
24,Amari Cooper,OAK,WR,132,83,1153,13.9,5,49,5.2,72.1,62.9%,8.7,1,0,0,0,0.0,0.0,0.1,84,13.7,1153,5,2
25,Jarvis Landry,MIA,WR,131,94,1136,12.1,4,53,5.9,71.0,71.8%,8.7,5,17,0,1,3.4,1.1,0.3,99,11.6,1153,4,2
26,Carlos Hyde,SFO,RB,33,27,163,6.0,3,7,2.1,12.5,81.8%,4.9,217,988,6,48,4.6,76.0,16.7,244,4.7,1151,9,5
27,Michael Thomas,NOR,WR,121,92,1137,12.4,9,62,6.1,75.8,76.0%,9.4,,,,0,,,,92,12.4,1137,9,2
28,Doug Baldwin,SEA,WR,125,94,1128,12.0,7,51,5.9,70.5,75.2%,9.0,3,2,0,0,0.7,0.1,0.2,97,11.6,1130,7,1
29,Travis Kelce,KAN,TE,117,85,1125,13.2,4,55,5.3,70.3,72.6%,9.6,1,-5,0,0,-5.0,-0.3,0.1,86,13.0,1120,4,0
30,Bilal Powell,NYJ,rb,74,58,388,6.7,2,21,3.6,24.3,78.4%,5.2,131,722,3,44,5.5,45.1,8.2,189,5.9,1110,5,1
31,Demaryius Thomas,DEN,WR,144,90,1083,12.0,5,50,5.6,67.7,62.5%,7.5,,,,0,,,,90,12.0,1083,5,2
32,Golden Tate,DET,WR,135,91,1077,11.8,4,47,5.7,67.3,67.4%,8.0,10,4,0,1,0.4,0.3,0.6,101,10.7,1081,4,2
33,Matt Forte,NYJ,RB,43,30,263,8.8,1,10,2.1,18.8,69.8%,6.1,218,813,7,36,3.7,58.1,15.6,248,4.3,1076,8,1
34,Greg Olsen,CAR,TE,129,80,1073,13.4,3,54,5.0,67.1,62.0%,8.3,,,,0,,,,80,13.4,1073,3,0
35,Tyrell Williams,SDG,WR,119,69,1059,15.3,7,48,4.3,66.2,58.0%,8.9,,,,0,,,,69,15.3,1059,7,0
36,Latavius Murray,OAK,RB,43,33,264,8.0,0,11,2.4,18.9,76.7%,6.1,195,788,12,52,4.0,56.3,13.9,228,4.6,1052,12,2
37,Mike Wallace,BAL,WR,116,72,1017,14.1,4,43,4.5,63.6,62.1%,8.8,5,31,0,2,6.2,1.9,0.3,77,13.6,1048,4,1
38,Pierre Garcon,WAS,WR,114,79,1041,13.2,3,53,4.9,65.1,69.3%,9.1,,,,0,,,,79,13.2,1041,3,0
39,Emmanuel Sanders,DEN,WR,137,79,1032,13.1,5,50,4.9,64.5,57.7%,7.5,1,4,0,0,4.0,0.3,0.1,80,13.0,1036,5,1
40,Larry Fitzgerald,ARI,WR,150,107,1023,9.6,6,60,6.7,63.9,71.3%,6.8,2,5,0,0,2.5,0.3,0.1,109,9.4,1028,6,2
41,Terrelle Pryor,CLE,WR,140,77,1007,13.1,4,50,4.8,62.9,55.0%,7.2,8,21,1,3,2.6,1.3,0.5,85,12.1,1028,5,1
42,Jeremy Hill,CIN,RB,27,21,174,8.3,0,6,1.4,11.6,77.8%,6.4,222,839,9,46,3.8,55.9,14.8,243,4.2,1013,9,0
43,Terrance West,BAL,RB,45,34,236,6.9,1,11,2.1,14.8,75.6%,5.2,193,774,5,38,4.0,48.4,12.1,227,4.4,1010,6,2
44,DeSean Jackson,WAS,WR,100,56,1005,17.9,4,35,3.7,67.0,56.0%,10.1,,,,0,,,,56,17.9,1005,4,0
45,Michael Crabtree,OAK,WR,145,89,1003,11.3,8,56,5.6,62.7,61.4%,6.9,,,,0,,,,89,11.3,1003,8,2
46,Kenny Britt,LAR,WR,111,68,1002,14.7,5,47,4.5,66.8,61.3%,9.0,,,,0,,,,68,14.7,1002,5,2
47,Davante Adams,GNB,WR,121,75,997,13.3,12,46,4.7,62.3,62.0%,8.2,,,,0,,,,75,13.3,997,12,2
48,Adam Thielen,MIN,WR,92,69,967,14.0,5,44,4.3,60.4,75.0%,10.5,2,15,0,1,7.5,0.9,0.1,71,13.8,982,5,2
49,A.J. Green,CIN,WR,100,66,964,14.6,4,42,6.6,96.4,66.0%,9.6,,,,0,,,,66,14.6,964,4,0
50,DeAndre Hopkins,HOU,WR,151,78,954,12.2,4,57,4.9,59.6,51.7%,6.3,,,,0,,,,78,12.2,954,4,0
51,Rishard Matthews,TEN,WR,108,65,945,14.5,9,43,4.1,59.1,60.2%,8.8,,,,0,,,,65,14.5,945,9,1
52,Kelvin Benjamin,CAR,WR,118,63,941,14.9,7,50,3.9,58.8,53.4%,8.0,,,,0,,,,63,14.9,941,7,1
53,Tevin Coleman,ATL,,40,31,421,13.6,3,16,2.4,32.4,77.5%,10.5,118,520,8,25,4.4,40.0,9.1,149,6.3,941,11,1
54,Marvin Jones,DET,WR,103,55,930,16.9,4,41,3.7,62.0,53.4%,9.0,1,3,0,0,3.0,0.2,0.1,56,16.7,933,4,0
55,Jimmy Graham,SEA,TE,95,65,923,14.2,6,45,4.1,57.7,68.4%,9.7,1,0,0,0,0.0,0.0,0.1,66,14.0,923,6,2
56,Stefon Diggs,MIN,WR,112,84,903,10.8,3,48,6.5,69.5,75.0%,8.1,3,10,0,1,3.3,0.8,0.2,87,10.5,913,3,0
57,Willie Snead,NOR,WR,104,72,895,12.4,4,51,4.8,59.7,69.2%,8.6,,,,0,,,,72,12.4,895,4,2
58,Cameron Meredith,CHI,WR,97,66,888,13.5,4,44,4.7,63.4,68.0%,9.2,1,6,0,0,6.0,0.4,0.1,67,13.3,894,4,3
59,Marqise Lee,JAX,wr,105,63,851,13.5,3,44,3.9,53.2,60.0%,8.1,6,35,0,2,5.8,2.2,0.4,69,12.8,886,3,1
60,Jonathan Stewart,CAR,RB,21,8,60,7.5,0,1,0.6,4.6,38.1%,2.9,218,824,9,49,3.8,63.4,16.8,226,3.9,884,9,3
61,Allen Robinson,JAX,WR,151,73,883,12.1,6,51,4.6,55.2,48.3%,5.8,,,,0,,,,73,12.1,883,6,1
62,Devontae Booker,DEN,rb,45,31,265,8.5,1,8,1.9,16.6,68.9%,5.9,174,612,4,31,3.5,38.3,10.9,205,4.3,877,5,4
63,Duke Johnson,CLE,rb,74,53,514,9.7,0,24,3.3,32.1,71.6%,6.9,73,358,1,18,4.9,22.4,4.6,126,6.9,872,1,2
64,Quincy Enunwa,NYJ,WR,105,58,857,14.8,4,37,3.6,53.6,55.2%,8.2,1,12,0,1,12.0,0.8,0.1,59,14.7,869,4,0
65,Darren Sproles,PHI,rb,71,52,427,8.2,2,19,3.5,28.5,73.2%,6.0,94,438,2,22,4.7,29.2,6.3,146,5.9,865,4,1
66,Tyreek Hill,KAN,,83,61,593,9.7,6,31,3.8,37.1,73.5%,7.1,24,267,3,11,11.1,16.7,1.5,85,10.1,860,9,4
67,Brandon LaFell,CIN,WR,107,64,862,13.5,6,42,4.0,53.9,59.8%,8.1,1,-2,0,0,-2.0,-0.1,0.1,65,13.2,860,6,0
68,Ted Ginn Jr.,CAR,WR,95,54,752,13.9,4,27,3.4,47.0,56.8%,7.9,14,98,0,7,7.0,6.1,0.9,68,12.5,850,4,3
69,Jamison Crowder,WAS,wr,99,67,847,12.6,7,34,4.2,52.9,67.7%,8.6,2,-2,0,1,-1.0,-0.1,0.1,69,12.2,845,7,2
70,Cole Beasley,DAL,WR,98,75,833,11.1,5,51,4.7,52.1,76.5%,8.5,1,7,0,0,7.0,0.4,0.1,76,11.1,840,5,0
71,Kyle Rudolph,MIN,TE,132,83,840,10.1,7,50,5.2,52.5,62.9%,6.4,,,,0,,,,83,10.1,840,7,0
72,Alshon Jeffery,CHI,WR,94,52,821,15.8,2,42,4.3,68.4,55.3%,8.7,,,,0,,,,52,15.8,821,2,0
73,Zach Ertz,PHI,TE,106,78,816,10.5,4,42,5.6,58.3,73.6%,7.7,,,,0,,,,78,10.5,816,4,0
74,Delanie Walker,TEN,TE,102,65,800,12.3,7,35,4.3,53.3,63.7%,7.8,2,11,0,0,5.5,0.7,0.1,67,12.1,811,7,1
75,Dontrelle Inman,SDG,WR,97,58,810,14.0,4,37,3.6,50.6,59.8%,8.4,,,,0,,,,58,14.0,810,4,0
76,Ty Montgomery,GNB,RB,56,44,348,7.9,0,20,2.9,23.2,78.6%,6.2,77,457,3,20,5.9,30.5,5.1,121,6.7,805,3,2
77,Jordan Matthews,PHI,WR,117,73,804,11.0,3,38,5.2,57.4,62.4%,6.9,,,,0,,,,73,11.0,804,3,1
78,Steve Smith,BAL,WR,101,70,799,11.4,5,39,5.0,57.1,69.3%,7.9,,,,0,,,,70,11.4,799,5,0
79,Dez Bryant,DAL,WR,96,50,796,15.9,8,38,3.8,61.2,52.1%,8.3,,,,0,,,,50,15.9,796,8,1
80,Rashad Jennings,NYG,RB,42,35,201,5.7,1,8,2.7,15.5,83.3%,4.8,181,593,3,29,3.3,45.6,13.9,216,3.7,794,4,1
81,Jerick McKinnon,MIN,RB,53,43,255,5.9,2,17,2.9,17.0,81.1%,4.8,159,539,2,21,3.4,35.9,10.6,202,3.9,794,4,0
82,Brandon Marshall,NYJ,WR,128,59,788,13.4,3,45,3.9,52.5,46.1%,6.2,,,,0,,,,59,13.4,788,3,0
83,Robert Kelley,WAS,RB,18,12,82,6.8,1,6,0.8,5.5,66.7%,4.6,168,704,6,30,4.2,46.9,11.2,180,4.4,786,7,0
84,T.J. Yeldon,JAX,RB,68,50,312,6.2,1,16,3.3,20.8,73.5%,4.6,130,465,1,21,3.6,31.0,8.7,180,4.3,777,2,2
85,Ryan Mathews,PHI,RB,14,13,115,8.8,1,7,1.0,8.8,92.9%,8.2,155,661,8,40,4.3,50.8,11.9,168,4.6,776,9,3
86,Tim Hightower,NOR,,26,22,200,9.1,1,11,1.4,12.5,84.6%,7.7,133,548,4,32,4.1,34.3,8.3,155,4.8,748,5,0
87,DeVante Parker,MIA,wr,87,56,744,13.3,4,35,3.7,49.6,64.4%,8.6,,,,0,,,,56,13.3,744,4,0
88,Dennis Pitta,BAL,TE,121,86,729,8.5,2,37,5.4,45.6,71.1%,6.0,,,,0,,,,86,8.5,729,2,1
89,Theo Riddick,DET,RB,67,53,371,7.0,5,20,5.3,37.1,79.1%,5.5,92,357,1,21,3.9,35.7,9.2,145,5.0,728,6,0
90,Kenny Stills,MIA,WR,81,42,726,17.3,9,30,2.6,45.4,51.9%,9.0,,,,0,,,,42,17.3,726,9,0
91,James White,NWE,rb,86,60,551,9.2,5,26,3.8,34.4,69.8%,6.4,39,166,0,8,4.3,10.4,2.4,99,7.2,717,5,0
92,Sterling Shepard,NYG,WR,105,65,683,10.5,8,42,4.1,42.7,61.9%,6.5,3,31,0,1,10.3,1.9,0.2,68,10.5,714,8,0
93,Eric Ebron,DET,TE,85,61,711,11.7,1,37,4.7,54.7,71.8%,8.4,1,1,1,1,1.0,0.1,0.1,62,11.5,712,2,0
94,Martellus Bennett,NWE,TE,73,55,701,12.7,7,31,3.4,43.8,75.3%,9.6,2,10,0,0,5.0,0.6,0.1,57,12.5,711,7,0
95,Tyler Lockett,SEA,WR,66,41,597,14.6,1,23,2.7,39.8,62.1%,9.0,6,114,1,4,19.0,7.6,0.4,47,15.1,711,2,0
96,Chris Thompson,WAS,,62,49,349,7.1,2,19,3.1,21.8,79.0%,5.6,68,356,3,16,5.2,22.3,4.3,117,6.0,705,5,2
97,Christine Michael,2TM,,29,22,107,4.9,1,0,1.5,7.1,75.9%,3.7,148,583,7,0,3.9,38.9,9.9,170,4.1,690,8,2
98,Chris Hogan,NWE,WR,58,38,680,17.9,4,23,2.5,45.3,65.5%,11.7,3,9,0,0,3.0,0.6,0.2,41,16.8,689,4,1
99,Jordan Reed,WAS,TE,89,66,686,10.4,6,41,5.5,57.2,74.2%,7.7,,,,0,,,,66,10.4,686,6,1
100,Jalen Richard,OAK,,39,29,194,6.7,2,8,1.8,12.1,74.4%,5.0,83,491,1,15,5.9,30.7,5.2,112,6.1,685,3,0
101,Travis Benjamin,SDG,WR,75,47,677,14.4,4,25,3.4,48.4,62.7%,9.0,2,-3,0,0,-1.5,-0.2,0.1,49,13.8,674,4,5
102,Giovani Bernard,CIN,,51,39,336,8.6,1,16,3.9,33.6,76.5%,6.6,91,337,2,16,3.7,33.7,9.1,130,5.2,673,3,1
103,Jason Witten,DAL,TE,95,69,673,9.8,3,34,4.3,42.1,72.6%,7.1,,,,0,,,,69,9.8,673,3,1
104,Tavon Austin,LAR,WR,106,58,509,8.8,3,25,3.9,33.9,54.7%,4.8,28,159,1,8,5.7,10.6,1.9,86,7.8,668,4,5
105,Jeremy Kerley,SFO,WR,115,64,667,10.4,3,33,4.0,41.7,55.7%,5.8,,,,0,,,,64,10.4,667,3,4
106,Matt Asiata,MIN,rb,38,32,263,8.2,0,9,2.0,16.4,84.2%,6.9,121,402,6,28,3.3,25.1,7.6,153,4.3,665,6,1
107,Tyler Boyd,CIN,,81,54,603,11.2,1,33,3.4,37.7,66.7%,7.4,4,58,0,2,14.5,3.6,0.3,58,11.4,661,1,1
108,Cameron Brate,TAM,TE,81,57,660,11.6,8,40,3.8,44.0,70.4%,8.1,,,,0,,,,57,11.6,660,8,1
109,Jacquizz Rodgers,TAM,rb,16,13,98,7.5,0,3,1.3,9.8,81.3%,6.1,129,560,2,31,4.3,56.0,12.9,142,4.6,658,2,0
110,Mohamed Sanu,ATL,WR,81,59,653,11.1,4,33,3.9,43.5,72.8%,8.1,1,5,0,0,5.0,0.3,0.1,60,11.0,658,4,1
111,JJ Nelson,ARI,wr,74,34,568,16.7,6,26,2.3,37.9,45.9%,7.7,4,83,1,3,20.8,5.5,0.3,38,17.1,651,7,1
112,Randall Cobb,GNB,WR,84,60,610,10.2,4,36,4.6,46.9,71.4%,7.3,10,33,0,4,3.3,2.5,0.8,70,9.2,643,4,1
113,Adam Humphries,TAM,wr,83,55,622,11.3,2,27,3.7,41.5,66.3%,7.5,5,18,0,0,3.6,1.2,0.3,60,10.7,640,2,3
114,Coby Fleener,NOR,te,81,50,631,12.6,3,28,3.1,39.4,61.7%,7.8,1,2,1,1,2.0,0.1,0.1,51,12.4,633,4,2
115,Will Fuller,HOU,WR,92,47,635,13.5,2,31,3.4,45.4,51.1%,6.9,1,-3,0,0,-3.0,-0.2,0.1,48,13.2,632,2,2
116,Taylor Gabriel,ATL,,50,35,579,16.5,6,23,2.7,44.5,70.0%,11.6,4,51,1,3,12.8,3.9,0.3,39,16.2,630,7,0
117,Robby Anderson,NYJ,WR,78,42,587,14.0,2,19,2.6,36.7,53.8%,7.5,3,42,0,2,14.0,2.6,0.2,45,14.0,629,2,1
118,Mike Gillislee,BUF,,11,9,50,5.6,1,1,0.6,3.3,81.8%,4.5,101,577,8,41,5.7,38.5,6.7,110,5.7,627,9,1
119,Derrick Henry,TEN,,15,13,137,10.5,0,5,0.9,9.1,86.7%,9.1,110,490,5,29,4.5,32.7,7.3,123,5.1,627,5,0
120,Chris Ivory,JAX,,28,20,186,9.3,0,10,1.8,16.9,71.4%,6.6,117,439,3,21,3.8,39.9,10.6,137,4.6,625,3,5
121,Robert Woods,BUF,WR,76,51,613,12.0,1,34,3.9,47.2,67.1%,8.1,1,6,0,1,6.0,0.5,0.1,52,11.9,619,1,0
122,Paul Perkins,NYG,,24,15,162,10.8,0,6,1.1,11.6,62.5%,6.8,112,456,0,24,4.1,32.6,8.0,127,4.9,618,0,1
123,Gary Barnidge,CLE,TE,82,55,612,11.1,2,34,3.4,38.3,67.1%,7.5,,,,0,,,,55,11.1,612,2,0
124,Eli Rogers,PIT,WR,66,48,594,12.4,3,24,3.7,45.7,72.7%,9.0,1,6,0,0,6.0,0.5,0.1,49,12.2,600,3,2
125,Terrance Williams,DAL,WR,61,44,594,13.5,4,34,2.8,37.1,72.1%,9.7,,,,0,,,,44,13.5,594,4,1
126,Victor Cruz,NYG,WR,72,39,586,15.0,1,25,2.6,39.1,54.2%,8.1,,,,0,,,,39,15.0,586,1,1
127,Anquan Boldin,DET,WR,95,67,584,8.7,8,41,4.2,36.5,70.5%,6.1,,,,0,,,,67,8.7,584,8,0
128,Jack Doyle,IND,TE,75,59,584,9.9,5,32,3.7,36.5,78.7%,7.8,,,,0,,,,59,9.9,584,5,1
129,Vernon Davis,WAS,TE,59,44,583,13.3,2,22,2.8,36.4,74.6%,9.9,,,,0,,,,44,13.3,583,2,0
130,DeAndre Washington,OAK,,23,17,115,6.8,0,4,1.2,8.2,73.9%,5.0,87,467,2,19,5.4,33.4,6.2,104,5.6,582,2,1
131,Tyrod Taylor,BUF,QB,0,0,0,,0,0,0.0,0.0,0.0%,,95,580,6,34,6.1,38.7,6.3,95,6.1,580,6,4
132,C.J. Anderson,DEN,RB,24,16,128,8.0,1,6,2.3,18.3,66.7%,5.3,110,437,4,23,4.0,62.4,15.7,126,4.5,565,5,0
133,Brian Quick,LAR,wr,77,41,564,13.8,3,22,2.6,35.3,53.2%,7.3,,,,0,,,,41,13.8,564,3,0
134,C.J. Fiedorowicz,HOU,TE,89,54,559,10.4,4,30,3.6,37.3,60.7%,6.3,,,,0,,,,54,10.4,559,4,1
135,Doug Martin,TAM,RB,16,14,134,9.6,0,4,1.8,16.8,87.5%,8.4,144,421,3,24,2.9,52.6,18.0,158,3.5,555,3,1
136,Charles Clay,BUF,TE,87,57,552,9.7,4,22,3.8,36.8,65.5%,6.3,,,,0,,,,57,9.7,552,4,0
137,Antonio Gates,SDG,te,93,53,548,10.3,7,34,3.8,39.1,57.0%,5.9,,,,0,,,,53,10.3,548,7,1
138,Kenneth Dixon,BAL,,41,30,162,5.4,1,7,2.5,13.5,73.2%,4.0,88,382,2,30,4.3,31.8,7.3,118,4.6,544,3,1
139,Rob Gronkowski,NWE,TE,38,25,540,21.6,3,20,3.1,67.5,65.8%,14.2,,,,0,,,,25,21.6,540,3,0
140,Phillip Dorsett,IND,wr,59,33,528,16.0,2,20,2.2,35.2,55.9%,8.9,2,10,0,1,5.0,0.7,0.1,35,15.4,538,2,1
141,Jeremy Maclin,KAN,WR,76,44,536,12.2,2,29,3.7,44.7,57.9%,7.1,1,-1,0,0,-1.0,-0.1,0.1,45,11.9,535,2,0
142,Matt Jones,WAS,rb,8,8,73,9.1,0,4,1.1,10.4,100.0%,9.1,99,460,3,28,4.6,65.7,14.1,107,5.0,533,3,3
143,Chris Conley,KAN,WR,69,44,530,12.0,0,30,2.8,33.1,63.8%,7.7,,,,0,,,,44,12.0,530,0,1
144,Zach Zenner,DET,,23,18,196,10.9,0,9,1.3,14.0,78.3%,8.5,88,334,4,23,3.8,23.9,6.3,106,5.0,530,4,1
145,John Brown,ARI,WR,73,39,517,13.3,2,28,2.6,34.5,53.4%,7.1,1,10,0,1,10.0,0.7,0.1,40,13.2,527,2,1
146,Tajae Sharpe,TEN,WR,83,41,522,12.7,2,27,2.6,32.6,49.4%,6.3,1,1,0,0,1.0,0.1,0.1,42,12.5,523,2,0
147,Jermaine Kearse,SEA,WR,89,41,510,12.4,1,24,2.6,31.9,46.1%,5.7,,,,0,,,,41,12.4,510,1,0
148,Breshad Perriman,BAL,,66,33,499,15.1,3,19,2.1,31.2,50.0%,7.6,1,2,0,0,2.0,0.1,0.1,34,14.7,501,3,0
149,Lance Kendricks,LAR,TE,87,50,499,10.0,2,22,3.1,31.2,57.5%,5.7,,,,0,,,,50,10.0,499,2,1
150,Cordarrelle Patterson,MIN,WR,70,52,453,8.7,2,23,3.3,28.3,74.3%,6.5,7,43,0,2,6.1,2.7,0.4,59,8.4,496,2,2
151,Fozzy Whittaker,CAR,,33,25,226,9.0,0,11,1.6,14.1,75.8%,6.8,57,265,0,10,4.6,16.6,3.6,82,6.0,491,0,1
152,Rex Burkhead,CIN,,20,17,145,8.5,0,9,1.1,9.1,85.0%,7.3,74,344,2,24,4.6,21.5,4.6,91,5.4,489,2,1
153,Michael Floyd,2TM,,76,37,488,13.2,5,0,2.5,32.5,48.7%,6.4,,,,0,,,,37,13.2,488,5,0
154,Zach Miller,CHI,TE,64,47,486,10.3,4,28,4.7,48.6,73.4%,7.6,,,,0,,,,47,10.3,486,4,0
155,Charcandrick West,KAN,,34,28,188,6.7,2,11,1.9,12.5,82.4%,5.5,88,293,1,15,3.3,19.5,5.9,116,4.1,481,3,0
156,Hunter Henry,SDG,TE,53,36,478,13.3,8,30,2.4,31.9,67.9%,9.0,,,,0,,,,36,13.3,478,8,1
157,Allen Hurns,JAX,WR,76,35,477,13.6,3,23,3.2,43.4,46.1%,6.3,,,,0,,,,35,13.6,477,3,1
158,Colin Kaepernick,SFO,QB,0,0,0,,0,0,0.0,0.0,0.0%,,69,468,2,29,6.8,39.0,5.8,69,6.8,468,2,9
159,DeAngelo Williams,PIT,,27,18,118,6.6,2,6,2.0,13.1,66.7%,4.4,98,343,4,22,3.5,38.1,10.9,116,4.0,461,6,0
160,Alfred Blue,HOU,,16,12,40,3.3,0,1,0.9,2.9,75.0%,2.5,100,420,1,23,4.2,30.0,7.1,112,4.1,460,1,2
161,Shaun Draughn,SFO,,39,29,263,9.1,2,10,1.8,16.4,74.4%,6.7,74,196,4,15,2.6,12.3,4.6,103,4.5,459,6,1
162,Sammie Coates,PIT,wr,49,21,435,20.7,2,16,1.5,31.1,42.9%,8.9,4,14,0,1,3.5,1.0,0.3,25,18.0,449,2,0
163,Thomas Rawls,SEA,rb,17,13,96,7.4,0,4,1.4,10.7,76.5%,5.6,109,349,3,22,3.2,38.8,12.1,122,3.6,445,3,0
164,Ryan Griffin,HOU,te,74,50,442,8.8,2,19,3.1,27.6,67.6%,6.0,,,,0,,,,50,8.8,442,2,1
165,Marquise Goodwin,BUF,WR,68,29,431,14.9,3,20,1.9,28.7,42.6%,6.3,,,,0,,,,29,14.9,431,3,0
166,Kendall Wright,TEN,,42,29,416,14.3,3,18,2.6,37.8,69.0%,9.9,1,15,0,1,15.0,1.4,0.1,30,14.4,431,3,0
167,Sammy Watkins,BUF,wr,52,28,430,15.4,2,20,3.5,53.8,53.8%,8.3,,,,0,,,,28,15.4,430,2,0
168,Corey Coleman,CLE,WR,73,33,413,12.5,3,18,3.3,41.3,45.2%,5.7,2,10,0,0,5.0,1.0,0.2,35,12.1,423,3,0
169,Quinton Patton,SFO,WR,63,37,408,11.0,0,22,2.6,29.1,58.7%,6.5,,,,0,,,,37,11.0,408,0,1
170,Dwayne Allen,IND,TE,52,35,406,11.6,6,25,2.5,29.0,67.3%,7.8,,,,0,,,,35,11.6,406,6,1
171,Malcolm Mitchell,NWE,wr,48,32,401,12.5,4,23,2.3,28.6,66.7%,8.4,,,,0,,,,32,12.5,401,4,0
172,Seth Roberts,OAK,wr,77,38,397,10.4,5,22,2.4,24.8,49.4%,5.2,,,,0,,,,38,10.4,397,5,0
173,Will Tye,NYG,TE,70,48,395,8.2,1,16,3.0,24.7,68.6%,5.6,,,,0,,,,48,8.2,395,1,0
174,Tyler Eifert,CIN,,47,29,394,13.6,5,23,3.6,49.3,61.7%,8.4,,,,0,,,,29,13.6,394,5,0
175,Dorial Green-Beckham,PHI,wr,74,36,392,10.9,2,25,2.4,26.1,48.6%,5.3,,,,0,,,,36,10.9,392,2,0
176,Jermaine Gresham,ARI,TE,61,37,391,10.6,2,19,2.3,24.4,60.7%,6.4,,,,0,,,,37,10.6,391,2,1
177,Vance McDonald,SFO,WR,45,24,391,16.3,4,13,2.2,35.5,53.3%,8.7,,,,0,,,,24,16.3,391,4,0
