,player,team,pos,targets,rec,rec_yds,rec_yds_per_rec,rec_td,rec_first_down,rec_per_g,rec_yds_per_g,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_td,rush_first_down,rush_yds_per_att,rush_yds_per_g,rush_att_per_g,touches,yds_per_touch,yds_from_scrimmage,rush_receive_td,fumbles
14,Stephen Davis,WAS,RB,49,33,313,9.5,0,12,2.2,20.9,67.3%,6.4,332,1318,11,72,4.0,87.9,22.1,365,4.5,1631,11,4
15,Corey Dillon,CIN,RB,26,18,158,8.8,0,5,1.1,9.9,69.2%,6.1,315,1435,7,71,4.6,89.7,19.7,333,4.8,1593,7,4
16,Warrick Dunn,TAM,RB,69,44,422,9.6,1,21,2.8,26.4,63.8%,6.1,248,1133,8,43,4.6,70.8,15.5,292,5.3,1555,9,1
17,Isaac Bruce,STL,WR,135,87,1471,16.9,9,65,5.4,91.9,64.4%,10.9,1,11,0,1,11.0,0.7,0.1,88,16.8,1482,9,1
18,James Stewart,DET,RB,48,32,287,9.0,1,15,2.0,17.9,66.7%,6.0,339,1184,10,66,3.5,74.0,21.2,371,4.0,1471,11,4
19,Terrell Owens,SFO,WR,146,97,1451,15.0,13,65,6.9,103.6,66.4%,9.9,3,11,0,0,3.7,0.8,0.2,100,14.6,1462,13,3
20,Randy Moss,MIN,WR,129,77,1437,18.7,15,57,4.8,89.8,59.7%,11.1,3,5,0,0,1.7,0.3,0.2,80,18.0,1442,15,2
21,Jerome Bettis,PIT,RB,19,13,97,7.5,0,5,0.8,6.1,68.4%,5.1,355,1341,8,72,3.8,83.8,22.2,368,3.9,1438,8,1
22,Derrick Alexander,KAN,WR,144,78,1391,17.8,10,55,4.9,86.9,54.2%,9.7,3,45,0,2,15.0,2.8,0.2,81,17.7,1436,10,0
23,Marvin Harrison,IND,WR,169,102,1413,13.9,14,70,6.4,88.3,60.4%,8.4,,,,0,,,,102,13.9,1413,14,2
24,James Allen,CHI,RB,60,39,291,7.5,1,17,2.4,18.2,65.0%,4.9,290,1120,2,56,3.9,70.0,18.1,329,4.3,1411,3,5
25,Ricky Williams,NOR,RB,55,44,409,9.3,1,19,4.4,40.9,80.0%,7.4,248,1000,8,56,4.0,100.0,24.8,292,4.8,1409,9,6
26,Jamal Anderson,ATL,RB,58,42,382,9.1,0,15,2.6,23.9,72.4%,6.6,282,1024,6,52,3.6,64.0,17.6,324,4.3,1406,6,6
27,Joe Horn,NOR,WR,151,94,1340,14.3,8,62,5.9,83.8,62.3%,8.9,6,10,0,1,1.7,0.6,0.4,100,13.5,1350,8,1
28,Eric Moulds,BUF,WR,164,94,1326,14.1,5,62,5.9,82.9,57.3%,8.1,2,24,0,1,12.0,1.5,0.1,96,14.1,1350,5,1
29,Lamar Smith,MIA,RB,38,31,201,6.5,2,8,2.1,13.4,81.6%,5.3,309,1139,14,65,3.7,75.9,20.6,340,3.9,1340,16,3
30,Ed McCaffrey,DEN,WR,149,101,1317,13.0,9,69,6.3,82.3,67.8%,8.8,,,,0,,,,101,13.0,1317,9,0
31,Michael Pittman,ARI,RB,91,73,579,7.9,2,18,4.6,36.2,80.2%,6.4,184,719,4,36,3.9,44.9,11.5,257,5.1,1298,6,5
32,Emmitt Smith,DAL,RB,14,11,79,7.2,0,2,0.7,4.9,78.6%,5.6,294,1203,9,66,4.1,75.2,18.4,305,4.2,1282,9,6
33,Cris Carter,MIN,WR,161,96,1274,13.3,9,72,6.0,79.6,59.6%,7.9,,,,0,,,,96,13.3,1274,9,3
34,Jimmy Smith,JAX,WR,145,91,1213,13.3,8,46,6.1,80.9,62.8%,8.4,,,,0,,,,91,13.3,1213,8,1
35,Keenan McCardell,JAX,WR,140,94,1207,12.8,5,58,5.9,75.4,67.1%,8.6,,,,0,,,,94,12.8,1207,5,3
36,Tony Gonzalez,KAN,TE,150,93,1203,12.9,9,66,5.8,75.2,62.0%,8.0,,,,0,,,,93,12.9,1203,9,0
37,Tyrone Wheatley,OAK,RB,34,20,156,7.8,1,7,1.4,11.1,58.8%,4.6,232,1046,9,52,4.5,74.7,16.6,252,4.8,1202,10,4
38,Muhsin Muhammad,CAR,WR,156,102,1183,11.6,6,62,6.4,73.9,65.4%,7.6,2,12,0,1,6.0,0.8,0.1,104,11.5,1195,6,1
39,Amani Toomer,NYG,WR,124,78,1094,14.0,7,60,4.9,68.4,62.9%,8.8,5,91,1,5,18.2,5.7,0.3,83,14.3,1185,8,1
40,David Boston,ARI,WR,133,71,1156,16.3,7,48,4.4,72.3,53.4%,8.7,3,9,0,1,3.0,0.6,0.2,74,15.7,1165,7,2
41,Tony Richardson,KAN,FB,75,58,468,8.1,3,19,3.6,29.3,77.3%,6.2,147,697,3,35,4.7,43.6,9.2,205,5.7,1165,6,3
42,Tim Brown,OAK,WR,133,76,1128,14.8,11,59,4.8,70.5,57.1%,8.5,3,12,0,0,4.0,0.8,0.2,79,14.4,1140,11,0
43,Kevin Faulk,NWE,RB,68,51,465,9.1,1,18,3.2,29.1,75.0%,6.8,164,570,4,32,3.5,35.6,10.3,215,4.8,1035,5,6
44,Bill Schroeder,GNB,WR,119,65,999,15.4,4,51,4.1,62.4,54.6%,8.4,2,11,0,1,5.5,0.7,0.1,67,15.1,1010,4,1
45,Terry Glenn,NWE,WR,163,79,963,12.2,6,56,4.9,60.2,48.5%,5.9,4,39,0,1,9.8,2.4,0.3,83,12.1,1002,6,0
46,Troy Brown,NWE,WR,119,83,944,11.4,4,46,5.2,59.0,69.7%,7.9,6,46,0,2,7.7,2.9,0.4,89,11.1,990,4,2
47,Tim Biakabutuka,CAR,RB,58,34,341,10.0,2,15,2.8,28.4,58.6%,5.9,173,627,2,29,3.6,52.3,14.4,207,4.7,968,4,4
48,Wayne Chrebet,NYJ,WR,143,69,937,13.6,8,49,4.3,58.6,48.3%,6.6,3,-3,0,1,-1.0,-0.2,0.2,72,13.0,934,8,0
49,Donald Hayes,CAR,WR,112,66,926,14.0,3,47,4.4,61.7,58.9%,8.3,,,,0,,,,66,14.0,926,3,1
50,James McKnight,DAL,WR,106,52,926,17.8,2,38,3.3,57.9,49.1%,8.7,,,,0,,,,52,17.8,926,2,1
51,Antonio Freeman,GNB,WR,120,62,912,14.7,9,47,4.1,60.8,51.7%,7.6,2,5,0,1,2.5,0.3,0.1,64,14.3,917,9,1
52,Richie Anderson,NYJ,FB,125,88,853,9.7,2,35,5.5,53.3,70.4%,6.8,27,63,0,8,2.3,3.9,1.7,115,8.0,916,2,2
53,Jeff Graham,SDG,WR,112,55,907,16.5,4,38,3.9,64.8,49.1%,8.1,,,,0,,,,55,16.5,907,4,1
54,Derrick Mason,TEN,WR,89,63,895,14.2,5,45,3.9,55.9,70.8%,10.1,1,1,0,0,1.0,0.1,0.1,64,14.0,896,5,1
55,Keyshawn Johnson,TAM,WR,122,71,874,12.3,8,49,4.4,54.6,58.2%,7.2,2,5,0,0,2.5,0.3,0.1,73,12.0,879,8,2
56,Shawn Bryson,BUF,rb,46,32,271,8.5,2,10,2.0,16.9,69.6%,5.9,161,591,0,32,3.7,36.9,10.1,193,4.5,862,2,1
57,Dedric Ward,NYJ,WR,119,54,801,14.8,3,39,3.4,50.1,45.4%,6.7,4,23,0,0,5.8,1.4,0.3,58,14.2,824,3,1
58,Shawn Jefferson,ATL,WR,104,60,822,13.7,2,40,3.8,51.4,57.7%,7.9,1,1,0,0,1.0,0.1,0.1,61,13.5,823,2,1
59,Johnnie Morton,DET,WR,116,61,788,12.9,3,40,3.8,49.3,52.6%,6.8,4,25,0,0,6.3,1.6,0.3,65,12.5,813,3,1
60,Shannon Sharpe,BAL,TE,105,67,810,12.1,5,36,4.2,50.6,63.8%,7.7,,,,0,,,,67,12.1,810,5,0
61,Priest Holmes,BAL,,46,32,221,6.9,0,11,2.0,13.8,69.6%,4.8,137,588,2,38,4.3,36.8,8.6,169,4.8,809,2,2
62,Ike Hilliard,NYG,WR,105,55,787,14.3,8,44,3.9,56.2,52.4%,7.5,3,19,0,1,6.3,1.4,0.2,58,13.9,806,8,0
63,Jerry Rice,SFO,WR,122,75,805,10.7,7,49,4.7,50.3,61.5%,6.6,1,-2,0,0,-2.0,-0.1,0.1,76,10.6,803,7,3
64,Peerless Price,BUF,WR,106,52,762,14.7,3,34,3.3,47.6,49.1%,7.2,2,32,0,1,16.0,2.0,0.1,54,14.7,794,3,4
65,Oronde Gadsden,MIA,WR,93,56,786,14.0,6,35,3.5,49.1,60.2%,8.5,,,,0,,,,56,14.0,786,6,0
66,Jacquez Green,TAM,WR,103,51,773,15.2,1,34,3.2,48.3,49.5%,7.5,5,13,0,0,2.6,0.8,0.3,56,14.0,786,1,0
67,Ron Dayne,NYG,rb,3,3,11,3.7,0,1,0.2,0.7,100.0%,3.7,228,770,5,48,3.4,48.1,14.3,231,3.4,781,5,1
68,Freddie Jones,SDG,TE,126,71,766,10.8,5,38,4.4,47.9,56.3%,6.1,,,,0,,,,71,10.8,766,5,3
69,Albert Connell,WAS,WR,102,39,762,19.5,3,29,2.4,47.6,38.2%,7.5,,,,0,,,,39,19.5,762,3,0
70,Az-Zahir Hakim,STL,,81,53,734,13.8,4,32,3.3,45.9,65.4%,9.1,5,19,0,1,3.8,1.2,0.3,58,13.0,753,4,7
71,Frank Sanders,ARI,WR,116,54,749,13.9,6,37,3.4,46.8,46.6%,6.5,,,,0,,,,54,13.9,749,6,0
72,Marcus Robinson,CHI,WR,102,55,738,13.4,5,27,5.0,67.1,53.9%,7.2,1,9,0,0,9.0,0.8,0.1,56,13.3,747,5,1
73,Curtis Conway,SDG,WR,99,53,712,13.4,5,30,3.8,50.9,53.5%,7.2,3,31,0,3,10.3,2.2,0.2,56,13.3,743,5,0
74,Peter Warrick,CIN,WR,126,51,592,11.6,4,34,3.2,37.0,40.5%,4.7,16,148,2,6,9.3,9.3,1.0,67,11.0,740,6,2
75,Terrell Fletcher,SDG,rb,71,48,355,7.4,1,17,3.0,22.2,67.6%,5.0,116,384,3,18,3.3,24.0,7.3,164,4.5,739,4,2
76,Chad Lewis,PHI,TE,110,69,735,10.7,3,35,4.3,45.9,62.7%,6.7,,,,0,,,,69,10.7,735,3,0
77,James Thrash,WAS,WR,74,50,653,13.1,2,29,3.1,40.8,67.6%,8.8,10,82,0,4,8.2,5.1,0.6,60,12.3,735,2,1
78,Sean Dawkins,SEA,WR,102,63,731,11.6,5,42,3.9,45.7,61.8%,7.2,,,,0,,,,63,11.6,731,5,0
79,Kyle Brady,JAX,TE,94,64,729,11.4,3,39,4.0,45.6,68.1%,7.8,,,,0,,,,64,11.4,729,3,0
80,Hines Ward,PIT,WR,83,48,672,14.0,4,31,3.0,42.0,57.8%,8.1,4,53,0,2,13.3,3.3,0.3,52,13.9,725,4,2
81,Darrell Jackson,SEA,WR,93,53,713,13.5,6,31,3.3,44.6,57.0%,7.7,1,-1,0,0,-1.0,-0.1,0.1,54,13.2,712,6,2
82,Larry Centers,WAS,fb,93,81,600,7.4,3,27,5.4,40.0,87.1%,6.5,19,103,0,4,5.4,6.9,1.3,100,7.0,703,3,1
83,Travis Prentice,CLE,RB,43,37,191,5.2,1,7,2.3,11.9,86.0%,4.4,173,512,7,30,3.0,32.0,10.8,210,3.3,703,8,2
84,Jeremy McDaniel,BUF,wr,69,43,697,16.2,2,31,2.7,43.6,62.3%,10.1,,,,0,,,,43,16.2,697,2,0
85,Sylvester Morris,KAN,WR,105,48,678,14.1,3,32,3.2,45.2,45.7%,6.5,,,,0,,,,48,14.1,678,3,3
86,Terance Mathis,ATL,WR,124,57,679,11.9,5,42,3.6,42.4,46.0%,5.5,1,-5,0,0,-5.0,-0.3,0.1,58,11.6,674,5,1
87,Bobby Shaw,PIT,,69,40,672,16.8,4,31,2.5,42.0,58.0%,9.7,,,,0,,,,40,16.8,672,4,2
88,Kevin Johnson,CLE,WR,98,57,669,11.7,0,26,3.6,41.8,58.2%,6.8,,,,0,,,,57,11.7,669,0,0
89,Charles Johnson,PHI,WR,100,56,642,11.5,7,33,3.5,40.1,56.0%,6.4,5,18,0,1,3.6,1.1,0.3,61,10.8,660,7,0
90,Qadry Ismail,BAL,WR,95,49,655,13.4,5,37,3.3,43.7,51.6%,6.9,,,,0,,,,49,13.4,655,5,0
91,Jerome Pathon,IND,WR,89,50,646,12.9,3,33,3.1,40.4,56.2%,7.3,1,3,0,0,3.0,0.2,0.1,51,12.7,649,3,0
92,Frank Wycheck,TEN,TE,109,70,636,9.1,4,37,4.4,39.8,64.2%,5.8,,,,0,,,,70,9.1,636,4,2
93,Donovan McNabb,PHI,QB,4,2,5,2.5,0,0,0.1,0.3,50.0%,1.3,86,629,6,32,7.3,39.3,5.4,88,7.2,634,6,7
94,Napoleon Kaufman,OAK,,24,13,127,9.8,1,8,0.9,9.1,54.2%,5.3,93,499,0,22,5.4,35.6,6.6,106,5.9,626,1,1
95,Eddie Kennison,CHI,WR,95,55,549,10.0,2,29,3.4,34.3,57.9%,5.8,3,72,0,2,24.0,4.5,0.2,58,10.7,621,2,1
96,Darnell Autry,PHI,RB,37,24,275,11.5,1,12,2.2,25.0,64.9%,7.4,112,334,3,17,3.0,30.4,10.2,136,4.5,609,4,2
97,Sammy Morris,BUF,RB,48,37,268,7.2,1,7,3.1,22.3,77.1%,5.6,93,341,5,28,3.7,28.4,7.8,130,4.7,609,6,2
98,Andre Rison,OAK,,70,41,606,14.8,6,29,2.6,37.9,58.6%,8.7,,,,0,,,,41,14.8,606,6,0
99,Chris Warren,2TM,,43,32,303,9.5,1,0,2.3,21.6,74.4%,7.0,74,296,2,0,4.0,21.1,5.3,106,5.7,599,3,3
100,Thomas Jones,ARI,,46,32,208,6.5,0,9,2.3,14.9,69.6%,4.5,112,373,2,23,3.3,26.6,8.0,144,4.0,581,2,4
101,Terrence Wilkins,IND,wr,67,43,569,13.2,3,28,3.1,40.6,64.2%,8.5,3,8,0,0,2.7,0.6,0.2,46,12.5,577,3,4
102,Torrance Small,PHI,WR,94,40,569,14.2,3,27,2.9,40.6,42.6%,6.1,1,1,0,0,1.0,0.1,0.1,41,13.9,570,3,0
103,Irving Fryar,WAS,wr,76,41,548,13.4,5,29,2.9,39.1,53.9%,7.2,2,16,0,1,8.0,1.1,0.1,43,13.1,564,5,0
104,Mike Alstott,TAM,FB,19,13,93,7.2,0,3,1.0,7.2,68.4%,4.9,131,465,5,37,3.5,35.8,10.1,144,3.9,558,5,3
105,David Patten,CLE,WR,72,38,546,14.4,1,20,2.7,39.0,52.8%,7.6,,,,0,,,,38,14.4,546,1,2
106,Duce Staley,PHI,rb,33,25,201,8.0,0,12,5.0,40.2,75.8%,6.1,79,344,1,14,4.4,68.8,15.8,104,5.2,545,1,3
107,Ken Dilger,IND,TE,72,47,538,11.4,3,27,2.9,33.6,65.3%,7.5,,,,0,,,,47,11.4,538,3,1
108,Chris Sanders,TEN,WR,61,33,536,16.2,0,24,2.1,33.5,54.1%,8.8,,,,0,,,,33,16.2,536,0,1
109,J.R. Redmond,NWE,rb,29,20,126,6.3,2,5,1.7,10.5,69.0%,4.3,125,406,1,14,3.2,33.8,10.4,145,3.7,532,3,2
110,J.J. Stokes,SFO,,53,30,524,17.5,3,26,1.9,32.8,56.6%,9.9,1,6,0,0,6.0,0.4,0.1,31,17.1,530,3,0
111,Rich Gannon,OAK,QB,0,0,0,,0,0,0.0,0.0,0.0%,,89,529,4,35,5.9,33.1,5.6,89,5.9,529,4,9
112,Willie Jackson,NOR,WR,80,37,523,14.1,6,28,2.5,34.9,46.3%,6.5,,,,0,,,,37,14.1,523,6,2
113,Randy Jordan,OAK,,32,27,299,11.1,1,15,1.7,18.7,84.4%,9.3,46,213,3,10,4.6,13.3,2.9,73,7.0,512,4,1
114,Stephen Alexander,WAS,TE,72,47,510,10.9,2,33,2.9,31.9,65.3%,7.1,,,,0,,,,47,10.9,510,2,2
115,Dwayne Carswell,DEN,TE,64,49,495,10.1,3,27,3.1,30.9,76.6%,7.7,,,,0,,,,49,10.1,495,3,0
116,Brandon Bennett,CIN,,29,19,168,8.8,0,5,1.2,10.5,65.5%,5.8,90,324,3,18,3.6,20.3,5.6,109,4.5,492,3,2
117,Marty Booker,CHI,wr,74,47,490,10.4,2,28,3.1,32.7,63.5%,6.6,2,-1,0,0,-0.5,-0.1,0.1,49,10.0,489,2,2
118,Jermaine Fazande,SDG,RB,18,16,104,6.5,0,2,1.2,8.0,88.9%,5.8,119,368,2,22,3.1,28.3,9.2,135,3.5,472,2,1
119,Daunte Culpepper,MIN,QB,0,0,0,,0,0,0.0,0.0,0.0%,,89,470,7,36,5.3,29.4,5.6,89,5.3,470,7,11
120,Dennis Northcutt,CLE,wr,82,39,422,10.8,0,24,2.6,28.1,47.6%,5.1,9,33,0,1,3.7,2.2,0.6,48,9.5,455,0,1
121,Leslie Shepherd,MIA,WR,59,35,446,12.7,4,16,2.7,34.3,59.3%,7.6,4,3,0,1,0.8,0.2,0.3,39,11.5,449,4,0
122,Germane Crowell,DET,wr,73,34,430,12.6,3,16,3.8,47.8,46.6%,5.9,1,12,0,1,12.0,1.3,0.1,35,12.6,442,3,0
123,Ricky Proehl,STL,,39,31,441,14.2,4,26,2.6,36.8,79.5%,11.3,,,,0,,,,31,14.2,441,4,0
124,Marcus Pollard,IND,TE,42,30,439,14.6,3,18,1.9,27.4,71.4%,10.5,,,,0,,,,30,14.6,439,3,0
125,Kordell Stewart,PIT,QB,0,0,0,,0,0,0.0,0.0,0.0%,,78,436,7,29,5.6,27.3,4.9,78,5.6,436,7,8
126,Herman Moore,DET,WR,80,40,434,10.9,3,25,2.7,28.9,50.0%,5.4,,,,0,,,,40,10.9,434,3,0
127,Rocket Ismail,DAL,WR,43,25,350,14.0,1,18,2.8,38.9,58.1%,8.1,8,73,0,3,9.1,8.1,0.9,33,12.8,423,1,1
128,Kevin Lockett,KAN,,56,33,422,12.8,2,25,2.1,26.4,58.9%,7.5,,,,0,,,,33,12.8,422,2,3
129,Wesley Walls,CAR,TE,49,31,422,13.6,2,21,3.9,52.8,63.3%,8.6,,,,0,,,,31,13.6,422,2,0
130,Stanley Pritchett,PHI,,30,25,193,7.7,0,15,1.6,12.1,83.3%,6.4,58,225,1,11,3.9,14.1,3.6,83,5.0,418,1,1
131,Tim Dwight,ATL,,53,26,406,15.6,3,20,1.9,29.0,49.1%,7.7,5,8,0,1,1.6,0.6,0.4,31,13.4,414,3,3
132,Jeff Garcia,SFO,QB,0,0,0,,0,0,0.0,0.0,0.0%,,72,414,4,24,5.8,25.9,4.5,72,5.8,414,4,7
133,Kimble Anders,KAN,RB,19,15,76,5.1,0,0,1.0,5.1,78.9%,4.0,76,331,2,1,4.4,22.1,5.1,91,4.5,407,2,1
134,Steve McNair,TEN,QB,0,0,0,,0,0,0.0,0.0,0.0%,,72,403,0,23,5.6,25.2,4.5,72,5.6,403,0,12
135,Brad Hoover,CAR,,19,15,112,7.5,0,6,0.9,7.0,78.9%,5.9,89,290,1,12,3.3,18.1,5.6,104,3.9,402,1,1
136,Tony Martin,MIA,wr,63,26,393,15.1,0,19,2.6,39.3,41.3%,6.2,,,,0,,,,26,15.1,393,0,0
137,Laveranues Coles,NYJ,,42,22,370,16.8,1,16,1.7,28.5,52.4%,8.8,2,15,0,0,7.5,1.2,0.2,24,16.0,385,1,0
138,Fred Beasley,SFO,FB,51,31,233,7.5,3,11,2.1,15.5,60.8%,4.6,50,147,3,14,2.9,9.8,3.3,81,4.7,380,6,0
139,David Sloan,DET,TE,60,32,379,11.8,2,19,2.1,25.3,53.3%,6.3,,,,0,,,,32,11.8,379,2,0
140,Antowain Smith,BUF,,5,3,20,6.7,0,1,0.3,1.8,60.0%,4.0,101,354,4,19,3.5,32.2,9.2,104,3.6,374,4,1
141,Jay Riemersma,BUF,TE,60,31,372,12.0,5,19,2.6,31.0,51.7%,6.2,,,,0,,,,31,12.0,372,5,1
142,Dorsey Levens,GNB,rb,21,16,146,9.1,0,9,3.2,29.2,76.2%,7.0,77,224,3,13,2.9,44.8,15.4,93,4.0,370,3,0
143,Bubba Franks,GNB,TE,55,34,363,10.7,1,16,2.1,22.7,61.8%,6.6,,,,0,,,,34,10.7,363,1,1
144,James Jett,OAK,WR,39,20,356,17.8,2,16,1.3,22.3,51.3%,9.1,,,,0,,,,20,17.8,356,2,0
145,Shaun Alexander,SEA,,11,5,41,8.2,0,2,0.3,2.6,45.5%,3.7,64,313,2,20,4.9,19.6,4.0,69,5.1,354,2,2
146,Shaun King,TAM,QB,0,0,0,,0,0,0.0,0.0,0.0%,,73,353,5,25,4.8,22.1,4.6,73,4.8,353,5,4
147,Chad Morton,NOR,,37,30,213,7.1,0,12,1.9,13.3,81.1%,5.8,36,136,0,6,3.8,8.5,2.3,66,5.3,349,0,2
148,Rickey Dudley,OAK,TE,49,29,350,12.1,4,18,1.8,21.9,59.2%,7.1,1,-7,0,0,-7.0,-0.4,0.1,30,11.4,343,4,1
149,Greg Clark,SFO,TE,51,38,342,9.0,2,18,2.5,22.8,74.5%,6.7,,,,0,,,,38,9.0,342,2,1
150,Reggie Kelly,ATL,TE,50,31,340,11.0,2,14,1.9,21.3,62.0%,6.8,,,,0,,,,31,11.0,340,2,1
151,Desmond Clark,DEN,,38,27,339,12.6,3,18,1.7,21.2,71.1%,8.9,,,,0,,,,27,12.6,339,3,0
152,Errict Rhett,CLE,,19,14,78,5.6,0,1,2.8,15.6,73.7%,4.1,71,258,0,10,3.6,51.6,14.2,85,4.0,336,0,0
153,Bob Christian,ATL,FB,63,44,315,7.2,0,12,2.8,19.7,69.8%,5.0,9,19,0,1,2.1,1.2,0.6,53,6.3,334,0,0
154,Donald Driver,GNB,,49,21,322,15.3,1,16,1.3,20.1,42.9%,6.6,1,4,0,0,4.0,0.3,0.1,22,14.8,326,1,0
155,Cade McNown,CHI,QB,0,0,0,,0,0,0.0,0.0,0.0%,,50,326,3,18,6.5,32.6,5.0,50,6.5,326,3,8
156,Greg Comella,NYG,FB,50,36,274,7.6,0,13,2.3,17.1,72.0%,5.5,10,45,0,2,4.5,2.8,0.6,46,6.9,319,0,2
157,Craig Yeast,CIN,WR,51,24,301,12.5,0,18,1.6,20.1,47.1%,5.9,1,15,0,1,15.0,1.0,0.1,25,12.6,316,0,3
158,Tony McGee,CIN,TE,49,26,309,11.9,1,13,1.9,22.1,53.1%,6.3,,,,0,,,,26,11.9,309,1,0
159,Jackie Harris,DAL,te,56,39,306,7.8,5,18,2.4,19.1,69.6%,5.5,,,,0,,,,39,7.8,306,5,0
160,Richard Huntley,PIT,,19,10,91,9.1,0,4,0.8,7.0,52.6%,4.8,46,215,3,13,4.7,16.5,3.5,56,5.5,306,3,1
161,Justin Watson,STL,,11,10,56,5.6,0,1,0.7,4.0,90.9%,5.1,54,249,4,13,4.6,17.8,3.9,64,4.8,305,4,0
162,Aaron Shea,CLE,te,51,30,302,10.1,2,10,2.0,20.1,58.8%,5.9,,,,0,,,,30,10.1,302,2,1
163,Rob Johnson,BUF,QB,1,1,-6,-6.0,0,0,0.1,-0.5,100.0%,-6.0,42,307,1,16,7.3,25.6,3.5,43,7.0,301,1,4
164,Wane McGarity,DAL,,49,25,250,10.0,0,12,1.8,17.9,51.0%,5.1,6,49,1,2,8.2,3.5,0.4,31,9.6,299,1,2
165,Cecil Martin,PHI,FB,39,31,219,7.1,0,13,1.9,13.7,79.5%,5.6,13,77,0,2,5.9,4.8,0.8,44,6.7,296,0,1
166,Keith Poole,NOR,,37,21,293,14.0,1,12,1.4,19.5,56.8%,7.9,,,,0,,,,21,14.0,293,1,1
167,Yancey Thigpen,TEN,,26,15,289,19.3,2,10,1.3,24.1,57.7%,11.1,,,,0,,,,15,19.3,289,2,0
168,Itula Mili,SEA,te,47,28,288,10.3,3,18,1.8,18.0,59.6%,6.1,,,,0,,,,28,10.3,288,3,1
169,Dave Moore,TAM,TE,54,29,288,9.9,3,19,1.8,18.0,53.7%,5.3,,,,0,,,,29,9.9,288,3,0
170,Tai Streets,SFO,,41,19,287,15.1,0,10,1.3,19.1,46.3%,7.0,1,0,0,1,0.0,0.0,0.1,20,14.4,287,0,1
171,Travis Taylor,BAL,WR,54,28,276,9.9,3,17,3.1,30.7,51.9%,5.1,2,11,0,0,5.5,1.2,0.2,30,9.6,287,3,1
172,Terrell Davis,DEN,,2,2,4,2.0,0,0,0.4,0.8,100.0%,2.0,78,282,2,15,3.6,56.4,15.6,80,3.6,286,2,1
173,Byron Chamberlain,DEN,,32,22,283,12.9,1,12,1.5,18.9,68.8%,8.8,,,,0,,,,22,12.9,283,1,0
174,Andrew Glover,NOR,TE,40,21,281,13.4,4,12,1.3,17.6,52.5%,7.0,,,,0,,,,21,13.4,281,4,0
175,Brian Mitchell,PHI,,21,13,89,6.8,1,5,0.8,5.6,61.9%,4.2,25,187,2,9,7.5,11.7,1.6,38,7.3,276,3,3
176,Plaxico Burress,PIT,WR,65,22,273,12.4,0,13,1.8,22.8,33.8%,4.2,,,,0,,,,22,12.4,273,0,1
177,Joe Jurevicius,NYG,,49,24,272,11.3,1,17,1.7,19.4,49.0%,5.6,,,,0,,,,24,11.3,272,1,1
