,player,team,pos,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_td_perc,pass_int,pass_int_perc,pass_first_down,pass_yds_per_att,pass_adj_yds_per_att,pass_yds_per_cmp,pass_yds_per_g,pass_rating,pass_sacked,pass_sacked_yds,pass_net_yds_per_att,pass_adj_net_yds_per_att,pass_sacked_perc,comebacks,gwd
29,Patrick Ramsey,WAS,qb,169,272,62.1,1665,10,3.7,11,4.0,89,6.1,5.0,9.9,185.0,74.8,23,137,5.18,4.18,7.8,,
30,Jeff Garcia,CLE,QB,144,252,57.1,1731,10,4.0,9,3.6,71,6.9,6.1,12.0,157.4,76.7,24,99,5.91,5.17,8.7,1,1
31,Mark Brunell,WAS,QB,118,237,49.8,1194,7,3.0,6,2.5,68,5.0,4.5,10.1,132.7,63.9,15,105,4.32,3.81,6.0,0,1
32,Ken Dorsey,SFO,qb,123,226,54.4,1231,6,2.7,9,4.0,60,5.4,4.2,10.0,153.9,62.4,13,94,4.76,3.56,5.4,0,1
33,Steve McNair,TEN,QB,129,215,60.0,1343,8,3.7,9,4.2,76,6.2,5.1,10.4,167.9,73.1,13,95,5.47,4.40,5.7,1,1
34,Eli Manning,NYG,qb,95,197,48.2,1043,6,3.0,9,4.6,50,5.3,3.8,11.0,115.9,55.4,13,83,4.57,3.21,6.2,1,1
35,Jay Fiedler,MIA,qb,101,190,53.2,1186,7,3.7,8,4.2,55,6.2,5.1,11.7,148.3,67.1,25,165,4.75,3.73,11.6,,
36,Chad Hutchinson,CHI,QB,92,161,57.1,903,4,2.5,3,1.9,43,5.6,5.3,9.8,180.6,73.6,23,160,4.04,3.74,12.5,,
37,Craig Krenzel,CHI,qb,59,127,46.5,718,3,2.4,6,4.7,31,5.7,4.0,12.2,119.7,52.5,23,158,3.73,2.33,15.3,1,1
38,Jon Kitna,CIN,,61,104,58.7,623,5,4.8,4,3.8,32,6.0,5.2,10.2,155.8,75.9,6,41,5.29,4.56,5.5,1,1
39,Brad Johnson,TAM,,65,103,63.1,674,3,2.9,3,2.9,28,6.5,5.8,10.4,168.5,79.5,8,55,5.58,4.90,7.2,,
40,Luke McCown,CLE,,48,98,49.0,608,4,4.1,7,7.1,19,6.2,3.8,12.7,121.6,52.6,12,122,4.42,2.28,10.9,,
41,Jonathan Quinn,CHI,,51,98,52.0,413,1,1.0,3,3.1,18,4.2,3.0,8.1,82.6,53.7,15,109,2.69,1.67,13.3,,
42,Kelly Holcomb,CLE,,59,87,67.8,737,7,8.0,5,5.7,35,8.5,7.5,12.5,184.3,96.8,5,31,7.67,6.75,5.4,,
43,Rex Grossman,CHI,,47,84,56.0,607,1,1.2,3,3.6,29,7.2,5.9,12.9,202.3,67.9,5,22,6.57,5.28,5.6,,
44,Shaun King,ARI,,47,84,56.0,502,1,1.2,4,4.8,26,6.0,4.1,10.7,167.3,57.7,6,42,5.11,3.33,6.7,,
45,Chris Simms,TAM,,42,73,57.5,467,1,1.4,3,4.1,21,6.4,4.8,11.1,93.4,64.1,10,75,4.72,3.34,12.0,,
46,David Garrard,JAX,,38,72,52.8,374,2,2.8,1,1.4,21,5.2,5.1,9.8,93.5,71.2,6,35,4.35,4.28,7.7,0,1
47,Matt Schaub,ATL,,33,70,47.1,330,1,1.4,4,5.7,15,4.7,2.4,10.0,55.0,42.0,4,14,4.27,2.11,5.4,,
48,Rich Gannon,OAK,,41,68,60.3,524,3,4.4,2,2.9,23,7.7,7.3,12.8,174.7,86.9,5,17,6.95,6.53,6.8,,
49,Chris Chandler,STL,,35,62,56.5,463,2,3.2,8,12.9,15,7.5,2.3,13.2,92.6,51.4,7,54,5.93,1.29,10.1,,
50,Tommy Maddox,PIT,,30,60,50.0,329,1,1.7,2,3.3,15,5.5,4.3,11.0,82.3,58.3,6,37,4.42,3.36,9.1,0,1
51,Quincy Carter,NYJ,,35,58,60.3,498,3,5.2,1,1.7,25,8.6,8.8,14.2,71.1,98.2,12,70,6.11,6.33,17.1,1,1
52,Trent Dilfer,SEA,,25,58,43.1,333,1,1.7,3,5.2,12,5.7,3.8,13.3,66.6,46.1,4,21,5.03,3.18,6.5,0,0
53,Koy Detmer,PHI,,18,40,45.0,207,0,0.0,2,5.0,6,5.2,2.9,11.5,12.9,40.3,2,16,4.55,2.40,4.8,,
54,John Navarre,ARI,,18,40,45.0,168,1,2.5,4,10.0,6,4.2,0.2,9.3,168.0,25.8,1,8,3.90,0.00,2.4,,
55,Sage Rosenfels,MIA,,16,39,41.0,264,1,2.6,3,7.7,9,6.8,3.8,16.5,88.0,41.0,3,16,5.90,3.17,7.1,,
56,Doug Flutie,SDG,,20,38,52.6,276,1,2.6,0,0.0,15,7.3,7.8,13.8,138.0,85.0,1,7,6.90,7.41,2.6,,
57,Jeff Blake,PHI,,18,37,48.6,126,1,2.7,1,2.7,8,3.4,2.7,7.0,42.0,54.6,2,17,2.79,2.15,5.1,,
58,Craig Nall,GNB,,23,33,69.7,314,4,12.1,0,0.0,19,9.5,11.9,13.7,62.8,139.4,2,8,8.74,11.03,5.7,,
59,Jamie Martin,STL,,16,30,53.3,188,0,0.0,0,0.0,8,6.3,6.3,11.8,188.0,72.6,2,6,5.69,5.69,6.3,,
60,Jim Sorgi,IND,,17,29,58.6,175,2,6.9,0,0.0,6,6.0,7.4,10.3,43.8,99.1,1,8,5.57,6.90,3.3,,
61,Doug Pederson,GNB,,11,23,47.8,120,0,0.0,2,8.7,5,5.2,1.3,10.9,30.0,27.4,0,0,5.22,1.30,0.0,,
62,Drew Henson,DAL,,10,18,55.6,78,1,5.6,1,5.6,7,4.3,2.9,7.8,11.1,61.8,2,26,2.60,1.35,10.0,,
63,Mike McMahon,DET,,11,15,73.3,77,0,0.0,1,6.7,4,5.1,2.1,7.0,77.0,56.8,1,12,4.06,1.25,6.3,,
64,Doug Johnson,TEN,,6,12,50.0,68,0,0.0,0,0.0,2,5.7,5.7,11.3,34.0,67.4,1,6,4.77,4.77,7.7,,
65,Rohan Davey,NWE,,4,10,40.0,54,0,0.0,0,0.0,4,5.4,5.4,13.5,13.5,57.9,0,0,5.40,5.40,0.0,,
66,Cody Pickett,SFO,,4,10,40.0,55,0,0.0,2,20.0,4,5.5,-3.5,13.8,55.0,18.7,2,14,3.42,-4.08,16.7,,
67,Brooks Bollinger,NYJ,,5,9,55.6,60,0,0.0,0,0.0,2,6.7,6.7,12.0,60.0,76.2,1,8,5.20,5.20,10.0,,
68,Philip Rivers,SDG,,5,8,62.5,33,1,12.5,0,0.0,3,4.1,6.6,6.6,16.5,110.9,0,0,4.13,6.63,0.0,,
69,Todd Collins,KAN,,1,5,20.0,42,0,0.0,0,0.0,1,8.4,8.4,42.0,21.0,62.1,0,0,8.40,8.40,0.0,,
70,J.P. Losman,BUF,,3,5,60.0,32,0,0.0,1,20.0,2,6.4,-2.6,10.7,8.0,39.2,1,0,5.33,-2.17,16.7,,
71,Craig Hentrich,TEN,,2,4,50.0,10,0,0.0,0,0.0,1,2.5,2.5,5.0,0.6,56.2,0,0,2.50,2.50,0.0,,
72,Jabar Gaffney,HOU,WR,0,3,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
73,Rod Gardner,WAS,WR,0,3,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
74,Shane Matthews,BUF,,2,3,66.7,44,1,33.3,0,0.0,2,14.7,21.3,22.0,14.7,149.3,0,0,14.67,21.33,0.0,,
75,Chris Mohr,ATL,,2,3,66.7,24,0,0.0,0,0.0,1,8.0,8.0,12.0,1.5,91.0,0,0,8.00,8.00,0.0,,
76,Brian Moorman,BUF,,1,3,33.3,24,0,0.0,0,0.0,1,8.0,8.0,24.0,1.5,63.2,0,0,8.00,8.00,0.0,,
77,Tony Banks,HOU,,1,2,50.0,16,0,0.0,0,0.0,1,8.0,8.0,16.0,3.2,77.1,0,0,8.00,8.00,0.0,,
78,Isaac Bruce,STL,WR,0,2,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
79,Keyshawn Johnson,DAL,WR,0,2,0.0,0,0,0.0,1,50.0,0,0.0,-22.5,,0.0,0.0,0,0,0.00,-22.50,0.0,,
80,Randy Moss,MIN,WR,1,2,50.0,37,0,0.0,1,50.0,1,18.5,-4.0,37.0,2.8,56.2,0,0,18.50,-4.00,0.0,,
81,Clinton Portis,WAS,RB,1,2,50.0,15,1,50.0,0,0.0,1,7.5,17.5,15.0,1.0,114.6,0,0,7.50,17.50,0.0,,
82,LaDainian Tomlinson,SDG,RB,1,2,50.0,38,0,0.0,0,0.0,1,19.0,19.0,38.0,2.5,95.8,1,1,12.33,12.33,33.3,,
83,Richie Anderson,DAL,,1,1,100.0,26,1,100.0,0,0.0,1,26.0,46.0,26.0,2.2,158.3,0,0,26.00,46.00,0.0,,
84,Mike Bartrum,PHI,,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
85,Drew Bennett,TEN,WR,1,1,100.0,26,1,100.0,0,0.0,1,26.0,46.0,26.0,1.6,158.3,0,0,26.00,46.00,0.0,,
86,Jerome Bettis,PIT,RB,1,1,100.0,10,1,100.0,0,0.0,1,10.0,30.0,10.0,0.7,147.9,0,0,10.00,30.00,0.0,,
87,Marty Booker,MIA,WR,1,1,100.0,48,0,0.0,0,0.0,1,48.0,48.0,48.0,3.2,118.7,0,0,48.00,48.00,0.0,,
88,Patrick Crayton,DAL,,0,1,0.0,0,0,0.0,1,100.0,0,0.0,-45.0,,0.0,0.0,0,0,0.00,-45.00,0.0,,
89,Ronald Curry,OAK,,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
90,Adimchinobe Echemandu,CLE,,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
91,Paul Edinger,CHI,,0,1,0.0,0,0,0.0,1,100.0,0,0.0,-45.0,,0.0,0.0,0,0,0.00,-45.00,0.0,,
92,Jeff Feagles,NYG,,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
93,Tony Fisher,GNB,,1,1,100.0,8,1,100.0,0,0.0,1,8.0,28.0,8.0,0.5,139.6,0,0,8.00,28.00,0.0,,
94,Gus Frerotte,MIN,,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
95,Terry Glenn,DAL,wr,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
96,Ahman Green,GNB,RB,1,1,100.0,20,1,100.0,0,0.0,1,20.0,40.0,20.0,1.3,158.3,0,0,20.00,40.00,0.0,,
97,Randy Hymes,BAL,WR,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
98,Frisman Jackson,CLE,,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
99,LaMont Jordan,NYJ,,0,1,0.0,0,0,0.0,1,100.0,0,0.0,-45.0,,0.0,0.0,0,0,0.00,-45.00,0.0,,
100,Mat McBriar,DAL,,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
101,Keenan McCardell,SDG,wr,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
102,Mewelde Moore,MIN,,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
103,Rodney Peete,CAR,,1,1,100.0,3,0,0.0,0,0.0,0,3.0,3.0,3.0,3.0,79.2,0,0,3.00,3.00,0.0,,
104,Peerless Price,ATL,WR,1,1,100.0,25,0,0.0,0,0.0,1,25.0,25.0,25.0,1.6,118.7,0,0,25.00,25.00,0.0,,
105,Ricky Proehl,CAR,,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
106,Antwaan Randle El,PIT,wr,1,1,100.0,10,1,100.0,0,0.0,1,10.0,30.0,10.0,0.6,147.9,0,0,10.00,30.00,0.0,,
107,Jeff Saturday,IND,C,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
108,Mike Scifres,SDG,,0,1,0.0,0,0,0.0,1,100.0,0,0.0,-45.0,,0.0,0.0,0,0,0.00,-45.00,0.0,,
109,Emmitt Smith,ARI,RB,1,1,100.0,21,1,100.0,0,0.0,1,21.0,41.0,21.0,1.4,158.3,0,0,21.00,41.00,0.0,,
110,Steve Smith,CAR,,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
111,Brian St. Pierre,PIT,,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,1,1
112,Adam Vinatieri,NWE,,1,1,100.0,4,1,100.0,0,0.0,1,4.0,24.0,4.0,0.3,122.9,0,0,4.00,24.00,0.0,,
113,Jeff Wilkins,STL,,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
114,Roy Williams,DET,WR,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
