,player,team,pos,fga1,fgm1,fga2,fgm2,fga3,fgm3,fga4,fgm4,fga5,fgm5,fga,fgm,fg_perc,xpa,xpm,xp_perc,kickoff,kickoff_yds,kickoff_tb,kickoff_tb_pct,kickoff_yds_avg,punt,punt_yds,punt_yds_per_punt
23,Nick Folk,NYJ,,,,8,7,8,6,7,5,4,3,27,21,77.8%,30,30,100.0%,68,4231,12,17.6%,62.2,,,
24,Stephen Hauschka,SEA,,1,1,7,7,10,10,5,5,4,1,27,24,88.9%,48,46,95.8%,87,5623,36,41.4%,64.6,,,
25,Robbie Gould,CHI,,,,7,7,7,5,9,7,2,2,25,21,84.0%,33,33,100.0%,66,4306,38,57.6%,65.2,,,
26,Rian Lindell,BUF,,1,1,3,3,11,10,7,6,2,1,24,21,87.5%,39,39,100.0%,47,2878,7,14.9%,61.2,,,
27,Mike Nugent,CIN,,2,2,5,5,5,5,9,6,2,1,23,19,82.6%,35,35,100.0%,65,4252,21,32.3%,65.4,,,
28,Garrett Hartley,NOR,,,,9,9,6,4,3,2,4,3,22,18,81.8%,57,57,100.0%,2,24,,,12.0,,,
29,Nick Novak,SDG,,1,1,5,5,6,6,4,4,4,2,20,18,90.0%,33,33,100.0%,62,3951,22,35.5%,63.7,,,
30,Kai Forbath,WAS,,,,3,3,3,2,11,11,1,1,18,17,94.4%,34,33,97.1%,62,3853,15,24.2%,62.1,,,
31,Josh Brown,CIN,,,,3,3,4,4,3,3,2,1,12,11,91.7%,8,8,100.0%,23,1475,6,26.1%,64.1,,,
32,Billy Cundiff,WAS,,,,1,1,5,3,4,3,2,,12,7,58.3%,17,17,100.0%,29,1841,18,62.1%,63.5,,,
33,Graham Gano,CAR,,,,3,3,3,3,3,2,2,1,11,9,81.8%,21,20,95.2%,35,2320,20,57.1%,66.3,,,
34,Nate Kaeding,2TM,,1,1,3,3,,,6,4,,,10,8,80.0%,9,9,100.0%,22,1408,12,54.5%,64.0,2,84,42.0
35,Justin Medlock,CAR,,,,2,2,3,3,4,2,1,,10,7,70.0%,23,23,100.0%,41,2388,17,41.5%,58.2,,,
36,Olindo Mare,CHI,,,,3,2,3,3,2,1,,,8,6,75.0%,7,7,100.0%,16,1045,10,62.5%,65.3,,,
37,Dave Zastudil,ARI,,,,,,,,,,,,,,,,,,1,62,,,62.0,112,5209,46.5
38,Bryan Anger,JAX,,,,,,,,,,,,,,,,,,,,,,,91,4353,47.8
39,Reggie Hodges,CLE,,,,,,,,,,,,,,,,,,,,,,,90,3766,41.8
40,Donnie Jones,HOU,,,,,,,,,,,,,,,,,,1,58,,,58.0,88,4150,47.2
41,Robert Malone,NYJ,,,,,,,,,,,,,,,,,,1,67,,,67.0,84,3848,45.8
42,Dustin Colquitt,KAN,,,,,,,,,,,,,,,,,,,,,,,83,3887,46.8
43,Sam Koch,BAL,,,,,,,,,,,,,,,,,,1,64,,,64.0,83,3911,47.1
44,Johnny Hekker,STL,,,,,,,,,,,,,,,,,,1,9,,,9.0,82,3756,45.8
45,Brett Kern,TEN,,,,,,,,,,,,,,,,,,,,,,,81,3855,47.6
46,Shane Lechler,OAK,,,,,,,,,,,,,,,,,,,,,,,81,3826,47.2
47,Adam Podlesh,CHI,,,,,,,,,,,,,,,,,,4,245,1,25.0%,61.3,81,3399,42.0
48,Mike Scifres,SDG,,,,,,,,,,,,,,,,,,,,,,,81,3914,48.3
49,Drew Butler,PIT,,,,,,,,,,,,,,,,,,,,,,,77,3374,43.8
50,Kevin Huber,CIN,,,,,,,,,,,,,,,,,,,,,,,76,3540,46.6
51,Michael Koenen,TAM,,,,,,,,,,,,,,,,,,87,5593,58,66.7%,64.3,76,3440,45.3
52,Brad Nortman,CAR,,,,,,,,,,,,,,,,,,1,68,,,68.0,76,3267,43.0
53,Thomas Morstead,NOR,,,,,,,,,,,,,,,,,,90,5698,45,50.0%,63.3,74,3707,50.1
54,Brandon Fields,MIA,,,,,,,,,,,,,,,,,,,,,,,73,3666,50.2
55,Pat McAfee,IND,,,,,,,,,,,,,,,,,,79,5213,45,57.0%,66.0,73,3500,47.9
56,Chris Kluwe,MIN,,,,,,,,,,,,,,,,,,,,,,,72,3237,45.0
57,Brian Moorman,2TM,,,,,,,,,,,,,,,,,,,,,,,71,3179,44.8
58,Tim Masthay,GNB,,,,,,,,,,,,,,,,,,,,,,,70,3043,43.5
59,Saverio Rocca,WAS,,,,,,,,,,,,,,,,,,,,,,,68,2984,43.9
60,Britton Colquitt,DEN,,,,,,,,,,,,,,,,,,1,60,,,60.0,67,3099,46.3
61,Nick Harris,DET,,,,,,,,,,,,,,,,,,,,,,,67,2783,41.5
62,Andy Lee,SFO,,,,,,,,,,,,,,,,,,1,63,,,63.0,67,3226,48.1
63,Shawn Powell,BUF,,,,,,,,,,,,,,,,,,,,,,,65,2860,44.0
64,Jon Ryan,SEA,,,,,,,,,,,,,,,,,,1,66,,,66.0,65,2963,45.6
65,Matthew Bosher,ATL,,,,,,,,,,,,,,,,,,94,6094,45,47.9%,64.8,60,2847,47.5
66,Zoltan Mesko,NWE,,,,,,,,,,,,,,,,,,1,60,,,60.0,60,2585,43.1
67,Steve Weatherford,NYG,,,,,,,,,,,,,,,,,,,,,,,58,2757,47.5
68,Mat McBriar,PHI,,,,,,,,,,,,,,,,,,,,,,,55,2560,46.5
69,Chas Henry,PHI,,,,,,,,,,,,,,,,,,,,,,,16,776,48.5
70,Chris Jones,DAL,,,,,,,,,,,,,,,,,,,,,,,12,542,45.2
71,Ben Graham,DET,,,,,,,,,,,,,,,,,,,,,,,6,248,41.3
72,Ben Roethlisberger,PIT,QB,,,,,,,,,,,,,,,,,,,,,,1,26,26.0
