,player,team,pos,targets,rec,rec_yds,rec_yds_per_rec,rec_td,rec_first_down,rec_per_g,rec_yds_per_g,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_td,rush_first_down,rush_yds_per_att,rush_yds_per_g,rush_att_per_g,touches,yds_per_touch,yds_from_scrimmage,rush_receive_td,fumbles
18,Wes Welker,NWE,WR,174,118,1354,11.5,6,71,7.4,84.6,67.8%,7.8,2,20,0,2,10.0,1.3,0.1,120,11.5,1374,6,3
19,Steven Jackson,STL,RB,53,38,321,8.4,0,13,2.4,20.1,71.7%,6.1,258,1045,4,49,4.1,65.3,16.1,296,4.6,1366,4,0
20,Roddy White,ATL,WR,142,92,1351,14.7,7,73,5.8,84.4,64.8%,9.5,,,,0,,,,92,14.7,1351,7,1
21,Reggie Wayne,IND,WR,195,106,1355,12.8,5,73,6.6,84.7,54.4%,6.9,1,-5,0,0,-5.0,-0.3,0.1,107,12.6,1350,5,1
22,Trent Richardson,CLE,RB,70,51,367,7.2,1,18,3.4,24.5,72.9%,5.2,267,950,11,38,3.6,63.3,17.8,318,4.1,1317,12,3
23,Stevan Ridley,NWE,RB,14,6,51,8.5,0,2,0.4,3.2,42.9%,3.6,290,1263,12,83,4.4,78.9,18.1,296,4.4,1314,12,4
24,Reggie Bush,MIA,RB,52,35,292,8.3,2,14,2.2,18.3,67.3%,5.6,227,986,6,43,4.3,61.6,14.2,262,4.9,1278,8,4
25,Ahmad Bradshaw,NYG,RB,31,23,245,10.7,0,7,1.6,17.5,74.2%,7.9,221,1015,6,58,4.6,72.5,15.8,244,5.2,1260,6,3
26,Julio Jones,ATL,WR,128,79,1198,15.2,10,56,4.9,74.9,61.7%,9.4,6,30,0,3,5.0,1.9,0.4,85,14.4,1228,10,0
27,Shonn Greene,NYJ,RB,30,19,151,7.9,0,3,1.2,9.4,63.3%,5.0,276,1063,8,52,3.9,66.4,17.3,295,4.1,1214,8,4
28,LeSean McCoy,PHI,RB,67,54,373,6.9,3,20,4.5,31.1,80.6%,5.6,200,840,2,45,4.2,70.0,16.7,254,4.8,1213,5,4
29,Steve Smith,CAR,WR,137,73,1174,16.1,4,52,4.6,73.4,53.3%,8.6,3,27,0,1,9.0,1.7,0.2,76,15.8,1201,4,1
30,BenJarvus Green-Ellis,CIN,RB,30,22,104,4.7,0,4,1.5,6.9,73.3%,3.5,278,1094,6,55,3.9,72.9,18.5,300,4.0,1198,6,3
31,Marques Colston,NOR,WR,130,83,1154,13.9,10,64,5.2,72.1,63.8%,8.9,,,,0,,,,83,13.9,1154,10,4
32,Michael Crabtree,SFO,WR,127,85,1105,13.0,9,57,5.3,69.1,66.9%,8.7,1,8,0,0,8.0,0.5,0.1,86,12.9,1113,9,0
33,Victor Cruz,NYG,WR,143,86,1092,12.7,10,52,5.4,68.3,60.1%,7.6,,,,0,,,,86,12.7,1092,10,0
34,Randall Cobb,GNB,WR,104,80,954,11.9,8,47,5.3,63.6,76.9%,9.2,10,132,0,7,13.2,8.8,0.7,90,12.1,1086,8,4
35,Brian Hartline,MIA,WR,131,74,1083,14.6,1,49,4.6,67.7,56.5%,8.3,,,,0,,,,74,14.6,1083,1,1
36,Eric Decker,DEN,WR,122,85,1064,12.5,13,53,5.3,66.5,69.7%,8.7,,,,0,,,,85,12.5,1064,13,0
37,Steve Johnson,BUF,WR,148,79,1046,13.2,6,52,4.9,65.4,53.4%,7.1,,,,0,,,,79,13.2,1046,6,1
38,Lance Moore,NOR,WR,104,65,1041,16.0,6,55,4.3,69.4,62.5%,10.0,,,,0,,,,65,16.0,1041,6,0
39,Jason Witten,DAL,TE,147,110,1039,9.4,3,56,6.9,64.9,74.8%,7.1,,,,0,,,,110,9.4,1039,3,0
40,Mikel Leshoure,DET,RB,49,34,214,6.3,0,12,2.4,15.3,69.4%,4.4,215,798,9,47,3.7,57.0,15.4,249,4.1,1012,9,3
41,Mike Williams,TAM,WR,126,63,996,15.8,9,44,3.9,62.3,50.0%,7.9,,,,0,,,,63,15.8,996,9,0
42,Jimmy Graham,NOR,TE,135,85,982,11.6,9,59,5.7,65.5,63.0%,7.3,,,,0,,,,85,11.6,982,9,1
43,Cecil Shorts,JAX,WR,105,55,979,17.8,7,37,3.9,69.9,52.4%,9.3,1,-4,0,0,-4.0,-0.3,0.1,56,17.4,975,7,1
44,Vick Ballard,IND,RB,27,17,152,8.9,1,7,1.1,9.5,63.0%,5.6,211,814,2,52,3.9,50.9,13.2,228,4.2,966,3,3
45,Darren McFadden,OAK,RB,63,42,258,6.1,1,12,3.5,21.5,66.7%,4.1,216,707,2,35,3.3,58.9,18.0,258,3.7,965,3,2
46,Ryan Mathews,SDG,RB,56,39,252,6.5,0,9,3.3,21.0,69.6%,4.5,184,707,1,35,3.8,58.9,15.3,223,4.3,959,1,2
47,Willis McGahee,DEN,RB,33,26,221,8.5,0,10,2.6,22.1,78.8%,6.7,167,731,4,44,4.4,73.1,16.7,193,4.9,952,4,5
48,Miles Austin,DAL,WR,119,66,943,14.3,6,49,4.1,58.9,55.5%,7.9,,,,0,,,,66,14.3,943,6,1
49,Tony Gonzalez,ATL,TE,124,93,930,10.0,8,65,5.8,58.1,75.0%,7.5,,,,0,,,,93,10.0,930,8,0
50,Michael Turner,ATL,RB,30,19,128,6.7,1,2,1.2,8.0,63.3%,4.3,222,800,10,40,3.6,50.0,13.9,241,3.9,928,11,3
51,Anquan Boldin,BAL,WR,112,65,921,14.2,4,45,4.3,61.4,58.0%,8.2,1,3,0,0,3.0,0.2,0.1,66,14.0,924,4,0
52,DeAngelo Williams,CAR,RB,20,13,187,14.4,2,5,0.8,11.7,65.0%,9.4,173,737,5,34,4.3,46.1,10.8,186,5.0,924,7,2
53,DeMarco Murray,DAL,RB,42,35,251,7.2,0,11,3.5,25.1,83.3%,6.0,161,663,4,39,4.1,66.3,16.1,196,4.7,914,4,3
54,Brandon Lloyd,NWE,WR,131,74,911,12.3,4,50,4.6,56.9,56.5%,7.0,,,,0,,,,74,12.3,911,4,0
55,Darren Sproles,NOR,RB,104,75,667,8.9,7,30,5.8,51.3,72.1%,6.4,48,244,1,10,5.1,18.8,3.7,123,7.4,911,8,0
56,Joique Bell,DET,,68,52,485,9.3,0,29,3.3,30.3,76.5%,7.1,82,414,3,16,5.0,25.9,5.1,134,6.7,899,3,2
57,T.Y. Hilton,IND,wr,90,50,861,17.2,7,30,3.3,57.4,55.6%,9.6,5,29,0,2,5.8,1.9,0.3,55,16.2,890,7,1
58,Justin Blackmon,JAX,WR,132,64,865,13.5,5,41,4.0,54.1,48.5%,6.6,2,23,0,2,11.5,1.4,0.1,66,13.5,888,5,1
59,Torrey Smith,BAL,WR,110,49,855,17.4,8,39,3.1,53.4,44.5%,7.8,3,9,0,1,3.0,0.6,0.2,52,16.6,864,8,0
60,Jeremy Maclin,PHI,WR,122,69,857,12.4,7,37,4.6,57.1,56.6%,7.0,,,,0,,,,69,12.4,857,7,1
61,Greg Olsen,CAR,TE,104,69,843,12.2,5,44,4.3,52.7,66.3%,8.1,,,,0,,,,69,12.2,843,5,0
62,Mike Wallace,PIT,WR,119,64,836,13.1,8,33,4.3,55.7,53.8%,7.0,5,7,0,1,1.4,0.5,0.3,69,12.2,843,8,2
63,Jeremy Kerley,NYJ,WR,95,56,827,14.8,2,31,3.5,51.7,58.9%,8.7,5,8,0,0,1.6,0.5,0.3,61,13.7,835,2,4
64,Pierre Thomas,NOR,,53,39,354,9.1,1,20,2.6,23.6,73.6%,6.7,105,473,1,17,4.5,31.5,7.0,144,5.7,827,2,0
65,Heath Miller,PIT,TE,101,71,816,11.5,8,44,4.7,54.4,70.3%,8.1,,,,0,,,,71,11.5,816,8,0
66,Robert Griffin III,WAS,QB,1,0,0,,0,0,0.0,0.0,0.0%,0.0,120,815,7,45,6.8,54.3,8.0,120,6.8,815,7,12
67,Malcom Floyd,SDG,WR,85,56,814,14.5,5,47,4.0,58.1,65.9%,9.6,,,,0,,,,56,14.5,814,5,0
68,Antonio Brown,PIT,WR,106,66,787,11.9,5,43,5.1,60.5,62.3%,7.4,7,24,0,2,3.4,1.8,0.5,73,11.1,811,5,4
69,Brandon Myers,OAK,TE,105,79,806,10.2,4,42,4.9,50.4,75.2%,7.7,,,,0,,,,79,10.2,806,4,0
70,Josh Gordon,CLE,WR,96,50,805,16.1,5,40,3.1,50.3,52.1%,8.4,,,,0,,,,50,16.1,805,5,1
71,Dwayne Bowe,KAN,WR,114,59,801,13.6,3,44,4.5,61.6,51.8%,7.0,,,,0,,,,59,13.6,801,3,1
72,Larry Fitzgerald,ARI,WR,156,71,798,11.2,4,45,4.4,49.9,45.5%,5.1,,,,0,,,,71,11.2,798,4,0
73,Donnie Avery,IND,WR,124,60,781,13.0,3,37,3.8,48.8,48.4%,6.3,4,9,0,0,2.3,0.6,0.3,64,12.3,790,3,1
74,Rob Gronkowski,NWE,TE,79,55,790,14.4,11,45,5.0,71.8,69.6%,10.0,,,,0,,,,55,14.4,790,11,1
75,Andre Roberts,ARI,WR,114,64,759,11.9,5,40,4.3,50.6,56.1%,6.7,4,29,0,2,7.3,1.9,0.3,68,11.6,788,5,1
76,James Jones,GNB,WR,98,64,784,12.3,14,45,4.0,49.0,65.3%,8.0,,,,0,,,,64,12.3,784,14,0
77,Davone Bess,MIA,WR,104,61,778,12.8,1,38,4.7,59.8,58.7%,7.5,,,,0,,,,61,12.8,778,1,1
78,Percy Harvin,MIN,WR,85,62,677,10.9,3,37,6.9,75.2,72.9%,8.0,22,96,1,7,4.4,10.7,2.4,84,9.2,773,4,2
79,Marcel Reece,OAK,RB,73,52,496,9.5,1,23,3.3,31.0,71.2%,6.8,59,271,0,16,4.6,16.9,3.7,111,6.9,767,1,2
80,Jacquizz Rodgers,ATL,,59,53,402,7.6,1,18,3.3,25.1,89.8%,6.8,94,362,1,16,3.9,22.6,5.9,147,5.2,764,2,0
81,Sidney Rice,SEA,WR,82,50,748,15.0,7,38,3.1,46.8,61.0%,9.1,2,6,0,0,3.0,0.4,0.1,52,14.5,754,7,0
82,Cam Newton,CAR,QB,1,0,6,,0,0,0.0,0.4,0.0%,6.0,127,741,8,52,5.8,46.3,7.9,127,5.9,747,8,10
83,Danny Woodhead,NWE,,55,40,446,11.2,3,23,2.5,27.9,72.7%,8.1,76,301,4,20,4.0,18.8,4.8,116,6.4,747,7,1
84,Nate Washington,TEN,WR,89,46,746,16.2,4,30,2.9,46.6,51.7%,8.4,,,,0,,,,46,16.2,746,4,1
85,Jordy Nelson,GNB,WR,73,49,745,15.2,7,36,4.1,62.1,67.1%,10.2,,,,0,,,,49,15.2,745,7,0
86,Jermaine Gresham,CIN,TE,94,64,737,11.5,5,33,4.0,46.1,68.1%,7.8,,,,0,,,,64,11.5,737,5,2
87,Denarius Moore,OAK,WR,114,51,741,14.5,7,33,3.4,49.4,44.7%,6.5,1,-5,0,0,-5.0,-0.3,0.1,52,14.2,736,7,3
88,Jonathan Dwyer,PIT,RB,25,18,106,5.9,0,7,1.4,8.2,72.0%,4.2,156,623,2,29,4.0,47.9,12.0,174,4.2,729,2,2
89,Owen Daniels,HOU,TE,104,62,716,11.5,6,38,4.1,47.7,59.6%,6.9,,,,0,,,,62,11.5,716,6,0
90,Brandon LaFell,CAR,WR,76,44,677,15.4,4,31,3.1,48.4,57.9%,8.9,3,35,0,1,11.7,2.5,0.2,47,15.1,712,4,1
91,Chris Givens,STL,WR,80,42,698,16.6,3,25,2.8,46.5,52.5%,8.7,3,12,0,1,4.0,0.8,0.2,45,15.8,710,3,0
92,Golden Tate,SEA,WR,68,45,688,15.3,7,28,3.0,45.9,66.2%,10.1,3,20,0,1,6.7,1.3,0.2,48,14.8,708,7,1
93,DeSean Jackson,PHI,WR,87,45,700,15.6,2,30,4.1,63.6,51.7%,8.0,3,-7,0,0,-2.3,-0.6,0.3,48,14.4,693,2,1
94,Knowshon Moreno,DEN,rb,26,21,167,8.0,0,11,2.6,20.9,80.8%,6.4,138,525,4,32,3.8,65.6,17.3,159,4.4,692,4,1
95,Hakeem Nicks,NYG,WR,100,53,692,13.1,3,35,4.1,53.2,53.0%,6.9,,,,0,,,,53,13.1,692,3,0
96,Brandon Gibson,STL,WR,82,51,691,13.5,5,43,3.2,43.2,62.2%,8.4,,,,0,,,,51,13.5,691,5,0
97,Brent Celek,PHI,TE,88,57,684,12.0,1,34,3.8,45.6,64.8%,7.8,,,,0,,,,57,12.0,684,1,1
98,Danny Amendola,STL,WR,101,63,666,10.6,3,39,5.7,60.5,62.4%,6.6,2,8,0,0,4.0,0.7,0.2,65,10.4,674,3,3
99,Dennis Pitta,BAL,te,94,61,669,11.0,7,29,3.8,41.8,64.9%,7.1,,,,0,,,,61,11.0,669,7,0
100,Jermichael Finley,GNB,TE,87,61,667,10.9,2,31,3.8,41.7,70.1%,7.7,,,,0,,,,61,10.9,667,2,1
101,Felix Jones,DAL,rb,36,25,262,10.5,2,10,1.6,16.4,69.4%,7.3,111,402,3,24,3.6,25.1,6.9,136,4.9,664,5,2
102,Greg Little,CLE,WR,94,53,647,12.2,4,36,3.3,40.4,56.4%,6.9,2,15,0,1,7.5,0.9,0.1,55,12.0,662,4,0
103,Danario Alexander,SDG,wr,62,37,658,17.8,7,29,3.7,65.8,59.7%,10.6,,,,0,,,,37,17.8,658,7,0
104,Fred Jackson,BUF,rb,42,34,217,6.4,1,10,3.4,21.7,81.0%,5.2,115,437,3,26,3.8,43.7,11.5,149,4.4,654,4,5
105,Isaac Redman,PIT,rb,23,19,244,12.8,0,10,1.4,17.4,82.6%,10.6,110,410,2,28,3.7,29.3,7.9,129,5.1,654,2,3
106,Jason Avant,PHI,wr,76,53,648,12.2,0,31,3.8,46.3,69.7%,8.5,,,,0,,,,53,12.2,648,0,1
107,Pierre Garcon,WAS,WR,68,44,633,14.4,4,26,4.4,63.3,64.7%,9.3,2,9,0,0,4.5,0.9,0.2,46,14.0,642,4,0
108,Daryl Richardson,STL,,36,24,163,6.8,0,7,1.5,10.2,66.7%,4.5,98,475,0,22,4.8,29.7,6.1,122,5.2,638,0,3
109,Mark Ingram,NOR,rb,10,6,29,4.8,0,2,0.4,1.8,60.0%,2.9,156,602,5,29,3.9,37.6,9.8,162,3.9,631,5,0
110,Emmanuel Sanders,PIT,wr,75,44,626,14.2,1,31,2.8,39.1,58.7%,8.3,1,4,0,0,4.0,0.3,0.1,45,14.0,630,1,3
111,Kendall Wright,TEN,wr,104,64,626,9.8,4,38,4.3,41.7,61.5%,6.0,1,4,0,0,4.0,0.3,0.1,65,9.7,630,4,1
112,Martellus Bennett,NYG,TE,89,55,626,11.4,5,35,3.4,39.1,61.8%,7.0,,,,0,,,,55,11.4,626,5,0
113,Darrius Heyward-Bey,OAK,WR,80,41,606,14.8,5,25,2.7,40.4,51.3%,7.6,2,16,0,1,8.0,1.1,0.1,43,14.5,622,5,0
114,Bryce Brown,PHI,,19,13,56,4.3,0,3,0.8,3.5,68.4%,2.9,115,564,4,33,4.9,35.3,7.2,128,4.8,620,4,4
115,Ronnie Brown,SDG,,59,49,371,7.6,0,16,3.5,26.5,83.1%,6.3,46,220,0,12,4.8,15.7,3.3,95,6.2,591,0,0
116,Kenny Britt,TEN,WR,90,45,589,13.1,4,25,3.2,42.1,50.0%,6.5,,,,0,,,,45,13.1,589,4,2
117,Alex Green,GNB,,30,18,125,6.9,0,6,1.5,10.4,60.0%,4.2,135,464,0,17,3.4,38.7,11.3,153,3.8,589,0,1
118,Santana Moss,WAS,,62,41,573,14.0,8,26,2.6,35.8,66.1%,9.2,3,14,0,1,4.7,0.9,0.2,44,13.3,587,8,2
119,Rod Streater,OAK,,74,39,584,15.0,3,27,2.4,36.5,52.7%,7.9,,,,0,,,,39,15.0,584,3,1
120,Bernard Pierce,BAL,,11,7,47,6.7,0,4,0.4,2.9,63.6%,4.3,108,532,1,24,4.9,33.3,6.8,115,5.0,579,1,0
121,Bilal Powell,NYJ,,36,17,140,8.2,0,9,1.2,10.0,47.2%,3.9,110,437,4,24,4.0,31.2,7.9,127,4.5,577,4,0
122,Scott Chandler,BUF,TE,74,43,571,13.3,6,36,2.9,38.1,58.1%,7.7,,,,0,,,,43,13.3,571,6,2
123,Domenik Hixon,NYG,,59,39,567,14.5,2,25,3.0,43.6,66.1%,9.6,,,,0,,,,39,14.5,567,2,0
124,Brandon Pettigrew,DET,TE,102,59,567,9.6,3,33,4.2,40.5,57.8%,5.6,,,,0,,,,59,9.6,567,3,4
125,Andrew Hawkins,CIN,wr,80,51,533,10.5,4,24,3.6,38.1,63.8%,6.7,6,30,0,2,5.0,2.1,0.4,57,9.9,563,4,1
126,Michael Floyd,ARI,,86,45,562,12.5,2,26,2.8,35.1,52.3%,6.5,,,,0,,,,45,12.5,562,2,1
127,Jacob Tamme,DEN,TE,85,52,555,10.7,2,29,3.3,34.7,61.2%,6.5,,,,0,,,,52,10.7,555,2,0
128,Vernon Davis,SFO,TE,61,41,548,13.4,5,26,2.6,34.3,67.2%,9.0,,,,0,,,,41,13.4,548,5,0
129,Leonard Hankerson,WAS,wr,57,38,543,14.3,3,25,2.4,33.9,66.7%,9.5,2,5,0,0,2.5,0.3,0.1,40,13.7,548,3,0
130,Brandon Stokley,DEN,wr,58,45,544,12.1,5,30,3.0,36.3,77.6%,9.4,,,,0,,,,45,12.1,544,5,0
131,Marcedes Lewis,JAX,TE,77,52,540,10.4,4,25,3.3,33.8,67.5%,7.0,,,,0,,,,52,10.4,540,4,0
132,Antonio Gates,SDG,TE,80,49,538,11.0,7,30,3.3,35.9,61.3%,6.7,,,,0,,,,49,11.0,538,7,0
133,Josh Morgan,WAS,WR,73,48,510,10.6,2,30,3.0,31.9,65.8%,7.0,3,25,0,1,8.3,1.6,0.2,51,10.5,535,2,1
134,Robert Turbin,SEA,,23,19,181,9.5,0,8,1.2,11.3,82.6%,7.9,80,354,0,16,4.4,22.1,5.0,99,5.4,535,0,0
135,Dwayne Allen,IND,TE,66,45,521,11.6,3,30,2.8,32.6,68.2%,7.9,3,5,0,2,1.7,0.3,0.2,48,11.0,526,3,1
136,Jared Cook,TEN,te,73,44,523,11.9,4,24,3.4,40.2,60.3%,7.2,,,,0,,,,44,11.9,523,4,1
137,Dexter McCluster,KAN,rb,77,52,452,8.7,1,24,3.3,28.3,67.5%,5.9,12,70,0,4,5.8,4.4,0.8,64,8.2,522,1,2
138,Lance Kendricks,STL,TE,64,42,519,12.4,4,24,2.6,32.4,65.6%,8.1,,,,0,,,,42,12.4,519,4,1
139,Kevin Walter,HOU,WR,68,41,518,12.6,2,27,2.6,32.4,60.3%,7.6,,,,0,,,,41,12.6,518,2,0
140,Mario Manningham,SFO,WR,57,42,449,10.7,1,22,3.5,37.4,73.7%,7.9,3,64,0,2,21.3,5.3,0.3,45,11.4,513,1,2
141,Donald Brown,IND,,13,9,93,10.3,0,2,0.9,9.3,69.2%,7.2,108,417,1,23,3.9,41.7,10.8,117,4.4,510,1,0
142,Tony Scheffler,DET,,85,42,504,12.0,1,28,2.8,33.6,49.4%,5.9,,,,0,,,,42,12.0,504,1,0
143,Ben Watson,CLE,TE,82,49,501,10.2,3,27,3.1,31.3,59.8%,6.1,,,,0,,,,49,10.2,501,3,1
144,Maurice Jones-Drew,JAX,rb,18,14,86,6.1,1,3,2.3,14.3,77.8%,4.8,86,414,1,21,4.8,69.0,14.3,100,5.0,500,2,2
145,Michael Bush,CHI,,11,9,83,9.2,0,6,0.7,6.4,81.8%,7.5,114,411,5,28,3.6,31.6,8.8,123,4.0,494,5,1
146,Kyle Rudolph,MIN,TE,93,53,493,9.3,9,34,3.3,30.8,57.0%,5.3,,,,0,,,,53,9.3,493,9,0
147,Jonathan Stewart,CAR,rb,23,17,157,9.2,1,5,1.9,17.4,73.9%,6.8,93,336,1,15,3.6,37.3,10.3,110,4.5,493,2,2
148,Russell Wilson,SEA,QB,0,0,0,,0,0,0.0,0.0,0.0%,,94,489,4,29,5.2,30.6,5.9,94,5.2,489,4,6
149,Aaron Hernandez,NWE,TE,83,51,483,9.5,5,27,5.1,48.3,61.4%,5.8,1,5,0,1,5.0,0.5,0.1,52,9.4,488,5,0
150,Daniel Thomas,MIA,,22,15,156,10.4,0,5,1.3,13.0,68.2%,7.1,91,325,4,15,3.6,27.1,7.6,106,4.5,481,4,3
151,Andre Brown,NYG,,17,12,86,7.2,0,2,1.2,8.6,70.6%,5.1,73,385,8,26,5.3,38.5,7.3,85,5.5,471,8,0
152,LaRod Stephens-Howling,ARI,rb,30,17,106,6.2,0,5,1.2,7.6,56.7%,3.5,110,356,4,15,3.2,25.4,7.9,127,3.6,462,4,0
153,Tony Moeaki,KAN,TE,56,33,453,13.7,1,24,2.2,30.2,58.9%,8.1,,,,0,,,,33,13.7,453,1,0
154,Mike Tolbert,CAR,rb,39,27,268,9.9,0,13,1.7,16.8,69.2%,6.9,54,183,7,23,3.4,11.4,3.4,81,5.6,451,7,0
155,Michael Jenkins,MIN,wr,72,40,449,11.2,2,25,2.5,28.1,55.6%,6.2,,,,0,,,,40,11.2,449,2,0
156,Kevin Ogletree,DAL,,55,32,436,13.6,4,19,2.1,29.1,58.2%,7.9,2,9,0,0,4.5,0.6,0.1,34,13.1,445,4,0
157,Donald Jones,BUF,WR,67,41,443,10.8,4,25,3.4,36.9,61.2%,6.6,,,,0,,,,41,10.8,443,4,1
158,Dallas Clark,TAM,TE,75,47,435,9.3,4,23,2.9,27.2,62.7%,5.8,,,,0,,,,47,9.3,435,4,0
159,Randy Moss,SFO,,50,28,434,15.5,3,22,1.8,27.1,56.0%,8.7,,,,0,,,,28,15.5,434,3,1
160,Kendall Hunter,SFO,,12,9,60,6.7,0,3,0.8,5.5,75.0%,5.0,72,371,2,18,5.2,33.7,6.5,81,5.3,431,2,1
161,Tiquan Underwood,TAM,,55,28,425,15.2,2,20,2.0,30.4,50.9%,7.7,1,1,0,0,1.0,0.1,0.1,29,14.7,426,2,0
162,Jackie Battle,SDG,rb,15,15,108,7.2,1,7,0.9,6.8,100.0%,7.2,95,311,3,19,3.3,19.4,5.9,110,3.8,419,4,0
163,Rob Housler,ARI,TE,68,45,417,9.3,0,17,3.0,27.8,66.2%,6.1,,,,0,,,,45,9.3,417,0,0
164,Mike Goodson,OAK,,16,16,195,12.2,1,9,1.3,16.3,100.0%,12.2,35,221,0,6,6.3,18.4,2.9,51,8.2,416,1,0
165,Colin Kaepernick,SFO,qb,0,0,0,,0,0,0.0,0.0,0.0%,,63,415,5,20,6.6,31.9,4.8,63,6.6,415,5,9
166,Rashad Jennings,JAX,RB,26,19,130,6.8,0,5,1.9,13.0,73.1%,5.0,101,283,2,16,2.8,28.3,10.1,120,3.4,413,2,3
167,Justin Forsett,HOU,,5,3,38,12.7,0,2,0.2,2.4,60.0%,7.6,63,374,1,14,5.9,23.4,3.9,66,6.2,412,1,0
168,Jacoby Jones,BAL,,55,30,406,13.5,1,16,1.9,25.4,54.5%,7.4,1,6,0,0,6.0,0.4,0.1,31,13.3,412,1,2
169,Shane Vereen,NWE,,13,8,149,18.6,1,6,0.6,11.5,61.5%,11.5,62,251,3,15,4.0,19.3,4.8,70,5.7,400,4,1
170,Harry Douglas,ATL,,59,38,395,10.4,1,18,2.5,26.3,64.4%,6.7,2,4,0,1,2.0,0.3,0.1,40,10.0,399,1,1
171,Titus Young,DET,WR,56,33,383,11.6,4,20,3.3,38.3,58.9%,6.8,2,16,0,1,8.0,1.6,0.2,35,11.4,399,4,0
172,Zach Miller,SEA,TE,53,38,396,10.4,3,18,2.4,24.8,71.7%,7.5,,,,0,,,,38,10.4,396,3,1
173,Ronnie Hillman,DEN,,12,10,62,6.2,0,3,0.7,4.4,83.3%,5.2,85,330,1,19,3.9,23.6,6.1,95,4.1,392,1,2
174,David Wilson,NYG,,9,4,34,8.5,1,2,0.3,2.1,44.4%,3.8,71,358,4,17,5.0,22.4,4.4,75,5.2,392,5,1
175,Shaun Draughn,KAN,,30,24,158,6.6,0,5,1.5,9.9,80.0%,5.3,59,233,2,16,3.9,14.6,3.7,83,4.7,391,2,2
176,Joe Morgan,NOR,wr,21,10,379,37.9,3,9,0.7,27.1,47.6%,18.0,1,1,0,0,1.0,0.1,0.1,11,34.5,380,3,0
177,Earl Bennett,CHI,,49,29,375,12.9,2,20,2.4,31.3,59.2%,7.7,,,,0,,,,29,12.9,375,2,0
178,Peyton Hillis,KAN,,14,10,62,6.2,0,2,0.8,4.8,71.4%,4.4,85,309,1,19,3.6,23.8,6.5,95,3.9,371,1,2
