,player,team,pos,targets,rec,rec_yds,rec_yds_per_rec,rec_td,rec_first_down,rec_per_g,rec_yds_per_g,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_td,rush_first_down,rush_yds_per_att,rush_yds_per_g,rush_att_per_g,touches,yds_per_touch,yds_from_scrimmage,rush_receive_td,fumbles
18,Le'Veon Bell,NYJ,RB,78,66,461,7.0,1,20,4.4,30.7,84.6%,5.9,245,789,3,36,3.2,52.6,16.3,311,4.0,1250,4,1
19,Robert Woods,LAR,WR,139,90,1134,12.6,2,54,6.0,75.6,64.7%,8.2,17,115,1,5,6.8,7.7,1.1,107,11.7,1249,3,0
20,Travis Kelce,KAN,TE,136,97,1229,12.7,5,65,6.1,76.8,71.3%,9.0,1,4,1,1,4.0,0.3,0.1,98,12.6,1233,6,1
21,Keenan Allen,LAC,WR,149,104,1199,11.5,6,63,6.5,74.9,69.8%,8.0,3,16,0,1,5.3,1.0,0.2,107,11.4,1215,6,0
22,D.J. Moore,CAR,WR,135,87,1175,13.5,4,63,5.8,78.3,64.4%,8.7,6,40,0,3,6.7,2.7,0.4,93,13.1,1215,4,2
23,Phillip Lindsay,DEN,RB,48,35,196,5.6,0,9,2.2,12.3,72.9%,4.1,224,1011,7,38,4.5,63.2,14.0,259,4.7,1207,7,0
24,Lamar Jackson,BAL,QB,0,0,0,,0,0,0.0,0.0,0.0%,,176,1206,7,71,6.9,80.4,11.7,176,6.9,1206,7,9
25,DeVante Parker,MIA,WR,128,72,1202,16.7,9,58,4.5,75.1,56.3%,9.4,,,,0,,,,72,16.7,1202,9,0
26,Amari Cooper,DAL,WR,119,79,1189,15.1,8,54,4.9,74.3,66.4%,10.0,1,6,0,0,6.0,0.4,0.1,80,14.9,1195,8,0
27,Stefon Diggs,MIN,WR,94,63,1130,17.9,6,41,4.2,75.3,67.0%,12.0,5,61,0,3,12.2,4.1,0.3,68,17.5,1191,6,4
28,Kenny Golladay,DET,WR,116,65,1190,18.3,11,52,4.1,74.4,56.0%,10.3,,,,0,,,,65,18.3,1190,11,1
29,Jarvis Landry,CLE,WR,138,83,1174,14.1,6,55,5.2,73.4,60.1%,8.5,1,10,0,1,10.0,0.6,0.1,84,14.1,1184,6,0
30,DeAndre Hopkins,HOU,WR,150,104,1165,11.2,7,68,6.9,77.7,69.3%,7.8,2,18,0,2,9.0,1.2,0.1,106,11.2,1183,7,0
31,Marlon Mack,IND,RB,17,14,82,5.9,0,2,1.0,5.9,82.4%,4.8,247,1091,8,67,4.4,77.9,17.6,261,4.5,1173,8,0
32,Cooper Kupp,LAR,WR,134,94,1161,12.4,10,51,5.9,72.6,70.1%,8.7,2,4,0,0,2.0,0.3,0.1,96,12.1,1165,10,3
33,Kenyan Drake,2TM,,68,50,345,6.9,0,15,3.6,24.6,73.5%,5.1,170,817,8,48,4.8,58.4,12.1,220,5.3,1162,8,2
34,Mike Evans,TAM,WR,118,67,1157,17.3,8,54,5.2,89.0,56.8%,9.8,,,,0,,,,67,17.3,1157,8,0
35,Darren Waller,OAK,TE,117,90,1145,12.7,3,53,5.6,71.6,76.9%,9.8,2,5,0,0,2.5,0.3,0.1,92,12.5,1150,3,1
36,Allen Robinson,CHI,WR,154,98,1147,11.7,7,63,6.1,71.7,63.6%,7.4,1,2,0,0,2.0,0.1,0.1,99,11.6,1149,7,0
37,Julian Edelman,NWE,WR,153,100,1117,11.2,6,54,6.3,69.8,65.4%,7.3,8,27,0,2,3.4,1.7,0.5,108,10.6,1144,6,3
38,Courtland Sutton,DEN,WR,124,72,1112,15.4,6,50,4.5,69.5,58.1%,9.0,3,17,0,1,5.7,1.1,0.2,75,15.1,1129,6,2
39,Carlos Hyde,HOU,RB,16,10,42,4.2,0,2,0.6,2.6,62.5%,2.6,245,1070,6,55,4.4,66.9,15.3,255,4.4,1112,6,4
40,A.J. Brown,TEN,WR,84,52,1051,20.2,8,39,3.3,65.7,61.9%,12.5,3,60,1,2,20.0,3.8,0.2,55,20.2,1111,9,1
41,Michael Gallup,DAL,WR,113,66,1107,16.8,6,50,4.7,79.1,58.4%,9.8,,,,0,,,,66,16.8,1107,6,0
42,George Kittle,SFO,TE,107,85,1053,12.4,5,53,6.1,75.2,79.4%,9.8,5,22,0,1,4.4,1.6,0.4,90,11.9,1075,5,1
43,David Montgomery,CHI,rb,35,25,185,7.4,1,7,1.6,11.6,71.4%,5.3,242,889,6,50,3.7,55.6,15.1,267,4.0,1074,7,2
44,Tyler Boyd,CIN,WR,148,90,1046,11.6,5,51,5.6,65.4,60.8%,7.1,4,23,0,1,5.8,1.4,0.3,94,11.4,1069,5,2
45,John Brown,BUF,WR,115,72,1060,14.7,6,53,4.8,70.7,62.6%,9.2,2,7,0,0,3.5,0.5,0.1,74,14.4,1067,6,0
46,Devonta Freeman,ATL,RB,70,59,410,6.9,4,17,4.2,29.3,84.3%,5.9,184,656,2,31,3.6,46.9,13.1,243,4.4,1066,6,3
47,Todd Gurley,LAR,RB,49,31,207,6.7,2,8,2.1,13.8,63.3%,4.2,223,857,12,51,3.8,57.1,14.9,254,4.2,1064,14,3
48,Tyler Lockett,SEA,WR,110,82,1057,12.9,8,53,5.1,66.1,74.5%,9.6,4,-5,0,0,-1.3,-0.3,0.3,86,12.2,1052,8,1
49,Odell Beckham Jr.,CLE,WR,133,74,1035,14.0,4,44,4.6,64.7,55.6%,7.8,3,10,0,1,3.3,0.6,0.2,77,13.6,1045,4,1
50,Adrian Peterson,WAS,RB,23,17,142,8.4,0,7,1.1,9.5,73.9%,6.2,211,898,5,41,4.3,59.9,14.1,228,4.6,1040,5,3
51,Ronald Jones II,TAM,RB,40,31,309,10.0,0,12,1.9,19.3,77.5%,7.7,172,724,6,34,4.2,45.3,10.8,203,5.1,1033,6,3
52,DJ Chark,JAX,WR,118,73,1008,13.8,8,42,4.9,67.2,61.9%,8.5,2,20,0,1,10.0,1.3,0.1,75,13.7,1028,8,0
53,Sony Michel,NWE,RB,20,12,94,7.8,0,7,0.8,5.9,60.0%,4.7,247,912,7,55,3.7,57.0,15.4,259,3.9,1006,7,2
54,Mike Williams,LAC,WR,90,49,1001,20.4,2,41,3.3,66.7,54.4%,11.1,1,2,0,0,2.0,0.1,0.1,50,20.1,1003,2,0
55,Davante Adams,GNB,WR,127,83,997,12.0,5,54,6.9,83.1,65.4%,7.9,,,,0,,,,83,12.0,997,5,2
56,Devin Singletary,BUF,RB,41,29,194,6.7,2,5,2.4,16.2,70.7%,4.7,151,775,2,37,5.1,64.6,12.6,180,5.4,969,4,4
57,Deebo Samuel,SFO,WR,81,57,802,14.1,3,32,3.8,53.5,70.4%,9.9,14,159,3,5,11.4,10.6,0.9,71,13.5,961,6,2
58,Raheem Mostert,SFO,,22,14,180,12.9,2,6,0.9,11.3,63.6%,8.2,137,772,8,31,5.6,48.3,8.6,151,6.3,952,10,2
59,Terry McLaurin,WAS,WR,93,58,919,15.8,7,43,4.1,65.6,62.4%,9.9,,,,0,,,,58,15.8,919,7,0
60,Zach Ertz,PHI,TE,135,88,916,10.4,6,50,5.9,61.1,65.2%,6.8,,,,0,,,,88,10.4,916,6,1
61,D.K. Metcalf,SEA,WR,100,58,900,15.5,7,39,3.6,56.3,58.0%,9.0,2,11,0,0,5.5,0.7,0.1,60,15.2,911,7,3
62,Melvin Gordon,LAC,RB,55,42,296,7.0,1,11,3.5,24.7,76.4%,5.4,162,612,8,39,3.8,51.0,13.5,204,4.5,908,9,4
63,James White,NWE,,95,72,645,9.0,5,31,4.8,43.0,75.8%,6.8,67,263,1,15,3.9,17.5,4.5,139,6.5,908,6,1
64,Calvin Ridley,ATL,WR,93,63,866,13.7,7,47,4.8,66.6,67.7%,9.3,2,34,0,2,17.0,2.6,0.2,65,13.8,900,7,0
65,Tyreek Hill,KAN,WR,89,58,860,14.8,7,39,4.8,71.7,65.2%,9.7,8,23,0,1,2.9,1.9,0.7,66,13.4,883,7,0
66,Latavius Murray,NOR,rb,43,34,235,6.9,1,9,2.1,14.7,79.1%,5.5,146,637,5,38,4.4,39.8,9.1,180,4.8,872,6,0
67,Emmanuel Sanders,2TM,,97,66,869,13.2,5,41,3.9,51.1,68.0%,9.0,,,,0,,,,66,13.2,869,5,0
68,Mark Andrews,BAL,,98,64,852,13.3,10,44,4.3,56.8,65.3%,8.7,,,,0,,,,64,13.3,852,10,2
69,Randall Cobb,DAL,wr,83,55,828,15.1,3,41,3.7,55.2,66.3%,10.0,3,11,0,0,3.7,0.7,0.2,58,14.5,839,3,2
70,Jamison Crowder,NYJ,WR,122,78,833,10.7,6,41,4.9,52.1,63.9%,6.8,1,4,0,0,4.0,0.3,0.1,79,10.6,837,6,0
71,Duke Johnson,HOU,,62,44,410,9.3,3,18,2.8,25.6,71.0%,6.6,83,410,2,17,4.9,25.6,5.2,127,6.5,820,5,1
72,Larry Fitzgerald,ARI,WR,109,75,804,10.7,4,40,4.7,50.3,68.8%,7.4,,,,0,,,,75,10.7,804,4,1
73,Christian Kirk,ARI,WR,108,68,709,10.4,3,31,5.2,54.5,63.0%,6.6,10,93,0,4,9.3,7.2,0.8,78,10.3,802,3,0
74,Austin Hooper,ATL,TE,97,75,787,10.5,6,41,5.8,60.5,77.3%,8.1,,,,0,,,,75,10.5,787,6,0
75,Robby Anderson,NYJ,WR,96,52,779,15.0,5,35,3.3,48.7,54.2%,8.1,1,4,0,0,4.0,0.3,0.1,53,14.8,783,5,1
76,Marvin Jones,DET,WR,91,62,779,12.6,9,41,4.8,59.9,68.1%,8.6,2,0,0,0,0.0,0.0,0.2,64,12.2,779,9,0
77,Cole Beasley,BUF,WR,106,67,778,11.6,6,37,4.5,51.9,63.2%,7.3,,,,0,,,,67,11.6,778,6,0
78,Chris Conley,JAX,WR,90,47,775,16.5,5,36,2.9,48.4,52.2%,8.6,,,,0,,,,47,16.5,775,5,0
79,Curtis Samuel,CAR,WR,105,54,627,11.6,6,36,3.4,39.2,51.4%,6.0,19,130,1,7,6.8,8.1,1.2,73,10.4,757,7,0
80,Gus Edwards,BAL,,7,7,45,6.4,0,2,0.4,2.8,100.0%,6.4,133,711,2,46,5.3,44.4,8.3,140,5.4,756,2,2
81,Royce Freeman,DEN,,50,43,256,6.0,1,10,2.7,16.0,86.0%,5.1,132,496,3,22,3.8,31.0,8.3,175,4.3,752,4,0
82,Matt Breida,SFO,rb,22,19,120,6.3,1,6,1.5,9.2,86.4%,5.5,123,623,1,23,5.1,47.9,9.5,142,5.2,743,2,2
83,Darius Slayton,NYG,WR,84,48,740,15.4,8,32,3.4,52.9,57.1%,8.8,,,,0,,,,48,15.4,740,8,0
84,James Washington,PIT,WR,80,44,735,16.7,3,31,2.9,49.0,55.0%,9.2,,,,0,,,,44,16.7,735,3,1
85,Tyler Higbee,LAR,TE,89,69,734,10.6,3,36,4.6,48.9,77.5%,8.2,,,,0,,,,69,10.6,734,3,0
86,Tevin Coleman,SFO,RB,30,21,180,8.6,1,9,1.5,12.9,70.0%,6.0,137,544,6,26,4.0,38.9,9.8,158,4.6,724,7,0
87,Diontae Johnson,PIT,WR,92,59,680,11.5,5,31,3.7,42.5,64.1%,7.4,4,41,0,2,10.3,2.6,0.3,63,11.4,721,5,5
88,James Conner,PIT,RB,38,34,251,7.4,3,14,3.4,25.1,89.5%,6.6,116,464,4,26,4.0,46.4,11.6,150,4.8,715,7,1
89,David Johnson,ARI,rb,47,36,370,10.3,4,17,2.8,28.5,76.6%,7.9,94,345,2,20,3.7,26.5,7.2,130,5.5,715,6,1
90,Jamaal Williams,GNB,,45,39,253,6.5,5,16,2.8,18.1,86.7%,5.6,107,460,1,23,4.3,32.9,7.6,146,4.9,713,6,0
91,Damien Williams,KAN,rb,37,30,213,7.1,2,10,2.7,19.4,81.1%,5.8,111,498,5,22,4.5,45.3,10.1,141,5.0,711,7,1
92,Jared Cook,NOR,te,65,43,705,16.4,9,32,3.1,50.4,66.2%,10.8,,,,0,,,,43,16.4,705,9,0
93,Frank Gore,BUF,rb,16,13,100,7.7,0,5,0.8,6.3,81.3%,6.3,166,599,2,30,3.6,37.4,10.4,179,3.9,699,2,0
94,Golden Tate,NYG,WR,85,49,676,13.8,6,30,4.5,61.5,57.6%,8.0,1,16,0,1,16.0,1.5,0.1,50,13.8,692,6,1
95,Dede Westbrook,JAX,WR,101,66,660,10.0,3,31,4.4,44.0,65.3%,6.5,5,27,0,0,5.4,1.8,0.3,71,9.7,687,3,1
96,Sammy Watkins,KAN,WR,90,52,673,12.9,3,30,3.7,48.1,57.8%,7.5,2,12,0,1,6.0,0.9,0.1,54,12.7,685,3,2
97,DeAndre Washington,OAK,,41,36,292,8.1,0,10,2.3,18.3,87.8%,7.1,108,387,3,23,3.6,24.2,6.8,144,4.7,679,3,0
98,Danny Amendola,DET,WR,97,62,678,10.9,1,36,4.1,45.2,63.9%,7.0,,,,0,,,,62,10.9,678,1,0
99,Will Fuller,HOU,WR,71,49,670,13.7,3,26,4.5,60.9,69.0%,9.4,,,,0,,,,49,13.7,670,3,1
100,Tarik Cohen,CHI,RB,104,79,456,5.8,3,18,4.9,28.5,76.0%,4.4,64,213,0,15,3.3,13.3,4.0,143,4.7,669,3,3
101,Breshad Perriman,TAM,/wr,69,36,645,17.9,6,29,2.6,46.1,52.2%,9.3,2,16,0,1,8.0,1.1,0.1,38,17.4,661,6,0
102,Anthony Miller,CHI,WR,85,52,656,12.6,2,34,3.3,41.0,61.2%,7.7,1,-1,0,0,-1.0,-0.1,0.1,53,12.4,655,2,1
103,Hunter Henry,LAC,TE,76,55,652,11.9,5,36,4.6,54.3,72.4%,8.6,,,,0,,,,55,11.9,652,5,1
104,Tyrell Williams,OAK,WR,64,42,651,15.5,6,33,3.0,46.5,65.6%,10.2,,,,0,,,,42,15.5,651,6,0
105,Sterling Shepard,NYG,WR,83,57,576,10.1,3,29,5.7,57.6,68.7%,6.9,6,72,0,3,12.0,7.2,0.6,63,10.3,648,3,0
106,LeSean McCoy,KAN,RB/rb,34,28,181,6.5,1,6,2.2,13.9,82.4%,5.3,101,465,4,24,4.6,35.8,7.8,129,5.0,646,5,3
107,Brandin Cooks,LAR,WR,72,42,583,13.9,2,32,3.0,41.6,58.3%,8.1,6,52,0,3,8.7,3.7,0.4,48,13.2,635,2,0
108,Zach Pascal,IND,WR,72,41,607,14.8,5,29,2.6,37.9,56.9%,8.4,2,16,0,1,8.0,1.0,0.1,43,14.5,623,5,0
109,Dallas Goedert,PHI,TE,87,58,607,10.5,5,33,3.9,40.5,66.7%,7.0,,,,0,,,,58,10.5,607,5,2
110,Hunter Renfrow,OAK,,71,49,605,12.3,4,30,3.8,46.5,69.0%,8.5,,,,0,,,,49,12.3,605,4,1
111,Corey Davis,TEN,WR,69,43,601,14.0,2,33,2.9,40.1,62.3%,8.7,,,,0,,,,43,14.0,601,2,1
112,Greg Olsen,CAR,TE,82,52,597,11.5,2,34,3.7,42.6,63.4%,7.3,,,,0,,,,52,11.5,597,2,0
113,Jordan Howard,PHI,/rb,14,10,69,6.9,1,3,1.0,6.9,71.4%,4.9,119,525,6,28,4.4,52.5,11.9,129,4.6,594,7,0
114,Peyton Barber,TAM,rb,24,16,115,7.2,1,4,1.0,7.2,66.7%,4.8,154,470,6,23,3.1,29.4,9.6,170,3.4,585,7,1
115,Marquise Brown,BAL,wr,71,46,584,12.7,7,24,3.3,41.7,64.8%,8.2,,,,0,,,,46,12.7,584,7,0
116,Rex Burkhead,NWE,,38,27,279,10.3,0,10,2.1,21.5,71.1%,7.3,65,302,3,18,4.6,23.2,5.0,92,6.3,581,3,1
117,Auden Tate,CIN,WR,80,40,575,14.4,1,29,3.3,47.9,50.0%,7.2,,,,0,,,,40,14.4,575,1,1
118,Mike Gesicki,MIA,te,89,51,570,11.2,5,25,3.2,35.6,57.3%,6.4,,,,0,,,,51,11.2,570,5,1
119,Alex Erickson,CIN,wr,78,43,529,12.3,0,26,2.7,33.1,55.1%,6.8,5,33,0,2,6.6,2.1,0.3,48,11.7,562,0,4
120,Tony Pollard,DAL,,20,15,107,7.1,1,4,1.0,7.1,75.0%,5.4,86,455,2,21,5.3,30.3,5.7,101,5.6,562,3,1
121,Kenny Stills,HOU,wr,55,40,561,14.0,4,27,3.1,43.2,72.7%,10.2,,,,0,,,,40,14.0,561,4,0
122,Mecole Hardman,KAN,wr,41,26,538,20.7,6,18,1.6,33.6,63.4%,13.1,4,17,0,1,4.3,1.1,0.3,30,18.5,555,6,2
123,JuJu Smith-Schuster,PIT,WR,70,42,552,13.1,3,23,3.5,46.0,60.0%,7.9,,,,0,,,,42,13.1,552,3,1
124,Noah Fant,DEN,TE,66,40,562,14.1,3,23,2.5,35.1,60.6%,8.5,3,-12,0,0,-4.0,-0.8,0.2,43,12.8,550,3,1
125,Alexander Mattison,MIN,,12,10,82,8.2,0,3,0.8,6.3,83.3%,6.8,100,462,1,19,4.6,35.5,7.7,110,4.9,544,1,1
126,Kyler Murray,ARI,QB,0,0,0,,0,0,0.0,0.0,0.0%,,93,544,4,27,5.8,34.0,5.8,93,5.8,544,4,5
127,Mohamed Sanu,2TM,,89,59,520,8.8,2,30,3.9,34.7,66.3%,5.8,3,11,0,1,3.7,0.7,0.2,62,8.6,531,2,0
128,Kerryon Johnson,DET,RB,15,10,127,12.7,1,7,1.3,15.9,66.7%,8.5,113,403,3,22,3.6,50.4,14.1,123,4.3,530,4,1
129,Jason Witten,DAL,TE,83,63,529,8.4,4,27,3.9,33.1,75.9%,6.4,,,,0,,,,63,8.4,529,4,1
130,Nyheim Hines,IND,,58,44,320,7.3,0,15,2.8,20.0,75.9%,5.5,52,199,2,16,3.8,12.4,3.3,96,5.4,519,2,1
131,Jonnu Smith,TEN,TE,44,35,439,12.5,3,16,2.2,27.4,79.5%,10.0,4,78,0,2,19.5,4.9,0.3,39,13.3,517,3,0
132,Chris Thompson,WAS,,58,42,378,9.0,0,16,3.8,34.4,72.4%,6.5,37,138,0,7,3.7,12.5,3.4,79,6.5,516,0,1
133,Josh Allen,BUF,QB,0,0,0,,0,0,0.0,0.0,0.0%,,109,510,9,42,4.7,31.9,6.8,109,4.7,510,9,14
134,John Ross,CIN,WR,56,28,506,18.1,3,22,3.5,63.3,50.0%,9.0,3,4,0,0,1.3,0.5,0.4,31,16.5,510,3,1
135,T.Y. Hilton,IND,WR,68,45,501,11.1,5,24,4.5,50.1,66.2%,7.4,,,,0,,,,45,11.1,501,5,0
136,Allen Lazard,GNB,,52,35,477,13.6,3,24,2.2,29.8,67.3%,9.2,1,21,0,1,21.0,1.3,0.1,36,13.8,498,3,0
137,Alshon Jeffery,PHI,WR,73,43,490,11.4,4,36,4.3,49.0,58.9%,6.7,1,2,1,1,2.0,0.2,0.1,44,11.2,492,5,0
138,Jaylen Samuels,PIT,,57,47,305,6.5,1,19,3.4,21.8,82.5%,5.4,66,175,1,9,2.7,12.5,4.7,113,4.2,480,2,1
139,Evan Engram,NYG,TE,68,44,467,10.6,3,23,5.5,58.4,64.7%,6.9,3,7,0,0,2.3,0.9,0.4,47,10.1,474,3,0
140,Jalen Richard,OAK,,43,36,323,9.0,0,15,2.3,20.2,83.7%,7.5,39,145,0,10,3.7,9.1,2.4,75,6.2,468,0,2
141,Kareem Hunt,CLE,,44,37,285,7.7,1,17,4.6,35.6,84.1%,6.5,43,179,2,8,4.2,22.4,5.4,80,5.8,464,3,1
142,Marquez Valdes-Scantling,GNB,WR,56,26,452,17.4,2,14,1.6,28.3,46.4%,8.1,2,9,0,0,4.5,0.6,0.1,28,16.5,461,2,0
143,O.J. Howard,TAM,TE,53,34,459,13.5,1,23,2.4,32.8,64.2%,8.7,,,,0,,,,34,13.5,459,1,1
144,Russell Gage,ATL,,74,49,446,9.1,1,25,3.1,27.9,66.2%,6.0,4,12,0,0,3.0,0.8,0.3,53,8.6,458,1,1
145,Rashaad Penny,SEA,,11,8,83,10.4,1,3,0.8,8.3,72.7%,7.5,65,370,3,16,5.7,37.0,6.5,73,6.2,453,4,1
146,Demarcus Robinson,KAN,wr,55,32,449,14.0,4,19,2.0,28.1,58.2%,8.2,,,,0,,,,32,14.0,449,4,0
147,Boston Scott,PHI,,26,24,204,8.5,0,10,2.2,18.5,92.3%,7.8,61,245,5,17,4.0,22.3,5.5,85,5.3,449,5,4
148,Benny Snell Jr.,PIT,,4,3,23,7.7,0,0,0.2,1.8,75.0%,5.8,108,426,2,19,3.9,32.8,8.3,111,4.0,449,2,1
149,Jack Doyle,IND,TE,72,43,448,10.4,4,29,2.7,28.0,59.7%,6.2,,,,0,,,,43,10.4,448,4,1
150,Jimmy Graham,GNB,TE,60,38,447,11.8,3,23,2.4,27.9,63.3%,7.5,,,,0,,,,38,11.8,447,3,1
151,Ted Ginn Jr.,NOR,WR,56,30,421,14.0,2,20,1.9,26.3,53.6%,7.5,3,18,0,2,6.0,1.1,0.2,33,13.3,439,2,0
152,J.D. McKissic,DET,/rb,42,34,233,6.9,1,7,2.1,14.6,81.0%,5.5,38,205,0,8,5.4,12.8,2.4,72,6.1,438,1,0
153,Tyler Eifert,CIN,/te,63,43,436,10.1,3,24,2.7,27.3,68.3%,6.9,,,,0,,,,43,10.1,436,3,0
154,Demaryius Thomas,NYJ,WR,58,36,433,12.0,1,22,3.3,39.4,62.1%,7.5,,,,0,,,,36,12.0,433,1,0
155,Preston Williams,MIA,WR,60,32,428,13.4,3,24,4.0,53.5,53.3%,7.1,,,,0,,,,32,13.4,428,3,2
156,Josh Gordon,2TM,,47,27,426,15.8,1,16,2.5,38.7,57.4%,9.1,1,1,0,0,1.0,0.1,0.1,28,15.3,427,1,0
157,Adam Thielen,MIN,WR,48,30,418,13.9,6,18,3.0,41.8,62.5%,8.7,4,6,1,1,1.5,0.6,0.4,34,12.5,424,7,0
158,Deshaun Watson,HOU,QB,1,1,6,6.0,1,1,0.1,0.4,100.0%,6.0,82,413,7,29,5.0,27.5,5.5,83,5.0,419,8,10
159,Jordan Akins,HOU,TE,55,36,418,11.6,2,21,2.3,26.1,65.5%,7.6,,,,0,,,,36,11.6,418,2,0
160,Phillip Dorsett,NWE,/wr,54,29,397,13.7,5,17,2.1,28.4,53.7%,7.4,3,21,0,1,7.0,1.5,0.2,32,13.1,418,5,0
161,Allen Hurns,MIA,WR,47,32,416,13.0,2,18,2.3,29.7,68.1%,8.9,,,,0,,,,32,13.0,416,2,1
162,Chase Edmonds,ARI,,21,12,105,8.8,1,5,0.9,8.1,57.1%,5.0,60,303,4,12,5.1,23.3,4.6,72,5.7,408,5,0
163,Gerald Everett,LAR,,60,37,408,11.0,2,22,2.8,31.4,61.7%,6.8,1,0,0,0,0.0,0.0,0.1,38,10.7,408,2,0
164,Giovani Bernard,CIN,,43,30,234,7.8,0,7,1.9,14.6,69.8%,5.4,53,170,0,10,3.2,10.6,3.3,83,4.9,404,0,2
165,Dawson Knox,BUF,TE,50,28,388,13.9,2,15,1.9,25.9,56.0%,7.8,1,9,0,1,9.0,0.6,0.1,29,13.7,397,2,0
166,Albert Wilson,MIA,,62,43,351,8.2,1,22,3.3,27.0,69.4%,5.7,5,45,0,1,9.0,3.5,0.4,48,8.3,396,1,0
167,Steven Sims,WAS,,56,34,310,9.1,4,18,2.1,19.4,60.7%,5.5,9,85,1,2,9.4,5.3,0.6,43,9.2,395,5,1
168,Brian Hill,ATL,,14,10,69,6.9,1,4,0.8,5.8,71.4%,4.9,78,323,2,19,4.1,26.9,6.5,88,4.5,392,3,0
169,Taysom Hill,NOR,wr,22,19,234,12.3,6,14,1.2,14.6,86.4%,10.6,27,156,1,10,5.8,9.8,1.7,46,8.5,390,7,0
170,Ty Johnson,DET,,31,24,109,4.5,0,4,1.5,6.8,77.4%,3.5,63,273,0,11,4.3,17.1,3.9,87,4.4,382,0,1
171,Bo Scarbrough,DET,rb,4,1,5,5.0,0,0,0.2,0.8,25.0%,1.3,89,377,1,15,4.2,62.8,14.8,90,4.2,382,1,1
172,Eric Ebron,IND,/te,52,31,375,12.1,3,20,2.8,34.1,59.6%,7.2,,,,0,,,,31,12.1,375,3,0
173,Adam Humphries,TEN,,47,37,374,10.1,2,20,3.1,31.2,78.7%,8.0,1,1,0,0,1.0,0.1,0.1,38,9.9,375,2,1
174,Taylor Gabriel,CHI,WR/wr,48,29,353,12.2,4,17,3.2,39.2,60.4%,7.4,3,20,0,1,6.7,2.2,0.3,32,11.7,373,4,0
