,player,team,pos,targets,rec,rec_yds,rec_yds_per_rec,rec_td,rec_first_down,rec_per_g,rec_yds_per_g,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_td,rush_first_down,rush_yds_per_att,rush_yds_per_g,rush_att_per_g,touches,yds_per_touch,yds_from_scrimmage,rush_receive_td,fumbles
21,Terrell Owens,SFO,WR,159,100,1300,13.0,13,63,7.1,92.9,62.9%,8.2,7,79,1,3,11.3,5.6,0.5,107,12.9,1379,14,0
22,James Stewart,DET,RB,70,46,333,7.2,2,13,3.3,23.8,65.7%,4.8,231,1021,4,47,4.4,72.9,16.5,277,4.9,1354,6,0
23,Amani Toomer,NYG,WR,134,82,1343,16.4,8,59,5.1,83.9,61.2%,10.0,1,2,0,0,2.0,0.1,0.1,83,16.2,1345,8,0
24,Edgerrin James,IND,RB,80,61,354,5.8,1,17,4.4,25.3,76.3%,4.4,277,989,2,59,3.6,70.6,19.8,338,4.0,1343,3,4
25,Plaxico Burress,PIT,WR,144,78,1325,17.0,7,64,4.9,82.8,54.2%,9.2,,,,0,,,,78,17.0,1325,7,2
26,Torry Holt,STL,WR,160,91,1302,14.3,4,71,5.7,81.4,56.9%,8.1,2,18,0,1,9.0,1.1,0.1,93,14.2,1320,4,1
27,Joe Horn,NOR,WR,149,88,1312,14.9,7,65,5.5,82.0,59.1%,8.8,1,2,0,0,2.0,0.1,0.1,89,14.8,1314,7,1
28,Warrick Dunn,ATL,RB,66,50,377,7.5,2,16,3.3,25.1,75.8%,5.7,230,927,7,39,4.0,61.8,15.3,280,4.7,1304,9,4
29,Laveranues Coles,NYJ,WR,134,89,1264,14.2,5,67,5.6,79.0,66.4%,9.4,6,39,0,2,6.5,2.4,0.4,95,13.7,1303,5,1
30,Eric Moulds,BUF,WR,180,100,1292,12.9,10,66,6.3,80.8,55.6%,7.2,1,7,0,0,7.0,0.4,0.1,101,12.9,1299,10,1
31,Koren Robinson,SEA,WR,141,78,1240,15.9,5,58,4.9,77.5,55.3%,8.8,8,56,0,3,7.0,3.5,0.5,86,15.1,1296,5,2
32,Garrison Hearst,SFO,RB,69,48,317,6.6,1,14,3.0,19.8,69.6%,4.6,215,972,8,53,4.5,60.8,13.4,263,4.9,1289,9,4
33,Marcel Shipp,ARI,rb,49,38,413,10.9,3,14,2.5,27.5,77.6%,8.4,188,834,6,44,4.4,55.6,12.5,226,5.5,1247,9,4
34,Peerless Price,BUF,WR,148,94,1252,13.3,9,58,5.9,78.3,63.5%,8.5,3,-13,0,0,-4.3,-0.8,0.2,97,12.8,1239,9,2
35,Jerry Rice,OAK,WR,150,92,1211,13.2,7,59,5.8,75.7,61.3%,8.1,3,20,0,1,6.7,1.3,0.2,95,13.0,1231,7,1
36,Antowain Smith,NWE,RB,42,31,243,7.8,2,11,1.9,15.2,73.8%,5.8,252,982,6,58,3.9,61.4,15.8,283,4.3,1225,8,2
37,Michael Pittman,TAM,RB,86,59,477,8.1,0,19,3.7,29.8,68.6%,5.5,204,718,1,37,3.5,44.9,12.8,263,4.5,1195,1,3
38,Marty Booker,CHI,WR,168,97,1189,12.3,6,52,6.1,74.3,57.7%,7.1,,,,0,,,,97,12.3,1189,6,0
39,Chad Johnson,CIN,WR,137,69,1166,16.9,5,58,4.3,72.9,50.4%,8.5,,,,0,,,,69,16.9,1166,5,0
40,Donald Driver,GNB,WR,113,70,1064,15.2,9,47,4.4,66.5,61.9%,9.4,8,70,0,4,8.8,4.4,0.5,78,14.5,1134,9,1
41,Amos Zereoue,PIT,rb,53,42,341,8.1,0,15,2.6,21.3,79.2%,6.4,193,762,4,36,3.9,47.6,12.1,235,4.7,1103,4,2
42,Isaac Bruce,STL,WR,130,79,1075,13.6,7,50,4.9,67.2,60.8%,8.3,3,18,0,2,6.0,1.1,0.2,82,13.3,1093,7,2
43,Keyshawn Johnson,TAM,WR,142,76,1088,14.3,5,53,4.8,68.0,53.5%,7.7,,,,0,,,,76,14.3,1088,5,0
44,Emmitt Smith,DAL,RB,24,16,89,5.6,0,4,1.0,5.6,66.7%,3.7,254,975,5,50,3.8,60.9,15.9,270,3.9,1064,5,3
45,Rod Smith,DEN,WR,147,89,1027,11.5,5,54,5.6,64.2,60.5%,7.0,6,9,0,0,1.5,0.6,0.4,95,10.9,1036,5,1
46,Jimmy Smith,JAX,WR,137,80,1027,12.8,7,53,5.0,64.2,58.4%,7.5,1,2,0,0,2.0,0.1,0.1,81,12.7,1029,7,0
47,Derrick Mason,TEN,WR,125,79,1012,12.8,5,56,5.6,72.3,63.2%,8.1,,,,0,,,,79,12.8,1012,5,2
48,Rod Gardner,WAS,WR,141,71,1006,14.2,8,51,4.4,62.9,50.4%,7.1,1,1,0,0,1.0,0.1,0.1,72,14.0,1007,8,1
49,William Green,CLE,RB,27,16,113,7.1,0,5,1.0,7.1,59.3%,4.2,243,887,6,39,3.7,55.4,15.2,259,3.9,1000,6,4
50,Travis Taylor,BAL,WR,118,61,869,14.2,6,40,3.8,54.3,51.7%,7.4,11,105,0,4,9.5,6.6,0.7,72,13.5,974,6,0
51,Quincy Morgan,CLE,WR,97,56,964,17.2,7,34,3.5,60.3,57.7%,9.9,3,7,0,0,2.3,0.4,0.2,59,16.5,971,7,2
52,Eddie Kennison,KAN,WR,92,53,906,17.1,2,44,3.3,56.6,57.6%,9.8,7,58,0,2,8.3,3.6,0.4,60,16.1,964,2,0
53,Stephen Davis,WAS,RB,33,23,142,6.2,1,3,1.9,11.8,69.7%,4.3,207,820,7,49,4.0,68.3,17.3,230,4.2,962,8,4
54,Tim Brown,OAK,WR,127,81,930,11.5,2,46,5.1,58.1,63.8%,7.3,6,19,0,2,3.2,1.2,0.4,87,10.9,949,2,3
55,Joey Galloway,DAL,WR,120,61,908,14.9,6,33,3.8,56.8,50.8%,7.6,4,31,0,1,7.8,1.9,0.3,65,14.4,939,6,2
56,Ed McCaffrey,DEN,WR,103,69,903,13.1,2,44,4.3,56.4,67.0%,8.8,2,22,0,0,11.0,1.4,0.1,71,13.0,925,2,1
57,Jamel White,CLE,rb,86,63,452,7.2,0,15,4.5,32.3,73.3%,5.3,106,470,3,22,4.4,33.6,7.6,169,5.5,922,3,0
58,Curtis Conway,SDG,WR,94,57,852,14.9,5,42,4.4,65.5,60.6%,9.1,7,53,2,2,7.6,4.1,0.5,64,14.1,905,7,2
59,Troy Brown,NWE,WR,141,97,890,9.2,3,48,6.9,63.6,68.8%,6.3,3,14,0,1,4.7,1.0,0.2,100,9.0,904,3,4
60,Lamar Smith,CAR,RB,26,20,167,8.4,0,8,1.8,15.2,76.9%,6.4,209,737,7,32,3.5,67.0,19.0,229,3.9,904,7,2
61,Jeremy Shockey,NYG,TE,128,74,894,12.1,2,49,4.9,59.6,57.8%,7.0,,,,0,,,,74,12.1,894,2,3
62,Anthony Thomas,CHI,RB,41,24,163,6.8,0,4,2.0,13.6,58.5%,4.0,214,721,6,35,3.4,60.1,17.8,238,3.7,884,6,5
63,Darrell Jackson,SEA,WR,112,62,877,14.1,4,37,4.8,67.5,55.4%,7.8,3,3,0,0,1.0,0.2,0.2,65,13.5,880,4,3
64,Todd Heap,BAL,TE,122,68,836,12.3,6,45,4.3,52.3,55.7%,6.9,4,38,0,2,9.5,2.4,0.3,72,12.1,874,6,0
65,Steve Smith,CAR,WR,98,54,872,16.1,3,33,3.6,58.1,55.1%,8.9,1,-4,0,0,-4.0,-0.3,0.1,55,15.8,868,3,5
66,Muhsin Muhammad,CAR,WR,108,63,823,13.1,3,40,4.5,58.8,58.3%,7.6,3,40,0,2,13.3,2.9,0.2,66,13.1,863,3,0
67,Derrius Thompson,WAS,WR,93,53,773,14.6,4,35,3.3,48.3,57.0%,8.3,10,77,0,5,7.7,4.8,0.6,63,13.5,850,4,2
68,Brian Finneran,ATL,WR,102,56,838,15.0,6,41,3.5,52.4,54.9%,8.2,,,,0,,,,56,15.0,838,6,2
69,David Patten,NWE,WR,120,61,824,13.5,5,39,3.8,51.5,50.8%,6.9,2,6,0,0,3.0,0.4,0.1,63,13.2,830,5,0
70,James Allen,HOU,rb,57,47,302,6.4,0,11,2.9,18.9,82.5%,5.3,155,519,0,22,3.3,32.4,9.7,202,4.1,821,0,1
71,Terry Glenn,GNB,WR,106,56,817,14.6,2,43,3.7,54.5,52.8%,7.7,,,,0,,,,56,14.6,817,2,1
72,Chris Chambers,MIA,WR,100,52,734,14.1,3,38,3.5,48.9,52.0%,7.3,6,78,0,1,13.0,5.2,0.4,58,14.0,812,3,1
73,Kevan Barlow,SFO,,21,14,136,9.7,1,7,1.0,9.7,66.7%,6.5,145,675,4,35,4.7,48.2,10.4,159,5.1,811,5,2
74,Michael Vick,ATL,QB,1,0,16,,0,0,0.0,1.1,0.0%,16.0,113,777,8,45,6.9,51.8,7.5,113,7.0,793,8,9
75,Mike Alstott,TAM,FB,48,35,242,6.9,2,11,2.2,15.1,72.9%,5.0,146,548,5,37,3.8,34.3,9.1,181,4.4,790,7,4
76,Kenny Watson,WAS,,43,32,253,7.9,1,6,2.0,15.8,74.4%,5.9,116,534,1,32,4.6,33.4,7.3,148,5.3,787,2,0
77,Todd Pinkston,PHI,WR,113,60,798,13.3,7,40,4.0,53.2,53.1%,7.1,1,-15,0,0,-15.0,-1.0,0.1,61,12.8,783,7,2
78,Antonio Bryant,DAL,WR,93,44,733,16.7,6,32,2.8,45.8,47.3%,7.9,6,40,0,1,6.7,2.5,0.4,50,15.5,773,6,3
79,Tony Gonzalez,KAN,TE,99,63,773,12.3,7,39,3.9,48.3,63.6%,7.8,,,,0,,,,63,12.3,773,7,0
80,James Thrash,PHI,WR,107,52,635,12.2,6,26,3.3,39.7,48.6%,5.9,18,126,2,8,7.0,7.9,1.1,70,10.9,761,8,1
81,Tai Streets,SFO,WR,109,72,756,10.5,5,46,4.5,47.3,66.1%,6.9,,,,0,,,,72,10.5,756,5,1
82,Tim Dwight,SDG,WR,93,50,623,12.5,2,33,3.1,38.9,53.8%,6.7,12,108,1,5,9.0,6.8,0.8,62,11.8,731,3,1
83,Jerome Bettis,PIT,RB,9,7,57,8.1,0,3,0.5,4.4,77.8%,6.3,187,666,9,42,3.6,51.2,14.4,194,3.7,723,9,1
84,Reggie Wayne,IND,WR,72,49,716,14.6,4,35,3.1,44.8,68.1%,9.9,,,,0,,,,49,14.6,716,4,2
85,Dennis Northcutt,CLE,,50,38,601,15.8,5,31,2.9,46.2,76.0%,12.0,8,104,1,4,13.0,8.0,0.6,46,15.3,705,6,2
86,Kevin Johnson,CLE,WR,120,67,703,10.5,4,39,4.2,43.9,55.8%,5.9,,,,0,,,,67,10.5,703,4,0
87,Jerry Porter,OAK,WR,70,51,688,13.5,9,36,3.2,43.0,72.9%,9.8,4,6,0,0,1.5,0.4,0.3,55,12.6,694,9,0
88,Wayne Chrebet,NYJ,WR,80,51,691,13.5,9,38,3.4,46.1,63.8%,8.6,,,,0,,,,51,13.5,691,9,2
89,D'Wayne Bates,MIN,WR,80,50,689,13.8,4,35,3.6,49.2,62.5%,8.6,,,,0,,,,50,13.8,689,4,2
90,Corey Bradford,HOU,WR,106,45,697,15.5,6,24,2.8,43.6,42.5%,6.6,2,-11,0,0,-5.5,-0.7,0.1,47,14.6,686,6,0
91,Shannon Sharpe,DEN,TE,88,61,686,11.2,3,32,4.7,52.8,69.3%,7.8,,,,0,,,,61,11.2,686,3,0
92,Keenan McCardell,TAM,WR,101,61,670,11.0,6,31,4.4,47.9,60.4%,6.6,1,3,0,0,3.0,0.2,0.1,62,10.9,673,6,1
93,Dez White,CHI,WR,94,51,656,12.9,4,28,3.2,41.0,54.3%,7.0,3,11,0,1,3.7,0.7,0.2,54,12.4,667,4,1
94,Moe Williams,MIN,,43,27,251,9.3,0,9,1.7,15.7,62.8%,5.8,84,414,11,35,4.9,25.9,5.3,111,6.0,665,11,1
95,Kevin Faulk,NWE,,53,37,379,10.2,3,14,2.5,25.3,69.8%,7.2,52,271,2,8,5.2,18.1,3.5,89,7.3,650,5,1
96,Peter Warrick,CIN,WR,81,53,606,11.4,6,27,3.5,40.4,65.4%,7.5,8,22,0,1,2.8,1.5,0.5,61,10.3,628,6,2
97,Thomas Jones,ARI,RB,30,20,113,5.7,0,4,2.2,12.6,66.7%,3.8,138,511,2,24,3.7,56.8,15.3,158,3.9,624,2,3
98,Antwaan Randle El,PIT,,65,47,489,10.4,2,22,2.9,30.6,72.3%,7.5,19,134,0,10,7.1,8.4,1.2,66,9.4,623,2,4
99,Bobby Engram,SEA,wr,72,50,619,12.4,0,43,3.3,41.3,69.4%,8.6,,,,0,,,,50,12.4,619,0,2
100,Billy Miller,HOU,te,80,51,613,12.0,3,33,3.2,38.3,63.8%,7.7,,,,0,,,,51,12.0,613,3,0
101,Daunte Culpepper,MIN,QB,0,0,0,,0,0,0.0,0.0,0.0%,,106,609,10,47,5.7,38.1,6.6,106,5.7,609,10,23
102,Antonio Freeman,PHI,,80,46,600,13.0,4,28,2.9,37.5,57.5%,7.5,,,,0,,,,46,13.0,600,4,0
103,Donte' Stallworth,NOR,wr,69,42,594,14.1,8,26,3.2,45.7,60.9%,8.6,2,2,0,0,1.0,0.2,0.2,44,13.5,596,8,0
104,Bill Schroeder,DET,WR,77,36,595,16.5,5,27,2.6,42.5,46.8%,7.7,,,,0,,,,36,16.5,595,5,0
105,James McKnight,MIA,WR,47,29,528,18.2,2,18,1.9,35.2,61.7%,11.2,7,58,0,2,8.3,3.9,0.5,36,16.3,586,2,2
106,Jonathan Wells,HOU,RB,12,9,48,5.3,0,0,0.6,3.0,75.0%,4.0,197,529,3,23,2.7,33.1,12.3,206,2.8,577,3,3
107,T.J. Duckett,ATL,,11,9,61,6.8,0,3,0.8,5.1,81.8%,5.5,130,507,4,31,3.9,42.3,10.8,139,4.1,568,4,0
108,Ashley Lelie,DEN,,53,35,525,15.0,2,24,2.2,32.8,66.0%,9.9,4,40,0,1,10.0,2.5,0.3,39,14.5,565,2,0
109,Mike Anderson,DEN,FB,24,18,167,9.3,2,7,1.2,11.1,75.0%,7.0,84,386,2,24,4.6,25.7,5.6,102,5.4,553,4,2
110,Az-Zahir Hakim,DET,WR,82,37,541,14.6,3,26,3.7,54.1,45.1%,6.6,4,3,0,0,0.8,0.3,0.4,41,13.3,544,3,0
111,David Boston,ARI,wr,75,32,512,16.0,1,28,4.0,64.0,42.7%,6.8,2,29,0,1,14.5,3.6,0.3,34,15.9,541,1,0
112,Dorsey Levens,PHI,,28,19,124,6.5,1,6,1.2,7.8,67.9%,4.4,75,411,1,13,5.5,25.7,4.7,94,5.7,535,2,1
113,Bobby Shaw,JAX,WR,74,44,525,11.9,1,32,2.8,32.8,59.5%,7.1,,,,0,,,,44,11.9,525,1,1
114,Jerome Pathon,NOR,WR,80,43,523,12.2,4,25,3.1,37.4,53.8%,6.5,,,,0,,,,43,12.2,523,4,0
115,Johnnie Morton,KAN,WR,64,29,397,13.7,1,25,2.1,28.4,45.3%,6.2,10,124,0,5,12.4,8.9,0.7,39,13.4,521,1,0
116,Stacey Mack,JAX,,13,11,79,7.2,0,5,0.7,4.9,84.6%,6.1,98,436,9,38,4.4,27.3,6.1,109,4.7,515,9,0
117,Stephen Alexander,SDG,TE,76,45,510,11.3,1,25,3.2,36.4,59.2%,6.7,,,,0,,,,45,11.3,510,1,1
118,Josh Reed,BUF,,59,37,509,13.8,2,23,2.3,31.8,62.7%,8.6,,,,0,,,,37,13.8,509,2,1
119,Itula Mili,SEA,TE,64,43,508,11.8,2,23,2.7,31.8,67.2%,7.9,,,,0,,,,43,11.8,508,2,1
120,Lamar Gordon,STL,rb,38,30,278,9.3,2,13,2.3,21.4,78.9%,7.3,65,228,1,12,3.5,17.5,5.0,95,5.3,506,3,4
121,Randy McMichael,MIA,TE,68,39,485,12.4,4,24,2.4,30.3,57.4%,7.1,1,8,0,0,8.0,0.5,0.1,40,12.3,493,4,1
122,T.J. Houshmandzadeh,CIN,wr,69,41,492,12.0,1,27,2.6,30.8,59.4%,7.1,,,,0,,,,41,12.0,492,1,3
123,Tyrone Wheatley,OAK,,20,12,71,5.9,0,1,0.9,5.1,60.0%,3.6,108,419,2,27,3.9,29.9,7.7,120,4.1,490,2,1
124,Deion Branch,NWE,wr,68,43,489,11.4,2,23,3.3,37.6,63.2%,7.2,2,0,0,1,0.0,0.0,0.2,45,10.9,489,2,1
125,Jabar Gaffney,HOU,WR,81,41,483,11.8,1,27,2.6,30.2,50.6%,6.0,,,,0,,,,41,11.8,483,1,1
126,Santana Moss,NYJ,,52,30,433,14.4,4,21,2.0,28.9,57.7%,8.3,7,48,0,3,6.9,3.2,0.5,37,13.0,481,4,2
127,Drew Bennett,TEN,wr,64,33,478,14.5,2,26,2.1,29.9,51.6%,7.5,,,,0,,,,33,14.5,478,2,0
128,Marcus Pollard,IND,TE,69,43,478,11.1,6,21,2.9,31.9,62.3%,6.9,,,,0,,,,43,11.1,478,6,1
129,Ron Dayne,NYG,,12,11,49,4.5,0,1,0.7,3.1,91.7%,4.1,125,428,3,27,3.4,26.8,7.8,136,3.5,477,3,1
130,LaMont Jordan,NYJ,,23,17,160,9.4,0,8,1.2,11.4,73.9%,7.0,84,316,3,17,3.8,22.6,6.0,101,4.7,476,3,4
131,Ricky Proehl,STL,,70,43,466,10.8,4,29,2.7,29.1,61.4%,6.7,,,,0,,,,43,10.8,466,4,0
132,Qadry Ismail,IND,WR,84,44,462,10.5,3,23,3.1,33.0,52.4%,5.5,,,,0,,,,44,10.5,462,3,0
133,Ladell Betts,WAS,,17,12,154,12.8,0,5,1.1,14.0,70.6%,9.1,65,307,1,14,4.7,27.9,5.9,77,6.0,461,1,2
134,Kyle Brady,JAX,TE,67,43,461,10.7,4,26,2.7,28.8,64.2%,6.9,,,,0,,,,43,10.7,461,4,0
135,Donovan McNabb,PHI,QB,1,0,0,,0,0,0.0,0.0,0.0%,0.0,63,460,6,35,7.3,46.0,6.3,63,7.3,460,6,6
136,Kevin Dyson,TEN,WR,69,41,460,11.2,4,26,3.7,41.8,59.4%,6.7,2,-4,0,0,-2.0,-0.4,0.2,43,10.6,456,4,1
137,Alge Crumpler,ATL,TE,58,36,455,12.6,5,26,2.3,28.4,62.1%,7.8,,,,0,,,,36,12.6,455,5,0
138,Leon Johnson,CHI,,27,16,125,7.8,0,8,1.0,7.8,59.3%,4.6,103,329,1,25,3.2,20.6,6.4,119,3.8,454,1,3
139,Ernie Conwell,STL,TE,48,34,419,12.3,2,18,2.1,26.2,70.8%,8.7,6,30,1,2,5.0,1.9,0.4,40,11.2,449,3,0
140,Dee Brown,CAR,,33,17,86,5.1,1,6,1.2,6.1,51.5%,2.6,102,360,4,20,3.5,25.7,7.3,119,3.7,446,5,4
141,Larry Centers,BUF,FB,63,43,388,9.0,0,19,2.7,24.3,68.3%,6.2,11,56,2,6,5.1,3.5,0.7,54,8.2,444,2,0
142,Bubba Franks,GNB,TE,71,54,442,8.2,7,28,3.4,27.6,76.1%,6.2,,,,0,,,,54,8.2,442,7,0
143,Steve McNair,TEN,QB,0,0,0,,0,0,0.0,0.0,0.0%,,82,440,3,29,5.4,27.5,5.1,82,5.4,440,3,9
144,Andre' Davis,CLE,,72,37,420,11.4,6,6,2.3,26.3,51.4%,5.8,3,7,0,0,2.3,0.4,0.2,40,10.7,427,6,1
145,Joe Jurevicius,TAM,,52,37,423,11.4,4,24,2.5,28.2,71.2%,8.1,,,,0,,,,37,11.4,423,4,1
146,Ron Dugans,CIN,wr,73,47,421,9.0,0,24,2.9,26.3,64.4%,5.8,,,,0,,,,47,9.0,421,0,0
147,Marc Boerigter,KAN,,38,20,420,21.0,8,17,1.3,26.3,52.6%,11.1,,,,0,,,,20,21.0,420,8,0
148,James Mungro,IND,,16,13,81,6.2,0,4,1.4,9.0,81.3%,5.1,97,336,8,24,3.5,37.3,10.8,110,3.8,417,8,3
149,Troy Hambrick,DAL,,24,21,99,4.7,0,1,1.3,6.2,87.5%,4.1,79,317,1,17,4.0,19.8,4.9,100,4.2,416,1,2
150,Jim Kleinsasser,MIN,TE,50,37,393,10.6,1,22,2.6,28.1,74.0%,7.9,6,17,0,1,2.8,1.2,0.4,43,9.5,410,1,0
151,Doug Jolley,OAK,,37,32,409,12.8,2,20,2.0,25.6,86.5%,11.1,,,,0,,,,32,12.8,409,2,0
152,Frank Sanders,ARI,WR,58,34,400,11.8,2,22,2.8,33.3,58.6%,6.9,3,2,0,0,0.7,0.2,0.3,37,10.9,402,2,0
153,Cory Schlesinger,DET,FB,54,35,263,7.5,0,13,2.2,16.4,64.8%,4.9,49,139,2,6,2.8,8.7,3.1,84,4.8,402,2,2
154,Chad Lewis,PHI,TE,67,42,398,9.5,3,22,2.6,24.9,62.7%,5.9,,,,0,,,,42,9.5,398,3,2
155,Aveion Cason,DET,,32,19,288,15.2,2,8,1.9,28.8,59.4%,9.0,26,107,0,5,4.1,10.7,2.6,45,8.8,395,2,0
156,Shawn Jefferson,ATL,wr,49,27,394,14.6,1,18,2.1,30.3,55.1%,8.0,,,,0,,,,27,14.6,394,1,0
157,Ike Hilliard,NYG,WR,47,27,386,14.3,2,21,3.9,55.1,57.4%,8.2,1,7,0,0,7.0,1.0,0.1,28,14.0,393,2,0
158,Byron Chamberlain,MIN,TE,50,34,389,11.4,0,15,2.6,29.9,68.0%,7.8,,,,0,,,,34,11.4,389,0,0
159,Brandon Stokley,BAL,wr,52,24,357,14.9,2,16,3.0,44.6,46.2%,6.9,6,31,0,1,5.2,3.9,0.8,30,12.9,388,2,1
160,Trevor Gaylor,ATL,,54,25,385,15.4,3,21,1.9,29.6,46.3%,7.1,,,,0,,,,25,15.4,385,3,0
161,Ron Dixon,NYG,,36,22,377,17.1,2,18,2.2,37.7,61.1%,10.5,,,,0,,,,22,17.1,377,2,1
162,Dante Hall,KAN,,35,20,322,16.1,3,11,1.3,20.1,57.1%,9.2,11,54,0,4,4.9,3.4,0.7,31,12.1,376,3,3
163,Jason McAddley,ARI,WR,69,25,362,14.5,1,18,2.8,40.2,36.2%,5.2,,,,0,,,,25,14.5,362,1,0
164,Jake Reed,NOR,,47,21,360,17.1,3,16,1.5,25.7,44.7%,7.7,,,,0,,,,21,17.1,360,3,1
165,Freddie Jones,ARI,TE,81,44,358,8.1,1,14,2.8,22.4,54.3%,4.4,,,,0,,,,44,8.1,358,1,0
166,Tony Fisher,GNB,,22,18,70,3.9,0,3,1.2,4.7,81.8%,3.2,70,283,2,15,4.0,18.9,4.7,88,4.0,353,2,2
167,Jeff Garcia,SFO,QB,0,0,0,,0,0,0.0,0.0,0.0%,,73,353,3,30,4.8,22.1,4.6,73,4.8,353,3,2
168,Jay Riemersma,BUF,TE,48,32,350,10.9,0,26,2.0,21.9,66.7%,7.3,,,,0,,,,32,10.9,350,0,0
169,Frank Wycheck,TEN,TE,66,40,346,8.7,2,22,2.7,23.1,60.6%,5.2,,,,0,,,,40,8.7,346,2,1
170,Mikhael Ricks,DET,TE,68,27,339,12.6,3,16,1.9,24.2,39.7%,5.0,,,,0,,,,27,12.6,339,3,0
171,Robert Holcombe,TEN,,11,10,91,9.1,0,3,1.3,11.4,90.9%,8.3,47,242,0,14,5.1,30.3,5.9,57,5.8,333,0,1
172,J.J. Stokes,SFO,wr,55,32,332,10.4,1,17,2.5,25.5,58.2%,6.0,,,,0,,,,32,10.4,332,1,0
173,Javon Walker,GNB,,50,23,319,13.9,1,14,1.5,21.3,46.0%,6.4,1,11,0,1,11.0,0.7,0.1,24,13.8,330,1,1
174,Ken Dilger,TAM,TE,48,34,329,9.7,2,14,2.1,20.6,70.8%,6.9,,,,0,,,,34,9.7,329,2,1
175,Scotty Anderson,DET,,56,25,322,12.9,1,20,1.6,20.1,44.6%,5.8,,,,0,,,,25,12.9,322,1,1
176,Eric Johnson,SFO,TE,65,36,321,8.9,0,12,3.0,26.8,55.4%,4.9,,,,0,,,,36,8.9,321,0,0
177,Justin McCareins,TEN,,48,19,301,15.8,2,12,1.2,18.8,39.6%,6.3,2,18,0,1,9.0,1.1,0.1,21,15.2,319,2,0
