,player,team,pos,fga1,fgm1,fga2,fgm2,fga3,fgm3,fga4,fgm4,fga5,fgm5,fga,fgm,fg_perc,xpa,xpm,xp_perc,kickoff,kickoff_yds,kickoff_tb,kickoff_tb_pct,kickoff_yds_avg,punt,punt_yds,punt_yds_per_punt
14,Justin Tucker,BAL,k,,,2,2,2,2,4,4,,,8,8,100.0%,14,14,100.0%,26,1681,22,84.6%,64.7,,,
15,Ka'imi Fairbairn,HOU,k,,,2,2,1,1,2,2,2,1,7,6,85.7%,8,8,100.0%,18,1084,9,50.0%,60.2,,,
16,Nick Folk,NWE,k,,,2,2,2,2,2,1,1,,7,5,71.4%,11,10,90.9%,,,,,,,,
17,Zane Gonzalez,ARI,k,,,1,1,1,1,2,1,3,2,7,5,71.4%,12,11,91.7%,20,1228,11,55.0%,61.4,,,
18,Robbie Gould,SFO,k,,,2,2,1,1,1,1,3,2,7,6,85.7%,11,11,100.0%,2,57,,,28.5,,,
19,Brandon McManus,DEN,k,,,1,1,,,2,2,4,3,7,6,85.7%,8,8,100.0%,19,1229,16,84.2%,64.7,,,
20,Cairo Santos,CHI,k,,,2,2,3,3,1,,1,,7,5,71.4%,8,8,100.0%,19,1192,10,52.6%,62.7,,,
21,Sam Sloman,LAR,k,,,1,,5,5,,,1,,7,5,71.4%,12,11,91.7%,22,1405,14,63.6%,63.9,,,
22,Ryan Succop,TAM,k,,,1,1,3,3,2,1,1,,7,5,71.4%,14,13,92.9%,1,16,,,16.0,,,
23,Dan Bailey,MIN,k,,,1,1,2,2,2,1,1,,6,4,66.7%,8,8,100.0%,20,1189,14,70.0%,59.5,,,
24,Tyler Bass,BUF,k,1,1,1,1,4,2,,,,,6,4,66.7%,16,15,93.8%,24,1543,19,79.2%,64.3,,,
25,Dustin Hopkins,WAS,k,,,1,1,1,1,3,2,1,,6,4,66.7%,8,7,87.5%,17,1053,14,82.4%,61.9,,,
26,Wil Lutz,NOR,k,,,2,2,3,3,1,1,,,6,6,100.0%,15,15,100.0%,24,1488,17,70.8%,62.0,,,
27,Greg Zuerlein,DAL,k,,,,,2,2,3,3,1,,6,5,83.3%,11,9,81.8%,24,1435,14,58.3%,59.8,,,
28,Chris Boswell,PIT,k,,,2,2,2,2,1,1,,,5,5,100.0%,8,7,87.5%,17,1057,10,58.8%,62.2,,,
29,Aldrick Rosas,JAX,,,,1,1,2,2,1,,1,1,5,4,80.0%,1,1,100.0%,6,384,4,66.7%,64.0,,,
30,Cody Parkey,CLE,k,,,,,2,2,2,2,,,4,4,100.0%,14,14,100.0%,21,1327,14,66.7%,63.2,,,
31,Josh Lambo,JAX,k,,,,,1,1,1,1,1,1,3,3,100.0%,7,6,85.7%,4,215,2,50.0%,53.8,,,
32,Jason Myers,SEA,k,,,,,,,1,1,1,1,2,2,100.0%,18,18,100.0%,25,1608,19,76.0%,64.3,,,
33,Elliott Fry,ATL,,,,1,1,,,,,,,1,1,100.0%,2,1,50.0%,4,259,2,50.0%,64.8,,,
34,Austin Seibert,CLE,,,,,,,,1,,,,1,,0.0%,1,,0.0%,2,130,,,65.0,,,
35,Tress Way,WAS,p,,,,,,,,,,,,,,,,,,,,,,21,989,47.1
36,Cameron Johnston,PHI,p,,,,,,,,,,,,,,,,,,,,,,19,980,51.6
37,Braden Mann,NYJ,p,,,,,,,,,,,,,,,,,1,44,,,44.0,19,856,45.1
38,Pat O'Donnell,CHI,p,,,,,,,,,,,,,,,,,,,,,,19,875,46.1
39,Michael Dickson,SEA,p,,,,,,,,,,,,,,,,,,,,,,17,866,50.9
40,Jack Fox,DET,p,,,,,,,,,,,,,,,,,20,1262,9,45.0%,63.1,17,908,53.4
41,Bradley Pinion,TAM,p,,,,,,,,,,,,,,,,,23,1495,23,100.0%,65.0,17,794,46.7
42,Bryan Anger,HOU,p,,,,,,,,,,,,,,,,,,,,,,16,755,47.2
43,Kevin Huber,CIN,p,,,,,,,,,,,,,,,,,,,,,,16,766,47.9
44,Sterling Hofrichter,ATL,p,,,,,,,,,,,,,,,,,6,353,2,33.3%,58.8,15,613,40.9
45,Andy Lee,ARI,p,,,,,,,,,,,,,,,,,,,,,,15,687,45.8
46,Sam Martin,DEN,p,,,,,,,,,,,,,,,,,2,114,,,57.0,15,688,45.9
47,Riley Dixon,NYG,p,,,,,,,,,,,,,,,,,,,,,,14,637,45.5
48,Ty Long,LAC,p,,,,,,,,,,,,,,,,,19,1244,14,73.7%,65.5,14,654,46.7
49,Thomas Morstead,NOR,p,,,,,,,,,,,,,,,,,1,33,,,33.0,14,554,39.6
50,Britton Colquitt,MIN,p,,,,,,,,,,,,,,,,,2,105,,,52.5,13,546,42.0
51,Dustin Colquitt,PIT,p,,,,,,,,,,,,,,,,,,,,,,13,569,43.8
52,Jamie Gillan,CLE,p,,,,,,,,,,,,,,,,,,,,,,13,580,44.6
53,Matt Haack,MIA,p,,,,,,,,,,,,,,,,,,,,,,13,629,48.4
54,Tommy Townsend,KAN,p,,,,,,,,,,,,,,,,,,,,,,13,658,50.6
55,Mitch Wishnowsky,SFO,p,,,,,,,,,,,,,,,,,21,1360,13,61.9%,64.8,12,554,46.2
56,Chris Jones,DAL,p,,,,,,,,,,,,,,,,,1,59,,,59.0,11,471,42.8
57,Sam Koch,BAL,p,,,,,,,,,,,,,,,,,,,,,,11,507,46.1
58,Rigoberto Sanchez,IND,p,,,,,,,,,,,,,,,,,24,1504,11,45.8%,62.7,11,514,46.7
59,Jake Bailey,NWE,p,,,,,,,,,,,,,,,,,21,1364,16,76.2%,65.0,10,484,48.4
60,Corey Bojorquez,BUF,p,,,,,,,,,,,,,,,,,,,,,,10,472,47.2
61,Logan Cooke,JAX,p,,,,,,,,,,,,,,,,,12,695,4,33.3%,57.9,10,461,46.1
62,Johnny Hekker,LAR,p,,,,,,,,,,,,,,,,,,,,,,10,518,51.8
63,Brett Kern,TEN,p,,,,,,,,,,,,,,,,,,,,,,10,469,46.9
64,Joseph Charlton,CAR,p,,,,,,,,,,,,,,,,,,,,,,9,452,50.2
65,A.J. Cole,LVR,p,,,,,,,,,,,,,,,,,,,,,,9,398,44.2
66,JK Scott,GNB,p,,,,,,,,,,,,,,,,,,,,,,7,287,41.0
67,Brandon Wright,JAX,,,,,,,,,,,,,,,2,1,50.0%,,,,,,,,
